cell,x,y,area µm²,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,Neurofilament,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,UMAP_1,UMAP_2,TSNE_1,TSNE_2
1420,24752,1474,145.4,65.38,7.805,153.908,123.985,17.431,303.309,18.982,37.87,119.579,70.003,8.021,151.256,72.586,30.648,52.259,1.0,562.096,74.417,278.5,92.011,1.0,317.266,162.527,363.87,353.647,5.15,194.027,1.0,193.032,263.895,262.045,29.16,163.892,54.213,66.371,103.971,95.468,460.892,608.133,157.843,422.96,13.89,189.751,6.212,8.057,301.872,122.389,2.173,176.943,7.7204466,16.464485,6.680206,7.5435686
1421,16229,6877,44.63,156.4,24.138,128.99,122.977,25.646,14.811,89.911,151.991,205.627,28.807,6.015,92.372,42.67,244.627,18.45,1.0,2.035,149.146,246.639,9.466,1.0,3.51,263.353,404.804,194.806,38.346,406.244,2.134,46.311,87.38,597.137,27.819,18.526,84.334,166.941,105.778,104.915,61.512,173.422,162.838,1.0,1.0,142.563,9.687,12.089,697.825,7.562,3.345,1.0,-13.364704,-24.022154,-6.532941,-6.065293
1422,4782,2675,129.05,258.52,26.86,49.704,273.18,1.0,31.691,32.968,8.023,173.097,479.902,159.476,29.427,84.339,29.359,80.615,1.0,314.676,150.457,190.111,301.547,1.0,43.671,338.458,452.375,278.722,73.617,230.149,63.367,24.734,164.37,85.087,168.617,596.895,208.832,161.913,152.747,24.617,217.743,377.192,226.774,439.791,242.694,1.0,32.273,56.444,398.256,33.808,3.345,36.785,21.791027,24.599882,-6.7006955,10.090992
1423,24192,9974,16.2,247.42,81.301,259.245,645.158,199.814,116.092,53.947,8.023,388.217,479.902,8.021,147.195,1.0,38.382,347.814,1.0,1000.0,41.642,449.111,136.458,2.071,16.06,580.235,425.824,308.692,10.336,233.536,1.0,87.307,335.252,314.756,62.683,447.406,154.615,66.371,333.398,310.383,61.512,296.729,448.552,138.047,4.223,1.0,18.374,342.737,803.326,2.64,1.0,65.115,23.41063,28.526775,5.467261,10.281791
1424,386,6587,200.26,376.18,24.138,152.776,201.606,42.077,148.318,44.956,20.313,206.676,332.627,12.033,4.046,151.651,51.272,46.806,8.431,80.713,4.933,476.861,373.508,3.141,169.173,216.027,355.02,260.74,18.636,354.319,25.947,79.755,273.284,186.744,180.686,90.693,46.181,141.799,64.228,87.202,236.447,421.082,73.927,323.181,210.468,1.0,235.548,14.105,333.132,220.813,66.662,77.043,49.35447,15.594414,-5.3936834,19.943207
1425,7926,9811,106.17,203.02,14.61,192.418,123.985,60.151,10.207,99.901,16.801,320.008,260.534,124.37,142.119,90.75,48.694,56.621,1.0,19.634,84.906,427.528,3.117,1.0,63.751,427.967,457.907,386.614,40.421,227.892,14.607,74.361,108.036,201.804,80.115,537.099,168.671,156.884,149.134,117.904,513.703,398.092,484.516,273.892,4.223,200.109,49.647,224.792,363.089,124.03,1.0,147.122,14.066604,-24.189922,-10.712573,-23.98473
1426,16354,15008,117.82,3.22,1.0,92.745,150.195,132.447,175.94,38.962,11.534,164.702,9.239,400.199,133.997,138.83,52.561,41.353,5.247,5.141,4.933,320.639,1.0,3.141,216.864,224.257,308.555,90.91,3.075,103.722,29.348,100.253,241.361,255.77,106.934,206.161,122.486,89.837,19.065,189.936,196.839,222.536,313.687,1.0,1.0,53.942,124.355,1.0,324.014,215.892,64.317,87.481,-24.311262,-36.346344,-6.828561,-20.56586
1427,9536,2439,241.9,378.4,25.499,190.153,165.316,4.286,59.313,34.966,15.046,77.604,381.032,9.024,9.122,17.027,62.874,2.091,1.0,223.575,7.555,85.278,284.614,1.0,78.812,169.729,315.193,228.772,8.262,303.522,1.0,38.759,190.66,135.288,15.75,226.78,85.338,11.057,44.356,54.138,106.621,285.234,20.98,576.838,403.823,1.0,1.0,7.048,368.299,30.527,1.0,69.588,51.82633,36.172455,1.0685248,21.875599
1428,3156,10996,161.88,211.9,11.888,80.286,111.888,298.4,106.885,76.924,16.801,169.949,331.597,6.015,170.546,191.184,109.279,68.618,9.493,15.493,33.776,187.028,7.35,5.283,249.495,273.642,445.738,250.75,27.972,131.942,65.635,95.937,468.577,53.711,175.322,69.043,60.237,245.721,206.942,224.181,90.118,384.507,70.93,288.318,4.223,187.449,268.558,10.073,412.583,311.034,69.007,226.148,-29.25813,-5.6778603,-12.160126,-7.745096
1429,6030,15669,250.57,3.22,1.0,136.918,74.589,53.579,51.641,84.916,15.046,114.332,111.199,7.018,58.869,52.286,2.289,76.252,5.247,40.339,70.484,176.75,1.0,4.212,58.731,412.535,423.611,165.835,9.299,125.169,33.884,52.784,108.036,57.476,97.548,9.248,100.398,156.884,131.069,127.351,164.933,401.227,318.682,1.0,1.0,133.356,77.445,2.008,545.435,94.502,53.764,63.624,-30.380913,-35.60997,0.2985013,-15.804894
1430,24069,4040,190.17,103.12,5.083,83.684,116.928,1.0,171.336,66.934,11.534,273.836,210.069,7.018,95.418,3.137,20.335,4.272,1.0,270.161,16.732,130.5,15.816,1.0,176.704,237.632,264.302,115.885,18.636,58.569,2.134,45.232,158.737,17.315,27.819,78.322,105.418,89.837,73.26,56.5,161.632,340.618,125.875,450.61,1.0,59.697,32.273,13.097,279.73,109.266,1.0,8.455,-1.7830677,4.455078,2.4051933,4.2513027
1431,18817,670,112.42,74.26,9.166,441.602,112.896,56.865,19.415,7.993,20.313,10.444,185.352,3.006,96.433,51.217,19.046,2.091,1.0,16.528,39.02,53.417,13.699,1.0,71.281,187.219,255.452,313.687,13.449,209.831,1.0,93.78,12.267,430.219,1.0,305.133,95.378,108.275,85.906,56.5,544.509,528.714,131.869,324.383,104.123,169.035,4.475,3.016,343.551,4.281,5.69,94.936,5.1920986,-16.416012,-2.0818682,-2.1326833
1432,3760,2829,216.46,260.74,20.054,262.643,182.453,4.286,43.968,11.989,23.824,206.676,473.723,6.015,2.015,134.556,8.734,16.269,1.0,465.82,32.465,121.25,310.013,1.0,38.651,227.344,265.409,269.731,3.075,323.841,3.268,12.867,201.927,298.441,123.026,38.115,20.076,21.114,219.588,41.149,192.438,401.227,74.926,324.383,390.932,1.0,77.445,10.073,193.767,2.64,1.0,27.839,39.97671,52.600677,11.731815,22.10037
1433,13841,10189,153.22,174.16,10.527,221.867,203.623,170.238,33.226,81.919,8.023,188.837,225.518,8.021,55.823,30.917,37.093,8.634,3.123,10.317,82.283,98.639,1.0,1.0,43.671,231.459,385.997,192.808,24.86,174.837,13.473,202.742,87.38,228.16,54.638,560.811,234.937,215.55,102.165,289.128,635.827,343.753,157.843,23.841,1.0,193.204,16.637,6.04,406.07,135.512,10.38,85.99,-2.2216053,-34.878296,5.243863,-11.124637
1435,16597,3610,29.7,116.44,13.249,82.551,93.743,50.293,129.903,47.953,23.824,126.924,19.538,6.015,154.302,10.616,24.203,14.087,1.0,15.493,120.303,89.389,11.583,1.0,86.342,186.191,358.339,148.852,8.262,91.305,1.0,118.593,231.972,563.251,2.341,44.3,48.189,237.341,221.394,165.138,365.173,177.601,249.751,68.321,1.0,247.297,2.737,5.032,389.138,128.951,1.0,5.473,-8.213512,-27.761482,-1.6074212,-7.3820724
1436,2630,9408,139.29,731.38,20.054,81.418,116.928,40.434,19.415,72.928,11.534,179.393,380.002,7.018,11.152,154.857,39.671,44.624,8.431,93.136,19.354,256.917,665.589,4.212,209.334,214.998,414.761,223.777,10.336,151.132,35.018,48.469,277.039,19.825,208.846,52.548,69.273,349.644,116.617,75.394,150.63,247.615,96.904,533.56,503.723,19.415,265.083,11.081,423.003,133.872,159.292,209.746,57.100594,20.55541,-3.173682,22.894602
1438,9030,5512,101.62,271.84,44.553,268.306,93.743,58.508,42.433,91.909,9.779,252.849,484.022,831.494,105.57,29.848,51.272,415.432,637.982,10.317,567.362,394.639,20.049,1.0,1.0,659.455,640.449,283.717,159.72,343.031,309.431,203.821,220.705,142.818,396.577,52.548,354.415,398.253,259.331,175.766,102.22,472.286,736.264,570.827,1.0,59.697,1.0,127.009,648.331,117.468,1.0,38.276,-13.274738,33.9726,-17.038029,-26.240223
1440,26044,5986,114.56,276.28,11.888,124.459,90.718,143.949,66.986,97.903,23.824,166.8,24.688,7.018,35.518,109.982,38.382,24.993,1.0,428.551,7.555,317.556,134.341,4.212,1.0,240.719,381.571,213.787,10.336,334.0,4.402,188.717,109.914,267.065,65.365,125.746,93.37,294.331,165.392,210.011,734.847,668.742,146.854,105.588,4.223,5.604,9.687,6.04,378.718,84.66,4.518,54.678,19.333527,31.990555,10.897805,9.6449585
1441,23443,7876,28.99,160.84,13.249,31.582,56.444,1.0,1.0,62.938,9.779,152.109,233.757,7.018,96.433,7.411,37.093,11.906,1.0,16.528,3.622,146.944,1.0,1.0,231.925,152.239,301.917,98.902,16.561,32.607,1.0,59.257,16.023,22.335,2.341,61.827,121.482,312.768,37.13,32.883,52.71,255.975,67.933,344.819,1.0,277.221,1.0,13.097,378.718,5.921,1.0,1.0,-4.9714355,-2.5195198,0.28888258,2.1605568
1442,14198,3714,55.0,112.0,6.444,132.388,91.727,5.929,90.005,64.936,11.534,113.283,252.295,7.018,139.073,10.616,29.359,28.265,1.0,156.285,28.531,208.611,5.233,1.0,8.53,363.15,337.319,374.626,20.71,177.095,1.0,118.593,196.293,48.691,3.682,51.517,37.145,141.799,122.036,113.181,309.062,548.569,164.836,341.213,1.0,101.13,18.374,8.057,464.682,45.291,2.173,2.491,-10.288889,-6.359601,2.4869003,-0.6611577
1443,1101,7053,95.94,491.62,30.943,233.194,781.248,47.007,151.387,37.963,15.046,211.923,539.636,56.166,104.555,135.625,92.521,125.33,5.247,178.025,306.469,120.222,441.237,154.116,113.952,345.66,402.591,575.425,3.075,257.241,10.072,26.892,355.908,61.241,255.779,352.557,118.47,401.606,479.725,63.585,213.343,396.002,92.908,545.581,297.477,318.654,197.325,18.137,518.083,220.813,58.454,59.151,53.893528,25.176788,-9.201487,10.856937
1445,14414,8194,157.05,112.0,10.527,203.745,420.358,1.0,5.604,86.914,9.779,163.652,241.996,15.042,77.143,9.548,31.937,22.812,2.062,4.106,61.307,135.639,1.0,1.0,33.631,216.027,369.402,238.762,11.374,174.837,2.134,103.489,47.945,287.146,43.91,378.331,237.949,104.923,80.486,51.777,338.768,369.878,214.786,1.0,1.0,146.016,4.475,5.032,364.391,32.167,9.208,11.437,-34.07959,-23.666422,6.2861485,-15.715531
1447,5429,3925,105.03,191.92,28.221,232.061,153.219,10.859,16.346,135.865,29.091,269.639,675.582,7.018,131.966,3.137,129.903,393.62,1.0,10.317,349.732,989.722,5.233,1.0,1.0,319.939,330.681,951.049,838.168,909.695,369.53,152.037,235.727,446.534,593.695,15.433,715.862,34.523,94.939,47.053,50.51,313.449,222.778,392.906,17.113,21.717,9.687,194.55,290.15,117.468,1.0,42.749,-20.373993,45.92914,-20.134098,-20.52957
1448,16289,11324,107.73,673.66,52.719,139.184,146.162,9.215,59.313,116.884,20.313,133.221,164.754,6.015,15.213,9.548,137.637,3.181,1.0,83.819,2.311,239.444,496.267,1.0,86.342,161.498,329.575,228.772,15.523,229.02,5.536,92.701,233.85,123.992,96.207,71.105,83.33,247.398,58.808,122.628,106.621,195.366,86.914,373.671,336.148,9.056,9.687,10.073,449.052,28.887,3.345,69.588,48.144005,21.070158,-1.7887201,19.849783
1449,22345,1261,86.98,100.9,6.444,347.592,142.13,20.717,225.046,21.979,37.87,134.27,216.248,8.021,116.738,28.78,7.445,30.447,1.0,491.701,37.709,157.222,62.379,1.0,83.832,70.961,181.329,310.69,6.187,252.725,1.0,182.244,337.13,405.118,3.682,66.981,27.105,76.428,69.647,107.277,426.785,469.151,117.883,317.17,13.89,157.525,7.95,7.048,307.082,86.3,4.518,139.667,8.59746,18.385635,7.2457604,7.456306
1450,1694,16726,43.21,3.22,1.0,74.622,176.405,106.158,60.848,82.918,2.756,121.678,43.226,6.015,30.442,42.67,8.734,92.611,7.37,5.141,82.283,95.556,1.0,4.212,73.791,166.643,264.302,58.942,5.15,31.478,30.482,48.469,153.103,13.55,112.298,357.712,368.471,146.827,161.779,75.394,183.637,298.819,111.889,1.0,1.0,155.224,145.203,1.0,498.546,184.724,120.599,156.069,-36.80404,-33.516014,3.72648,-19.62972
1451,100,7814,92.1,387.28,142.548,430.276,223.784,203.1,403.055,73.927,22.069,247.602,551.995,7.018,1.0,298.029,47.405,90.43,7.37,703.923,27.22,326.806,453.936,4.212,108.932,407.39,539.774,304.696,22.785,275.302,33.884,40.917,690.16,117.717,232.983,83.477,76.302,319.473,46.163,233.628,240.848,344.798,69.931,318.372,487.61,2.151,239.023,53.42,318.804,104.345,38.521,387.181,68.61427,25.667667,-2.9814227,28.414011
1452,9849,11175,79.88,247.42,9.166,182.224,122.977,43.72,254.203,118.882,9.779,232.911,109.139,616.849,126.89,160.199,51.272,75.162,2.062,65.184,58.685,474.806,3.117,1.0,186.744,542.168,662.575,468.532,14.486,186.125,18.009,262.078,308.962,26.101,78.774,465.963,194.776,180.351,143.714,260.787,433.387,543.344,760.24,81.545,1.0,289.881,91.344,9.065,585.812,46.931,37.349,133.703,16.864807,-30.607437,-10.117922,-26.017588
1453,16951,1779,182.07,16.54,6.444,236.592,113.904,91.37,100.747,10.99,13.29,111.184,251.265,17.048,132.982,80.065,17.757,2.091,1.0,16.528,49.508,78.083,1.0,1.0,189.254,110.057,166.947,203.797,9.299,104.851,1.0,112.12,168.126,295.931,1.0,347.402,49.193,86.485,199.716,232.447,306.861,313.449,115.885,234.22,4.223,170.185,16.637,5.032,416.49,64.975,3.345,221.675,-1.7542744,-14.515139,-1.8729527,-2.3848155
1454,11960,16542,108.16,20.98,54.08,113.133,246.97,30.576,116.092,106.894,9.779,169.949,189.471,382.145,7.091,35.19,6.156,477.597,4.185,17.564,167.5,265.139,13.699,2.071,1.0,301.42,440.206,231.769,69.467,477.359,372.932,98.095,211.316,156.623,515.921,177.294,271.081,192.084,55.195,114.362,122.024,134.757,620.38,82.747,7.445,27.471,44.435,198.582,755.134,43.65,2.173,233.603,-17.165514,33.912003,-15.974649,-22.19258
1455,10930,851,135.73,231.88,113.966,106.337,59.468,10.859,1.0,38.962,18.557,99.641,285.252,5.012,40.595,2.068,2.289,6.453,1.0,435.798,12.799,144.889,187.254,1.0,43.671,98.739,70.698,214.786,98.514,403.986,1.0,66.809,10.389,284.636,1.0,65.95,11.04,175.322,199.716,95.468,413.583,306.134,23.977,296.733,200.8,43.584,1.0,6.04,238.051,1.0,1.0,78.534,34.37546,52.70797,13.9122715,21.137371
1456,2177,9998,53.72,553.78,20.054,42.908,75.597,24.003,10.207,64.936,8.023,182.541,338.806,7.018,41.61,116.393,42.249,42.443,7.37,107.629,12.799,249.722,430.655,3.141,221.884,228.373,441.312,271.729,12.411,129.685,36.152,43.075,235.727,16.06,176.663,45.331,75.297,384.844,114.81,41.149,115.423,343.753,84.916,481.866,387.71,29.773,240.76,14.105,387.836,128.951,88.94,159.051,55.180054,18.513489,-3.6944149,22.251297
1457,19779,1828,81.16,280.72,10.527,200.347,166.324,68.367,180.544,32.968,50.16,200.38,287.311,13.036,177.652,22.369,133.77,24.993,1.0,240.139,46.886,221.972,265.566,1.0,96.382,188.248,208.987,335.665,12.411,236.922,11.205,111.041,170.004,243.22,29.16,123.684,59.233,290.978,109.391,158.053,342.068,281.054,138.862,538.368,110.568,91.923,1.0,59.468,317.502,45.291,1.0,230.621,24.924086,17.443464,0.7619963,10.26311
1460,14994,8740,46.9,174.16,9.166,150.51,99.791,107.801,297.171,106.894,11.534,159.455,227.577,9.024,146.18,159.13,64.163,14.087,3.123,19.634,92.772,212.722,1.0,2.071,36.141,302.449,581.814,326.674,25.897,175.966,14.607,122.908,406.609,112.697,47.933,60.796,106.422,163.589,179.844,233.628,118.724,747.115,231.769,41.874,1.0,291.032,65.283,8.057,630.096,222.453,23.278,108.355,-27.695591,-15.209732,-10.388003,-11.073208
1461,18449,12009,70.64,556.0,35.026,66.694,261.083,12.502,43.968,66.934,9.779,90.196,240.966,7.018,17.244,4.205,33.226,4.272,2.062,360.226,4.933,201.417,494.15,1.0,216.864,126.518,79.548,279.721,12.411,94.692,10.072,49.548,252.628,29.866,149.844,82.446,71.281,69.723,152.747,60.043,146.229,281.054,46.954,523.942,494.055,1.0,1.0,12.089,441.237,7.562,9.208,77.043,51.40478,36.507427,4.534074,22.854818
1462,12243,169,62.25,556.0,17.332,19.122,94.751,10.859,1.0,18.982,4.511,84.95,430.467,3.006,55.823,1.0,7.445,3.181,1.0,561.061,3.622,187.028,587.278,1.0,1.0,114.172,137.076,294.706,7.224,173.708,1.0,111.041,62.968,22.335,2.341,68.012,31.121,31.171,33.517,116.723,103.32,219.401,7.993,566.018,751.861,4.453,1.0,5.032,404.768,1.0,1.0,77.043,53.10059,47.47724,6.3185406,25.03364
1463,493,13769,72.06,5.44,2.361,420.082,214.711,355.908,304.843,62.938,9.779,219.269,277.012,10.027,37.549,147.378,4.867,41.353,6.308,1.0,88.839,128.444,1.0,5.283,78.812,283.93,495.522,183.817,2.037,243.695,28.215,109.962,372.808,338.602,88.161,152.551,260.037,84.809,158.166,319.83,543.409,393.912,131.869,76.736,10.668,103.432,357.165,2.008,389.138,294.631,124.116,382.707,-54.049595,-49.14172,1.9213781,-28.056376
1464,16985,5871,40.22,176.38,15.971,600.173,168.34,7.572,5.604,157.843,118.633,164.702,11.299,9.024,108.616,17.027,251.072,5.362,1.0,13.423,14.11,73.972,5.233,1.0,18.57,294.218,315.193,211.789,15.523,387.054,1.0,43.075,46.068,332.327,38.546,175.232,161.643,69.723,62.421,64.766,237.547,423.172,110.89,20.235,1.0,119.545,11.424,6.04,537.621,1.0,1.0,32.312,-15.628647,-35.663094,-2.673453,-10.104877
1465,24264,8819,307.43,140.86,11.888,80.286,180.437,71.653,74.659,56.944,11.534,140.566,402.66,129.386,36.534,12.753,34.515,11.906,1.0,12.388,69.173,167.5,7.35,9.566,56.221,129.605,254.346,73.927,39.383,59.698,1.0,62.494,108.036,123.992,50.615,56.672,290.158,99.894,109.391,193.479,217.743,334.348,157.843,135.643,1.0,89.621,9.687,12.089,271.915,30.527,1.0,56.169,-10.768276,-2.0729504,3.375868,1.6513225
1466,15521,12996,178.51,167.5,3.722,515.224,553.424,78.225,27.088,93.907,4.511,138.467,89.571,64.19,141.104,1.0,2.289,45.715,1.0,185.272,225.185,109.944,331.178,399.315,18.57,120.345,77.336,316.684,5.15,236.922,2.134,125.066,173.759,155.368,72.07,138.118,97.386,193.76,261.137,154.511,138.528,107.588,151.849,165.697,278.142,118.394,7.95,2.008,433.422,122.389,3.345,42.749,-20.246292,10.4729805,-7.0696926,8.32722
1467,4882,10502,94.66,265.18,14.61,133.52,147.171,117.66,93.074,100.9,13.29,184.64,262.594,6.015,112.677,147.378,37.093,70.799,5.247,261.879,117.681,290.833,121.642,9.566,201.804,243.805,492.203,444.556,16.561,148.875,35.018,44.153,342.763,19.825,155.208,118.529,70.277,356.349,259.331,173.404,219.944,540.209,165.835,325.585,152.461,197.808,98.294,10.073,446.447,301.192,39.694,109.846,-27.575806,-6.0004826,-11.70322,-7.0035434
1468,7924,1013,185.9,171.94,69.052,202.612,154.227,22.36,1.0,23.977,8.023,120.628,386.181,2.003,2.015,2.068,1.0,1.0,1.0,622.14,1.0,183.944,248.633,1.0,21.08,138.864,122.694,291.709,12.411,243.695,1.0,31.207,2.878,86.342,1.0,117.498,5.016,11.057,1.0,81.298,424.585,375.103,25.975,380.884,342.594,1.0,1.0,5.032,170.322,2.64,1.0,57.66,37.151024,53.223026,12.399287,21.606009
1469,18246,8455,348.64,578.2,32.304,165.235,151.203,42.077,114.558,91.909,22.069,132.171,235.816,6.015,9.122,66.175,39.671,28.265,1.0,462.714,29.843,167.5,538.597,1.0,86.342,237.632,486.671,245.755,24.86,278.688,7.804,89.464,275.162,100.147,117.662,115.437,103.41,344.616,150.94,174.585,551.11,381.372,124.876,461.43,294.255,3.302,4.475,31.242,506.361,58.414,2.173,88.972,40.373043,34.94966,7.5031285,16.37605
1471,21856,12217,103.75,711.4,139.826,54.235,317.535,2.643,40.899,84.916,8.023,78.653,282.162,5.012,30.442,1.0,31.937,1.0,1.0,602.47,1.0,114.056,578.811,48.113,169.173,106.97,145.927,279.721,5.15,155.647,1.0,57.099,170.004,18.57,176.663,28.836,59.233,1.0,1.0,116.723,149.53,297.774,72.928,502.303,671.297,1.0,1.0,15.113,162.507,1.0,1.0,1.0,50.224213,38.01148,4.72423,21.9085
1472,11714,7553,77.03,216.34,13.249,64.429,115.92,63.437,25.553,77.923,20.313,154.208,110.169,9.024,121.814,9.548,172.441,17.359,1.0,32.057,77.039,151.056,30.631,1.0,18.57,160.47,272.047,186.814,22.785,216.603,1.0,71.124,55.457,200.549,49.274,37.084,94.374,166.941,143.714,158.053,62.612,223.581,100.9,151.271,1.0,160.978,4.475,5.032,564.973,30.527,2.173,91.954,-14.83868,-17.982777,0.49006373,-0.894216
1473,4854,4501,73.05,558.22,24.138,104.071,141.122,106.158,22.484,81.919,9.779,67.11,493.291,10.027,11.152,13.821,33.226,39.171,2.062,361.261,2.311,202.444,460.286,1.0,76.302,229.402,286.429,258.742,7.224,269.658,6.67,26.892,185.026,52.456,207.505,129.87,80.318,120.008,15.452,188.755,488.398,297.774,69.931,568.422,416.713,12.509,1.0,13.097,297.965,12.483,3.345,109.846,44.462803,40.22552,6.9590664,20.011457
1474,4677,8292,126.49,413.92,37.748,66.694,170.356,258.965,238.857,54.946,8.023,231.861,324.388,7.018,7.091,112.119,26.781,52.259,6.308,474.102,19.354,226.083,506.85,3.141,103.912,208.825,316.299,257.743,16.561,156.776,19.143,46.311,376.564,21.08,196.777,17.495,62.245,166.941,44.356,198.202,73.615,257.02,60.94,509.516,448.939,1.0,160.84,11.081,490.731,96.143,122.944,244.04,63.02211,27.310772,-2.2211154,26.26993
1478,13174,17509,126.92,340.66,30.943,144.847,225.8,102.872,202.028,129.871,32.603,150.011,240.966,9.024,10.137,82.202,17.757,67.527,5.247,772.249,6.244,242.528,475.102,6.354,58.731,241.748,390.422,339.661,18.636,434.464,23.679,213.53,250.75,142.818,228.96,126.777,131.523,84.809,10.033,147.426,564.313,509.905,104.896,283.509,91.232,5.604,89.607,5.032,380.021,63.335,49.074,244.04,27.727058,37.457924,12.110755,13.881736
1479,8502,4507,57.7,542.68,11.888,47.439,118.945,84.798,5.604,84.916,8.023,138.467,410.899,7.018,25.366,14.89,29.359,2.091,1.0,414.058,1.0,203.472,413.722,1.0,56.221,194.421,484.458,245.755,9.299,119.525,1.0,117.514,72.357,19.825,42.569,82.446,108.43,42.904,1.0,224.181,84.617,214.176,60.94,491.484,165.352,1.0,1.0,10.073,452.96,10.842,5.69,96.427,48.95759,33.199203,2.9525204,21.812664
1481,18425,2356,116.83,203.02,6.444,33.847,162.292,63.437,70.055,80.92,13.29,142.665,223.458,42.123,176.637,24.506,30.648,27.175,1.0,31.022,164.878,136.667,30.631,1.0,118.972,182.075,325.15,217.783,10.336,100.336,6.67,131.539,190.66,24.845,25.137,297.916,132.527,458.596,273.783,198.202,86.817,238.21,262.738,352.032,20.335,515.462,1.0,7.048,537.621,48.571,5.69,65.115,-10.963909,-5.4265366,-0.052684203,1.6155913
1483,14172,739,42.92,29.86,2.361,161.837,18.137,155.451,1.0,2.998,4.511,100.69,339.836,446.337,163.439,13.821,13.89,119.877,12.678,11.352,185.854,307.278,1.0,1.0,26.101,349.775,72.91,219.781,64.28,85.661,63.367,138.012,4.756,16.06,14.409,183.48,44.173,213.874,75.067,115.543,214.443,252.84,678.322,691.043,4.223,60.848,1.0,44.347,619.677,2.64,1.0,197.818,-0.4108963,-3.0384865,-12.20766,-20.830269
1484,25265,9268,130.05,540.46,96.272,311.347,648.183,152.164,136.041,37.963,13.29,146.862,387.211,33.096,29.427,7.411,34.515,22.812,2.062,275.337,181.921,118.167,644.424,225.855,33.631,292.161,186.86,427.573,14.486,139.844,1.0,40.917,194.415,31.121,223.596,496.892,146.583,6.029,149.134,221.819,147.329,274.785,94.906,437.386,291.032,56.244,1.0,13.097,533.713,53.493,1.0,85.99,38.543716,24.597721,-8.322573,11.036575
1485,17005,5195,17.06,158.62,51.358,166.367,286.285,97.942,1.0,110.89,53.671,231.861,95.751,7.018,176.637,26.643,133.77,29.356,1.0,18.599,31.154,345.306,5.233,2.071,68.771,292.161,329.575,323.677,21.748,280.946,8.938,90.543,68.602,285.891,25.137,257.709,108.43,98.218,96.745,247.798,247.449,650.977,245.755,188.538,49.339,148.318,86.132,9.065,546.738,142.074,1.0,106.864,-25.655563,-21.607445,-4.4078035,-10.945015
1486,5764,11057,195.29,198.58,13.249,456.327,222.776,198.171,166.733,95.905,22.069,161.554,252.295,7.018,103.54,129.214,51.272,50.078,4.185,49.656,18.043,158.25,7.35,2.071,189.254,321.997,507.691,265.735,25.897,240.308,30.482,89.464,391.586,186.744,106.934,209.254,121.482,74.752,33.517,315.106,382.776,315.539,131.869,86.354,4.223,102.281,35.748,8.057,459.472,251.98,3.345,74.061,-24.899063,-14.174967,-7.9995003,-9.405021
1487,6264,15721,50.46,1.0,1.0,276.235,353.825,32.219,73.124,630.37,1.0,166.8,203.89,209.627,335.015,50.149,3.578,148.233,5.247,69.325,77.039,182.917,1.0,4.212,73.791,480.438,446.844,295.705,11.374,67.6,30.482,121.829,254.506,26.101,163.254,640.195,173.691,187.055,252.105,148.606,183.637,415.857,398.602,1.0,1.0,399.219,39.223,4.024,751.227,84.66,92.458,74.061,8.340902,-32.287792,4.540082,-16.823061
1488,2080,314,152.65,276.28,13.249,47.439,159.267,204.743,1.0,1.999,6.267,56.617,373.823,1.0,1.0,91.818,2.289,36.99,6.308,503.088,6.244,109.944,458.169,3.141,68.771,76.105,4.319,234.766,1.0,131.942,14.607,9.631,10.389,14.805,239.687,32.96,2.004,76.428,66.034,94.287,83.517,223.581,1.999,117.61,416.713,1.0,1.0,5.032,29.654,63.335,65.489,118.793,44.053375,59.82364,12.381273,24.706047
1489,23891,5866,73.34,52.06,9.166,51.969,309.47,68.367,45.502,59.941,15.046,238.158,171.963,112.334,94.402,50.149,15.179,30.447,1.0,64.149,28.531,199.361,1.0,1.0,106.422,172.816,316.299,117.883,8.262,111.624,4.402,183.323,267.65,318.521,66.706,252.554,136.543,193.76,67.841,191.117,196.839,133.712,110.89,181.325,1.0,82.715,11.424,14.105,238.051,107.626,8.035,6.964,-8.981009,-8.136578,3.790132,0.91793245
1490,12780,10052,41.08,92.02,30.943,372.51,321.567,285.255,139.111,164.836,8.023,273.836,235.816,998.997,215.216,158.062,44.827,773.153,547.743,1.0,202.898,986.639,1.0,1.0,1.0,978.394,821.884,877.123,80.879,451.397,146.144,531.786,128.692,344.877,180.686,405.136,262.045,17.762,4.613,302.117,646.829,241.345,981.019,308.755,1.0,142.563,1.0,197.574,232.841,256.901,6.863,235.094,-11.063122,30.851273,-15.067082,-28.501638
1491,5113,15076,77.32,3.22,1.0,72.357,372.979,273.753,387.71,52.948,2.756,215.071,229.637,7.018,69.021,3.137,3.578,87.158,8.431,1.0,46.886,164.417,1.0,6.354,312.246,299.363,259.877,289.711,2.037,31.478,54.295,78.676,485.477,28.611,159.231,304.102,229.917,192.084,69.647,202.926,98.92,314.494,262.738,21.437,1.0,154.073,423.186,3.016,525.898,532.488,128.806,282.807,-55.874382,-46.56207,0.43013194,-28.31947
