cell,x,y,area µm²,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,Neurofilament,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,UMAP_1,UMAP_2,TSNE_1,TSNE_2
4904,5260,11387,214.05,96.46,1.0,345.327,214.711,50.293,5.604,42.958,25.58,188.837,161.664,6.015,98.463,8.479,2.289,12.997,2.062,16.528,150.457,172.639,3.117,2.071,61.241,323.026,245.495,275.725,14.486,116.139,18.009,53.863,47.945,144.073,60.001,68.012,71.281,146.827,78.68,97.83,382.776,392.867,165.835,20.235,1.0,228.882,40.96,3.016,391.743,61.695,4.518,130.721,-20.996166,-36.58268,0.4348866,-13.091404
4905,10765,16439,159.9,56.5,5.083,258.112,178.421,30.576,82.332,75.925,44.893,147.912,90.601,8.021,2.015,53.354,291.032,39.171,2.062,395.424,1.0,205.528,174.555,2.071,43.671,200.594,320.724,187.813,33.159,541.702,5.536,29.05,245.117,342.367,84.138,153.582,52.205,64.695,6.42,56.5,371.774,496.32,43.957,61.108,55.784,1.0,42.697,3.016,424.305,9.202,12.725,162.033,18.004482,33.61126,10.264989,8.819521
4906,4863,3282,144.55,180.82,20.054,102.939,154.227,5.929,42.433,62.938,8.023,246.553,428.407,358.072,61.915,18.095,42.249,293.284,287.642,163.532,535.898,240.472,72.962,1.0,3.51,323.026,353.914,291.709,156.607,271.915,324.173,44.153,211.316,38.651,345.621,73.167,245.981,416.691,369.528,10.447,201.24,368.833,525.475,233.018,68.674,95.376,72.233,74.589,430.817,183.084,6.863,17.401,-16.16984,35.4382,-16.539753,-23.785055
4907,23112,13938,71.78,14.32,2.361,239.99,120.961,139.02,30.157,84.916,4.511,180.442,404.72,12.033,61.915,87.544,1.0,51.168,2.062,156.285,171.433,287.75,20.049,37.405,38.651,206.767,441.312,205.795,25.897,148.875,8.938,75.44,173.759,18.57,100.23,105.127,104.414,381.492,346.043,231.266,191.338,336.438,188.812,251.051,10.668,28.622,7.95,37.291,476.404,137.153,1.0,142.649,-13.841616,-1.8406868,6.5469112,0.30208096
4908,15495,1709,148.95,127.54,63.608,64.429,141.122,5.929,14.811,21.979,9.779,108.036,73.093,383.148,184.759,11.684,35.804,31.537,1.0,83.819,112.437,212.722,47.564,226.926,11.04,139.893,132.651,336.664,23.822,61.956,1.0,173.613,47.945,19.825,14.409,217.502,219.876,446.862,215.975,116.723,167.133,308.224,446.554,527.549,110.568,418.785,2.737,22.17,423.003,20.685,1.0,77.043,-2.016817,-4.9874535,-3.0874383,2.978382
4909,2806,15690,153.78,3.22,1.0,194.684,269.147,199.814,30.157,73.927,11.534,137.418,78.242,6.015,70.037,105.708,3.578,86.068,6.308,3.07,137.346,91.444,1.0,5.283,134.033,307.593,402.591,129.871,3.075,194.027,38.42,67.888,83.624,179.214,169.958,94.817,204.816,264.159,143.714,114.362,262.852,269.56,188.812,1.0,1.0,201.26,113.93,1.0,531.108,145.355,72.525,194.836,-31.041496,-37.844025,-0.7899199,-16.297173
4910,25736,50,83.71,1.0,14.61,443.867,322.575,48.65,378.502,17.983,162.525,168.899,432.527,15.042,444.662,230.717,17.757,45.715,1.0,104.523,251.406,818.083,1.0,1.0,58.731,196.479,165.841,607.393,6.187,405.115,5.536,335.438,342.763,332.327,45.251,191.728,104.414,539.052,273.783,159.234,528.006,377.192,136.864,319.574,1.0,217.373,9.687,27.21,417.793,206.049,24.451,166.506,-1.0240993,7.4027042,-11.395473,-3.0526295
4911,19745,9960,55.15,280.72,28.221,179.959,245.962,53.579,82.332,117.883,27.336,197.232,626.147,9.024,92.372,1.0,98.966,402.345,1.0,51.726,685.354,813.972,108.943,1.0,6.02,169.729,286.429,569.431,647.29,548.475,423.959,138.012,188.782,290.911,293.325,32.96,485.942,185.379,519.468,208.83,123.124,251.795,137.863,491.484,65.452,12.509,1.0,372.979,508.966,42.01,1.0,2.491,-20.748901,46.37764,-19.952253,-20.157698
4912,23642,13523,85.99,94.24,35.026,207.143,167.332,155.451,10.207,111.889,2.756,110.134,245.086,11.03,23.335,80.065,2.289,46.806,2.062,42.409,36.398,352.5,174.555,96.296,1.0,155.325,425.824,127.873,5.15,58.569,4.402,146.643,59.212,34.886,89.502,214.409,128.511,332.883,199.716,282.043,216.643,246.57,122.878,156.079,42.894,74.659,2.737,3.016,331.829,102.704,6.863,181.416,-12.2452965,-2.7916775,6.84908,-0.027692297
4914,1125,13681,137.72,9.88,1.0,254.714,110.88,484.069,461.369,35.965,57.183,178.343,167.843,6.015,33.488,135.625,114.435,22.812,6.308,2.035,54.752,96.583,5.233,6.354,166.663,233.517,357.233,133.867,7.224,166.936,41.822,75.44,462.944,224.394,133.753,48.424,79.314,264.159,167.199,310.383,273.855,202.681,112.888,73.13,33.226,156.374,419.711,1.0,446.447,435.704,126.461,440.858,-57.112404,-50.550926,1.2229179,-28.841312
4915,18896,14092,300.6,211.9,29.582,100.673,249.994,262.252,152.922,92.908,6.267,153.159,401.63,10.027,52.777,8.479,2.289,27.175,1.0,572.449,33.776,290.833,343.877,2.071,33.631,170.758,208.987,363.637,9.299,203.058,3.268,201.663,263.895,91.362,206.164,88.632,144.575,22.79,228.62,325.734,214.443,346.888,112.888,395.31,126.681,61.999,11.424,4.024,320.107,263.463,16.243,373.761,30.605965,29.887472,6.1988187,14.31695
4916,6932,8796,189.6,302.92,14.61,346.459,190.518,139.02,200.493,98.902,22.069,220.318,171.963,10.027,152.271,68.312,48.694,18.45,2.062,31.022,16.732,577.583,92.011,1.0,118.972,342.574,358.339,303.697,15.523,320.454,4.402,175.771,269.528,201.804,45.251,174.201,87.346,312.768,40.743,248.979,375.075,201.636,141.859,394.108,81.565,79.263,28.798,9.065,430.817,71.537,4.518,150.104,27.785065,6.6281586,-6.74446,16.767515
4918,17051,4090,55.15,123.1,5.083,151.643,99.791,71.653,100.747,44.956,9.779,110.134,5.12,51.151,127.905,3.137,21.625,3.181,1.0,1.0,98.016,87.333,1.0,1.0,8.53,151.21,297.492,95.905,14.486,80.017,7.804,153.116,194.415,290.911,7.705,59.765,62.245,173.646,134.682,163.957,223.244,151.477,155.845,35.863,1.0,230.033,42.697,4.024,438.632,178.163,2.173,15.91,-15.042303,-25.049545,-2.2408464,-8.57771
4919,162,7678,117.54,607.06,39.109,112.0,193.542,189.956,340.138,57.943,32.603,223.466,523.158,8.021,1.0,274.523,171.152,78.433,8.431,560.026,11.488,227.111,428.538,5.283,116.462,267.469,513.223,278.722,8.262,286.59,33.884,53.863,678.893,131.523,246.392,49.455,81.322,349.644,38.937,306.84,126.425,270.605,47.953,398.917,558.506,1.0,266.821,15.113,546.738,102.704,64.317,381.216,68.596436,24.583954,-3.5107508,27.676992
4920,25321,3060,85.85,52.06,9.166,106.337,264.107,1.0,5.604,63.937,22.069,265.441,544.786,486.458,173.591,35.19,33.226,35.9,7.37,46.55,101.949,304.194,3.117,10.637,161.643,387.842,235.538,295.705,27.972,156.776,1.0,109.962,109.914,48.691,55.979,116.467,172.687,306.064,44.356,44.691,92.318,285.234,391.609,386.895,1.0,135.658,13.162,25.194,279.73,61.695,1.0,162.033,-6.7851334,8.977356,-13.471197,-22.006968
4921,395,4411,222.01,487.18,25.499,44.041,212.695,10.859,34.76,21.979,9.779,143.714,455.185,5.012,1.0,1.0,25.492,28.265,4.185,451.326,12.799,117.139,415.839,2.071,101.402,158.412,69.591,312.688,4.112,170.322,10.072,25.813,115.547,22.335,232.983,51.517,16.06,83.133,113.004,39.968,59.312,189.096,26.974,479.462,387.71,1.0,155.628,12.089,96.081,161.759,16.243,8.455,49.977943,53.326984,8.773343,23.980087
4923,10160,17452,235.51,54.28,24.138,191.286,745.966,14.145,70.055,100.9,2.756,137.418,664.254,43.127,223.338,28.78,30.648,162.41,8.431,414.058,120.303,239.444,502.617,623.1,23.59,559.658,449.056,632.368,7.224,303.522,27.081,118.593,192.538,28.611,262.483,687.619,541.163,27.819,253.911,101.372,270.554,812.949,216.784,340.011,78.342,50.49,60.071,6.04,475.102,35.448,92.458,120.284,-25.043472,13.346119,-10.3726845,8.984966
4924,23726,6833,56.85,112.0,32.304,176.561,77.614,28.933,1.0,37.963,16.801,275.935,440.766,421.262,149.226,20.232,40.96,115.514,1.0,10.317,201.587,310.361,1.0,1.0,6.02,461.919,412.548,317.683,73.617,315.939,55.429,29.05,8.511,210.589,76.093,652.567,226.905,34.523,58.808,102.553,496.099,299.864,820.18,526.347,1.0,315.202,1.0,232.857,357.879,1.0,1.0,1.0,16.308813,-22.149563,-12.053877,-24.23946
4925,2108,8123,49.75,458.32,24.138,41.776,119.953,421.632,442.954,28.972,8.023,226.614,421.198,6.015,2.015,346.109,15.179,57.712,13.74,410.952,29.843,136.667,699.453,10.637,284.636,190.306,295.279,247.753,4.112,162.42,49.759,11.788,624.436,43.671,263.824,19.557,20.076,260.807,291.848,241.894,45.009,175.512,39.961,467.44,316.813,60.848,577.814,11.081,459.472,416.02,61.972,555.669,69.08417,22.67026,-4.479249,27.932646
4926,7080,11665,82.01,211.9,1.0,147.112,74.589,25.646,2.535,85.915,34.359,154.208,118.408,5.012,111.662,1.0,47.405,54.44,2.062,60.008,69.173,183.944,1.0,1.0,73.791,319.939,367.189,257.743,16.561,170.322,11.205,17.183,57.335,88.852,34.523,10.279,94.374,133.418,113.004,176.947,119.824,270.605,455.545,87.556,1.0,226.581,11.424,9.065,378.718,63.335,1.0,39.767,-24.385063,-27.442785,1.2192197,-13.765073
4927,12574,2175,123.37,242.98,6.444,15.724,59.468,2.643,10.207,76.924,2.756,87.048,110.169,15.042,131.966,1.0,21.625,3.181,1.0,24.81,10.177,138.722,318.479,1.0,53.711,34.952,149.246,152.848,7.224,64.214,1.0,103.489,38.556,24.845,2.341,51.517,46.181,250.75,150.94,44.691,68.113,244.48,42.958,445.801,146.016,11.358,1.0,5.032,346.156,2.64,1.0,60.642,38.269985,15.723478,-1.4139384,5.232947
4928,24400,642,109.3,78.7,6.444,67.827,89.71,4.286,62.382,8.992,15.046,151.06,123.558,53.157,144.149,99.297,10.023,1.0,1.0,229.787,10.177,378.194,106.826,1.0,103.912,272.613,260.983,277.723,7.224,115.01,1.0,191.954,250.75,177.959,23.796,229.873,95.378,193.76,26.291,122.628,283.757,327.033,182.818,495.09,10.668,4.453,1.0,7.048,318.804,51.852,1.0,129.23,1.7825584,3.8686066,2.5243168,5.4028
4929,17745,2232,45.34,76.48,3.722,119.929,105.84,111.087,111.488,21.979,9.779,113.283,469.603,24.069,144.149,76.86,35.804,27.175,1.0,120.052,54.752,115.083,32.748,1.0,620.982,314.795,384.89,347.653,10.336,73.244,1.0,162.825,250.75,38.651,1.0,155.644,72.285,228.96,159.973,267.872,133.026,550.659,301.699,490.282,4.223,378.502,20.111,6.04,312.292,71.537,1.0,263.424,-3.8035393,2.321766,0.7571671,4.1941795
4930,13153,6251,138.43,160.84,13.249,390.633,180.437,55.222,4.069,32.968,34.359,136.369,164.754,5.012,88.311,1.0,51.272,1.0,1.0,6.176,8.866,150.028,5.233,1.0,68.771,304.507,370.508,202.798,9.299,286.59,1.0,75.44,36.679,371.232,22.455,54.61,87.346,22.79,44.356,110.819,353.07,273.74,130.87,112.801,7.445,85.017,1.0,5.032,350.064,30.527,1.0,3.982,-8.733437,-32.731976,0.44122565,-8.0053835
4931,23861,14100,131.19,18.76,1.0,156.173,52.412,135.734,10.207,89.911,1.0,114.332,45.286,8.021,25.366,66.175,1.0,42.443,2.062,29.987,12.799,216.833,3.117,3.141,36.141,132.691,378.252,19.981,2.037,12.288,6.67,126.145,44.19,11.04,50.615,57.703,79.314,197.112,60.615,224.181,105.521,162.972,122.878,31.054,1.0,40.131,6.212,3.016,281.033,110.906,5.69,139.667,-21.590298,-36.87607,11.8929205,1.1261292
4932,1296,2018,225.7,453.88,24.138,209.408,229.832,1.0,11.742,44.956,22.069,205.627,431.497,4.009,220.293,39.464,29.359,48.987,5.247,687.36,12.799,187.028,445.47,60.961,121.482,199.565,259.877,366.634,2.037,334.0,22.545,45.232,79.868,190.509,232.983,158.737,25.096,148.503,113.004,1.0,471.894,429.441,88.912,517.931,384.487,1.0,178.214,10.073,170.322,89.581,24.451,3.982,38.791412,50.883797,11.216399,20.371395
4933,11988,9268,30.84,125.32,9.166,113.133,131.041,362.48,318.654,58.942,11.534,137.418,154.455,8.021,144.149,59.765,37.093,10.816,3.123,5.141,142.591,73.972,5.233,2.071,73.791,252.036,126.013,102.898,9.299,107.108,16.875,163.904,205.682,66.261,100.23,29.867,84.334,133.418,178.038,197.021,51.61,376.147,118.882,5.809,1.0,192.053,117.405,8.057,521.991,430.783,64.317,48.713,-27.35532,-23.311256,-8.926969,-12.70583
4935,2888,14246,39.8,3.22,1.0,218.469,140.114,480.783,185.147,28.972,18.557,160.504,284.222,7.018,62.93,155.925,75.764,76.252,13.74,12.388,48.197,255.889,11.583,10.637,131.523,419.736,465.651,474.526,2.037,102.593,81.51,160.667,273.284,98.892,235.664,53.579,91.362,106.599,67.841,256.064,91.218,585.143,182.818,11.819,1.0,96.526,569.127,1.0,308.385,473.433,425.458,385.69,-56.150436,-47.620934,0.22293054,-28.347475
4936,15776,2533,98.07,56.5,7.805,327.204,72.573,60.151,195.889,83.917,20.313,191.985,44.256,12.033,98.463,31.985,26.781,6.453,1.0,10.317,12.799,140.778,3.117,1.0,66.261,248.95,237.751,148.852,24.86,259.498,1.0,131.539,168.126,442.769,3.682,55.641,39.153,37.876,49.776,263.149,338.768,487.96,99.901,86.354,1.0,81.565,68.758,7.048,292.755,2.64,22.106,93.445,-3.6493168,-26.471924,-1.2404982,-5.971318
4939,6293,9233,211.91,274.06,11.888,220.735,170.356,180.097,202.028,96.904,53.671,221.368,278.042,10.027,140.088,90.75,70.608,33.718,2.062,151.109,23.287,231.222,56.03,1.0,101.402,214.998,368.296,240.76,17.598,238.051,10.072,152.037,301.451,118.972,77.434,90.693,97.386,237.341,69.647,215.915,137.427,217.311,122.878,364.054,71.897,132.205,63.546,11.081,443.842,81.379,26.796,197.818,-21.255161,-6.5698757,-10.24576,-7.4624496
4940,17435,13830,27.43,40.96,1.0,136.918,258.059,171.882,268.014,58.942,18.557,150.011,63.824,9.024,112.677,2.068,24.203,34.809,1.0,36.198,14.11,160.306,7.35,1.0,16.06,26.721,96.143,93.907,12.411,66.471,1.0,293.364,192.538,51.201,78.774,18.526,46.181,64.695,174.425,220.638,48.309,290.459,111.889,15.426,23.558,30.924,53.122,3.016,300.57,191.286,26.796,455.769,-23.802044,-34.097725,8.92621,-3.429544
4941,3999,10940,123.23,262.96,29.582,247.918,98.783,265.538,85.401,80.92,58.938,199.331,410.899,7.018,198.973,210.416,105.412,100.246,7.37,100.382,42.953,448.083,83.544,149.833,199.294,473.236,441.312,471.529,15.523,563.149,41.822,57.099,558.712,359.937,186.05,99.972,49.193,260.807,131.069,215.915,383.877,544.389,246.754,169.303,123.458,156.374,225.123,12.089,441.237,281.507,30.313,190.363,-26.443066,-7.5876713,-10.839706,-6.5264597
4942,9869,1494,52.45,342.88,52.719,25.918,110.88,61.794,71.59,47.953,6.267,153.159,203.89,10.027,26.381,2.068,22.914,1.0,1.0,341.592,4.933,184.972,288.847,1.0,53.711,104.912,135.97,211.789,29.009,109.366,1.0,134.775,239.483,54.966,7.705,23.681,70.277,24.466,24.485,224.181,78.015,288.369,28.972,409.736,158.906,1.0,2.737,6.04,390.441,2.64,1.0,36.785,41.354855,28.139267,0.99077505,16.810678
4943,20991,11546,70.64,322.9,30.943,57.633,218.744,2.643,16.346,77.923,9.779,84.95,250.235,103.307,19.274,3.137,34.515,103.517,245.176,293.971,191.098,200.389,231.701,1.0,63.751,158.412,409.229,177.823,45.607,178.224,81.51,46.311,96.769,68.771,262.483,28.836,147.587,21.114,29.904,73.032,168.233,235.075,181.819,372.469,229.803,30.924,1.0,92.735,520.688,1.0,1.0,23.366,37.67113,27.03146,1.7081583,15.194683
4944,24953,3560,52.87,27.64,9.166,83.684,183.461,1.0,1.0,14.986,50.16,326.305,474.753,270.81,175.622,1.0,12.601,3.181,1.0,57.938,46.886,122.278,17.932,1.0,447.789,252.036,80.654,268.732,50.794,209.831,1.0,75.44,89.258,54.966,9.046,380.393,160.639,99.894,69.647,47.053,326.665,292.549,418.582,392.906,1.0,55.093,1.0,84.67,344.854,14.123,1.0,8.455,-3.6824665,5.5976486,3.4320061,4.0606675
4945,22335,12731,161.6,615.94,11.888,117.663,265.115,155.451,116.092,104.896,2.756,140.566,295.551,6.015,20.29,61.902,2.289,24.993,1.0,399.565,1.0,165.444,549.18,39.547,46.181,169.729,366.083,281.719,5.15,131.942,2.134,154.194,89.258,32.376,163.254,127.808,99.394,1.0,55.195,265.511,200.14,244.48,53.947,576.838,300.7,1.0,34.01,5.032,176.834,76.458,1.0,124.757,47.202045,35.615257,4.166522,20.810242
4946,3116,5016,188.18,402.82,48.636,175.429,168.34,93.013,13.276,35.965,11.534,61.863,416.048,7.018,2.015,44.806,31.937,24.993,4.185,473.066,10.177,163.389,373.508,2.071,146.583,190.306,144.821,247.753,21.748,240.308,28.215,19.34,147.47,18.57,246.392,57.703,62.245,69.723,2.807,93.106,327.765,261.2,10.99,546.783,413.49,1.0,14.899,14.105,434.725,156.837,33.831,93.445,47.006275,48.10414,8.311944,22.801847
4947,25226,7271,77.74,615.94,37.748,59.898,322.575,22.36,1.0,232.768,15.046,126.924,250.235,9.024,47.701,27.711,42.249,8.634,1.0,249.456,19.354,162.361,659.239,2.071,18.57,124.46,328.468,301.699,8.262,251.597,2.134,45.232,14.145,199.294,136.435,62.858,383.532,257.455,105.778,107.277,127.525,263.29,163.837,455.419,178.242,3.302,1.0,20.153,503.756,1.0,1.0,2.491,46.75649,29.924458,0.65835917,19.700134
4948,5203,8747,86.98,369.52,44.553,414.418,168.34,188.313,215.839,102.898,74.74,270.688,270.833,12.033,50.747,154.857,537.237,65.346,5.247,550.709,6.244,383.333,111.059,1.0,88.852,281.872,516.542,298.702,24.86,339.644,16.875,166.062,280.795,231.925,93.525,95.848,83.33,279.245,15.452,250.16,373.975,439.891,75.925,430.173,100.9,28.622,42.697,18.137,553.25,40.369,73.697,230.621,24.45858,25.99402,5.869279,11.54026
4950,24917,3860,88.55,23.2,24.138,126.724,158.259,1.0,1.0,23.977,32.603,367.23,513.889,239.717,125.875,1.0,42.249,62.074,1.0,74.502,197.654,364.833,1.0,1.0,1.0,334.343,112.738,227.773,176.318,378.024,36.152,116.435,134.325,570.781,29.16,164.923,162.647,16.086,46.163,64.766,723.845,476.465,664.336,264.274,1.0,102.281,2.737,204.631,210.699,105.985,1.0,6.964,13.026814,-19.902813,-12.615921,-22.527443
4951,13967,7163,59.69,220.78,10.527,107.469,189.51,22.36,17.88,90.91,11.534,206.676,175.053,7.018,149.226,28.78,43.538,19.54,1.0,13.423,111.126,109.944,32.748,1.0,123.992,273.642,494.415,192.808,10.336,195.156,2.134,106.726,151.226,175.448,30.501,91.724,132.527,161.913,197.91,149.787,230.946,262.245,188.812,81.545,1.0,262.259,23.586,6.04,409.978,5.921,1.0,1.0,-21.73605,-25.153124,0.8993441,-11.672376
4953,1602,12661,124.79,5.44,1.0,475.582,177.413,4.286,8.673,14.986,16.801,196.183,188.441,8.021,25.366,66.175,20.335,64.255,8.431,1.0,44.264,34.917,3.117,4.212,317.266,193.392,78.442,96.904,8.262,265.142,59.965,15.025,55.457,307.226,141.799,40.176,24.092,116.656,73.26,13.989,156.131,288.369,57.943,1.0,23.558,117.243,251.184,3.016,356.576,137.153,20.933,124.757,-30.108559,-48.896675,-3.2614837,-18.803154
4954,21810,2767,63.53,513.82,14.61,34.98,106.848,32.219,5.604,76.924,6.267,153.159,139.006,7.018,71.052,13.821,34.515,1.0,1.0,435.798,8.866,137.694,307.896,1.0,214.354,85.365,212.306,195.805,7.224,89.047,1.0,64.651,79.868,14.805,69.388,25.743,87.346,327.854,107.584,134.436,81.316,230.895,74.926,327.989,178.242,1.0,1.0,9.065,325.317,50.212,1.0,20.384,43.884212,28.689844,1.0650865,18.364859
4955,19801,16217,153.78,393.94,9.166,74.622,141.122,4.286,70.055,91.909,4.511,85.999,129.737,4.009,13.183,6.342,11.312,22.812,4.185,436.833,16.732,128.444,432.771,4.212,3.51,149.152,202.349,139.861,7.224,231.278,13.473,29.05,132.447,81.322,159.231,27.805,104.414,373.111,89.519,12.809,222.144,309.269,74.926,165.697,204.023,6.755,37.485,18.137,393.046,63.335,4.518,6.964,38.95331,26.561762,1.8224622,17.54345
4956,20430,6894,106.17,353.98,48.636,228.663,315.519,14.145,36.295,31.969,16.801,148.961,62.794,4.009,3.03,9.548,26.781,2.091,1.0,228.751,11.488,364.833,206.303,1.0,28.611,173.844,317.405,318.682,13.449,299.007,1.0,52.784,141.836,324.796,27.819,264.926,43.169,19.438,154.553,132.074,311.262,167.152,87.913,154.877,281.365,1.0,2.737,11.081,346.156,1.0,1.0,9.946,27.8005,9.33902,-5.1696897,14.840818
4957,15395,3097,158.9,76.48,9.166,236.592,100.799,45.363,129.903,84.916,23.824,193.035,151.365,11.03,99.479,21.301,21.625,8.634,1.0,190.448,28.531,212.722,1.0,1.0,96.382,203.681,190.179,192.808,15.523,279.817,3.268,143.406,154.981,262.045,9.046,161.83,44.173,22.79,152.747,254.883,449.89,486.915,211.789,218.592,4.223,129.903,32.273,6.04,326.619,14.123,12.725,99.409,-1.6888084,-20.96671,-0.2654174,-4.138544
4959,16226,5630,94.52,89.8,10.527,350.99,137.09,9.215,13.276,79.921,20.313,163.652,38.076,8.021,91.357,112.119,22.914,17.359,1.0,19.634,92.772,123.306,3.117,1.0,36.141,290.103,459.013,184.816,11.374,210.959,8.938,76.518,40.434,470.379,33.183,164.923,83.33,161.913,136.488,50.596,788.758,285.234,174.826,4.606,4.223,299.089,1.0,5.032,329.224,137.153,1.0,51.696,-5.114628,-37.26533,3.4495451,-8.005173
4960,3222,6445,213.76,480.52,55.441,212.806,307.454,9.215,71.59,47.953,8.023,204.578,482.992,46.136,3.03,71.518,47.405,69.709,4.185,355.05,6.244,131.528,371.392,2.071,139.053,267.469,489.99,388.612,32.121,180.481,16.875,32.286,254.506,23.59,223.596,82.446,138.551,16.086,38.937,73.032,147.329,403.317,366.634,436.184,323.258,4.453,98.294,10.073,284.94,101.064,26.796,68.097,55.040382,35.87587,1.962358,26.510092
4961,1776,11404,124.65,9.88,17.332,67.827,96.767,107.801,7.138,43.957,76.496,212.973,300.7,6.015,127.905,78.997,437.982,115.514,3.123,36.198,193.72,61.639,3.117,3.141,61.241,218.084,262.09,85.915,46.645,406.244,86.045,10.71,81.746,354.917,163.254,26.774,101.402,254.102,284.622,52.957,7.601,81.463,160.84,171.708,7.445,76.961,193.85,121.969,507.664,146.995,23.278,99.409,-14.910969,-18.939558,-7.9454713,-4.7407055
4962,23807,15153,188.46,1.0,1.0,117.663,23.178,5.929,80.797,38.962,9.779,148.961,28.807,10.027,48.716,54.422,1.0,15.178,7.37,99.347,63.929,286.722,1.0,77.023,21.08,256.151,371.615,57.943,6.187,59.698,4.402,80.834,173.759,92.617,43.91,92.755,77.306,346.292,113.004,58.862,377.275,477.51,208.792,9.415,4.223,170.185,18.374,3.016,501.151,7.562,17.415,54.678,-4.9954185,-54.607777,12.882239,2.2408035
4963,5141,3161,284.26,249.64,25.499,260.378,169.348,1.0,10.207,21.979,16.801,148.961,436.646,6.015,1.0,49.08,12.601,7.544,1.0,613.858,3.622,125.361,422.189,1.0,31.121,279.815,368.296,343.657,2.037,279.817,1.0,2.079,192.538,135.288,93.525,190.697,38.149,68.047,10.033,18.713,468.594,462.881,74.926,434.982,445.716,1.0,4.475,10.073,169.02,9.202,1.0,11.437,36.763065,48.91005,11.125357,19.660196
4964,12370,10433,295.34,203.02,10.527,212.806,203.623,58.508,175.94,107.893,18.557,208.775,264.654,336.006,167.5,78.997,49.983,76.252,3.123,25.846,276.315,303.167,1.0,2.071,68.771,359.035,564.113,472.528,19.673,188.383,28.215,143.406,231.972,19.825,125.707,303.071,258.029,579.28,262.944,133.255,377.275,527.669,594.406,111.599,1.0,415.332,115.668,19.145,533.713,71.537,10.38,32.312,11.816631,-30.447906,-8.736969,-24.990665
