cell,x,y,area µm²,SMA,NeuN,HLA-A,CD4,CD44,S100B,GalMac3,P2Ry12,CD11b,Claudin5,CD34,iNOS,ApoE,CD11c,CD40,PCNA,CollagenIV,CD8,Neurofilament,CD3e,DAPI_1,CD68,ATG7,Vimentin,AQP4,CD14,CD45,TMEM119,CD31,GFAP,P2Rx7(Park7),HLA-DR,Synaptophysin,A-Beta,PSD-95,H2A.x,CD163,MAP2,Trem2,CD74,IBA1,UMAP_1,UMAP_2,TSNE_1,TSNE_2
5151,3588,3845,83.57,2.337,9.138,47.393,174.43,163.676,68.893,37.046,92.002,209.627,10.317,17.576,64.445,141.657,345.236,113.028,596.558,27.262,140.86,108.125,203.022,263.568,238.494,353.79,17.693,121.529,167.5,302.929,218.217,5.008,70.531,18.309,75.505,3.033,21.979,35.965,113.009,14.5,36.892,23.518,196.804,492.184,-19.548988,-30.538223,8.334722,7.161715
5152,17001,11697,135.16,11.699,10.156,82.446,156.175,45.84,90.716,55.585,167.837,250.75,49.656,30.837,226.581,36.441,166.479,178.806,259.85,16.757,155.845,20.93,143.426,271.336,80.528,370.915,16.409,29.973,50.445,306.982,311.311,81.16,30.653,270.532,83.9,82.302,152.848,139.861,48.427,13.462,374.877,181.148,441.559,463.356,-59.776894,-10.254814,-11.202203,13.212901
5153,3719,13186,104.46,7.687,6.087,90.693,179.502,102.151,4.637,95.751,156.715,108.322,46.55,4.315,217.517,58.592,157.285,181.889,170.87,20.959,155.845,10.965,116.153,52.271,129.552,87.77,38.238,143.549,248.227,125.622,198.197,98.195,96.094,40.564,79.703,78.237,144.856,138.862,20.173,36.308,3.991,123.828,197.803,426.767,6.934597,32.576008,-1.4155952,-17.499762
5154,17498,15145,138.72,1.0,19.312,2.031,233.255,189.746,174.37,1.0,131.436,507.521,1.0,27.522,2.007,9.86,134.813,212.722,259.85,13.606,1.999,1.0,54.536,296.194,70.723,259.027,35.67,18.384,81.727,302.929,70.069,1.0,61.329,55.401,58.715,1.0,1.999,61.939,77.691,3.077,51.847,4.071,99.901,492.184,10.782099,82.80373,14.909234,-25.607895
5155,2016,10514,236.5,9.024,25.415,59.765,165.303,6.214,2.212,56.614,133.459,188.563,45.515,5.42,139.974,35.334,224.702,195.25,213.338,22.009,152.848,140.511,143.426,143.936,99.048,140.289,8.704,27.655,96.864,178.307,278.278,116.231,27.585,35.619,49.271,136.165,120.88,115.885,37.327,18.654,90.731,104.38,111.889,338.065,-8.676689,22.388065,2.1131227,-7.9258885
5156,7931,122,150.37,6.349,2.017,41.207,148.061,101.109,47.07,3.06,20.212,96.286,40.339,21.997,8.049,39.764,116.426,43.139,466.121,23.06,19.981,245.145,82.819,370.77,76.17,229.343,11.272,71.695,107.964,339.404,455.455,27.052,154.378,235.913,74.456,1.0,97.903,26.974,120.073,7.231,15.955,113.592,330.67,397.939,-24.21583,-53.75148,13.771239,19.333714
5157,18699,7210,78.6,19.723,11.173,132.963,168.345,65.653,192.556,107.079,215.36,625.877,90.03,5.42,242.694,60.807,422.868,205.528,156.715,22.009,202.798,60.791,180.8,53.824,249.388,238.477,17.693,92.556,88.791,440.722,249.248,161.321,30.653,402.825,216.121,198.158,292.708,192.808,44.391,16.577,234.299,217.996,302.698,313.673,-60.59046,-26.588089,-4.7526345,18.681162
5158,12931,3566,183.91,9.024,24.398,65.95,166.317,14.556,54.345,101.93,159.748,264.792,41.374,6.525,207.447,40.871,282.926,186.0,317.485,30.413,254.746,200.302,235.346,109.756,89.243,381.191,11.272,51.993,110.991,318.127,377.377,159.317,43.946,347.188,63.962,322.143,146.854,224.776,57.509,15.538,712.862,153.511,352.648,253.799,-48.58906,-22.638382,-1.6958585,11.784683
5159,19358,4023,29.28,17.048,20.329,99.972,194.715,128.221,234.989,98.84,92.002,185.554,88.995,15.366,262.835,38.656,193.037,196.278,195.138,19.909,216.784,222.723,193.931,109.756,38.04,160.84,20.261,147.026,83.745,270.507,226.225,143.285,67.464,608.066,29.333,32.505,310.69,211.789,71.636,15.538,138.587,256.891,131.869,251.582,-12.021799,-68.89415,0.21032082,18.614595
5160,14429,8676,64.67,6.349,14.225,63.889,137.919,5.171,3.425,74.123,154.692,266.798,34.127,40.783,149.037,43.086,253.304,129.472,137.503,15.707,151.849,13.456,166.658,61.593,372.493,196.233,11.272,6.795,86.773,148.925,215.214,73.144,52.126,212.422,76.555,85.351,98.902,119.881,31.273,20.731,12.964,107.451,273.727,165.098,-13.574326,35.612595,6.254994,-15.644234
5161,11170,7011,251.43,3.675,17.277,41.207,150.089,4.128,20.398,100.9,147.614,281.843,39.304,14.261,135.946,25.366,240.025,173.667,259.85,36.716,180.82,20.93,174.739,106.649,81.617,240.76,18.977,3.318,81.727,245.177,310.31,72.142,40.878,153.075,53.468,232.711,62.938,123.877,36.318,13.462,249.254,42.966,170.83,316.999,-20.078255,26.602327,2.794582,-10.061419
5162,12738,4139,254.98,6.349,24.398,57.703,167.331,6.214,56.769,92.661,120.314,186.557,37.233,16.471,177.235,48.624,313.571,165.444,310.407,31.464,207.793,128.055,207.063,109.756,199.275,543.314,7.42,16.066,120.073,335.351,365.365,131.261,76.666,308.86,118.529,204.255,104.896,174.826,52.464,60.192,186.443,93.121,222.778,250.473,-46.127956,-9.501976,-5.120365,8.751104
5163,3105,7699,352.76,6.349,22.364,42.238,160.231,4.128,8.274,51.465,122.336,144.431,31.022,2.105,93.649,46.409,247.175,158.25,258.839,25.161,143.857,230.197,148.476,89.558,116.479,335.522,18.977,70.536,184.655,236.059,352.352,117.233,33.721,146.894,324.206,242.874,91.909,104.896,52.464,28.0,410.769,84.932,301.699,291.497,-21.888895,-4.3045177,3.2120585,0.9223055
5165,17341,6496,82.43,10.361,20.329,41.207,164.288,29.156,231.352,88.541,133.459,258.774,45.515,27.522,198.383,65.237,271.69,130.5,178.96,26.211,163.837,43.352,165.648,30.519,133.909,343.514,16.409,58.947,180.618,337.377,291.291,117.233,75.644,417.662,142.665,258.118,115.885,142.858,20.173,20.731,201.398,76.744,190.81,241.603,-58.509087,-20.509754,-5.625061,14.088521
5166,7199,2727,134.74,7.687,3.035,58.734,150.089,84.424,152.547,25.718,83.913,183.548,38.268,16.471,103.72,23.151,218.574,92.472,369.053,23.06,167.833,441.955,141.405,131.507,140.446,177.966,38.238,118.052,116.036,265.441,288.288,35.068,141.085,336.061,75.505,1.0,111.889,87.913,70.627,10.346,24.928,146.346,376.624,456.704,-21.76985,-48.63678,11.642803,14.928171
5170,10214,7192,107.02,3.675,20.329,20.588,173.416,2.043,2.212,67.943,116.269,247.741,15.493,1.0,106.741,24.258,223.681,191.139,135.481,20.959,116.884,53.317,156.557,14.983,85.975,223.634,2.284,10.271,67.6,212.756,277.277,68.134,7.135,82.601,49.271,393.283,38.962,64.936,22.191,13.462,288.138,13.283,113.887,256.017,-20.841805,26.884108,7.8090973,-9.494344
5171,18587,15182,87.55,1.0,35.589,2.031,290.051,54.183,57.982,1.0,123.347,227.681,4.106,12.051,2.007,3.215,68.417,149.0,340.741,9.404,1.0,1.0,48.475,401.843,58.739,257.886,31.817,5.636,51.455,204.65,164.163,5.008,50.081,51.692,166.8,1.0,3.997,72.928,122.091,11.385,114.659,3.047,464.536,414.57,10.0744,76.48964,10.976647,-22.076216
5172,4438,11058,71.49,10.361,34.571,70.074,192.686,14.556,1.0,94.721,132.447,136.407,47.585,2.105,184.284,32.011,208.359,177.778,178.96,23.06,198.802,30.895,136.355,50.717,84.885,191.666,15.125,64.741,166.491,209.716,254.254,152.303,55.193,118.457,67.11,239.825,134.866,183.817,25.218,18.654,147.56,124.851,161.839,294.824,-7.9482117,32.22848,2.1705298,-13.894295
5173,6157,13584,73.62,3.675,52.883,15.433,141.976,1.0,3.425,77.212,160.759,161.482,23.775,3.21,3.014,4.323,112.34,243.556,43.468,9.404,6.994,3.491,60.597,60.039,286.429,156.273,30.533,99.509,92.827,106.371,158.157,49.096,133.927,39.328,36.679,64.009,60.94,98.902,24.209,4.115,15.955,67.532,37.963,241.603,39.52124,3.7024622,4.026248,-28.922903
5174,14864,513,106.45,9.024,3.035,61.827,132.848,123.007,313.794,14.389,28.301,192.575,40.339,19.787,29.198,5.43,151.156,58.556,158.737,56.675,57.943,10.965,81.809,178.117,472.72,106.038,8.704,125.006,65.582,204.65,101.1,30.058,88.937,357.079,52.419,1.0,110.89,20.98,58.518,2.038,1.0,91.074,106.894,124.073,-30.759064,-55.841515,16.773819,17.208075
5175,2997,13969,88.55,14.373,9.138,179.356,423.927,99.023,1.0,82.362,197.16,177.53,65.184,1.0,78.543,280.1,85.782,268.222,329.618,47.221,141.859,1.0,92.92,240.263,200.364,188.241,183.337,2.159,789.1,238.085,8.007,66.13,1.0,1.0,54.518,1.0,179.821,181.819,34.3,556.577,1.0,150.441,98.902,862.513,69.67509,20.66969,-18.561838,-20.099531
5176,19504,4535,164.16,13.036,14.225,148.427,203.843,168.89,277.422,131.797,238.616,571.714,85.889,25.312,281.969,57.484,318.678,230.194,153.681,92.391,167.833,145.494,229.285,178.117,408.444,181.391,45.942,186.429,96.864,402.221,152.151,92.183,106.319,458.463,104.888,20.309,250.75,195.805,56.5,21.769,21.937,262.009,151.849,141.814,-8.347691,-73.97516,1.4827689,21.923342
5177,9536,9580,50.03,6.349,12.19,52.548,124.734,63.568,116.176,109.139,137.503,170.509,25.846,2.105,174.214,70.775,180.779,204.5,123.347,25.161,152.848,40.86,103.021,33.627,23.878,198.517,29.249,102.986,179.609,133.727,127.126,93.185,127.792,80.129,44.024,185.962,79.921,155.845,24.209,23.846,117.65,90.05,142.858,345.827,-2.9507446,36.602127,1.7868736,-17.342737
5178,18687,8166,179.79,14.373,14.225,104.096,183.558,68.782,198.618,134.887,212.327,317.952,75.537,20.892,260.821,49.732,303.356,189.083,243.672,33.565,187.813,78.229,198.982,120.631,154.609,369.774,26.681,99.509,141.264,322.18,279.279,146.291,90.982,373.152,323.157,118.888,209.791,173.827,29.255,43.577,165.506,180.124,262.738,302.585,-62.36783,-24.387196,-6.000202,18.336802
5179,20462,12880,169.7,6.349,14.225,58.734,245.425,4.128,79.805,67.943,209.294,351.051,27.916,1.0,40.275,12.075,88.847,179.833,190.082,10.454,8.992,8.474,53.526,262.014,237.405,383.474,9.988,24.179,85.764,251.257,202.201,62.122,35.766,73.947,104.888,142.262,83.917,155.845,26.227,16.577,267.201,100.286,375.625,360.241,5.490753,77.73503,10.38318,-24.761595
5180,4306,5030,84.0,2.337,43.727,25.743,149.075,65.653,111.326,36.016,88.969,187.56,4.106,6.525,72.501,40.871,361.58,101.722,200.193,29.363,102.898,317.392,180.8,58.485,64.186,239.618,2.284,162.092,93.836,257.336,158.157,14.026,144.153,114.748,114.332,76.204,29.971,27.973,25.218,17.615,183.452,25.566,35.965,294.824,-27.83216,-32.3762,13.051918,8.811998
5181,17047,3012,71.78,14.373,9.138,114.406,234.269,130.307,137.999,84.422,154.692,343.027,68.29,15.366,234.637,39.764,346.258,195.25,341.752,27.262,267.733,165.424,257.568,32.073,108.853,292.137,84.464,122.688,120.073,595.739,420.42,106.211,109.387,635.266,101.739,2.016,230.77,177.823,26.227,15.538,1.0,194.454,503.497,518.795,-3.5893326,-68.18457,-1.0211289,22.388288
5183,3223,6537,154.92,5.012,19.312,68.012,173.416,24.984,10.699,78.242,102.113,160.479,53.797,23.102,139.974,63.022,256.368,139.75,253.783,78.735,186.814,195.319,142.416,75.575,136.088,277.295,52.362,56.629,243.182,226.94,365.365,130.259,103.252,133.293,158.405,156.49,70.93,88.912,25.218,37.346,249.254,93.121,197.803,321.434,-20.545326,0.43128777,4.243618,0.06651238
5184,10925,11551,58.13,9.024,404.873,73.167,228.184,10.385,1.0,74.123,191.093,227.681,42.409,8.736,163.136,15.398,256.368,221.972,259.85,15.707,178.822,3.491,153.527,156.365,162.234,171.115,6.136,26.497,143.282,202.624,318.318,104.207,5.09,51.692,178.343,123.969,103.897,133.867,81.727,63.308,174.479,184.218,211.789,389.069,-6.4020653,28.336887,-0.1458254,-9.322861
5185,19076,6138,120.24,17.048,13.208,109.251,232.241,116.751,146.485,150.335,223.449,316.949,80.713,20.892,271.898,58.592,320.721,194.222,408.487,20.959,178.822,78.229,231.305,347.465,108.853,212.217,88.316,157.456,122.091,414.379,288.288,138.275,107.342,502.973,202.479,144.295,237.763,198.802,66.591,17.615,219.344,223.114,511.489,376.872,0.18208694,-68.69324,-2.9256082,21.970787
5187,8553,3592,215.89,6.349,16.26,93.786,176.459,68.782,185.282,78.242,137.503,223.669,38.268,21.997,168.171,54.162,290.077,140.778,372.086,36.716,203.797,359.743,194.941,165.687,194.917,370.915,66.487,118.052,153.373,323.193,327.327,86.171,129.837,381.807,119.579,128.035,108.892,143.857,69.618,16.577,225.326,106.427,316.684,397.939,-34.725986,-24.078552,2.5867739,11.337587
5190,3252,3395,74.48,6.349,9.138,60.796,166.317,58.354,22.823,56.614,117.28,164.491,20.669,6.525,101.706,66.345,257.39,147.972,388.264,22.009,154.846,187.845,190.901,103.541,308.217,404.025,111.429,56.629,164.473,210.729,337.337,53.104,22.473,128.348,94.394,26.407,69.931,76.924,30.264,16.577,60.82,47.06,358.642,312.564,-20.72502,-22.063805,7.843352,6.3326745
5192,17047,1078,109.01,11.699,2.017,102.034,191.672,116.751,211.954,51.465,40.434,233.699,80.713,16.471,64.445,26.473,284.969,83.222,406.465,60.877,113.887,180.372,96.961,474.865,276.624,216.784,24.113,77.49,102.918,489.355,242.241,120.239,55.193,390.462,183.59,4.049,205.795,74.926,39.345,4.115,6.982,189.336,368.632,543.188,-17.087593,-62.0272,11.465968,21.196
5193,295,14470,100.49,10.361,15.242,116.467,386.401,92.766,1.0,348.075,195.138,169.506,51.726,2.105,176.228,157.163,69.439,272.333,175.926,34.615,33.967,1.0,83.829,215.404,249.388,110.605,554.431,1.0,625.627,207.69,6.005,55.108,1.0,3.473,39.827,1.0,116.884,222.778,26.227,508.808,1.0,132.016,88.912,595.3,67.83971,20.106514,-17.72145,-19.418821
5195,184,6647,161.6,121.361,10.156,136.056,327.577,38.541,97.99,196.68,61.668,238.714,26.881,46.309,105.734,54.162,177.715,157.222,251.761,176.429,102.898,1.0,175.749,159.473,222.153,191.666,131.974,50.834,669.018,153.991,20.019,40.078,132.905,47.983,72.357,1.0,60.94,55.945,24.209,779.846,1.0,32.731,103.897,554.275,64.658966,20.2322,-17.03284,-19.862389
5198,20126,13629,35.25,6.349,12.19,58.734,188.629,1.0,47.07,42.196,157.726,490.47,25.846,1.0,7.042,9.86,139.92,173.667,38.412,11.505,4.996,1.0,59.586,50.717,117.568,390.325,11.272,16.066,24.209,217.822,70.069,30.058,6.113,17.073,263.342,86.367,149.851,119.881,17.145,5.154,180.461,119.734,56.944,191.708,7.588255,84.6755,13.66123,-28.0369
5199,8353,8621,138.86,1.0,29.485,4.093,168.345,5.171,4.637,65.884,99.08,171.512,3.07,2.105,85.593,12.075,235.939,156.194,184.015,24.11,114.886,23.421,163.628,64.7,36.951,262.453,3.568,12.589,89.8,213.769,216.215,42.082,12.248,57.874,98.591,215.434,1.999,75.925,27.236,12.423,63.811,3.047,162.838,300.367,-19.53276,25.87608,6.7868004,-9.424389
5201,10023,177,102.9,10.361,2.017,75.229,186.601,107.365,282.272,19.538,28.301,188.563,54.832,23.102,22.148,10.968,278.84,52.389,412.531,16.757,72.928,215.249,98.981,467.096,540.264,243.043,13.841,34.609,245.2,413.366,314.314,48.094,72.576,271.769,161.554,1.0,146.854,41.959,42.373,6.192,1.0,142.252,250.75,485.532,-22.322922,-60.041847,13.799884,21.269812
5202,16814,3607,85.7,27.747,93.575,168.015,283.965,142.82,57.982,213.159,302.318,466.398,178.025,66.2,403.823,58.592,464.748,301.111,377.142,108.148,390.61,260.092,357.569,38.288,154.609,376.624,96.021,105.304,112.0,545.08,460.46,229.457,105.297,338.533,241.306,55.879,357.643,398.602,175.573,55.0,12.964,359.248,456.544,329.195,3.3614044,-65.46405,-3.2296755,24.432392
5204,4303,7001,176.24,46.47,14.225,110.282,265.71,86.509,116.176,141.066,114.247,294.883,26.881,8.736,141.988,111.754,420.825,140.778,314.451,64.028,173.827,48.334,188.881,157.919,339.81,271.586,79.328,217.72,449.036,448.828,536.536,97.193,294.463,129.584,837.348,84.335,50.95,75.925,25.218,144.308,75.775,57.296,379.621,654.064,-5.423517,-11.603935,-4.9890237,0.9065083
5205,18503,9383,196.0,13.036,13.208,112.344,183.558,110.494,184.069,200.8,210.305,289.867,80.713,40.783,270.891,104.001,316.635,182.917,208.282,52.473,182.818,28.404,161.608,147.044,101.227,358.357,142.247,268.713,112.0,353.588,270.27,110.219,99.162,289.078,279.083,68.074,200.8,148.852,26.227,74.731,168.497,190.36,213.787,267.104,-63.467903,-23.586645,-7.7667623,18.679106
5206,6439,12464,264.22,9.024,10.156,94.817,223.113,173.062,7.062,76.182,142.559,150.449,46.55,6.525,202.411,76.313,188.951,182.917,189.071,60.877,157.843,3.491,61.607,153.258,187.291,143.714,44.658,113.416,378.4,167.162,124.123,99.197,135.972,8.418,113.283,115.839,128.872,131.869,32.282,106.923,6.982,132.016,251.749,426.767,11.132858,30.888649,-3.337687,-18.52907
5208,4688,1419,84.28,2.337,3.035,27.805,86.194,87.552,106.477,10.269,9.089,103.307,10.317,12.051,44.303,37.549,198.144,23.611,219.405,25.161,46.954,185.354,83.829,32.073,299.502,283.003,6.136,90.238,126.127,198.571,305.305,31.06,63.374,232.204,75.505,66.042,33.967,13.987,13.109,8.269,72.784,54.225,178.822,251.582,-30.630325,-39.575874,15.352256,12.34979
5209,13240,8708,66.8,7.687,14.225,78.322,201.814,11.428,159.822,89.571,152.67,198.593,44.48,17.576,209.461,49.732,303.356,146.944,378.153,49.322,193.807,3.491,163.628,335.036,172.039,404.025,20.261,39.245,118.055,301.916,371.371,71.14,62.351,238.386,91.246,67.058,108.892,123.877,66.591,20.731,21.937,99.262,336.664,499.946,-51.93124,-1.6841202,-11.59242,9.987843
5210,6429,4181,119.25,3.675,11.173,61.827,174.43,132.392,178.007,67.943,117.28,197.59,11.352,25.312,98.684,57.484,338.086,110.972,794.74,32.514,139.861,374.691,182.82,24.305,97.959,426.859,36.954,267.555,150.345,321.166,341.341,32.062,284.237,233.441,76.555,49.781,33.967,72.928,26.227,13.462,171.488,41.943,77.923,353.588,-22.421965,-31.115543,7.4181743,8.511581
5211,1177,4244,350.21,9.024,13.208,182.449,184.573,70.867,187.706,184.322,122.336,217.651,96.241,66.2,174.214,96.248,320.721,139.75,255.806,128.107,183.817,120.581,195.951,80.236,307.128,297.846,185.905,160.933,253.273,243.151,287.287,140.279,214.706,217.368,506.796,68.074,135.865,97.903,19.164,156.769,90.731,123.828,232.768,346.936,-4.8237915,-16.427792,-5.7801223,-0.68951225
5213,6403,10751,126.64,6.349,16.26,140.18,243.397,30.198,2.212,133.857,130.425,151.452,126.263,104.878,192.341,48.624,214.488,206.556,283.106,135.461,167.833,43.352,140.395,156.365,134.999,241.902,96.021,86.761,189.7,216.808,422.422,183.365,49.058,104.856,176.245,124.986,95.905,147.853,38.336,170.269,15.955,111.545,299.701,420.114,2.2284203,16.755096,-5.247106,-12.177356
5214,12977,1555,315.53,10.361,2.017,83.477,148.061,125.093,165.883,68.973,52.568,264.792,52.762,10.946,85.593,39.764,276.798,75.0,326.585,14.656,110.89,292.479,103.021,207.636,234.136,338.947,94.737,106.463,143.282,422.485,206.205,89.177,102.229,373.152,337.848,3.033,117.883,53.947,24.209,7.231,15.955,172.959,306.694,372.437,-14.8757515,-53.880356,9.765192,18.817871
5216,17390,1965,69.64,11.699,2.017,146.365,180.516,70.867,111.326,24.688,72.79,442.325,67.255,12.051,77.536,2.108,469.856,104.806,262.884,13.606,143.857,197.81,148.476,137.722,485.793,155.131,36.954,25.338,80.718,619.043,211.21,90.179,84.846,499.264,904.507,1.0,166.834,85.915,58.518,5.154,1.0,183.195,297.703,767.159,-8.642109,-54.094547,7.0901213,20.508179
5217,18785,5823,38.66,17.048,15.242,112.344,170.374,96.937,190.131,114.289,217.383,402.205,83.819,8.736,309.159,67.452,256.368,189.083,149.637,19.909,193.807,272.549,183.83,238.709,133.909,240.76,21.545,85.602,131.173,414.379,203.202,136.271,36.788,428.79,76.555,228.646,259.741,238.762,58.518,21.769,174.479,159.653,201.799,181.729,-61.784615,-26.635103,-3.5838041,17.74003
5218,12007,13020,62.39,3.675,9.138,124.715,135.89,9.342,1.0,215.219,176.937,513.539,145.933,59.57,200.397,82.958,199.166,220.944,450.954,222.65,163.837,1.0,54.536,440.684,160.056,192.808,473.535,2.159,12.1,209.716,23.022,62.122,8.158,1.0,45.074,1.0,63.937,86.914,33.291,14.5,1.0,49.108,58.942,132.943,-56.73633,51.909943,-25.447369,-10.428526
5219,4696,11175,257.25,9.024,12.19,74.198,168.345,24.984,3.425,153.425,138.514,172.515,71.396,24.207,188.312,44.194,229.81,208.611,185.026,87.139,165.835,48.334,155.547,108.202,119.747,141.431,62.635,77.49,180.618,203.637,315.315,123.245,95.072,97.438,115.381,143.279,139.861,142.858,22.191,17.615,30.91,120.757,157.843,382.416,-0.29716492,23.834969,-1.8959887,-13.536717
5220,8580,803,158.19,6.349,1.0,44.3,110.535,70.867,93.141,4.09,19.2,125.373,39.304,30.837,10.064,7.645,120.512,43.139,352.874,14.656,29.971,145.494,82.819,313.285,308.217,135.722,11.272,105.304,64.573,270.507,261.261,27.052,77.689,329.879,63.962,4.049,73.927,25.975,90.809,5.154,9.973,83.909,433.567,314.781,-25.141777,-56.72093,14.189342,19.487156
5221,18732,9894,93.81,14.373,15.242,107.189,156.175,70.867,145.273,82.362,201.204,347.039,67.255,60.675,246.722,47.517,171.586,143.861,163.793,17.808,171.829,78.229,146.456,78.683,136.088,328.672,45.942,116.893,77.691,358.654,246.245,104.207,62.351,285.369,144.764,139.214,183.817,152.848,19.164,14.5,341.976,190.36,227.773,365.785,-63.0737,-17.664019,-7.463972,15.726411
5222,6683,5312,305.58,2.337,46.779,43.269,231.226,6.214,7.062,49.405,90.991,205.614,9.282,21.997,99.692,59.7,510.715,144.889,358.941,30.413,177.823,160.441,206.053,122.185,333.274,486.229,29.249,13.748,244.191,401.208,401.401,96.191,20.428,230.968,932.84,203.239,23.977,67.933,25.218,83.038,434.698,13.283,357.643,419.006,-9.256861,-10.142227,-3.4889274,1.1739776
5224,3607,14033,154.49,6.349,7.104,54.61,213.985,88.595,1.0,4.09,177.948,131.392,38.268,1.0,13.085,32.011,52.074,210.667,46.501,8.353,7.993,3.491,54.536,182.778,152.43,35.251,27.965,20.702,334.0,102.318,149.148,71.14,56.216,1.0,126.924,39.619,105.895,132.868,31.273,182.731,1.0,100.286,243.757,316.999,36.59935,11.795383,1.1082443,-26.68553
5225,19561,12197,136.3,14.373,126.129,109.251,240.354,99.023,162.246,63.824,169.859,236.708,61.044,6.525,247.729,29.796,203.252,167.5,234.572,16.757,178.822,15.948,164.638,176.563,144.804,511.346,33.102,49.675,205.845,348.522,274.274,127.253,55.193,160.494,205.627,113.807,208.792,143.857,40.355,118.346,425.725,280.433,386.614,374.655,-63.304337,-13.988857,-11.084638,16.386719
5226,5258,4604,153.93,3.675,10.156,45.331,178.487,126.136,108.902,38.076,110.202,185.554,18.599,8.736,102.713,51.947,323.785,98.639,247.717,26.211,132.868,262.584,145.446,49.163,125.194,405.167,48.51,169.045,190.709,287.731,326.326,40.078,122.68,219.84,112.233,91.449,59.941,63.937,19.164,32.154,165.506,53.202,145.855,326.978,-25.158588,-29.888992,11.182665,8.685053
5227,15719,4735,103.61,11.699,16.26,307.195,199.786,59.397,39.796,218.308,232.55,888.666,253.597,98.248,320.237,112.861,291.098,307.278,718.905,489.47,350.65,55.808,249.487,361.448,260.282,591.266,530.033,39.245,159.427,874.365,103.102,194.387,41.901,247.041,51.37,66.042,185.815,208.792,60.536,18.654,15.955,142.252,131.869,236.059,-63.655052,54.67708,-22.605787,-9.329708
5228,17121,13208,173.4,1.0,10.156,31.929,280.923,80.253,125.875,39.106,139.525,301.904,4.106,2.105,133.931,41.979,160.35,149.0,248.728,11.505,66.934,3.491,60.597,235.602,404.086,506.779,112.713,35.768,225.018,338.39,236.235,19.036,49.058,118.457,327.354,4.049,29.971,71.929,32.282,70.577,60.82,58.32,335.665,437.855,14.097517,77.5386,13.903728,-22.107111
5229,1348,8470,86.98,19.723,8.121,85.539,213.985,53.14,44.646,141.066,142.559,173.518,64.149,6.525,139.974,33.119,440.233,190.111,213.338,20.959,145.855,118.09,163.628,94.219,64.186,252.177,13.841,58.947,130.164,187.426,224.223,234.467,111.432,52.928,583.4,40.635,158.842,83.917,28.245,19.692,9.973,120.757,293.707,426.767,-5.950817,-4.282422,-3.6966932,-2.0646033
5231,2548,12377,94.37,11.699,13.208,59.765,152.118,13.514,1.0,67.943,116.269,97.289,57.938,1.0,195.362,20.936,165.457,155.167,93.013,16.757,142.858,13.456,124.234,38.288,59.829,109.463,12.557,40.404,144.291,113.463,108.107,83.164,6.113,15.837,53.468,148.36,141.859,121.879,16.136,64.346,12.964,149.417,185.815,160.663,-1.0279388,39.868824,1.8270065,-16.97396
5234,7645,7845,64.38,1.0,13.208,1.0,157.189,1.0,1.0,12.329,61.668,200.599,1.0,1.0,10.064,28.688,245.132,110.972,158.737,23.06,30.97,113.107,144.436,21.198,62.008,320.68,1.0,2.159,133.191,210.729,362.362,3.004,13.27,51.692,76.555,262.183,1.0,11.989,19.164,18.654,291.129,1.0,23.977,289.28,-26.051613,17.659912,8.286433,-6.965695
5235,7392,11573,58.42,27.747,16.26,371.115,308.307,108.408,79.805,246.115,172.893,317.952,98.312,19.787,350.449,486.102,180.779,308.306,501.511,147.016,274.726,1.0,193.931,330.375,126.284,295.562,216.722,48.516,447.018,307.995,56.055,89.177,3.045,62.819,55.567,1.0,120.88,152.848,57.509,361.346,1.0,146.346,95.905,172.859,58.627106,23.404709,-15.732589,-16.241745
5237,12606,2412,206.23,9.024,11.173,107.189,160.231,119.879,159.822,105.02,104.136,364.09,49.656,14.261,152.058,53.054,401.417,104.806,355.908,24.11,228.772,185.354,211.103,195.207,165.503,284.145,69.055,150.502,191.718,411.34,264.264,100.199,141.085,358.316,285.379,28.439,137.863,150.85,32.282,12.423,9.973,170.912,513.487,471.118,-6.9548016,-59.628418,4.5472245,18.865927
5239,51,3222,115.55,5.012,22.364,70.074,164.288,18.728,3.425,108.109,70.768,201.602,38.268,2.105,35.24,67.452,249.218,52.389,261.872,25.161,74.926,235.18,121.203,122.185,138.267,405.167,102.441,50.834,263.364,309.008,440.44,128.255,77.689,193.876,783.83,162.588,65.935,65.935,20.173,29.038,407.778,79.815,404.596,437.855,-11.280389,-8.788506,-1.8725823,0.45323092
5240,13719,10743,153.5,7.687,18.294,220.594,181.53,4.128,5.85,193.591,149.637,420.259,184.236,76.146,197.376,68.56,223.681,212.722,530.834,230.003,150.85,13.456,161.608,395.628,165.503,439.418,354.117,3.318,92.827,428.564,189.188,142.283,14.293,52.928,173.097,48.765,87.913,122.878,59.527,36.308,54.838,108.474,168.832,272.648,-58.104168,52.60175,-24.67441,-10.298233
5241,12440,1107,85.56,10.361,3.035,70.074,122.706,138.649,137.999,33.957,16.167,226.678,65.184,24.207,24.162,23.151,242.067,33.889,183.004,16.757,71.929,232.688,86.859,41.395,71.812,259.027,31.817,71.695,120.073,382.971,264.264,85.169,195.278,337.297,82.851,8.114,165.835,77.923,19.164,4.115,36.892,142.252,101.899,328.087,-25.38598,-50.65743,13.4094925,15.456012
