cell,x,y,area µm²,Neurofilament,CD3e,CD45,CD4,NeuN,ATG7,A-Beta,S100B,IBA1,CD68,MAP2,CD31,HLA-A,GFAP,CD11b,SMA,DAPI_1,GalMac3,CollagenIV,CD14,PSD-95,CD11c,CD34,Synaptophysin,AQP4,P2Ry12,CD40,Claudin5,HLA-DR,Trem2,iNOS,CD163,CD74,ApoE,H2A.x,PCNA,TMEM119,CD44,P2Rx7(Park7),CD8,Vimentin,UMAP_1,UMAP_2,TSNE_1,TSNE_2
1128,9686,5052,42.21,1.0,210.334,57.854,167.5,115.908,288.889,2.291,1.0,107.574,37.533,1.0,376.528,201.898,26.781,43.621,2.068,846.126,249.179,464.066,11.173,6.265,230.591,406.421,238.697,16.557,15.613,121.392,452.664,33.967,32.441,158.793,21.0,11.379,231.253,50.5,495.209,2.029,1.0,3.947,21.0,312.087,-87.89783,-18.453968,-24.904926,2.2273088
1129,4299,15180,147.96,56.961,221.733,376.64,362.957,3.345,272.895,1.0,217.685,548.943,336.1,1.0,10.629,43.814,59.006,489.585,2.068,147.773,15.66,15.104,91.541,6.265,171.233,19.712,394.545,281.031,157.758,225.135,5.45,722.278,8.099,59.639,51.0,462.875,40.613,50.5,257.1,212.94,187.129,149.819,84.0,26.826,-1.3839836,12.973642,-2.5010579,-8.863632
1131,6443,13904,85.14,11.363,194.789,112.677,280.224,8.035,131.411,1.0,826.934,190.466,91.704,1.0,8.222,11.978,55.139,318.06,2.068,314.667,60.689,9.227,76.281,29.957,93.956,257.767,385.576,128.792,175.028,120.112,3.225,132.868,12.156,110.815,29.0,47.706,28.234,476.5,236.993,70.961,55.682,639.004,158.0,111.348,-16.170746,-7.7636433,9.9851265,-13.603253
1132,7988,10971,209.36,83.905,180.281,184.759,136.475,33.831,163.399,1.0,2.407,389.62,184.927,164.042,118.954,81.14,48.694,246.332,3.137,243.648,60.689,103.251,52.883,97.083,134.275,56.096,292.515,23.225,167.057,162.377,72.198,111.889,42.583,80.963,28.0,337.027,38.138,95.5,204.186,344.631,1.0,242.646,116.0,29.174,41.537235,-1.8055954,5.178492,5.4568276
1133,8635,18516,264.5,148.156,119.139,247.704,302.975,19.761,334.41,6.163,81.201,277.663,98.003,30.644,180.339,93.215,107.99,165.248,4.205,70.835,65.925,87.972,154.614,87.87,270.909,76.887,194.97,87.676,2.328,421.092,87.773,168.832,20.27,28.72,74.0,263.075,60.42,35.5,257.1,219.113,1.0,291.27,141.0,74.957,30.012716,1.0731277,-1.9369819,3.40811
1134,5491,19444,82.58,17.581,173.027,139.073,367.093,12.725,153.557,2.291,92.458,406.844,101.782,1.0,15.443,44.912,62.874,148.615,2.068,224.71,1.0,9.227,93.575,3.632,37.959,13.475,368.758,17.669,2.328,227.696,22.137,204.796,10.128,3.132,23.0,553.694,1.0,242.5,356.576,210.883,42.012,74.673,91.0,8.043,-15.216635,23.183273,-2.3557303,-16.065428
1135,4273,4948,97.5,83.905,144.01,199.988,82.699,22.106,136.333,13.907,1.0,204.46,32.494,315.226,106.918,5.391,34.515,182.92,4.205,5.735,73.255,9.227,126.129,214.225,138.754,1.0,122.091,59.895,84.693,67.6,5.45,64.936,10.128,79.896,28.0,113.874,44.327,14.5,133.283,428.996,1.0,204.336,132.0,3.348,62.167923,-15.252047,10.224963,11.987097
1137,6485,14368,186.33,106.703,217.588,495.424,321.59,8.035,243.368,4.872,186.73,624.298,76.586,15.822,35.905,37.227,66.741,524.929,2.068,184.466,17.755,16.279,113.922,16.794,205.952,40.503,354.182,31.003,165.729,293.015,13.237,146.854,17.227,76.698,28.0,312.377,30.71,88.0,294.139,404.304,182.923,385.571,77.0,9.217,-3.012722,4.50486,3.0007243,-9.721798
1139,269,6596,366.12,61.106,192.717,385.777,155.09,115.908,352.865,29.395,36.176,223.837,119.419,270.76,143.027,14.174,120.88,233.857,4.205,67.284,48.123,16.279,119.008,143.15,298.908,7.237,146.758,42.116,120.561,170.062,11.012,88.912,10.128,45.779,22.0,195.61,25.758,58.0,258.158,436.198,2.052,361.996,248.0,11.565,37.92006,-27.57822,13.653652,1.8884603
1141,4224,18518,56.85,23.799,235.205,256.841,294.702,3.345,125.26,1.0,183.915,320.723,390.27,1.0,1.0,3.196,40.96,336.772,1.0,88.59,1.0,8.052,12.19,2.316,26.759,64.412,390.061,43.227,1.0,214.888,2.112,213.787,2.014,2.066,21.0,202.097,1.0,55.0,161.856,193.392,106.158,9.841,33.0,2.174,-25.55127,16.826756,0.94541055,-18.9393
1142,9581,8559,46.33,36.234,312.928,21.305,200.593,87.768,179.393,2.291,69.945,257.209,48.871,1.0,445.134,426.947,124.747,51.938,4.205,557.315,234.519,595.699,48.814,1.0,173.473,334.693,67.152,56.562,50.153,176.465,415.952,44.956,120.677,100.154,21.0,16.569,52.993,104.5,529.073,4.087,1.0,95.301,33.0,354.348,-88.47755,-20.683846,-25.655672,2.6709418
1143,13501,6235,245.88,61.106,174.063,182.729,169.568,15.07,180.623,99.093,27.734,411.15,284.449,72.145,102.104,15.271,44.827,198.513,5.274,169.078,35.557,15.104,84.42,131.304,100.676,1.0,406.879,83.231,217.539,262.277,8.787,172.828,26.355,120.411,29.0,547.206,36.9,89.5,81.428,146.066,2.052,36.363,143.0,6.87,55.98106,10.107918,2.0823598,11.5589485
1144,9325,772,135.02,1.0,117.066,62.93,169.568,1.0,1.0,3.581,143.111,330.412,96.743,1.0,17.851,14.174,222.714,71.689,4.205,262.586,3.094,4.526,273.64,41.802,81.637,31.147,257.758,212.135,19.598,26.615,6.562,74.926,93.293,8.463,51.0,326.648,66.61,215.5,18.99,49.355,333.299,1.0,1.0,84.348,63.40138,19.044899,-0.30374363,15.391831
1146,4749,5101,25.16,1.0,203.08,1.0,112.689,22.106,9.612,6.163,1.0,500.5,51.391,1.0,242.927,343.514,1.0,12.435,2.068,256.668,117.236,498.149,1.0,1.0,18.919,196.434,15.576,2.111,1.0,63.758,439.314,51.949,26.355,34.051,27.0,1.0,9.665,56.5,241.226,1.0,1.0,1.0,1.0,451.783,-107.25015,-20.884434,-26.978336,8.751217
1147,4448,12767,196.14,177.172,185.463,253.796,214.037,12.725,189.235,437.256,136.076,468.205,158.472,86.967,75.624,26.249,102.834,295.19,4.205,158.425,54.406,37.434,173.943,99.715,138.754,2.04,230.848,146.572,213.553,252.031,13.237,172.828,17.227,116.146,26.0,512.177,126.03,104.5,355.518,309.651,114.571,499.027,224.0,4.522,21.495235,-12.803919,13.092719,-5.8647146
1148,12536,11308,64.53,1.0,183.39,8.107,220.242,5.69,13.303,2.291,1.0,481.123,18.637,1.0,93.678,115.171,7.445,51.938,5.274,165.527,100.481,442.911,1.0,3.632,68.197,241.134,24.545,1.0,6.314,141.885,309.155,45.955,10.128,156.661,18.0,6.19,4.714,2.5,100.477,1.0,1.0,1.0,1.0,299.174,-108.20369,-13.847481,-25.31742,9.478416
1149,8517,16708,218.17,119.139,178.209,297.451,139.578,50.246,520.185,1.0,150.146,170.012,29.975,190.721,109.325,6.489,233.026,159.01,2.068,21.122,71.16,15.104,89.506,160.261,189.152,46.74,155.727,157.684,177.685,200.8,6.562,86.914,8.099,8.463,17.0,37.327,31.948,70.0,129.05,141.951,1.0,499.027,258.0,65.565,88.34906,9.41185,13.11808,18.067656
1150,112,16822,63.11,1.0,266.295,94.402,311.248,50.246,280.277,2.291,288.037,297.04,71.547,1.0,175.524,108.585,82.209,94.559,3.137,637.803,271.17,173.768,159.701,8.897,67.077,62.333,258.879,48.783,119.233,296.858,130.047,62.938,26.355,154.528,40.0,32.138,46.803,310.0,765.066,16.433,24.135,223.491,721.0,112.522,-74.61993,-10.174988,-19.01312,-5.5821657
1152,934,9753,294.06,106.703,162.664,378.671,169.568,214.401,158.478,6.163,12.256,293.81,229.019,258.902,145.434,5.391,2.289,216.185,4.205,108.712,41.84,16.279,101.714,123.407,268.669,6.198,159.091,2.111,159.086,225.135,15.462,155.845,13.171,105.485,26.0,337.027,22.045,101.5,230.643,354.92,1.0,336.947,313.0,3.348,33.51127,-15.132231,9.610593,0.6645172
1154,4933,13127,77.74,121.212,217.588,377.655,252.301,17.415,174.472,69.407,31.955,341.177,240.357,238.151,85.253,22.956,49.983,346.128,3.137,380.951,22.991,12.753,101.714,104.98,164.513,8.277,270.091,53.228,237.465,241.785,7.675,230.77,22.298,127.874,50.0,554.991,56.706,208.0,408.431,532.908,39.908,307.478,196.0,4.522,29.523214,-3.4125137,4.7817473,0.18157367
1155,7915,11540,147.81,88.05,195.826,260.902,148.885,59.627,201.538,2.291,37.583,390.696,150.913,490.125,84.049,30.641,80.92,427.212,10.616,231.812,37.651,13.928,132.233,172.107,200.352,1.0,224.121,153.239,238.794,172.623,7.675,222.778,15.199,112.948,35.0,414.871,41.851,121.0,219.002,157.383,12.567,345.788,237.0,6.87,33.660614,-14.343372,8.392938,-1.7377906
1156,14181,9464,239.2,92.195,178.209,223.338,186.115,31.486,265.514,101.674,9.442,287.351,225.24,164.042,123.769,13.076,17.757,190.197,4.205,121.732,37.651,15.104,87.471,174.739,118.595,1.0,297.0,39.893,153.773,240.504,9.9,105.895,21.284,111.882,29.0,233.235,26.996,62.5,142.807,116.23,3.103,70.252,124.0,6.87,55.33973,-2.2266045,7.4307323,9.410039
1157,9923,1466,32.55,1.0,90.122,31.457,85.801,1.0,148.635,6.163,196.579,342.253,9.818,1.0,263.388,373.155,452.161,17.633,7.411,124.1,152.84,531.058,174.96,2.316,289.948,379.393,79.485,144.349,1.0,20.212,313.605,26.974,54.753,54.308,16.0,1.0,13.379,4.0,134.341,2.029,1.0,1.0,1.0,681.87,-108.34967,-20.245537,-28.574532,10.759459
1158,12329,13284,192.16,133.647,166.809,320.802,155.09,80.732,296.271,8.744,10.849,173.241,24.936,386.371,121.361,3.196,3.578,236.976,1.0,9.286,30.321,11.578,76.281,195.798,168.993,1.0,227.485,1.0,175.028,125.235,2.112,69.931,4.043,62.838,27.0,61.978,26.996,17.5,51.797,262.324,1.0,335.473,121.0,1.0,53.4208,-29.504833,15.812929,5.9642115
1159,8142,14738,48.04,1.0,250.75,123.845,259.54,52.592,375.01,6.163,138.89,439.139,71.547,101.789,433.098,575.151,271.697,88.322,5.274,301.647,389.5,545.161,124.095,39.17,326.907,276.479,115.364,66.563,54.138,173.904,448.214,59.941,141.976,110.815,32.0,12.677,320.383,38.5,680.405,6.144,1.0,247.066,212.0,462.348,-84.323875,-19.488464,-25.177834,-0.85881084
1160,4522,15724,136.16,36.234,209.298,354.305,246.096,15.07,201.538,1.0,214.87,235.679,148.393,6.929,20.258,20.76,56.428,289.993,2.068,114.63,20.896,16.279,79.333,18.111,166.753,31.147,402.394,91.01,165.729,258.435,5.45,136.864,7.085,84.161,29.0,213.774,14.617,106.0,198.895,398.131,109.313,280.956,107.0,59.696,-10.745758,-0.27501488,4.667011,-13.39484
1161,3513,18828,109.01,13.436,210.334,11.152,227.481,12.725,30.527,1.0,392.158,400.385,26.195,1.0,224.872,275.451,163.418,19.712,4.205,83.855,359.132,115.004,114.939,4.949,1.0,141.338,342.97,78.786,1.0,358.335,183.445,31.969,57.796,69.235,20.0,95.71,17.093,4.0,118.467,3.058,40.96,152.765,264.0,389.565,-67.19939,-11.660004,-18.300543,-2.4146383
1163,5438,14842,173.97,11.363,228.988,205.064,363.991,5.69,208.92,1.0,152.961,542.484,134.536,1.0,226.076,431.338,59.006,280.637,2.068,51.897,165.406,445.261,135.285,12.846,208.192,125.745,290.273,39.893,62.109,459.515,294.693,385.615,359.017,101.22,27.0,39.922,316.669,37.0,371.392,71.99,96.694,170.447,348.0,204.087,-68.180695,-8.778549,-18.32899,-3.9537728
1164,9308,1550,118.82,1.0,63.178,1.0,108.553,5.69,1.0,3.581,1.0,532.795,13.598,1.0,204.411,478.544,1.0,94.559,129.214,146.589,49.17,99.725,1.0,3.632,1.0,1.0,652.424,1.0,1.0,89.373,181.22,14.986,152.118,60.705,15.0,28.245,118.602,2.5,18.99,1.0,14.671,1.0,1.0,242.826,-103.94903,-10.816616,-22.881744,10.473844
1165,10213,17165,48.61,71.469,274.585,88.311,161.295,24.451,333.18,10.035,20.699,263.668,33.754,1.0,403.007,257.886,49.983,83.124,9.548,57.815,252.321,335.959,50.848,37.854,343.706,255.688,105.273,1.0,40.854,177.746,408.165,56.944,76.052,53.242,19.0,28.245,92.606,7.0,300.488,4.087,1.0,51.097,155.0,381.348,-100.25964,-17.429497,-26.434475,6.7851577
1166,2087,17116,155.35,30.017,197.898,227.399,224.379,3.345,136.333,7.453,143.111,328.259,257.994,1.0,19.054,10.88,53.85,308.704,2.068,67.284,16.708,8.052,48.814,3.632,50.278,11.395,386.697,66.563,197.612,286.612,8.787,104.896,9.114,82.029,29.0,237.127,3.476,19.0,138.574,431.054,154.531,82.04,144.0,16.261,-15.17345,7.054775,2.3524952,-14.579049
1167,5031,10445,279.0,94.268,186.499,221.308,207.832,54.937,144.945,12.616,5.221,434.833,182.407,66.217,236.908,157.986,38.382,227.62,3.137,273.239,115.142,198.449,106.8,64.178,184.673,126.785,171.424,2.111,109.934,253.312,154.521,86.914,29.398,75.632,24.0,259.183,39.375,40.0,330.12,200.594,1.0,201.389,199.0,141.87,33.526413,7.8189964,-2.7405808,5.2429395
1170,3057,13489,289.52,144.01,202.044,212.171,248.165,10.38,213.841,7.453,57.282,305.652,152.173,89.932,51.552,28.445,49.983,282.716,2.068,122.916,32.415,15.104,97.645,73.391,70.437,13.475,238.697,147.683,254.735,253.312,11.012,152.848,11.142,119.345,29.0,351.299,51.755,80.5,256.041,380.641,79.868,320.739,233.0,3.348,5.4978676,-5.398941,5.8798456,-7.2795305
1173,8082,4542,92.1,59.033,131.575,240.598,87.87,31.486,251.98,10.035,2.407,328.259,106.821,140.326,87.66,8.685,19.046,208.908,2.068,228.261,27.179,11.578,60.004,74.708,166.753,26.989,186.0,23.225,86.021,41.985,5.45,78.922,11.142,39.382,21.0,146.309,14.617,103.0,42.272,283.93,1.0,124.77,51.0,5.696,59.681507,-2.1621342,7.168443,12.248281
1174,12277,3885,86.13,79.759,161.628,230.445,219.208,427.803,124.03,167.5,1.0,213.072,220.201,330.047,128.583,11.978,43.538,141.338,5.274,23.489,19.849,13.928,66.108,174.739,151.074,4.119,316.061,29.892,60.781,79.127,7.675,98.902,37.512,62.838,26.0,137.227,50.517,43.0,118.467,266.44,2.052,160.133,137.0,6.87,52.72345,-9.316069,7.014998,8.08063
1175,1133,17439,140.85,44.525,230.024,283.238,285.394,10.38,89.581,10.035,123.413,319.647,226.499,1.0,25.072,16.369,48.694,177.722,2.068,115.814,2.047,10.402,44.744,7.581,65.957,32.186,349.697,77.675,7.642,349.369,9.9,148.852,4.043,6.331,20.0,277.347,4.714,95.5,248.633,452.659,136.654,28.996,129.0,52.652,-18.06002,13.655483,1.2681085,-15.526778
1176,2550,17902,79.02,9.29,230.024,10.137,412.596,61.972,36.679,2.291,257.082,599.539,57.69,1.0,392.175,366.568,118.302,12.435,4.205,178.547,281.642,460.54,152.579,10.213,33.479,324.298,314.939,91.01,1.0,263.558,444.876,50.95,35.483,151.33,21.0,194.313,122.316,2.5,556.588,1.0,23.083,52.571,726.0,454.13,-71.05492,-2.0524597,-21.493269,-4.656754
1177,12715,14077,209.64,106.703,202.044,348.213,192.32,26.796,414.379,24.233,2.407,318.57,242.876,229.258,106.918,8.685,24.203,234.897,1.0,133.569,30.321,11.578,120.025,128.672,198.112,1.0,170.303,38.782,171.043,170.062,1.0,121.879,8.099,61.772,28.0,269.562,35.662,97.0,181.963,310.68,1.0,89.407,75.0,3.348,51.48294,-13.79383,10.318854,7.7723722
1178,8654,15167,18.62,1.0,297.384,93.387,199.559,94.803,243.368,1.0,26.327,175.394,53.91,1.0,596.789,594.911,40.96,86.242,4.205,575.07,550.764,308.927,31.519,26.008,175.713,456.319,133.303,58.784,131.189,512.027,608.41,48.952,90.251,195.043,28.0,30.84,132.219,97.0,592.569,2.029,1.0,42.257,257.0,293.304,-87.607605,-25.011024,-27.511513,1.0807261
1179,14394,18034,83.0,54.888,217.588,106.585,178.876,3.345,184.314,6.163,9.442,482.199,218.941,57.323,73.217,26.249,66.741,135.101,5.274,382.135,20.896,5.701,96.627,72.075,32.359,1.0,193.848,154.35,253.407,266.119,6.562,100.9,22.298,44.713,17.0,435.63,46.803,284.5,125.875,27.75,5.206,1.0,76.0,5.696,58.806046,14.468941,1.2984923,13.390997
1181,5731,15209,189.32,65.251,227.951,220.293,268.848,10.38,104.345,3.581,141.704,323.953,344.918,12.858,11.833,28.445,68.03,486.466,2.068,169.078,14.613,10.402,54.918,8.897,128.675,17.633,261.121,53.228,173.699,248.188,9.9,317.683,10.128,79.896,30.0,233.235,19.569,85.0,244.4,115.201,127.189,250.013,74.0,16.261,-21.072727,12.530823,1.9686899,-20.768755
1182,10027,18526,126.78,15.508,218.624,674.107,778.689,59.627,469.743,7.453,30.548,757.786,215.161,57.323,381.342,593.813,7.445,204.75,3.137,248.383,253.368,330.082,810.78,94.451,109.636,274.4,107.515,79.898,2.328,821.973,342.529,536.464,109.521,203.572,910.0,468.065,144.599,110.5,761.891,18.49,6.258,354.628,294.0,597.348,18.189342,27.690384,-12.493738,1.5290209
1183,10237,17565,186.76,1.0,310.856,392.884,534.627,47.901,92.042,4.872,6.628,425.144,98.003,1.0,307.922,399.502,149.239,563.392,611.084,174.996,188.443,245.461,584.937,27.324,121.955,229.699,439.394,7.667,169.714,779.708,254.644,154.846,74.023,327.248,378.0,327.945,144.599,106.0,387.266,2.029,1.0,12.788,179.0,573.87,18.785912,28.60216,-12.546188,2.248053
1184,4530,19481,194.01,5.145,191.68,83.235,452.929,33.831,40.369,2.291,117.785,483.276,66.508,1.0,399.396,370.959,60.295,66.491,5.274,103.977,465.943,156.139,129.181,15.478,74.917,264.004,293.636,117.68,26.241,444.146,300.255,183.817,24.327,70.301,22.0,109.982,33.186,19.0,430.655,81.249,38.857,14.261,456.0,421.261,-67.77382,-4.2901993,-20.127762,-4.298619
1185,11758,8040,92.24,1.0,147.119,4.046,240.925,85.423,106.805,1.0,1.0,433.756,42.573,1.0,105.714,271.059,1.0,43.621,4.205,348.993,84.774,73.868,1.0,11.53,53.638,4.119,434.909,5.445,26.241,139.323,239.069,28.972,90.251,30.853,19.0,6.19,69.086,10.0,222.177,1.0,1.0,1.0,33.0,159.478,-101.43868,-9.190491,-21.973627,8.641266
1186,7196,2734,24.16,3.073,157.482,6.076,42.366,8.035,67.436,2.291,1.0,277.663,26.195,12.858,339.216,329.243,7.445,16.593,2.068,68.468,397.877,454.664,3.035,7.581,49.158,390.828,33.515,61.007,2.328,135.481,520.524,33.967,74.023,93.757,18.0,25.651,52.993,5.5,121.642,3.058,1.0,1.0,1.0,668.957,-106.714294,-24.72387,-29.026848,8.717939
1189,7708,5488,116.55,129.502,130.538,326.893,111.655,90.113,264.283,10.035,2.407,166.782,58.95,214.436,151.452,11.978,1.0,188.118,3.137,9.286,38.698,16.279,79.333,154.996,268.669,6.198,160.212,9.89,72.737,126.515,5.45,80.92,8.099,56.441,25.0,64.573,33.186,11.5,112.118,405.333,1.0,370.836,247.0,2.174,46.869083,-32.074287,14.936853,5.1447988
1190,7942,12104,357.74,94.268,196.862,180.698,204.73,12.725,264.283,42.302,152.961,364.86,70.288,125.504,116.547,167.866,110.568,208.908,3.137,150.14,203.104,237.234,159.701,61.545,246.27,131.982,257.758,119.902,97.977,140.604,137.834,497.503,44.611,78.83,45.0,98.305,153.264,103.0,251.808,178.989,78.817,298.637,127.0,182.957,25.467356,8.591692,-14.055456,-2.9895375
1191,1133,13864,245.17,206.189,205.152,349.229,208.866,17.415,309.804,2.291,152.961,566.167,198.784,69.181,68.402,50.401,73.186,213.067,5.274,177.364,53.358,11.578,95.61,65.494,183.553,25.949,245.424,137.682,179.013,295.577,13.237,487.513,17.227,118.279,33.0,243.614,34.424,109.0,341.761,314.795,106.158,415.04,277.0,56.174,3.2729406,5.224353,1.6195436,-7.255881
1193,8266,8635,236.08,181.317,173.027,172.576,117.86,87.768,170.781,2.291,1.0,269.051,290.748,205.543,82.846,14.174,17.757,168.366,2.068,167.895,11.472,22.155,53.9,77.34,151.074,1.0,423.697,29.892,115.247,82.969,7.675,121.879,10.128,45.779,26.0,259.183,19.569,58.0,125.875,249.978,1.0,149.819,109.0,3.348,53.118725,-4.903013,6.486462,8.127496
1194,3428,18201,144.69,17.581,206.189,288.314,304.009,3.345,152.326,4.872,129.041,260.439,336.1,1.0,16.647,29.543,47.405,218.264,1.0,29.408,1.0,10.402,48.814,2.316,79.397,17.633,436.03,4.334,56.795,225.135,5.45,126.874,2.014,2.066,20.0,274.752,2.238,2.5,162.914,450.601,81.972,30.469,69.0,42.087,-17.579426,12.222717,1.6205249,-15.083333
1196,2700,338,65.95,1.0,89.086,17.244,150.953,40.866,3.461,2.291,1.0,481.123,28.715,1.0,330.79,341.319,1.0,65.452,349.314,276.79,383.217,137.334,6.087,1.0,3.24,139.259,193.848,1.0,1.0,54.792,622.872,34.966,32.441,12.728,20.0,19.164,22.045,11.5,169.264,1.0,1.0,1.0,1.0,568.0,-96.482056,-30.484085,-31.30819,4.0169373
1198,3041,14170,91.1,96.34,175.1,284.253,241.96,5.69,224.914,2.291,258.489,355.171,69.028,1.0,62.384,41.619,87.365,258.806,5.274,69.652,17.755,17.454,103.748,26.008,99.556,41.542,328.394,167.685,194.955,179.027,14.35,232.768,18.242,92.691,25.0,181.339,113.651,34.0,173.497,330.228,268.101,114.456,135.0,32.696,-13.933975,-2.355322,5.374259,-14.306204
1200,13575,19090,97.5,25.871,107.74,220.293,308.146,3.345,7.151,3.581,40.397,669.512,132.016,3.964,51.552,11.978,144.083,181.88,4.205,362.013,1.0,5.701,188.185,11.53,18.919,1.0,273.455,106.567,1.0,250.75,8.787,99.901,68.952,16.993,36.0,609.482,85.178,346.0,79.311,93.595,189.233,1.0,1.0,51.478,59.729824,18.194447,-0.0029821664,14.218594
1202,5965,6228,113.85,146.083,188.572,406.082,112.689,61.972,333.18,17.779,1.0,156.017,28.715,300.404,185.153,59.184,35.804,175.643,3.137,4.551,56.5,51.538,108.835,198.431,294.428,24.909,133.303,42.116,51.481,97.058,55.511,81.919,7.085,31.919,35.0,71.06,33.186,16.0,258.158,398.131,1.0,361.996,306.0,37.391,44.111427,-32.214233,14.882919,4.082927
1203,471,721,38.8,1.0,160.591,1.0,68.22,73.697,8.382,8.744,1.0,263.668,27.455,1.0,217.651,209.582,6.156,11.395,13.821,569.152,257.557,374.744,1.0,8.897,36.839,220.343,15.576,67.674,1.0,58.635,458.226,26.974,443.197,29.787,14.0,25.651,197.829,58.0,155.506,1.0,1.0,1.0,1.0,309.739,-98.50226,-12.858368,-23.771158,6.187763
1204,9133,18994,261.94,56.961,104.631,251.765,316.419,57.282,143.714,39.721,92.458,365.936,212.642,285.582,238.112,110.78,113.146,239.055,5.274,101.61,101.528,219.605,169.874,103.664,189.152,163.169,202.818,6.556,3.657,495.377,191.233,87.913,95.322,28.72,18.0,251.399,83.941,77.5,317.421,175.902,1.0,266.221,122.0,145.391,32.3406,5.186119,-2.090437,4.27427
1206,13782,8924,58.56,13.436,233.133,56.838,340.205,33.831,457.44,3.581,100.9,375.625,41.313,21.751,617.251,406.089,238.182,279.597,4.205,166.711,965.443,588.647,125.112,20.743,303.388,317.021,133.303,63.229,27.569,467.2,590.61,45.955,25.341,212.101,29.0,38.625,74.037,19.0,405.256,1.0,1.0,6.894,139.0,728.826,-89.38295,-29.92844,-29.51696,2.1038573
1207,3098,15744,97.22,3.073,465.266,219.277,556.345,15.07,140.023,1.0,304.921,261.515,91.704,1.0,187.56,321.558,97.677,512.455,15.958,320.585,248.132,299.525,700.91,44.435,28.999,171.485,346.333,122.125,115.247,414.688,189.008,96.904,118.649,219.565,863.0,167.068,334.0,46.0,326.945,4.087,40.96,126.243,417.0,377.826,20.387589,28.112076,-11.731931,3.0741634
1208,5498,7255,117.54,7.218,213.443,89.326,130.27,19.761,253.211,3.581,61.503,390.696,96.743,1.0,403.007,386.329,80.92,346.128,4.205,177.364,551.811,287.772,202.428,43.119,238.43,387.71,53.697,45.449,36.868,185.431,384.803,68.932,56.782,71.367,273.0,222.856,66.61,31.0,264.507,17.461,1.0,73.199,56.0,636.087,-94.96922,-28.01899,-16.998312,3.8841097
1210,6802,9248,80.73,3.073,128.466,2.015,58.913,101.838,3.461,15.198,1.0,298.116,96.743,75.11,266.999,276.548,4.867,20.751,20.232,560.866,117.236,395.899,1.0,308.992,12.2,271.281,23.424,3.222,160.415,48.388,401.49,15.985,84.165,166.256,17.0,25.651,10.903,8.5,62.379,2.029,1.0,1.0,1.0,276.87,-98.987015,-12.300602,-23.348242,6.4897027
1211,12513,7072,144.97,108.776,147.119,271.055,109.587,38.521,243.368,7.453,9.442,174.318,90.444,333.012,135.805,10.88,20.335,226.581,4.205,68.468,35.557,13.928,85.437,140.518,201.472,1.0,375.485,65.452,189.641,194.396,11.012,80.92,18.242,106.551,28.0,130.74,33.186,35.5,45.447,352.862,1.0,301.584,224.0,4.522,55.62831,-29.791126,17.126879,6.1079917
1212,4119,5888,163.73,36.234,194.789,185.774,117.86,36.176,76.048,19.07,10.849,328.259,116.899,220.365,117.751,9.782,16.468,329.495,3.137,201.037,51.264,10.402,115.956,172.107,116.355,1.0,101.909,41.004,177.685,149.569,5.45,114.886,12.156,82.029,24.0,316.269,33.186,86.5,158.681,342.574,1.0,288.323,241.0,5.696,37.485214,-11.987272,9.074868,1.7693433
1215,11284,13008,128.2,1.0,377.179,155.317,363.991,40.866,41.6,2.291,37.583,536.025,119.419,1.0,32.294,166.768,107.99,523.89,766.01,274.423,63.83,162.015,413.011,22.059,42.438,63.373,5.485,6.556,238.794,172.623,31.037,91.909,27.37,149.197,595.0,501.797,26.996,97.0,222.177,1.0,1.0,1.0,314.0,282.739,22.557692,23.84164,-12.1926985,4.85382
1217,4516,17145,104.18,63.178,201.007,198.973,245.062,8.035,130.181,2.291,106.528,262.592,312.164,1.0,16.647,6.489,29.359,305.586,6.342,51.897,6.236,11.578,46.779,47.067,42.438,26.989,323.909,22.113,193.626,208.485,4.337,156.844,2.014,63.904,20.0,303.295,1.0,52.0,158.681,285.988,79.868,76.146,117.0,11.565,-17.041874,10.181049,1.4229133,-15.499805
1221,2158,13490,59.13,1.0,301.529,62.93,323.658,80.732,128.951,1.0,47.432,663.053,71.547,1.0,487.26,548.803,28.07,55.056,5.274,373.85,346.566,455.839,182.081,4.949,142.114,261.925,168.061,22.113,44.839,391.635,591.723,71.929,80.109,134.271,25.0,33.435,60.42,11.5,859.251,1.0,10.464,143.925,746.0,496.391,-73.42255,-1.6874123,-22.485481,-4.8539653
1222,6604,4432,220.02,61.106,154.373,184.759,111.655,15.07,191.696,8.744,2.407,312.111,91.704,152.184,118.954,20.76,15.179,167.327,3.137,201.037,34.509,10.402,67.125,114.194,127.555,1.0,255.515,108.79,105.948,75.285,6.562,161.839,17.227,79.896,25.0,256.588,38.138,40.0,60.263,380.641,1.0,127.717,142.0,2.174,54.81186,-2.6060581,6.193637,10.457144
1223,7098,15256,180.08,156.446,209.298,275.116,284.36,104.183,206.459,2.291,106.528,272.28,187.446,89.932,74.42,30.641,86.076,372.117,2.068,100.427,8.33,11.578,190.22,20.743,170.113,66.491,236.455,26.558,139.16,225.135,9.9,234.766,24.327,85.227,36.0,317.566,25.758,101.5,253.925,314.795,116.674,226.438,215.0,58.522,2.3166008,-0.3835888,4.6961956,-8.822681
