class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,E3,Vimentin,CD163,P2Ry12,a-BetaPSD-95,CD11c,HLA-A,TMEM119,CD31,Gal3,HLA-DR,CD8,ATG7,MAP2,GFAP,CollagenIV,CD3e,CD4,NeuN,Neurofilament,CD74,Claudin-5,CD40,CD11b,E1,E10,Synaptophysin,CD34,ApoE,E2,PCNA,Olig2,E4,DAPI_1,H2A.x,E5,E6,E9,S100B,SMA,CD44,CD45,E8,CD68,AQP4,IBA1,CD14,E7,None,UMAP_1,UMAP_2,TSNE_1,TSNE_2
diffuse,1000128,23862,1345,895.06,248.17,0.18,0.74,9.538,23.522,1.0,1.0,255.877,1.0,1.0,3.139,12.924,42.993,1.0,1.0,1.0,247.909,295.705,5.078,1.0,1.0,11.171,3.03,79.471,1.0,3.066,1.0,4.151,7.148,41.422,345.969,1.0,64.469,1.0,2.075,1.0,6.501,29.312,28.705,1.0,3.384,51.951,137.168,4.453,1.0,58.877,20.671,1.0,141.653,3.108,65.957,5.791,20.120796,21.607586,17.571138,0.07482047
diffuse,1000129,25639,1337,377.35,107.92,0.41,0.8,6.337,7.435,1.0,1.0,663.094,36.016,7.804,5.278,77.846,63.99,1.0,1.0,1.0,247.909,165.835,5.078,1.0,1.0,17.951,14.198,221.323,1.0,6.165,11.352,8.353,7.148,22.655,402.395,1.0,80.971,1.0,12.829,1.0,5.401,45.49,9.148,1.0,3.384,39.213,137.168,4.453,1.0,66.426,20.671,1.0,97.173,2.054,44.678,6.989,40.261078,27.18518,11.828087,1.5866351
diffuse,1000130,24591,1439,1955.77,486.05,0.1,0.63,8.471,33.174,1.0,1.0,317.399,20.568,21.411,20.253,112.294,45.204,21.574,2.26,1.0,218.982,188.312,5.078,5.083,1.0,19.081,12.168,91.544,1.0,3.066,8.764,10.454,6.123,31.316,351.099,1.0,273.916,1.0,49.391,1.0,6.501,45.49,79.225,1.0,4.576,53.77,172.519,4.453,4.501,115.495,23.481,1.0,205.368,12.592,67.077,8.187,47.92903,-12.325783,14.8090515,8.16799
diffuse,1000131,10518,1416,1023.33,324.69,0.12,0.65,8.471,50.87,1.0,1.0,519.543,107.079,99.653,17.044,182.516,58.465,102.729,1.0,14.638,237.578,318.183,7.116,51.358,1.0,21.342,22.32,339.03,1.0,23.728,29.469,33.565,8.172,37.091,539.614,61.871,36.543,1.0,173.056,53.515,8.702,142.559,170.488,1.0,6.961,51.951,294.284,3.302,1.0,194.761,22.076,1.0,91.162,32.614,68.197,11.781,50.42636,12.4896755,8.096386,6.7847524
diffuse,1000132,26714,1386,265.43,112.4,0.26,0.74,320.125,38.0,181.317,261.104,59.592,171.963,404.682,134.699,97.72,135.821,131.304,310.904,187.389,131.17,123.377,260.944,86.745,287.373,74.456,83.235,405.429,91.818,54.721,237.81,19.909,269.449,252.194,97.181,67.242,35.273,366.385,227.899,73.055,349.77,219.405,1.0,449.1,290.686,212.082,54.682,24.018,2.167,104.171,183.658,193.768,13.022,74.766,9.96,199.842,8.3045845,29.7836,23.332886,0.36842272
diffuse,1000133,14758,1446,2978.74,518.71,0.14,0.75,8.471,23.522,2.036,1.0,619.15,50.435,99.653,8.487,202.39,42.993,86.727,29.975,8.956,257.207,178.322,5.078,7.805,2.101,28.122,11.152,185.106,3.137,5.132,38.527,54.574,19.443,34.204,365.205,8.161,347.54,5.224,85.953,15.655,9.802,69.757,150.931,1.0,4.576,44.672,252.387,4.453,2.167,196.019,22.076,2.212,76.736,54.744,87.237,10.583,56.35621,-13.836458,10.906329,10.042188
diffuse,1000134,12513,1388,229.75,74.93,0.51,0.82,13.808,12.261,1.0,1.0,425.795,82.362,135.939,4.209,177.216,70.621,103.872,13.598,10.092,264.438,310.69,5.078,1.0,1.0,17.951,15.213,372.23,1.0,3.066,29.469,22.009,8.172,32.76,562.697,2.79,30.196,1.0,114.987,13.213,14.203,33.356,194.933,1.0,5.768,59.23,218.345,3.302,2.167,162.048,29.101,1.0,59.906,43.152,71.557,9.385,47.58159,15.518354,8.621262,5.4595857
diffuse,1000135,15802,1446,2154.11,387.02,0.18,0.77,8.471,41.217,2.036,1.0,566.416,37.046,91.715,11.696,175.891,36.363,108.444,4.779,1.0,254.108,210.79,4.058,18.693,1.0,24.732,11.152,197.178,2.068,9.265,24.293,34.615,9.197,28.429,406.243,20.694,103.82,1.0,77.35,18.098,9.802,65.713,199.822,1.0,5.768,51.951,349.275,3.302,39.513,184.695,19.266,1.0,193.347,51.582,74.917,11.781,49.662117,2.5634823,8.8546505,7.872146
diffuse,1000136,17509,1407,793.08,250.08,0.16,0.69,7.404,15.478,1.0,1.0,513.683,38.076,72.438,3.139,142.768,33.048,79.868,1.0,1.0,283.034,170.83,5.078,1.0,1.0,19.081,4.046,218.305,1.0,2.033,24.293,24.11,7.148,25.542,501.141,1.0,68.277,1.0,41.863,9.549,10.902,49.534,133.005,1.0,5.768,53.77,275.954,3.302,3.334,135.626,17.861,5.85,160.888,32.614,70.437,9.385,49.01375,12.984068,7.329719,3.9948378
diffuse,1000137,17089,1421,646.76,152.27,0.35,0.79,9.538,18.696,3.073,1.0,557.628,42.196,95.117,6.348,194.44,30.837,86.727,8.559,3.273,227.247,145.855,5.078,1.0,1.0,31.512,4.046,182.088,14.89,2.033,28.175,40.918,10.222,24.098,378.03,1.0,414.817,3.112,69.822,16.877,10.902,106.158,165.599,1.0,5.768,61.049,287.738,4.453,2.167,174.63,24.886,1.0,136.845,86.358,93.956,11.781,68.45474,-10.580807,3.84674,-5.858086
diffuse,1000138,16753,1409,315.24,106.41,0.35,0.74,9.538,23.522,1.0,1.0,323.258,41.166,82.644,11.696,163.967,33.048,95.871,1.0,1.0,224.148,150.85,6.097,35.026,1.0,28.122,101.509,206.233,2.068,4.099,24.293,20.959,6.123,26.986,366.488,8.161,82.24,1.0,125.741,84.046,12.002,102.113,157.45,1.0,5.768,66.508,340.11,2.151,1.0,169.597,22.076,1.0,153.675,49.475,91.716,9.385,37.26046,12.928337,7.5387607,1.0040902
diffuse,1000139,19126,1498,2317.91,454.98,0.14,0.73,9.538,41.217,1.0,1.0,563.487,25.718,47.491,8.487,110.969,16.471,44.435,1.0,6.683,225.181,215.785,8.136,6.444,1.0,34.903,13.183,130.779,3.137,3.066,35.939,20.959,14.32,31.316,335.71,4.581,435.127,13.672,62.295,19.319,13.102,81.891,203.082,2.318,8.153,48.311,296.903,6.755,62.854,121.786,23.481,1.0,293.126,38.937,104.036,10.583,62.481865,-15.541355,4.261461,-5.307639
diffuse,1000140,24380,1427,306.57,90.28,0.47,0.82,8.471,15.478,1.0,1.0,361.343,10.269,6.67,10.626,38.098,35.258,1.0,1.0,1.0,292.332,260.74,3.039,1.0,1.0,26.992,14.198,106.634,1.0,3.066,7.47,7.303,5.098,35.647,480.623,1.0,537.947,1.0,21.432,1.0,7.601,114.247,54.78,1.0,3.384,62.869,201.324,4.453,1.0,76.491,26.291,1.0,199.357,2.054,63.717,6.989,71.6174,-3.565979,6.7061076,-8.728453
diffuse,1000141,25569,1446,233.3,71.78,0.57,0.85,10.606,2.609,1.0,1.0,674.812,21.598,3.268,5.278,32.798,58.465,1.0,1.0,1.0,244.81,145.855,4.058,1.0,1.0,16.821,10.137,170.015,1.0,6.165,10.058,5.202,6.123,31.316,424.196,1.0,83.51,1.0,8.527,1.0,5.401,41.445,4.259,1.0,3.384,41.033,124.075,4.453,1.0,55.102,16.456,1.0,55.097,2.054,34.599,9.385,40.089584,26.709583,11.929492,1.5962733
diffuse,1000142,25739,1486,899.18,282.52,0.14,0.66,6.337,12.261,1.0,1.0,206.073,46.315,5.536,6.348,73.871,66.2,1.0,1.0,1.0,261.339,185.815,4.058,1.0,1.0,17.951,6.076,179.069,1.0,6.165,10.058,6.252,5.098,26.986,284.413,1.0,63.199,1.0,19.281,1.0,4.301,45.49,14.038,1.0,3.384,42.852,114.91,4.453,1.0,73.975,19.266,1.0,103.184,2.054,43.558,6.989,16.919456,22.613758,18.42651,0.3126572
diffuse,1000143,24028,1470,458.08,158.89,0.23,0.72,6.337,21.913,1.0,1.0,296.891,1.0,1.0,4.209,73.871,59.57,1.0,1.0,1.0,268.571,270.73,5.078,1.0,1.0,11.171,15.213,130.779,1.0,3.066,2.294,7.303,9.197,39.978,283.131,1.0,65.738,1.0,33.26,1.0,6.501,49.534,20.556,1.0,2.192,35.574,125.384,5.604,1.0,92.848,20.671,1.0,111.599,5.215,59.238,5.791,20.433634,26.6384,17.745205,-0.26432094
diffuse,1000144,10228,1515,1412.05,353.44,0.14,0.64,7.404,17.087,1.0,1.0,668.953,83.392,123.465,4.209,174.566,51.834,94.728,2.26,15.775,241.71,438.062,6.097,2.361,1.0,31.512,86.28,287.722,2.068,3.066,22.999,29.363,10.222,38.535,540.896,17.113,371.658,1.0,170.905,22.983,9.802,61.668,170.488,1.0,5.768,55.59,316.543,4.453,1.0,193.503,20.671,1.0,98.375,49.475,90.596,9.385,54.47153,5.54792,8.511657,8.931911
diffuse,1000145,23493,1473,209.5,84.69,0.37,0.81,9.538,66.957,1.0,1.0,499.035,2.03,6.67,10.626,12.924,31.942,1.0,1.0,1.0,229.313,328.172,6.097,1.0,1.0,14.561,1.0,194.16,1.0,4.099,6.176,5.202,8.172,35.647,466.516,1.0,88.587,1.0,12.829,1.0,8.702,33.356,136.264,1.0,8.153,61.049,180.375,4.453,79.193,84.04,24.886,1.0,344.819,2.054,172.353,9.385,39.46364,13.945303,9.013008,0.73066586
diffuse,1000146,25402,1497,381.19,113.51,0.37,0.8,5.269,10.652,1.0,1.0,329.117,16.448,2.134,6.348,20.874,63.99,1.0,1.0,1.0,293.365,253.248,4.058,1.0,1.0,12.301,5.061,160.961,1.0,5.132,2.294,8.353,4.074,29.873,103.593,1.0,51.775,1.0,3.151,1.0,7.601,53.579,9.148,1.0,3.384,42.852,114.91,3.302,1.0,58.877,16.456,1.0,59.906,2.054,27.879,6.989,20.665802,33.338825,19.840351,0.004648808
diffuse,1000147,12972,1478,228.69,106.23,0.25,0.69,8.471,68.565,1.0,1.0,393.569,41.166,100.787,13.835,163.967,55.149,95.871,1.0,2.137,211.751,273.228,3.039,113.966,1.0,22.472,22.32,124.743,1.0,41.291,25.587,14.656,7.148,35.647,365.205,178.242,53.044,1.0,166.604,25.425,7.601,65.713,248.713,1.0,8.153,61.049,346.657,2.151,1.0,175.888,30.506,1.0,67.119,68.443,76.037,20.165,39.355263,12.536917,7.6204534,1.489947
diffuse,1000148,23230,1542,245.17,148.53,0.14,0.49,9.538,187.609,1.0,1.0,1.0,2.03,20.277,18.113,26.174,16.471,25.003,1.0,1.0,209.685,118.383,7.116,1.0,1.0,34.903,1.0,13.073,1.0,4.099,13.94,13.606,6.123,37.091,176.691,1.0,103.82,1.0,80.576,8.328,6.501,73.802,581.17,1.0,8.153,48.311,924.06,2.151,542.514,178.404,23.481,1.0,901.422,16.807,580.017,4.594,-2.1448174,-33.44775,-2.0338626,8.979805
diffuse,1000149,17587,1519,316.31,126.03,0.25,0.72,7.404,34.783,1.0,1.0,510.754,42.196,63.367,5.278,129.519,29.732,83.297,1.0,1.0,287.166,275.725,5.078,14.61,1.0,20.212,5.061,263.577,1.0,6.165,20.411,15.707,6.123,25.542,424.196,6.371,60.661,1.0,47.24,11.991,7.601,41.445,243.824,1.0,4.576,44.672,366.296,2.151,99.033,128.077,17.861,1.0,327.989,21.022,88.357,6.989,42.47552,8.270388,5.1769147,2.772139
diffuse,1000150,17246,1578,212.13,97.71,0.28,0.75,5.269,26.739,4.109,1.0,214.862,39.106,64.501,3.139,126.869,23.102,79.868,3.52,1.0,221.049,253.248,4.058,2.361,1.0,21.342,3.03,345.066,6.342,2.033,26.881,100.795,4.074,22.655,298.52,1.0,55.583,1.0,59.069,9.549,13.102,98.069,181.896,1.0,4.576,37.393,277.263,2.151,15.005,168.339,16.456,17.973,243.838,53.69,80.517,8.187,27.862091,12.263992,15.536582,-5.6218605
diffuse,1000151,23903,1576,217.39,82.71,0.4,0.76,10.606,17.087,1.0,1.0,346.695,1.0,1.0,5.278,75.196,49.624,1.0,1.0,1.0,211.751,230.77,5.078,1.0,1.0,11.171,22.32,154.924,1.0,5.132,2.294,4.151,5.098,42.866,284.413,1.0,70.816,1.0,2.075,1.0,6.501,37.401,5.889,1.0,3.384,48.311,142.405,3.302,1.0,75.233,15.051,1.0,98.375,7.323,58.118,6.989,23.011436,27.885658,17.256134,-0.29119533
diffuse,1000152,24303,1605,1125.02,282.65,0.18,0.76,8.471,47.652,1.0,1.0,238.299,8.209,4.402,8.487,63.272,56.254,1.0,1.0,1.0,266.505,225.775,5.078,1.0,1.0,14.561,7.091,70.417,1.0,3.066,6.176,7.303,8.172,32.76,92.051,1.0,54.314,1.0,9.603,1.0,7.601,57.623,22.186,1.0,3.384,42.852,128.003,6.755,1.0,85.298,22.076,1.0,122.419,5.215,50.278,5.791,18.701876,31.20594,19.710571,3.4504673
diffuse,1000153,17461,1631,1832.82,345.55,0.19,0.73,6.337,28.348,2.036,1.0,589.853,25.718,73.572,12.766,179.866,15.366,86.727,3.52,4.41,248.942,173.328,5.078,5.083,1.0,43.943,7.091,139.834,13.821,2.033,29.469,43.019,6.123,29.873,302.367,2.79,348.809,7.336,59.069,15.655,8.702,110.202,203.082,1.0,5.768,50.131,371.533,3.302,41.847,159.531,20.671,10.699,275.094,60.013,106.276,9.385,65.06495,-14.937941,3.2163951,-5.164185
diffuse,1000154,25698,1588,248.73,101.7,0.3,0.71,6.337,15.478,1.0,1.0,279.314,42.196,4.402,3.139,134.818,69.515,1.0,1.0,1.0,280.968,228.272,3.039,1.0,1.0,22.472,25.366,260.559,1.0,5.132,7.47,15.707,3.049,32.76,358.793,1.0,50.506,1.0,19.281,1.0,3.2,21.223,7.519,1.0,1.0,31.934,97.889,2.151,1.0,99.139,16.456,1.0,68.321,23.13,41.318,4.594,16.82437,20.41143,16.45894,-1.7808479
diffuse,1000155,26260,1687,3129.61,828.91,0.06,0.61,13.808,10.652,1.0,1.0,276.384,64.854,20.277,11.696,122.894,88.302,4.429,1.0,55.553,226.214,180.82,9.155,11.888,1.0,23.602,15.213,221.323,2.068,16.496,15.234,9.404,17.394,32.76,303.65,1.0,287.879,1.0,48.315,9.549,10.902,61.668,9.148,1.0,5.768,30.115,126.693,6.755,1.0,99.139,17.861,3.425,34.661,22.076,51.398,10.583,44.28235,-17.704174,15.171563,10.081436
diffuse,1000156,15260,1607,504.63,171.22,0.22,0.65,8.471,25.13,4.109,1.0,601.572,51.465,122.331,9.557,234.188,59.57,108.444,6.039,2.137,235.512,213.287,4.058,1.0,1.0,26.992,13.183,272.631,7.411,2.033,24.293,25.161,8.172,25.542,460.104,2.79,160.942,1.0,92.405,25.425,9.802,33.356,144.413,1.0,6.961,46.492,306.068,3.302,1.0,202.31,20.671,1.0,59.906,61.066,73.797,10.583,53.581863,14.974928,6.771781,5.494955
diffuse,1000157,26460,1643,869.4,308.93,0.11,0.57,154.692,33.174,61.106,25.851,209.003,96.78,224.386,87.637,156.017,111.509,68.438,58.95,102.15,264.438,173.328,147.792,51.358,47.26,26.992,44.655,372.23,52.286,41.291,55.35,13.606,175.185,123.71,67.685,36.806,44.159,178.412,140.795,27.868,130.826,21.223,17.297,105.117,60.606,82.885,71.702,14.811,4.501,131.851,58.608,104.052,25.043,53.69,62.598,47.716,10.588978,29.205017,22.448597,-0.03747886
diffuse,1000158,19429,1613,220.51,60.42,0.76,0.94,7.404,163.478,1.0,1.0,349.625,47.345,113.26,24.531,113.619,56.254,68.438,1.0,1.0,189.023,368.132,10.174,37.748,1.0,55.244,7.091,323.94,2.068,15.463,15.234,49.322,7.148,50.084,361.358,163.919,80.971,1.0,219.296,14.434,10.902,365.008,307.382,1.0,3.384,82.885,198.705,4.453,67.522,120.528,41.747,2.212,252.253,58.959,181.313,5.791,36.59971,10.161552,6.258976,0.21112263
diffuse,1000159,17968,1614,207.51,63.53,0.65,0.91,7.404,21.913,1.0,1.0,390.639,31.897,54.295,5.278,136.143,34.153,63.866,1.0,1.0,223.115,335.665,6.097,1.0,1.0,17.951,56.838,348.085,1.0,2.033,21.705,12.555,8.172,26.986,316.474,1.0,50.506,1.0,107.46,9.549,9.802,65.713,204.711,1.0,6.961,48.311,315.233,2.151,66.355,131.851,17.861,1.0,248.646,29.453,83.877,9.385,35.898907,10.605682,6.5727763,0.99694276
diffuse,1000160,19058,1629,353.9,126.56,0.28,0.8,8.471,39.609,1.0,2.657,340.836,37.046,45.224,9.557,97.72,18.681,34.148,1.0,6.683,285.1,275.725,8.136,1.0,1.0,56.374,8.107,248.486,1.0,2.033,33.351,11.505,9.197,41.422,269.024,1.0,774.051,13.672,51.541,16.877,12.002,166.826,204.711,4.954,8.153,57.41,396.41,2.151,40.68,121.786,22.076,2.212,284.711,27.345,110.756,8.187,78.31019,-10.732834,3.54021,-9.514438
diffuse,1000161,7432,2466,10891.63,2511.27,0.02,0.09,863.385,280.913,326.4,794.567,633.798,907.309,560.032,884.484,470.027,901.647,814.831,711.512,878.392,846.069,590.41,878.693,339.898,542.905,893.771,355.32,64.381,773.489,896.691,567.79,851.883,895.489,402.332,157.454,835.29,248.529,858.493,575.237,860.775,844.869,607.68,131.375,814.17,898.669,752.525,247.149,586.819,551.85,676.646,903.051,636.286,622.52,150.639,491.54,817.928,-40.621765,-29.780685,-9.28967,6.693011
diffuse,1000162,17060,1626,233.8,78.53,0.48,0.81,6.337,66.957,2.036,1.0,124.044,46.315,74.706,11.696,177.216,33.048,73.01,1.0,1.0,262.372,188.312,4.058,2.361,1.0,25.862,7.091,218.305,1.0,2.033,25.587,27.262,4.074,29.873,286.978,1.0,107.628,1.0,80.576,11.991,7.601,37.401,183.525,1.0,3.384,55.59,281.191,1.0,18.506,158.273,20.671,2.212,216.188,45.259,83.877,8.187,27.044867,13.701542,15.90089,-5.9952445
diffuse,1000163,17581,1643,297.33,83.99,0.53,0.85,6.337,66.957,1.0,1.0,414.076,54.555,53.161,6.348,156.017,35.258,93.585,1.0,1.0,237.578,275.725,4.058,2.361,1.0,22.472,5.061,148.888,1.0,2.033,22.999,17.808,5.098,22.655,397.266,1.0,67.008,1.0,59.069,15.655,10.902,45.49,234.046,1.0,5.768,55.59,317.852,3.302,78.026,149.466,22.076,1.0,183.729,31.56,73.797,12.978,39.33216,9.86668,6.325271,1.5986211
diffuse,1000164,24828,1666,797.34,256.95,0.15,0.63,8.471,10.652,1.0,1.0,340.836,34.987,32.75,8.487,117.594,58.465,15.859,1.0,1.0,207.618,163.338,6.097,1.0,1.0,14.561,14.198,157.943,1.0,4.099,8.764,8.353,8.172,34.204,168.996,1.0,75.893,1.0,77.35,26.647,5.401,21.223,89.003,1.0,3.384,44.672,175.138,5.604,2.167,110.462,20.671,1.0,228.209,17.861,55.878,5.791,23.825726,33.998672,19.290897,2.4458096
diffuse,1000165,24675,1690,1029.94,250.18,0.21,0.78,6.337,5.826,1.0,1.0,261.736,25.718,11.205,8.487,76.521,48.519,13.573,1.0,1.0,195.221,185.815,5.078,1.0,1.0,12.301,7.091,97.58,1.0,4.099,4.882,6.252,6.123,31.316,194.644,1.0,54.314,1.0,33.26,8.328,5.401,65.713,79.225,1.0,3.384,33.754,175.138,4.453,1.0,90.331,22.076,7.062,117.61,6.269,54.758,8.187,19.841175,30.976665,18.99776,1.52996
diffuse,1000166,25774,1674,552.03,171.89,0.23,0.77,6.337,9.043,1.0,1.0,375.991,34.987,5.536,4.209,56.647,69.515,1.0,1.0,1.0,240.677,160.84,4.058,1.0,1.0,16.821,35.518,188.124,1.0,6.165,10.058,6.252,5.098,21.211,410.09,1.0,77.163,1.0,14.98,1.0,4.301,37.401,14.038,1.0,2.192,39.213,120.147,3.302,1.0,71.458,16.456,1.0,123.621,4.161,43.558,5.791,27.196808,23.393711,14.855859,-0.45354337
diffuse,1000167,25598,1672,581.95,212.78,0.16,0.71,6.337,9.043,1.0,1.0,282.243,33.957,2.134,5.278,93.745,68.41,1.0,1.0,1.0,229.313,153.347,3.039,1.0,1.0,15.691,8.107,136.816,1.0,6.165,4.882,11.505,4.074,24.098,308.779,1.0,50.506,1.0,4.226,1.0,4.301,37.401,4.259,1.0,3.384,39.213,105.744,2.151,1.0,81.524,16.456,1.0,69.523,14.699,40.198,6.989,18.065128,24.300888,17.634623,-0.51779586
diffuse,1000168,16968,1690,517.99,182.09,0.2,0.77,7.404,87.87,1.0,1.0,337.906,36.016,56.563,12.766,136.143,35.258,93.585,1.0,1.0,232.413,150.85,5.078,2.361,1.0,22.472,8.107,142.852,4.205,2.033,26.881,14.656,5.098,19.767,324.168,1.0,159.672,1.0,69.822,7.106,9.802,37.401,201.452,1.0,5.768,44.672,249.768,2.151,53.518,153.241,20.671,1.0,237.827,46.313,81.637,9.385,40.256042,4.30637,6.735697,-0.31232512
diffuse,1000169,25003,1699,667.22,213.3,0.18,0.68,7.404,41.217,1.0,1.0,414.076,30.867,57.697,14.905,145.418,44.098,47.864,1.0,1.0,221.049,215.785,5.078,2.361,1.0,24.732,4.046,112.671,1.0,4.099,16.528,10.454,8.172,29.873,308.779,1.0,294.226,1.0,62.295,1.0,6.501,37.401,110.189,1.0,4.576,42.852,152.879,6.755,2.167,116.753,19.266,1.0,136.845,23.13,54.758,6.989,61.00929,-0.7777767,7.9660997,-5.4651804
diffuse,1000170,24384,1717,1129.29,485.17,0.06,0.6,5.269,71.783,1.0,1.0,293.962,6.149,8.938,9.557,60.622,42.993,19.288,1.0,1.0,259.273,188.312,3.039,20.054,1.0,22.472,11.152,70.417,2.068,12.364,7.47,10.454,3.049,28.429,385.724,4.581,328.499,1.0,16.055,1.0,5.401,138.514,45.002,1.0,4.576,51.951,165.972,3.302,1.0,81.524,22.076,1.0,115.206,11.538,50.278,6.989,48.46798,-12.258186,15.095042,7.9720445
diffuse,1000171,19369,1715,348.57,108.71,0.37,0.78,8.471,190.826,1.0,1.0,97.677,68.973,189.234,32.018,121.569,104.878,87.87,1.0,1.0,241.71,375.625,9.155,126.215,1.0,84.627,7.091,275.65,1.0,30.96,20.411,41.968,7.148,90.506,75.38,212.258,77.163,1.0,220.371,21.762,8.702,183.004,217.749,1.0,6.961,137.475,31.114,5.604,165.555,182.179,44.557,1.0,201.762,81.089,246.27,15.374,18.8233,37.92706,22.868303,-0.6705645
