class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,E3,Vimentin,CD163,P2Ry12,a-BetaPSD-95,CD11c,HLA-A,TMEM119,CD31,Gal3,HLA-DR,CD8,ATG7,MAP2,GFAP,CollagenIV,CD3e,CD4,NeuN,Neurofilament,CD74,Claudin-5,CD40,CD11b,E1,E10,Synaptophysin,CD34,ApoE,E2,PCNA,Olig2,E4,DAPI_1,H2A.x,E5,E6,E9,S100B,SMA,CD44,CD45,E8,CD68,AQP4,IBA1,CD14,E7,None,UMAP_1,UMAP_2,TSNE_1,TSNE_2
dense,442,15345,3493,448.56,133.09,0.32,0.81,7.58,91.818,31.426,1.0,312.883,40.917,214.675,8.736,348.384,30.491,101.372,10.425,4.7,436.187,161.789,8.392,1.0,1.0,59.642,7.394,349.012,7.712,2.084,113.388,108.462,15.738,124.588,388.884,2.588,320.383,1.0,361.65,18.567,12.137,94.313,244.0,1.0,10.113,77.209,385.092,3.548,7.479,398.561,27.621,17.762,199.681,267.637,192.156,17.418,-60.336792,14.773655,-19.810783,3.195663
dense,443,18382,3489,351.84,107.2,0.38,0.82,5.386,132.182,26.355,1.0,195.927,26.892,184.15,7.631,294.443,10.83,56.5,16.708,1.0,558.382,164.425,6.28,1.0,1.0,120.377,12.189,91.074,1.0,2.084,138.363,42.791,5.211,98.84,404.716,12.118,517.212,1.0,307.552,9.198,9.91,127.247,317.286,1.0,7.835,34.134,536.565,4.823,140.938,309.365,26.22,71.399,377.374,146.762,182.183,11.104,-63.854736,26.349564,-19.246277,6.8839955
dense,444,10748,3492,212.7,92.69,0.31,0.84,5.386,4.364,41.569,1.0,527.302,114.278,450.55,23.102,322.492,73.498,96.649,151.792,34.3,526.225,446.464,8.392,2.376,6.176,80.585,32.968,627.422,39.036,5.334,150.85,174.133,8.369,78.242,561.453,2.588,18.331,1.0,560.007,29.108,11.023,33.934,66.571,1.0,4.417,32.478,381.486,9.92,1.0,490.306,17.813,7.705,42.975,221.42,187.17,8.578,-54.595497,-10.925219,-21.260998,-5.40696
dense,445,26314,3494,255.05,80.39,0.5,0.83,27.318,7.727,1.0,1.0,110.646,130.46,48.175,26.417,177.929,138.624,1.0,1.0,1.0,404.03,109.071,31.625,1.0,1.0,38.698,282.318,312.164,1.0,25.921,34.3,12.94,53.634,83.392,409.466,1.0,10.903,1.0,260.668,26.766,34.411,83.335,1.0,1.0,13.53,35.791,47.884,12.468,1.0,309.365,23.418,1.0,5.197,43.662,47.542,12.367,-19.545534,14.30228,-7.821914,-3.10599
dense,446,12138,3526,829.54,218.24,0.22,0.69,5.386,31.273,1.0,1.0,164.251,139.091,464.425,4.315,333.281,73.498,107.277,4.142,40.467,573.388,217.142,7.336,2.376,6.176,61.736,29.771,373.578,1.0,2.084,196.638,60.701,8.369,109.139,691.276,1.0,254.773,1.0,541.975,30.279,11.023,83.335,209.286,1.0,6.696,54.015,320.175,4.823,47.646,383.27,19.215,1.0,108.735,136.096,130.654,8.578,-56.607765,3.171444,-19.934237,-1.361372
dense,447,16913,3516,287.53,86.13,0.49,0.83,7.58,75.0,11.142,1.0,495.627,22.577,120.325,16.471,93.78,8.373,110.819,1.0,13.333,530.513,80.077,11.56,2.376,1.0,91.057,4.197,136.111,1.0,2.084,146.688,40.801,19.948,103.99,211.566,8.941,662.048,8.902,195.751,25.594,14.365,182.137,274.857,1.0,11.252,42.418,540.171,13.742,184.992,212.523,20.616,1.0,419.349,96.989,182.183,9.841,-65.86636,28.650047,-19.144451,8.514451
dense,448,10251,3528,236.79,95.93,0.32,0.68,6.483,11.091,1.0,1.0,461.515,147.721,439.45,8.736,357.015,87.015,132.074,1.0,38.0,521.938,449.1,7.336,9.256,1.0,44.981,29.771,447.275,1.0,4.251,125.875,48.761,10.474,93.691,650.113,4.176,17.093,1.0,614.105,33.792,7.682,44.912,172.643,1.0,5.556,37.448,569.023,6.097,1.0,385.819,17.813,1.0,289.227,128.986,142.29,8.578,-56.991287,-10.791542,-21.384333,-5.1695485
dense,449,13206,3577,3575.4,624.18,0.12,0.7,3.193,212.909,66.924,1.0,198.363,89.464,389.5,13.156,395.853,62.439,140.34,79.538,12.1,571.245,259.317,5.224,10.632,1.0,70.113,48.952,267.127,8.831,3.167,142.525,110.452,5.211,103.99,677.027,15.294,114.888,1.0,552.794,25.594,7.682,99.802,271.0,1.0,5.556,54.015,459.025,3.548,94.292,454.628,15.011,21.114,264.042,260.527,167.223,8.578,-59.28634,5.392437,-20.524923,-0.48642623
dense,450,9495,3542,524.74,145.08,0.31,0.8,5.386,11.091,1.0,1.0,561.415,141.248,297.925,4.315,303.073,67.354,77.755,4.142,51.567,532.657,543.992,7.336,3.752,6.176,47.075,77.723,594.668,2.119,3.167,109.225,46.771,9.421,98.84,624.781,7.353,8.428,1.0,628.531,30.279,6.569,50.401,80.071,1.0,6.696,30.821,246.242,6.097,1.0,434.24,15.011,1.0,143.714,114.765,115.694,8.578,-55.175682,-10.186008,-21.107649,-5.207075
dense,451,11964,3524,280.42,80.92,0.54,0.87,6.483,115.364,11.142,1.0,539.485,106.726,397.825,10.946,477.844,71.041,148.606,38.698,30.6,584.107,261.953,8.392,3.752,6.176,63.83,31.37,353.107,31.205,2.084,175.825,162.193,8.369,83.392,640.613,4.176,29.472,1.0,523.942,24.423,9.91,61.379,292.214,1.0,6.696,50.701,361.65,4.823,1.0,444.434,17.813,4.352,73.756,224.975,137.303,8.578,-54.420746,-9.383537,-20.71329,-5.7534842
dense,452,14308,3559,871.75,198.47,0.28,0.8,4.29,71.636,11.142,1.0,376.234,59.257,392.275,19.787,402.326,30.491,130.894,170.642,20.733,524.082,151.245,6.28,2.376,1.0,97.34,10.59,164.77,13.306,2.084,213.287,144.283,8.369,129.737,354.054,2.588,689.283,21.319,495.09,29.108,11.023,176.648,207.357,2.601,4.417,47.388,460.829,4.823,65.786,454.628,15.011,31.171,233.261,363.626,172.21,8.578,-69.62784,18.241035,-21.743929,5.3409424
dense,453,12705,3534,246.52,89.18,0.39,0.83,5.386,14.455,16.213,1.0,727.102,103.489,331.225,13.156,365.646,78.413,109.638,51.264,15.8,391.167,275.132,12.616,1.0,1.0,49.17,12.189,623.328,4.356,3.167,155.013,90.552,19.948,124.588,692.859,2.588,51.755,1.0,495.09,30.279,15.478,28.445,203.5,1.0,6.696,60.642,435.583,7.371,1.0,365.431,20.616,1.0,219.269,203.644,165.561,8.578,-52.703156,-14.167526,-20.179947,-6.876671
dense,454,23795,3571,1615.86,251.87,0.32,0.84,4.29,34.636,56.782,1.0,173.998,13.946,148.075,14.261,318.177,35.406,57.681,63.83,1.0,444.762,138.066,4.168,2.376,1.0,70.113,7.394,467.746,13.306,3.167,88.413,118.412,7.316,67.943,382.552,1.0,413.227,1.0,174.112,4.513,8.796,160.181,116.714,1.0,5.556,35.791,210.177,6.097,1.0,306.816,20.616,34.523,209.475,232.085,152.263,11.104,-51.566067,22.112972,-15.728245,3.9397416
dense,455,14022,3553,410.04,125.68,0.33,0.79,6.483,34.636,87.208,6.676,539.485,57.099,325.675,18.681,441.164,30.491,127.351,38.698,33.067,494.069,130.158,11.56,5.128,1.0,120.377,10.59,213.902,33.442,2.084,225.775,205.974,19.948,170.933,308.141,1.0,674.428,38.251,462.632,30.279,12.137,209.582,211.214,7.404,6.696,42.418,478.861,4.823,35.984,393.464,17.813,91.513,265.441,317.409,208.779,9.841,-71.65283,16.268372,-22.695156,5.0422325
dense,456,5372,3616,1100.5,296.39,0.16,0.73,5.386,209.545,1.0,1.0,420.093,24.734,292.375,16.471,421.745,9.601,83.66,148.651,2.233,599.114,22.087,8.392,27.145,6.176,109.906,8.992,332.635,64.766,2.084,50.95,108.462,8.369,304.82,5.75,74.059,23.283,1.0,642.957,75.954,8.796,571.857,298.0,1.0,4.417,70.582,662.792,2.274,580.187,566.76,22.017,165.265,310.214,342.295,285.241,11.104,-32.65564,-28.687714,-15.601637,-12.981451
dense,457,15819,3615,2061.37,315.42,0.26,0.83,7.58,212.909,21.284,1.0,576.034,9.631,383.95,16.471,464.898,24.347,135.617,538.198,5.933,620.552,98.528,9.448,2.376,1.0,93.151,7.394,86.98,25.611,2.084,121.713,122.392,98.9,129.737,442.713,5.765,503.595,49.539,426.567,23.252,13.251,204.093,199.643,1.0,7.835,87.149,480.664,9.92,105.953,482.661,27.621,47.933,278.034,424.064,218.752,16.155,-71.16619,14.901596,-23.52372,5.2623644
dense,458,12049,3572,222.22,79.69,0.44,0.83,4.29,68.273,1.0,1.0,208.11,136.933,461.65,4.315,294.443,82.1,135.617,4.142,40.467,575.532,211.871,5.224,2.376,6.176,65.925,26.574,283.504,1.0,3.167,184.15,66.671,5.211,78.242,601.033,1.0,455.316,1.0,592.466,29.108,11.023,99.802,352.0,1.0,6.696,47.388,311.159,3.548,7.479,411.304,19.215,1.0,126.924,175.203,107.383,6.052,-60.302288,7.637949,-20.629961,1.3482054
dense,459,13492,3660,2395.23,432.56,0.16,0.74,5.386,101.909,16.213,3.838,510.246,90.543,358.975,14.261,333.281,47.694,129.713,114.094,26.9,596.97,182.876,8.392,5.128,6.176,82.679,21.779,299.881,8.831,2.084,196.638,150.253,11.527,103.99,564.62,2.588,351.331,24.705,495.09,30.279,8.796,143.714,255.571,4.202,6.696,47.388,426.567,4.823,41.167,480.112,15.011,14.409,262.643,242.751,173.872,8.578,-65.91087,10.263441,-21.693245,2.7829523
dense,460,25861,3609,273.24,81.77,0.51,0.81,6.483,1.0,1.0,1.0,271.461,3.158,3.775,5.42,93.78,73.498,1.0,1.0,1.0,466.2,327.85,6.28,1.0,1.0,17.755,21.779,340.824,1.0,6.418,5.163,8.96,8.369,109.139,409.466,1.0,25.758,1.0,33.458,1.0,9.91,39.423,1.0,1.0,5.556,24.194,138.047,3.548,1.0,192.135,19.215,1.0,65.361,4.555,35.907,8.578,-6.3089867,14.2948,-5.3058634,-3.517906
dense,461,22530,3613,269.41,84.84,0.47,0.82,2.097,95.182,1.0,1.0,785.58,40.917,569.875,38.573,596.516,104.218,73.032,7.283,1.0,481.206,446.464,4.168,60.169,1.0,225.094,15.386,316.258,8.831,9.668,121.713,281.596,23.106,155.485,37.414,34.353,212.684,1.0,718.693,18.567,5.455,110.78,105.143,1.0,2.139,42.418,446.403,13.742,54.125,472.467,17.813,4.352,289.227,473.836,330.121,2.263,-64.199875,-1.2141914,-24.68521,1.7561679
dense,462,10330,3628,600.21,190.79,0.21,0.75,4.29,91.818,1.0,1.0,502.937,101.332,322.9,16.471,268.551,68.583,139.16,1.0,29.367,453.337,409.562,7.336,56.041,1.0,42.887,45.755,422.709,1.0,19.42,130.038,46.771,8.369,88.541,661.195,40.706,14.617,1.0,599.679,32.621,5.455,66.868,290.286,1.0,5.556,37.448,415.747,7.371,2.296,365.431,16.412,1.0,226.265,111.21,115.694,7.315,-56.97059,-9.310249,-20.733116,-4.853768
dense,463,26205,3645,570.51,160.89,0.28,0.74,11.966,4.364,1.0,1.0,220.293,3.158,3.775,15.366,169.298,100.531,1.0,1.0,1.0,494.069,167.061,11.56,1.0,1.0,24.038,36.165,209.807,1.0,7.501,9.325,32.841,24.159,103.99,262.228,1.0,55.468,1.0,51.491,1.0,13.251,28.445,4.857,1.0,6.696,34.134,67.72,8.645,1.0,255.847,20.616,1.0,16.391,72.103,62.502,8.578,-9.168621,12.160595,-6.2289586,-4.146014
dense,464,8995,3644,349.64,129.58,0.26,0.79,4.29,91.818,1.0,1.0,719.793,122.908,311.8,13.156,251.289,56.295,120.266,7.283,46.633,498.356,599.346,10.504,16.136,1.0,55.453,31.37,365.389,2.119,4.251,130.038,54.731,10.474,119.438,675.444,5.765,31.948,1.0,513.123,33.792,7.682,28.445,282.571,1.0,4.417,30.821,569.023,8.645,230.342,373.077,13.61,1.0,352.189,128.986,155.587,6.052,-54.582783,-15.382261,-20.449625,-8.218865
dense,465,25151,3646,278.29,84.75,0.49,0.82,3.193,17.818,1.0,1.0,186.18,16.104,14.875,3.21,262.078,69.812,1.0,1.0,1.0,401.886,138.066,2.056,1.0,1.0,28.226,42.558,217.996,1.0,3.167,34.3,78.612,4.158,57.644,422.132,1.0,29.472,1.0,29.852,1.0,5.455,33.934,2.929,1.0,3.278,12.597,47.884,3.548,1.0,268.589,13.61,1.0,7.996,93.434,74.138,7.315,-11.054607,13.16296,-7.018623,-3.0354354
dense,466,9991,3707,2386.99,375.56,0.21,0.78,7.58,27.909,1.0,1.0,403.037,105.647,378.4,15.366,387.222,77.185,119.085,16.708,33.067,461.912,377.931,8.392,24.393,1.0,49.17,37.763,578.291,17.781,11.835,125.875,94.532,8.369,73.093,734.022,29.588,17.093,1.0,552.794,33.792,11.023,83.335,209.286,1.0,6.696,35.791,408.534,6.097,1.0,406.207,16.412,1.0,188.487,182.313,133.978,9.841,-57.366814,-6.2515707,-21.021803,-3.9418402
dense,467,10631,3654,223.21,101.61,0.27,0.67,5.386,21.182,1.0,1.0,351.868,104.568,428.35,4.315,348.384,77.185,109.638,4.142,38.0,524.082,317.306,6.28,3.752,1.0,42.887,64.936,357.201,3.237,3.167,117.55,78.612,4.158,93.691,591.534,1.0,17.093,1.0,599.679,29.108,6.569,50.401,66.571,1.0,5.556,34.134,336.404,8.645,1.0,383.27,15.011,1.0,51.37,260.527,102.396,8.578,-53.522083,-5.3642273,-20.019499,-3.8390095
dense,468,22630,3686,297.55,91.24,0.45,0.83,3.193,44.727,1.0,1.0,539.485,10.71,95.35,23.102,89.464,5.915,57.681,1.0,1.0,446.906,174.968,7.336,9.256,1.0,55.453,2.598,119.734,1.0,3.167,155.013,30.851,25.212,52.495,221.065,1.0,112.413,1.0,249.848,16.225,7.682,28.445,82.0,1.0,5.556,19.224,219.193,6.097,55.42,153.908,15.011,1.0,240.256,43.662,110.707,8.578,-20.53076,4.759918,-0.38054782,-0.35549948
dense,469,12835,3719,1509.48,375.93,0.13,0.72,4.29,41.364,1.0,1.0,383.544,79.755,325.675,7.631,272.866,41.55,126.17,4.142,17.033,470.487,203.963,6.28,5.128,11.352,49.17,12.189,263.033,2.119,3.167,155.013,80.602,6.263,88.541,532.956,12.118,463.981,1.0,422.96,24.423,8.796,116.269,251.714,1.0,7.835,57.328,440.993,6.097,3.591,329.753,16.412,14.409,146.513,153.872,135.641,9.841,-62.484695,11.736885,-20.275936,3.1000457
dense,470,9222,3725,1389.24,283.77,0.22,0.78,6.483,108.636,21.284,1.0,505.373,117.514,270.175,21.997,257.762,62.439,120.266,10.425,46.633,556.238,522.905,10.504,43.657,6.176,49.17,36.165,598.762,2.119,17.253,109.225,52.741,8.369,98.84,588.368,37.529,12.141,1.0,686.235,34.964,8.796,50.401,284.5,1.0,5.556,35.791,372.469,8.645,64.49,418.949,15.011,1.0,292.025,104.1,147.276,8.578,-58.117523,-8.990873,-21.645832,-4.6797924
dense,471,25240,3703,217.17,84.25,0.38,0.75,3.193,11.091,1.0,1.0,69.224,18.261,9.325,2.105,113.199,61.21,1.0,1.0,1.0,481.206,230.322,3.112,1.0,1.0,19.849,50.55,340.824,1.0,4.251,17.65,18.91,3.105,57.644,401.55,1.0,20.807,1.0,26.245,1.0,5.455,22.956,1.0,1.0,3.278,12.597,37.065,2.274,1.0,184.49,16.412,1.0,27.584,18.776,60.84,6.052,-7.576092,14.173559,-6.040595,-3.230452
dense,472,10445,3706,308.28,96.86,0.41,0.79,5.386,24.545,1.0,1.0,561.415,116.435,331.225,7.631,275.024,62.439,102.553,1.0,31.833,457.624,327.85,7.336,2.376,1.0,47.075,29.771,615.139,1.0,4.251,134.2,48.761,8.369,57.644,624.781,7.353,24.52,1.0,563.614,32.621,7.682,33.934,245.929,1.0,5.556,40.761,455.419,6.097,24.323,375.625,13.61,1.0,264.042,100.544,110.707,8.578,-55.07852,-12.070982,-20.685316,-5.58031
dense,473,16930,3719,513.58,201.23,0.16,0.6,6.483,91.818,1.0,1.0,108.21,53.863,189.7,8.736,208.136,42.779,103.734,22.991,3.467,487.637,409.562,8.392,2.376,1.0,28.226,7.394,258.939,1.0,5.334,138.363,62.691,8.369,119.438,529.789,1.0,38.138,1.0,267.881,22.081,8.796,28.445,184.214,1.0,5.556,45.731,428.37,7.371,16.549,294.074,17.813,7.705,364.782,100.544,110.707,7.315,-33.2638,1.2769299,-12.866371,-4.0681086
dense,474,7576,3754,695.44,284.51,0.11,0.68,9.773,360.909,66.924,1.0,342.122,25.813,531.025,71.726,510.21,20.661,179.309,95.245,10.867,528.369,37.902,17.896,14.76,1.0,199.962,7.394,295.787,51.342,6.418,130.038,144.283,16.79,201.83,7.333,64.529,60.42,1.0,693.448,75.954,17.706,231.538,253.643,1.0,6.696,62.299,466.238,4.823,685.14,676.344,26.22,158.56,381.571,900.456,338.433,9.841,-35.228027,-29.53341,-16.028345,-13.115547
dense,475,11733,3705,200.33,91.5,0.3,0.71,5.386,54.818,1.0,3.838,139.885,117.514,397.825,5.42,352.7,78.413,121.447,1.0,790.333,453.337,203.963,5.224,190.893,1.0,40.792,52.149,484.123,1.0,5.334,150.85,50.751,4.158,62.794,651.696,20.059,8.428,1.0,527.549,27.937,7.682,33.934,132.143,7.404,6.696,42.418,314.765,3.548,3.591,350.14,15.011,4.352,163.303,104.1,114.032,11.104,-48.071617,-2.1137028,-19.468277,-2.3778121
dense,476,18850,3771,1531.08,219.75,0.4,0.85,5.386,186.0,41.569,1.0,692.99,26.892,223.0,27.522,285.812,10.83,86.021,13.566,5.933,562.67,159.153,8.392,5.128,6.176,181.113,5.795,62.414,22.255,3.167,179.987,102.492,25.212,73.093,325.556,2.588,378.565,32.607,321.978,23.252,11.023,154.692,298.0,1.0,6.696,25.851,666.399,11.194,267.918,388.367,17.813,37.876,507.496,320.964,310.175,8.578,-71.75034,18.480267,-23.170176,6.4667993
dense,477,22470,3748,493.4,183.34,0.18,0.71,3.193,105.273,1.0,1.0,247.095,73.282,381.175,26.417,216.767,71.041,64.766,1.0,1.0,474.775,325.214,4.168,20.264,1.0,155.981,16.984,209.807,1.0,3.167,121.713,84.582,33.633,160.634,37.414,7.353,114.888,1.0,585.253,25.594,7.682,44.912,134.071,1.0,3.278,39.104,211.98,13.742,122.798,355.237,19.215,1.0,294.824,200.089,212.103,2.263,-47.651443,9.942762,-13.034847,0.7719023
dense,478,10145,3742,373.87,119.94,0.33,0.8,5.386,31.273,1.0,1.0,424.966,125.066,356.2,5.42,283.654,63.668,107.277,1.0,31.833,470.487,283.04,6.28,6.504,1.0,53.358,76.125,541.443,1.0,4.251,113.388,50.751,5.211,83.392,513.957,5.765,18.331,1.0,650.17,109.918,8.796,215.071,197.714,1.0,6.696,45.731,361.65,6.097,3.591,319.559,20.616,1.0,180.092,114.765,109.045,7.315,-54.341,-7.3319645,-20.718374,-4.3756986
dense,479,23813,3753,1012.6,311.59,0.13,0.67,3.193,58.182,77.066,1.0,59.478,16.104,120.325,15.366,180.086,34.177,78.936,154.934,1.0,500.5,161.789,3.112,9.256,1.0,49.17,34.566,205.713,4.356,5.334,71.763,68.661,5.211,62.794,464.878,7.353,437.985,1.0,192.144,8.027,6.569,149.203,91.643,1.0,4.417,30.821,224.603,4.823,1.0,253.298,17.813,1.0,143.714,136.096,120.681,6.052,-51.314568,24.697363,-15.744717,5.1823373
dense,480,11345,3755,757.33,181.96,0.29,0.79,6.483,41.364,11.142,1.0,600.4,117.514,497.725,9.841,283.654,79.642,108.457,107.811,28.133,406.174,251.409,9.448,2.376,1.0,68.019,40.96,508.689,7.712,4.251,175.825,70.651,10.474,93.691,673.861,2.588,211.446,1.0,545.581,27.937,17.706,50.401,251.714,1.0,10.113,60.642,318.372,6.097,1.0,357.786,20.616,1.0,108.735,175.203,124.005,12.367,-59.92764,-6.715891,-20.690744,-6.083913
dense,481,11161,3758,486.44,126.91,0.38,0.82,7.58,21.182,1.0,1.0,636.949,117.514,578.2,4.315,311.704,102.989,108.457,1.0,35.533,470.487,246.137,6.28,2.376,1.0,63.83,101.699,340.824,1.0,3.167,159.175,56.721,10.474,93.691,474.377,4.176,475.123,1.0,588.859,25.594,12.137,66.868,207.357,1.0,11.252,68.925,404.928,6.097,1.0,352.689,19.215,1.0,31.782,157.427,112.369,9.841,-68.21851,6.5591507,-22.737417,1.7148958
dense,482,26009,3763,346.08,110.1,0.36,0.72,5.386,1.0,1.0,1.0,93.59,6.394,3.775,9.841,93.78,85.786,1.0,1.0,1.0,419.036,201.327,7.336,1.0,1.0,15.66,31.37,234.373,1.0,4.251,5.163,8.96,11.527,93.691,335.055,1.0,35.662,1.0,33.458,1.0,9.91,33.934,1.0,1.0,4.417,32.478,96.572,4.823,1.0,222.717,15.011,1.0,2.399,1.0,37.569,6.052,-6.995434,13.454092,-5.8508186,-3.9945583
dense,483,12122,3760,388.08,121.19,0.33,0.81,4.29,21.182,1.0,1.0,593.09,115.356,317.35,4.315,281.497,64.897,99.011,1.0,29.367,562.67,198.691,6.28,2.376,6.176,51.264,37.763,385.861,1.0,2.084,113.388,58.711,9.421,93.691,629.531,2.588,29.472,1.0,545.581,27.937,11.023,44.912,153.357,1.0,5.556,50.701,330.995,6.097,1.0,401.11,17.813,1.0,189.887,125.431,99.072,8.578,-50.678856,-11.955761,-19.55116,-5.8941717
dense,484,12983,3796,614.28,179.22,0.24,0.74,5.386,11.091,36.497,1.0,654.005,103.489,311.8,8.736,309.546,63.668,139.16,1.0,23.2,470.487,167.061,6.28,2.376,1.0,68.019,10.59,295.787,2.119,3.167,159.175,82.592,8.369,78.242,580.452,5.765,460.268,3.258,440.993,30.279,11.023,110.78,191.929,1.0,5.556,50.701,486.074,7.371,2.296,362.883,16.412,1.0,119.929,132.541,133.978,8.578,-68.61769,8.286884,-22.357828,2.3498943
dense,485,25477,3819,605.61,140.29,0.39,0.82,3.193,14.455,1.0,1.0,154.505,5.315,50.95,12.051,121.829,41.55,1.0,16.708,1.0,500.5,145.974,3.112,1.0,1.0,51.264,32.968,258.939,2.119,4.251,34.3,108.462,6.263,57.644,399.967,1.0,81.465,1.0,47.884,1.0,4.341,44.912,2.929,1.0,3.278,17.567,100.179,4.823,1.0,258.395,13.61,1.0,126.924,342.295,69.151,3.526,-13.992514,14.228607,-7.1981645,-3.0081298
dense,486,9863,3801,199.48,69.91,0.51,0.86,6.483,1.0,1.0,1.0,739.285,78.676,203.575,7.631,188.717,40.321,108.457,1.0,31.833,395.455,243.501,8.392,5.128,1.0,34.509,20.181,328.541,1.0,3.167,117.55,32.841,10.474,62.794,643.78,4.176,24.52,1.0,459.025,24.423,8.796,17.467,109.0,1.0,7.835,22.537,440.993,7.371,1.0,291.526,16.412,1.0,178.693,75.658,112.369,9.841,-46.34892,-14.300537,-18.275324,-7.2245765
dense,487,17219,3866,1425.2,298.48,0.2,0.75,4.29,209.545,21.284,1.0,234.912,30.129,181.375,7.631,221.082,28.033,81.298,7.283,2.233,543.376,275.132,8.392,1.0,1.0,36.604,7.394,193.43,1.0,3.167,155.013,54.731,9.421,93.691,525.04,2.588,56.706,1.0,253.455,11.54,9.91,66.868,230.5,1.0,6.696,52.358,298.536,4.823,103.362,304.268,22.017,44.581,247.252,192.979,127.329,11.104,-37.53,4.059334,-14.444913,-1.4070562
dense,488,10738,3838,233.02,79.95,0.46,0.87,6.483,64.909,1.0,1.0,973.198,134.775,508.825,7.631,335.438,90.701,140.34,1.0,35.533,532.657,549.264,9.448,3.752,1.0,53.358,34.566,303.975,1.0,3.167,146.688,54.731,9.421,114.289,586.784,2.588,54.23,1.0,668.202,29.108,7.682,72.357,191.929,1.0,6.696,35.791,431.977,8.645,1.0,439.337,15.011,1.0,54.168,175.203,133.978,12.367,-52.83806,-15.404036,-20.802816,-7.739135
dense,489,13912,3881,907.07,236.92,0.2,0.71,5.386,58.182,21.284,1.0,364.051,66.809,358.975,10.946,318.177,41.55,119.085,32.415,18.267,551.951,169.697,8.392,1.0,1.0,70.113,23.378,320.352,3.237,3.167,188.312,114.432,10.474,119.438,472.794,5.765,576.632,6.644,487.877,36.135,13.251,176.648,240.143,2.601,6.696,58.985,484.271,4.823,23.027,385.819,17.813,1.0,240.256,182.313,155.587,11.104,-65.60866,16.569855,-20.850092,4.2056875
dense,490,15462,3862,625.44,141.4,0.39,0.82,6.483,64.909,188.629,1.0,471.261,30.129,272.95,24.207,322.492,35.406,109.638,142.368,4.7,466.2,174.968,10.504,1.0,1.0,103.623,31.37,234.373,63.647,2.084,134.2,142.293,17.843,140.036,444.296,15.294,348.855,2.129,401.321,17.396,13.251,105.291,213.143,1.0,8.974,82.179,453.616,4.823,77.447,360.334,23.418,4.352,273.836,363.626,253.659,13.63,-66.63478,13.861446,-21.792294,4.1105886
dense,491,24721,3863,321.64,86.88,0.54,0.88,3.193,11.091,1.0,1.0,193.49,6.394,25.975,6.525,268.551,58.753,1.0,1.0,1.0,414.749,222.414,4.168,1.0,1.0,24.038,69.731,185.242,1.0,4.251,13.488,40.801,4.158,62.794,284.393,1.0,46.803,1.0,101.982,1.0,5.455,44.912,1.0,1.0,2.139,19.224,80.343,3.548,1.0,266.041,16.412,1.0,118.529,79.214,70.814,4.789,-11.633793,11.902622,-7.3809404,-3.4560165
dense,492,22748,3966,5273.2,595.46,0.19,0.85,4.29,162.455,1.0,1.0,117.956,2.079,275.725,35.258,275.024,10.83,77.755,274.311,3.467,496.212,80.077,5.224,6.504,1.0,84.774,5.795,46.037,8.831,2.084,121.713,156.223,272.593,88.541,365.136,1.0,223.825,84.532,202.964,23.252,7.682,110.78,166.857,1.0,3.278,40.761,300.339,15.017,131.868,398.561,16.412,155.208,177.294,388.512,125.667,4.789,-55.716103,21.487541,-17.034758,3.9346719
dense,493,23789,3878,219.94,91.99,0.33,0.71,2.097,196.091,1.0,1.0,98.463,36.602,228.55,4.315,294.443,32.948,162.777,638.726,1.0,674.146,209.235,2.056,2.376,1.0,55.453,10.59,91.074,30.086,3.167,84.25,50.751,4.158,98.84,373.052,1.0,533.305,1.0,275.094,9.198,9.91,269.962,213.143,1.0,3.278,44.075,302.143,3.548,3.591,352.689,20.616,81.456,138.118,370.737,137.303,9.841,-61.04417,21.891623,-18.225359,5.1785183
dense,494,9007,3878,384.67,99.79,0.49,0.82,3.193,199.455,1.0,1.0,361.615,94.859,300.7,8.736,275.024,46.465,114.362,4.142,30.6,453.337,828.668,6.28,5.128,1.0,53.358,213.587,525.066,6.594,4.251,113.388,66.671,3.105,160.634,669.111,32.765,7.19,1.0,581.646,24.423,4.341,50.401,228.571,1.0,4.417,40.761,523.942,4.823,174.626,393.464,13.61,1.0,331.202,136.096,148.938,7.315,-57.872433,-9.653576,-22.329435,-4.706286
dense,495,13434,3887,425.75,108.45,0.45,0.84,8.676,256.636,87.208,1.0,809.946,63.572,456.1,31.942,408.799,36.635,154.511,151.792,30.6,603.401,130.158,11.56,28.521,6.176,145.509,28.173,344.918,46.867,8.585,209.125,152.243,18.896,109.139,433.214,16.882,563.015,10.031,549.188,39.648,14.365,204.093,298.0,2.601,7.835,70.582,473.451,6.097,29.506,515.791,23.418,4.352,301.819,349.406,198.805,8.578,-73.37326,11.762043,-23.62413,3.891026
dense,496,13120,3887,251.92,94.07,0.36,0.73,3.193,17.818,1.0,1.0,556.541,53.863,309.025,4.315,305.231,69.812,130.894,1.0,14.567,629.127,174.968,6.28,1.0,1.0,36.604,47.354,651.988,1.0,3.167,113.388,46.771,7.316,62.794,947.754,23.235,40.613,1.0,397.715,17.396,7.682,44.912,244.0,1.0,5.556,54.015,558.204,4.823,4.887,357.786,13.61,1.0,142.315,111.21,124.005,7.315,-50.14914,-10.915721,-18.47307,-5.987492
