cell,x,y,area µm²,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,None,UMAP_1,UMAP_2,TSNE_1,TSNE_2
68,3862,4060,133.74,80.63,54.78,51.649,149.683,2.038,91.617,13.048,32.183,219.172,607.315,9.078,19.596,1.0,353.436,59.344,6.045,101.394,108.725,119.929,71.454,4.543,81.524,163.48,30.455,206.922,48.029,241.759,30.511,2.026,134.957,180.549,135.038,38.157,134.804,259.67,258.876,3.07,14.416,36.109,24.206,323.107,53.459,9.248,108.651,55.309,273.85,88.575,17.633,7.159,-39.800785,-51.433186,31.341074,8.870015
69,15147,2220,525.74,35.127,7.519,39.423,111.59,7.231,42.993,20.076,10.239,127.31,276.373,19.849,176.626,8.796,17.844,2.191,1.0,25.687,179.865,61.031,10.033,1.0,73.975,65.738,42.727,172.138,52.304,57.943,1.0,88.182,52.085,33.361,2.047,31.787,24.139,234.026,347.725,93.136,20.608,54.195,144.875,442.147,32.932,127.808,3.153,6.717,398.861,7.487,2.04,71.213,-15.381031,11.958717,-2.732083,21.188116
70,871,6224,417.29,134.407,48.261,46.409,175.487,66.423,255.17,26.101,18.324,230.655,459.132,6.385,6.165,143.555,23.027,15.288,7.727,134.31,16.244,71.224,252.105,2.181,131.851,168.558,240.318,177.703,99.332,101.899,17.395,63.566,281.401,79.292,154.934,24.356,85.508,6.575,203.617,93.136,19.576,66.962,10.282,310.27,229.082,3.062,148.482,12.433,430.385,104.792,51.938,83.531,-42.26316,-28.90049,21.773577,8.543816
71,14659,14392,101.34,2.034,2.63,77.846,175.487,24.885,80.566,95.378,4.465,142.238,464.072,19.849,234.479,84.528,1.0,9.335,4.364,5.937,720.524,85.949,1.0,3.362,96.622,190.137,340.955,149.876,100.757,123.877,26.139,147.67,136.092,20.834,114.094,31.787,96.574,195.002,392.149,99.347,24.737,76.537,188.965,173.724,1.0,39.146,22.53,2.429,319.506,138.308,7.237,167.295,22.912163,33.146187,-23.518576,-2.751103
72,15871,7125,25.87,80.63,14.038,74.353,89.472,11.385,7.631,68.269,6.775,230.655,97.319,27.927,266.505,56.686,34.689,109.354,4.364,9.229,296.737,181.092,20.872,1.0,66.426,285.341,453.864,147.093,89.357,183.817,102.649,41.001,151.985,38.58,125.613,48.774,179.069,264.129,177.613,117.981,25.769,46.748,433.784,64.021,10.123,663.907,4.23,265.399,339.073,10.731,1.0,5.927,27.271004,26.984253,-22.957838,6.356352
73,22356,8579,128.06,52.708,12.408,44.663,74.727,25.923,173.394,34.133,27.563,197.355,376.397,13.117,70.217,12.137,42.463,14.098,1.0,10.875,107.709,100.673,1.0,1.0,109.204,146.978,166.682,110.918,137.81,58.942,21.767,55.36,155.391,59.458,43.934,40.281,105.628,307.613,263.21,165.602,35.057,39.3,137.913,398.966,1.0,71.105,9.612,39.588,259.718,2.081,1.0,108.168,-3.5926437,0.7739029,-1.8145568,11.498147
75,11406,4516,151.79,143.714,10.778,51.649,57.524,43.577,3.21,105.418,6.775,144.534,452.958,9.078,146.666,26.615,72.265,10.526,1.0,28.979,43.684,126.724,71.454,1.0,56.36,133.015,280.818,163.79,23.802,143.857,2.093,123.054,7.811,39.624,24.038,31.787,101.604,184.968,657.61,134.545,32.993,59.514,85.7,542.514,37.493,115.437,11.765,11.004,380.381,72.357,6.198,110.631,-5.28788,12.458977,-7.620555,9.085792
76,10527,16095,159.75,115.792,110.189,58.635,122.649,34.231,20.892,91.362,4.465,131.903,154.122,6.385,6.165,31.07,3.591,28.386,7.727,45.437,98.563,53.102,519.468,4.543,38.746,101.281,240.318,129.006,32.352,157.843,19.581,26.642,46.409,21.878,165.406,13.74,87.52,278.624,306.551,61.044,5.128,21.214,126.31,258.919,169.781,2.031,70.973,1.0,614.097,62.627,19.712,82.3,5.3970566,-38.096935,3.9127467,-11.303434
77,1090,2221,122.09,126.134,40.113,23.705,204.978,1.0,3.21,37.145,7.929,259.362,538.163,5.039,76.416,44.435,48.942,434.416,4.364,114.56,160.555,32.714,141.908,2.181,189.728,131.746,209.636,179.095,354.427,216.784,349.666,11.257,31.651,91.818,380.075,22.233,117.701,33.334,282.714,1.0,19.576,25.47,39.289,373.291,146.973,1.0,92.503,221.094,369.51,41.003,7.237,8.391,-55.555374,-6.749653,25.803427,-14.551096
78,11871,11049,125.5,110.621,35.223,77.846,75.956,22.808,292.743,120.478,7.929,247.879,113.372,18.503,280.968,70.05,35.984,124.833,11.091,19.104,249.988,95.01,1.0,1.0,13.582,614.109,500.5,172.138,112.158,156.844,107.021,106.644,175.825,155.495,147.604,43.465,181.082,391.234,149.441,110.735,41.249,24.406,310.794,149.216,1.0,471.118,46.213,222.524,476.041,25.867,4.119,26.868,49.997562,14.819588,-33.499935,2.5140524
79,20918,14848,337.13,155.09,7.519,48.156,154.598,8.269,135.821,74.293,6.775,128.459,385.041,7.732,18.563,124.622,2.296,20.051,6.045,91.519,108.725,61.031,337.011,49.415,13.582,146.978,370.409,46.915,40.903,51.949,8.651,48.181,100.9,38.58,124.566,22.233,135.81,123.645,359.643,86.924,8.224,20.15,45.091,270.59,89.952,6.155,19.301,2.429,502.131,19.38,35.305,28.1,-0.36175156,-41.30675,7.3731093,-12.781905
80,13524,672,388.44,72.357,28.705,30.691,82.1,18.654,1.0,4.012,14.859,84.824,377.632,5.039,136.335,8.796,23.027,2.191,1.0,86.582,74.172,92.745,149.134,1.0,48.811,39.081,23.091,231.967,73.68,121.879,2.093,46.129,3.27,91.818,1.0,20.109,4.018,66.782,513.502,69.325,18.544,62.706,36.969,655.718,272.418,15.433,1.0,13.863,351.03,3.162,1.0,20.709,-23.171618,-9.743137,4.6547036,21.645887
81,3947,15881,127.35,5.137,2.63,81.339,30.491,160.923,142.451,53.209,35.647,170.945,24.462,10.425,47.489,52.231,208.315,66.489,11.091,1.0,88.4,95.01,1.0,8.085,167.081,215.525,193.682,88.656,13.826,183.817,47.999,129.208,109.982,199.339,100.481,17.986,59.35,150.404,164.611,138.686,10.288,6.319,110.066,1.0,1.0,201.006,115.11,1.0,515.175,170.744,153.813,135.268,44.28015,26.34805,-29.005009,10.701368
82,1547,6308,91.39,53.742,56.409,123.255,223.41,50.846,330.316,17.064,31.028,370.745,494.943,114.094,23.728,198.127,431.179,572.538,11.091,65.186,440.032,199.214,82.293,4.543,11.065,424.972,515.227,177.703,533.99,453.547,311.411,43.052,186.042,435.257,366.462,44.527,239.432,319.877,320.637,62.079,55.697,81.856,316.596,163.221,73.986,1.0,190.466,425.468,451.039,209.666,115.35,93.386,-57.31507,5.3319016,26.582388,-21.89215
83,15829,5799,166.86,72.357,15.667,135.481,255.358,6.192,14.261,86.342,210.039,219.172,294.896,10.425,215.883,81.187,26.914,1.0,1.0,4.292,369.908,66.694,2.807,1.0,13.582,207.909,478.409,220.836,63.705,196.804,6.465,31.77,29.381,97.038,63.83,67.883,123.737,112.496,282.714,35.163,25.769,22.278,205.209,198.232,1.0,390.703,1.0,6.717,378.207,70.195,1.0,33.027,24.381721,25.99498,-18.722504,1.7329113
84,4214,10408,121.38,113.724,18.927,83.086,63.668,125.615,135.821,95.378,19.479,212.283,281.313,7.732,109.475,132.418,238.117,61.726,7.727,124.435,34.537,158.439,19.065,4.543,96.622,281.532,501.727,236.141,43.753,207.793,35.976,73.822,265.508,175.329,93.151,49.835,68.405,220.646,188.448,173.884,67.05,101.006,142.554,233.244,87.671,170.077,102.192,13.863,441.256,131.821,19.712,138.963,55.054047,-2.653654,-7.024658,0.44573697
85,14394,15932,163.02,32.025,20.556,111.03,158.284,36.308,1.0,66.261,5.62,274.29,304.775,76.396,149.765,1.0,15.253,160.554,6.045,126.081,169.702,217.337,111.197,2.181,41.262,225.68,274.682,262.577,196.24,301.699,147.462,20.488,29.381,133.574,212.528,120.965,233.396,335.487,243.707,83.819,85.626,156.329,381.571,163.221,26.089,38.115,55.902,391.167,327.115,42.084,5.158,3.464,-38.418053,16.900913,-14.118723,-10.612323
86,22225,7370,145.97,170.602,20.556,55.142,128.793,1.0,3.21,34.133,81.844,115.828,366.518,7.732,37.158,35.525,24.323,1.0,1.0,117.852,118.888,38.378,255.718,1.0,99.139,124.13,183.864,154.05,39.478,106.894,1.0,73.822,14.623,40.668,26.132,34.972,98.586,232.911,277.296,18.599,31.961,35.045,110.066,449.15,101.356,70.074,1.0,16.721,355.379,6.406,1.0,3.464,-18.363758,-46.637978,7.3197923,3.2794516
88,20757,302,283.55,208.866,14.038,23.705,105.446,26.962,9.841,4.012,43.732,80.231,619.664,3.693,109.475,75.619,23.027,5.763,1.0,88.227,127.018,27.051,353.269,1.0,116.753,61.93,116.364,161.007,29.502,59.941,9.744,86.13,38.462,51.107,24.038,21.171,148.888,227.336,419.236,25.846,8.224,30.789,97.303,621.874,190.308,8.217,1.0,21.009,316.245,31.273,2.04,50.273,-23.55044,-12.511761,5.9200025,21.934496
89,4106,13763,454.39,11.342,20.556,77.846,114.048,271.0,416.513,71.281,37.957,257.066,164.001,10.425,132.203,171.398,2.296,27.195,9.409,5.937,381.087,128.99,1.0,8.085,126.819,239.643,415.818,198.574,33.777,101.899,39.255,104.592,263.238,82.423,137.132,32.849,97.58,228.451,298.966,253.597,14.416,41.428,199.408,138.713,1.0,214.409,246.444,2.429,531.481,284.266,110.152,210.408,67.910416,18.571053,-41.265045,9.311465
90,21691,3931,311.83,179.91,25.445,44.663,177.945,1.0,146.872,38.149,37.957,157.166,119.546,7.732,38.191,5.455,56.716,2.191,1.0,163.934,89.416,44.041,250.298,1.0,109.204,92.395,105.318,216.662,76.531,153.847,1.0,16.385,79.331,194.119,38.698,15.863,58.344,6.575,231.789,13.423,21.64,38.236,21.885,422.307,146.973,1.0,2.077,13.863,304.287,22.623,1.0,1.0,-12.485739,-51.730427,7.5299025,2.0962853
91,22756,13729,269.19,24.786,25.445,97.058,120.192,85.115,45.204,94.374,151.139,209.986,583.853,11.771,27.86,115.712,314.564,49.819,2.682,42.145,97.546,124.459,69.647,8.085,6.033,252.337,417.045,91.439,49.454,287.713,13.023,79.976,165.608,207.69,56.5,38.157,126.755,266.359,310.885,204.941,19.576,20.15,127.47,327.776,12.404,11.31,6.383,55.309,276.024,70.195,6.198,134.036,-0.9514847,-13.943331,-9.940458,0.61684847
92,18384,16915,176.24,75.46,116.708,74.353,267.646,37.346,40.783,59.233,99.168,187.021,189.933,6.385,35.092,46.662,4.887,4.572,4.364,88.227,51.814,90.48,279.203,3.362,6.033,157.133,183.864,88.656,49.454,143.857,13.023,10.231,70.249,87.643,125.613,21.171,42.248,131.45,183.03,86.924,5.128,12.703,91.502,17.339,103.637,2.031,52.672,3.858,596.704,44.247,3.079,113.095,16.406654,-35.817726,1.399946,-16.691612
93,16042,2633,265.64,39.264,7.519,70.86,42.779,43.577,213.177,70.277,128.04,224.914,177.585,17.156,171.46,14.365,10.07,4.572,1.0,19.104,147.344,99.541,8.226,1.0,109.204,146.978,63.591,81.699,32.352,153.847,2.093,118.952,119.064,102.257,5.189,53.02,34.199,302.038,265.377,202.87,38.153,63.77,230.735,118.873,16.966,287.607,19.301,9.575,302.113,8.568,4.119,100.777,15.454506,11.742707,-14.509931,14.00166
95,17337,16010,211.35,26.854,23.816,81.339,144.768,82.0,89.407,76.302,98.013,169.797,26.932,9.078,170.427,28.843,1.0,10.526,6.045,93.165,40.635,131.255,181.651,3.362,26.164,102.55,178.955,78.916,92.207,89.911,16.302,66.643,37.327,90.774,136.085,19.048,44.26,38.908,192.782,77.607,20.608,49.939,43.93,5.668,28.37,1.0,76.356,2.429,494.521,137.227,24.909,15.782,21.301271,-28.03499,-1.872977,-17.234459
96,959,643,106.17,21.683,33.594,6.24,195.148,97.577,7.631,1.0,9.084,57.266,422.087,10.425,7.199,144.669,2.296,161.745,14.455,111.269,263.199,109.735,40.743,5.723,6.033,96.203,13.273,197.182,156.337,194.806,172.601,46.129,8.947,218.129,280.594,23.294,115.689,46.713,211.202,113.84,20.608,47.812,12.603,1.0,83.11,1.0,6.383,162.498,46.656,155.607,102.875,69.982,-46.346733,-57.658035,35.88918,5.1589823
97,15128,7734,289.09,95.109,18.927,102.297,198.834,1.0,25.312,105.418,151.139,174.39,166.471,18.503,150.798,11.023,42.463,8.144,1.0,27.333,342.469,95.01,6.42,1.0,31.196,201.562,394.955,503.283,45.178,304.696,2.093,128.183,106.576,134.618,58.594,61.513,123.737,196.117,237.206,56.903,70.146,65.898,315.436,102.534,1.0,319.567,2.077,8.146,392.338,5.325,2.04,41.65,25.866413,27.677105,-22.777071,-0.08072211
98,19323,8903,181.93,194.388,36.853,86.579,196.376,139.115,566.805,34.133,87.618,239.841,487.534,6.385,18.563,208.151,46.35,2.191,1.0,93.165,81.286,119.929,288.235,1.0,99.139,202.831,305.364,151.267,96.482,108.892,3.186,94.336,582.236,176.373,162.264,36.034,192.148,144.829,210.118,195.624,58.793,40.364,59.014,508.669,128.726,1.0,70.973,12.433,330.376,73.438,2.04,294.171,52.672348,-30.13475,17.889727,15.413871
99,10315,4978,435.63,163.363,58.039,58.635,98.074,67.462,3.21,82.326,46.042,137.645,371.457,10.425,91.912,116.826,34.689,3.381,1.0,76.707,67.058,99.541,223.201,1.0,16.098,185.06,305.364,130.397,82.231,159.841,2.093,57.412,18.028,116.871,25.085,38.157,68.405,155.979,290.298,131.439,28.865,33.981,92.662,467.822,142.411,20.588,3.153,12.433,331.464,49.653,1.0,159.904,-24.796051,-28.153042,15.707379,3.5696933
100,2244,5862,438.18,161.295,80.855,100.551,173.03,22.808,109.299,19.072,33.338,215.728,607.315,6.385,26.827,95.666,29.506,20.051,4.364,185.329,145.311,83.684,277.396,2.181,99.139,206.639,321.318,273.708,58.004,164.836,6.465,15.359,215.558,88.687,137.132,39.219,36.211,186.083,330.388,44.48,21.64,60.578,30.007,366.289,206.274,52.548,52.672,15.292,303.2,33.435,41.542,2.232,-40.2015,-31.709702,22.44131,5.9575486
101,23950,6383,177.8,26.854,46.631,266.469,173.03,29.038,5.42,28.109,12.549,299.552,462.837,87.167,154.931,34.411,34.689,184.368,1.0,63.54,309.948,404.224,1.0,1.0,41.262,284.071,353.227,284.838,139.235,271.729,88.44,26.642,3.27,236.918,86.868,189.971,234.402,101.346,175.446,105.559,148.58,146.754,408.258,341.78,1.0,233.997,1.0,329.712,304.287,1.0,1.0,1.0,-43.781662,12.524462,21.242537,-24.495056
102,22285,5738,243.61,156.124,18.927,41.17,117.734,10.346,82.777,78.31,4.465,181.279,297.366,14.464,17.529,57.799,23.027,1.0,1.0,76.707,30.472,44.041,264.75,1.0,169.597,82.24,208.409,99.787,52.304,63.937,1.0,72.797,55.491,23.966,28.226,24.356,108.647,3.23,269.711,82.783,21.64,23.342,17.244,332.444,89.952,1.0,1.0,11.004,462.997,21.542,2.04,9.623,-15.995907,-51.555195,8.006787,-1.0786744
103,20209,15115,208.22,100.28,10.778,102.297,293.45,145.346,429.774,35.137,76.069,139.941,853.052,9.078,24.761,342.91,7.479,35.53,7.727,162.288,115.839,80.286,311.72,17.532,23.647,190.137,306.591,51.089,30.927,99.901,25.046,33.821,241.668,88.687,143.415,31.787,206.233,290.888,371.562,62.079,7.192,38.236,43.93,265.922,124.164,1.0,109.727,35.3,585.834,108.036,61.293,214.104,55.183228,-27.255314,17.774393,12.397166
104,15743,11984,281.7,244.028,33.594,65.621,132.48,4.115,89.407,91.362,153.449,144.534,204.752,7.732,29.927,13.251,28.21,2.191,2.682,109.623,83.318,66.694,373.141,1.0,91.589,126.668,264.864,94.221,59.429,122.878,8.651,65.617,166.743,68.853,77.443,25.418,70.417,230.681,313.052,76.572,34.025,36.109,132.111,268.256,210.836,14.402,4.23,12.433,595.617,41.003,2.04,68.75,-1.771246,-36.271446,4.249551,-7.3270173
105,6626,10832,7.11,126.134,7.519,69.114,116.506,76.808,65.095,78.31,5.62,255.917,156.592,6.385,137.368,145.783,25.619,37.912,7.727,1.0,226.613,102.939,1.0,3.362,91.589,245.99,396.182,73.351,15.251,58.942,34.883,83.053,130.416,45.887,151.792,56.205,85.508,213.956,326.054,326.063,57.761,26.534,169.24,1.0,1.0,355.65,45.137,8.146,451.039,97.224,1.0,124.181,35.252705,25.795135,-25.623087,4.753096
106,16777,1147,440.32,15.478,7.519,23.705,19.432,28.0,67.305,6.02,103.787,75.638,277.608,3.693,128.07,18.819,96.883,2.191,1.0,30.624,186.979,34.98,6.42,1.0,48.811,56.853,10.818,65.003,55.154,120.88,1.0,83.053,57.761,135.661,1.0,29.664,6.03,218.416,220.953,33.092,12.352,33.981,165.76,504.001,14.685,116.467,2.077,2.429,248.848,16.136,3.079,37.954,-14.967133,11.369049,-2.4372723,20.590488
107,21652,9168,157.62,71.323,22.186,91.818,255.358,88.231,549.124,49.193,37.957,242.138,491.239,21.195,37.158,171.398,267.918,14.098,1.0,107.977,60.96,125.592,24.485,1.0,11.065,261.222,320.091,181.877,35.203,147.853,3.186,39.975,246.209,251.533,21.943,126.273,106.634,170.473,233.956,164.567,102.138,90.367,152.997,342.947,10.123,79.353,28.989,18.15,364.075,23.705,1.0,258.449,46.37329,-27.8237,11.81607,12.937208
108,23806,3574,179.94,54.776,28.705,60.381,102.989,1.0,294.954,58.229,331.305,353.521,240.562,11.771,108.442,3.227,23.027,1.0,1.0,45.437,128.035,56.5,8.226,1.0,111.72,149.517,176.5,165.181,23.802,164.836,1.0,18.436,166.743,206.646,6.236,32.849,105.628,31.104,198.2,19.634,24.737,46.748,104.265,505.168,3.281,62.858,22.53,63.884,252.109,70.195,1.0,8.391,-1.6702671,-1.9916916,2.910628,10.987991
109,5251,10800,219.59,82.699,17.297,65.621,52.609,69.538,233.069,92.366,57.591,239.841,371.457,7.732,105.342,146.896,32.097,41.484,2.682,17.458,206.288,118.796,4.613,1.0,219.924,261.222,394.955,166.572,63.705,187.813,10.837,81.002,257.561,62.589,63.83,36.034,48.284,160.439,294.632,163.532,29.897,27.597,173.882,171.39,23.808,192.759,27.913,9.575,345.595,204.26,6.198,103.24,56.06759,0.36006737,-5.916108,-0.29023468
110,15926,16218,65.66,136.475,2.63,53.395,324.17,52.923,1.0,78.31,2.155,120.421,126.956,7.732,59.886,4.341,1.0,30.768,7.727,139.247,80.27,96.143,425.53,25.798,33.713,82.24,218.227,88.656,10.976,65.935,19.581,18.436,16.893,26.053,213.575,13.74,130.779,21.069,331.472,100.382,19.576,25.47,78.739,104.868,140.13,1.0,72.05,1.0,642.36,78.844,9.316,2.232,15.363886,-37.354675,2.4355164,-16.077961
112,3032,3178,111.57,80.63,33.594,18.465,235.697,8.269,118.139,10.036,6.775,239.841,498.648,6.385,15.463,212.605,10.07,34.34,6.045,152.414,52.83,49.704,206.942,3.362,179.662,168.558,121.273,263.968,82.231,145.855,25.046,15.359,81.601,28.141,189.491,39.219,8.042,45.598,329.305,19.634,6.16,35.045,7.962,306.769,121.884,7.186,145.252,11.004,299.939,3.162,13.475,37.954,-41.477684,-49.913902,31.764723,4.858883
113,15789,1485,529.57,25.82,12.408,20.212,83.328,5.154,14.261,15.056,116.491,118.124,157.827,22.542,159.063,11.023,13.957,2.191,1.0,15.812,277.427,38.378,11.839,1.0,43.778,39.081,59.909,122.049,77.956,65.935,1.0,82.028,38.462,89.73,6.236,27.541,17.097,236.256,323.887,79.678,20.608,46.748,134.432,523.841,37.493,140.18,1.0,5.288,326.028,21.542,1.0,71.213,-16.00143,10.853729,-2.1784105,20.965082
114,23317,4355,152.79,83.733,18.927,76.1,143.539,164.038,222.018,77.306,338.235,319.072,240.562,13.117,110.508,64.482,24.323,10.526,1.0,50.374,135.149,174.296,62.421,1.0,76.491,176.174,193.682,162.398,67.98,198.802,1.0,77.925,147.444,202.47,28.226,57.267,108.647,128.105,213.369,208.047,45.377,43.556,115.868,550.683,14.685,6.155,9.612,12.433,357.553,111.279,2.04,99.545,-0.27175903,-3.0883503,2.3718104,10.821854
115,24192,8724,252.42,100.28,20.556,67.367,42.779,35.269,102.668,53.209,70.295,196.207,475.185,7.732,52.655,7.682,92.996,3.381,1.0,17.458,184.946,95.01,17.259,8.085,41.262,120.321,223.136,95.613,79.381,171.829,1.0,39.975,97.494,158.627,26.132,24.356,83.495,93.541,277.296,107.629,32.993,36.109,70.617,361.62,3.281,54.61,5.306,16.721,354.292,11.812,1.0,56.432,-1.2013702,2.900013,-1.838557,10.316042
116,7883,10994,328.18,82.699,18.927,84.832,98.074,103.808,325.896,105.418,51.816,204.245,270.199,10.425,131.17,80.074,29.506,11.716,2.682,5.937,379.055,106.337,4.613,1.0,81.524,221.872,311.5,135.962,137.81,235.765,7.558,98.438,222.369,107.476,42.887,33.911,82.489,123.645,314.136,208.047,45.377,33.981,185.484,57.019,3.281,215.44,6.383,9.575,417.341,42.084,2.04,47.809,53.573475,9.464603,-36.664284,4.3326836
117,21170,17279,112.28,34.093,1.0,42.916,50.151,121.462,84.987,94.374,2.155,182.428,8.409,9.078,88.813,164.716,1.0,83.159,11.091,50.374,49.781,80.286,38.937,403.67,1.0,209.178,374.091,28.827,8.126,17.983,15.209,106.644,86.142,19.79,107.811,20.109,57.338,536.179,373.729,183.201,7.192,24.406,231.895,1.0,78.548,52.548,181.853,5.288,440.169,247.506,16.593,216.567,-8.00639,48.397697,-21.702038,-24.21332
118,86,9698,626.93,181.978,66.188,72.607,120.192,107.962,416.513,74.293,24.098,254.769,549.277,9.078,17.529,295.02,19.14,80.777,12.773,91.519,372.957,106.337,228.62,5.723,136.884,277.724,434.227,201.357,67.98,211.789,45.813,52.283,290.483,86.599,177.972,163.43,23.133,162.669,321.72,159.391,37.121,44.62,27.686,183.061,256.452,158.737,222.761,16.721,371.684,141.552,100.796,288.012,56.949875,-24.727413,18.027353,13.910788
119,9548,743,329.74,105.45,56.409,9.733,139.852,21.769,1.0,34.133,33.338,104.345,462.837,2.346,60.919,2.114,3.591,6.954,1.0,81.644,34.537,50.837,176.231,1.0,8.549,46.698,23.091,109.526,46.603,132.868,3.186,76.899,7.811,123.135,4.142,16.925,25.145,3.23,544.924,105.559,8.224,26.534,3.321,323.107,233.644,8.217,1.0,31.013,490.173,1.0,2.04,126.645,-33.26448,-45.59727,29.64756,9.000872
120,11919,3077,550.89,81.665,12.408,25.451,55.066,2.038,617.639,22.084,12.549,136.497,282.548,11.771,107.408,81.187,17.844,1.0,1.0,50.374,69.091,61.031,116.617,1.0,66.426,86.048,55.0,90.047,115.009,92.908,1.0,74.848,215.558,91.818,4.142,39.219,15.085,90.196,358.56,17.564,15.448,43.556,30.007,405.968,142.411,63.889,13.918,9.575,320.593,36.679,1.0,211.64,40.77052,-30.97197,9.5391245,14.27353
121,25540,5882,264.93,176.807,41.742,62.128,143.539,142.231,91.617,43.169,71.45,257.066,260.32,7.732,41.291,117.94,23.027,2.191,1.0,262.682,54.863,126.724,291.848,1.0,6.033,93.665,86.909,184.66,119.284,104.896,3.186,167.158,158.797,129.398,71.16,29.664,61.363,60.093,215.536,229.787,35.057,75.473,50.892,257.752,117.322,1.0,1.0,22.438,387.99,58.302,1.0,17.014,-10.33905,-48.411827,5.072162,2.8447964
122,17799,8018,282.98,289.531,40.113,63.874,125.107,1.0,12.051,107.426,114.182,95.159,238.093,13.117,26.827,22.161,26.914,3.381,1.0,122.789,69.091,64.429,512.242,1.0,159.531,106.358,236.636,123.44,36.628,172.828,1.0,36.898,112.252,52.15,31.368,43.465,89.532,254.095,295.716,15.493,29.897,31.853,121.669,298.599,327.158,49.455,1.0,16.721,444.517,5.325,1.0,1.0,-4.0207806,-39.19552,5.0507364,-7.7964287
124,3587,1238,152.65,59.947,36.853,32.437,245.528,25.923,5.42,10.036,4.465,195.059,549.277,3.693,60.919,68.936,19.14,211.754,1.0,168.871,91.449,47.439,188.877,1.0,76.491,106.358,121.273,219.444,159.187,214.786,120.137,1.0,16.893,158.627,150.745,23.294,108.647,231.796,175.446,9.282,5.128,20.15,19.564,403.634,112.76,1.0,2.077,175.361,441.256,8.568,3.079,47.809,-53.11293,-12.086353,25.10608,-12.8181505
