cell,x,y,area µm²,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,None,UMAP_1,UMAP_2,TSNE_1,TSNE_2
4427,14835,15383,432.36,47.537,5.889,60.381,125.107,36.308,3.21,53.209,219.279,204.245,102.258,10.425,77.449,2.114,2.296,30.768,6.045,94.811,47.749,83.684,230.427,3.362,94.106,87.318,138.455,165.181,26.652,108.892,17.395,12.282,38.462,69.897,136.085,21.171,87.52,292.003,203.617,53.797,6.16,18.022,157.638,59.353,28.37,5.124,62.361,3.858,443.43,55.058,15.554,7.159,19.221004,-26.651348,-2.3527784,-16.006926
4428,10242,3782,512.94,231.618,36.853,37.677,82.1,1.0,206.546,82.326,19.479,218.024,427.026,11.771,68.151,114.599,39.872,5.763,1.0,163.934,23.358,63.296,311.72,1.0,36.229,166.019,290.636,176.312,56.579,152.848,1.0,129.208,199.665,57.37,22.991,33.911,62.369,227.336,420.32,48.621,38.153,46.748,99.624,421.14,340.842,1.0,18.224,13.863,301.026,26.948,1.0,58.895,-28.497528,-29.444286,18.066565,4.199005
4429,22056,9393,324.34,48.571,15.667,55.142,56.295,93.423,270.642,51.201,146.519,192.762,270.199,7.732,22.695,97.893,24.323,3.381,1.0,37.208,99.579,114.265,15.452,1.0,79.008,115.244,150.727,56.655,92.207,93.907,1.0,58.437,57.761,91.818,10.425,46.65,62.369,230.681,250.208,153.179,31.961,51.003,98.463,269.423,10.123,44.3,2.077,15.292,349.943,6.406,4.119,188.236,-3.1613083,-5.726959,-0.37570098,12.483115
4430,25658,15190,269.62,11.342,4.259,62.128,58.753,4.115,76.146,8.028,39.112,170.945,28.167,9.078,9.265,91.211,1.0,24.814,9.409,89.873,89.416,64.429,22.678,239.532,6.033,176.174,151.955,17.696,80.806,58.942,13.023,76.899,103.17,77.204,121.425,16.925,5.024,349.981,270.795,32.057,2.032,45.684,366.488,1.0,39.774,12.341,94.656,1.0,289.069,5.325,54.017,90.922,-11.845982,45.774025,-19.317684,-21.09141
4431,20624,2981,176.1,227.481,38.483,74.353,132.48,1.0,1.0,38.149,50.661,226.062,266.494,11.771,66.085,5.455,328.817,1.0,1.0,121.143,109.742,64.429,358.689,1.0,76.491,72.085,34.136,148.485,67.98,318.682,1.0,27.667,24.84,321.473,22.991,25.418,49.29,15.494,284.881,94.171,17.512,35.045,47.411,478.326,242.767,3.062,1.0,9.575,253.196,3.162,1.0,46.577,-15.001045,-50.420753,8.016576,4.4341063
4432,14858,2050,317.09,19.615,72.706,27.198,58.753,16.577,5.42,25.096,212.349,111.234,110.902,26.581,145.633,1.0,104.658,1.0,1.0,25.687,114.823,44.041,4.613,1.0,26.164,45.428,9.591,46.915,79.381,230.77,1.0,111.772,11.217,255.708,9.377,39.219,17.097,104.691,330.388,58.973,31.961,31.853,89.181,451.484,10.123,101.003,1.0,5.288,309.723,12.893,1.0,82.3,-13.175188,14.651867,-5.014283,23.1527
4433,8660,6959,92.95,194.388,22.186,69.114,106.675,2.038,84.987,81.322,5.62,185.872,350.465,11.771,132.203,51.117,33.393,1.0,1.0,127.727,272.346,106.337,304.494,1.0,41.262,224.41,439.136,124.831,90.782,131.869,1.0,55.36,179.231,25.009,34.509,27.541,77.459,227.336,569.845,88.995,29.897,73.345,184.324,536.679,272.418,64.92,3.153,12.433,427.124,4.244,1.0,24.404,-28.682167,-26.168499,17.160381,4.9344764
4434,21266,14459,145.82,189.217,25.445,51.649,161.97,4.115,191.075,55.217,3.31,110.086,354.169,9.078,3.066,135.759,29.506,10.526,4.364,162.288,50.798,49.704,468.886,12.809,28.68,135.554,331.136,109.526,10.976,92.908,5.372,23.565,122.469,39.624,143.415,23.294,118.707,284.199,310.885,64.149,6.16,19.086,53.213,351.117,231.363,64.92,17.148,8.146,602.139,12.893,9.316,20.709,-3.039425,-40.270332,6.4129586,-10.358318
4435,2275,6054,82.72,110.621,27.075,449.851,525.69,28.0,111.509,22.084,16.014,240.99,543.103,30.62,2.033,99.007,32.097,59.344,6.045,323.577,92.465,110.867,183.458,5.723,265.219,372.928,348.318,506.065,20.951,514.486,11.93,12.282,196.259,207.69,158.075,157.061,49.29,74.587,217.703,43.445,370.465,299.955,90.341,459.653,51.178,88.632,74.203,19.579,469.519,42.084,65.452,2.232,-43.300343,-36.397446,26.257406,-6.204094
4436,6318,4408,366.69,222.311,30.334,65.621,165.657,37.346,222.018,74.293,18.324,76.786,592.497,17.156,46.456,67.823,43.759,26.005,1.0,144.185,174.783,107.469,308.107,10.447,26.164,167.288,390.045,220.836,52.304,178.822,2.093,60.489,217.828,79.292,76.396,59.39,71.423,113.61,533.005,166.637,59.825,54.195,17.244,491.164,276.979,32.96,1.0,16.721,329.289,43.166,1.0,161.136,-31.593063,-32.657116,22.063461,0.39524448
4437,21580,8508,220.02,41.332,46.631,76.1,42.779,75.769,635.321,26.101,316.291,260.51,318.358,9.078,12.364,169.171,10.07,3.381,1.0,42.145,96.53,104.071,22.678,1.0,16.098,124.13,190.0,123.44,107.883,106.894,1.0,30.744,326.81,151.32,14.613,37.096,35.205,169.358,233.956,130.404,27.833,43.556,107.746,314.938,51.178,102.034,27.913,15.292,312.984,8.568,1.0,284.317,45.006042,-28.991055,11.2144785,13.524919
4438,14041,5211,312.97,57.879,12.408,81.339,74.727,91.346,1.0,84.334,65.675,240.99,266.494,7.732,139.434,23.274,56.716,9.335,1.0,20.75,172.751,124.459,1.0,1.0,66.426,232.027,325.0,158.224,35.203,174.826,3.186,117.926,58.897,144.013,22.991,50.897,75.447,309.843,248.041,233.927,32.993,71.217,159.958,208.736,1.0,228.842,45.137,8.146,315.158,75.601,1.0,100.777,15.75667,24.936543,-14.687055,6.159231
4439,24080,1382,244.18,37.196,30.334,9.733,84.557,52.923,456.296,11.04,154.603,173.241,115.842,7.732,145.633,71.164,10.07,4.572,1.0,38.853,127.018,68.959,71.454,1.0,134.368,7.347,25.545,193.008,67.98,53.947,1.0,123.054,175.825,154.451,18.802,14.801,30.175,63.438,184.114,113.84,11.32,39.3,93.822,487.662,14.685,5.124,1.0,13.863,264.066,109.117,1.0,151.281,-10.275814,-5.2452164,4.7098446,13.590013
4440,2203,2108,96.65,167.5,25.445,39.423,347.517,1.0,40.783,21.08,6.775,218.024,561.625,6.385,433.866,64.482,19.14,17.67,2.682,170.517,37.586,83.684,340.624,90.745,126.819,298.034,95.5,321.014,1.0,145.855,7.558,20.488,78.195,33.361,130.849,22.233,28.163,131.45,224.204,3.07,4.096,71.217,26.526,405.968,226.801,1.0,27.913,12.433,393.425,38.841,4.119,5.927,-39.783726,-41.914665,30.448809,-1.6536804
4441,15517,10922,450.55,221.276,22.186,55.142,77.185,13.462,241.909,77.306,126.886,176.686,89.91,6.385,42.324,37.753,30.802,3.381,2.682,58.603,117.872,71.224,257.524,2.181,68.942,120.321,240.318,106.744,75.106,134.866,14.116,57.412,139.498,67.809,77.443,29.664,72.429,235.141,319.553,98.312,40.217,29.725,173.882,221.574,162.938,92.755,72.05,11.004,535.829,26.948,4.119,15.782,2.3119507,-30.482311,0.40991738,-7.4562874
4442,19509,14755,307.14,97.177,17.297,53.395,233.24,150.538,469.558,59.233,18.324,135.348,345.525,9.078,13.397,337.341,4.887,18.861,6.045,121.143,42.667,81.418,295.461,5.723,23.647,149.517,366.727,52.481,100.757,70.93,11.93,86.13,201.935,60.502,152.84,29.664,177.057,111.381,352.059,130.404,10.288,21.214,25.366,204.068,112.76,1.0,115.11,3.858,549.961,126.416,66.491,216.567,51.15213,-26.130222,15.614838,13.953501
4443,14516,547,205.8,53.742,20.556,20.212,53.838,64.346,1.0,19.072,6.775,115.828,310.949,9.078,164.229,13.251,70.969,129.596,1.0,106.331,115.839,57.633,47.969,1.0,58.877,94.934,93.045,174.921,166.312,190.81,85.161,78.951,18.028,141.925,80.585,19.048,159.955,509.42,344.474,104.523,10.288,31.853,171.561,609.036,119.603,84.508,1.0,396.884,439.082,29.11,1.0,104.472,-34.035515,5.44067,15.222664,-19.096794
4444,313,6166,203.67,253.335,30.334,35.93,176.716,85.115,303.794,33.129,6.775,189.317,561.625,7.732,444.196,190.331,29.506,41.484,14.455,172.163,17.26,50.837,374.948,150.968,99.139,355.156,371.636,289.013,3.85,118.882,44.72,251.263,277.995,43.799,203.104,23.294,55.326,276.394,225.287,157.32,20.608,30.789,48.571,361.62,443.479,76.26,195.848,16.721,337.986,156.688,151.734,138.963,-40.942837,-30.49493,20.905237,11.253687
4445,25323,2272,123.51,13.41,25.445,55.142,74.727,2.038,3.21,32.125,35.647,286.921,376.397,10.425,176.626,33.298,12.661,77.205,1.0,48.728,178.848,49.704,2.807,1.0,360.841,190.137,300.455,98.396,164.887,149.851,56.743,41.001,57.761,189.944,19.849,20.109,115.689,241.83,121.27,39.304,20.608,35.045,125.15,421.14,1.0,21.619,5.306,183.936,221.671,23.705,1.0,103.24,-3.42486,6.2485847,-2.9497104,7.7306633
4446,612,10279,201.68,118.894,72.706,51.649,61.21,117.308,396.622,66.261,28.718,235.248,492.473,7.732,5.132,277.201,20.436,68.87,14.455,32.27,106.693,90.48,103.971,8.085,144.433,210.447,370.409,71.96,123.559,87.913,55.65,100.49,256.426,52.15,158.075,31.787,39.23,220.646,409.485,164.567,23.705,27.597,85.7,132.877,110.479,13.372,233.526,12.433,473.867,166.419,169.406,276.926,56.047882,-19.791666,-3.2799158,-1.0144438
4447,14101,15863,256.97,7.205,5.889,76.1,168.114,21.769,1.0,58.229,277.024,221.469,141.774,11.771,166.295,2.114,19.14,26.005,6.045,15.812,425.804,81.418,15.452,3.362,71.458,102.55,205.955,149.876,25.227,195.805,20.674,25.616,23.705,69.897,112.0,19.048,106.634,183.853,239.373,58.973,8.224,20.15,150.676,65.188,3.281,37.084,55.902,6.717,398.861,43.166,11.395,7.159,25.031487,11.698515,-8.134305,-14.543383
4448,22548,7245,175.81,119.929,27.075,70.86,112.819,3.077,14.261,41.161,464.12,165.203,341.821,6.385,66.085,21.047,23.027,1.0,1.0,65.186,155.474,87.082,78.68,1.0,68.942,122.86,74.636,113.701,67.98,169.831,1.0,14.334,20.299,169.066,27.179,29.664,71.423,135.91,194.949,43.445,23.705,38.236,99.624,337.112,23.808,38.115,2.077,15.292,239.064,1.0,1.0,7.159,4.3363285,0.53043747,1.0369672,7.7036705
4449,26012,12857,354.9,290.565,66.188,69.114,310.653,98.615,3.21,99.394,37.957,114.679,641.891,7.732,45.423,37.753,16.549,31.958,4.364,242.932,381.087,112.0,477.919,70.67,31.196,176.174,266.091,176.312,26.652,189.811,8.651,268.699,19.164,120.003,169.594,29.664,165.991,77.932,418.153,247.385,20.608,54.195,27.686,372.124,235.925,3.062,3.153,5.288,385.816,81.006,43.621,79.836,-22.564194,-33.998253,17.944601,-4.0118175
4450,15331,9578,49.18,164.398,14.038,62.128,82.1,25.923,18.681,88.35,6.775,137.645,124.486,7.732,123.938,3.227,35.984,11.716,1.0,19.104,119.904,80.286,85.906,1.0,66.426,77.163,218.227,87.265,15.251,56.944,2.093,52.283,39.598,25.009,14.613,58.328,125.749,112.496,283.797,128.334,40.217,30.789,152.997,69.856,21.527,587.616,1.0,9.575,590.182,26.948,1.0,17.014,37.353233,23.550203,-25.41037,6.595269
4451,19485,139,157.05,49.606,7.519,35.93,93.159,25.923,1.0,4.012,109.562,59.562,212.161,5.039,337.788,28.843,23.027,1.0,1.0,32.27,86.367,31.582,44.356,1.0,240.055,127.938,167.909,213.879,28.077,43.957,2.093,116.9,4.406,76.16,3.094,41.342,47.278,370.05,272.962,38.268,13.384,48.875,152.997,599.7,7.842,286.576,1.0,6.717,371.684,21.542,6.198,15.782,-13.776196,10.987125,-3.5023222,19.76763
4452,5445,13556,97.36,13.41,4.259,107.537,55.066,89.269,76.146,85.338,131.505,301.848,66.447,29.274,120.839,27.729,90.405,61.726,6.045,2.646,253.037,161.837,1.0,4.543,101.655,230.757,295.545,158.224,35.203,138.862,56.743,163.055,140.633,105.389,107.811,77.438,84.502,237.371,238.29,187.342,20.608,29.725,192.446,90.863,3.281,312.35,87.121,123.91,384.729,75.601,59.214,56.432,34.850155,30.379698,-26.00679,1.8851483
4453,21967,3730,121.52,175.773,35.223,42.916,160.742,1.0,93.827,47.185,5.62,216.876,186.229,6.385,38.191,9.91,15.253,66.489,1.0,152.414,14.212,54.235,219.588,1.0,154.499,131.746,210.864,172.138,133.535,190.81,17.395,7.154,114.523,180.549,10.425,25.418,90.538,32.219,193.866,37.233,20.608,21.214,24.206,554.185,188.027,1.0,1.0,236.815,337.986,39.922,1.0,2.232,-39.782207,-9.058735,8.470011,1.8922538
4454,20424,13634,351.06,55.811,7.519,72.607,128.793,110.038,111.509,83.33,16.014,207.69,459.132,11.771,5.132,47.776,2.296,30.768,1.0,56.957,106.693,117.663,129.262,2.181,28.68,140.632,250.136,80.308,96.482,76.924,3.186,211.262,142.903,117.915,71.16,27.541,257.541,99.116,294.632,260.844,9.256,29.725,21.885,404.801,53.459,3.062,19.301,2.429,460.823,99.386,21.791,205.481,-15.17284,-29.714314,13.351147,-5.9360104
4455,9420,10209,104.61,113.724,17.297,79.593,118.963,20.731,16.471,68.269,22.943,277.734,256.616,10.425,197.287,37.753,72.265,21.242,1.0,15.812,145.311,135.786,2.807,1.0,58.877,259.953,350.773,220.836,23.802,151.849,4.279,62.54,73.655,69.897,36.604,88.054,124.743,355.556,239.373,122.122,41.249,60.578,285.268,169.056,26.089,513.387,5.306,12.433,406.47,66.951,1.0,120.486,24.672798,27.538069,-21.269377,7.496216
4456,12732,635,492.05,148.885,10.778,44.663,143.539,26.962,1.0,11.04,16.014,74.49,408.503,5.039,123.938,17.706,21.732,6.954,1.0,122.789,136.165,32.714,261.137,1.0,36.229,45.428,56.227,219.444,50.879,116.884,1.0,63.566,3.27,73.028,10.425,40.281,30.175,100.231,493.999,65.184,19.576,43.556,34.648,610.203,165.219,4.093,3.153,23.867,357.553,8.568,1.0,28.1,-23.981949,-12.091606,5.073299,21.328684
4457,18098,16776,216.89,158.193,35.223,69.114,272.561,49.808,47.414,69.273,64.52,190.466,324.533,15.81,56.787,71.164,2.296,15.288,4.364,224.829,118.888,114.265,514.049,6.904,18.615,153.325,198.591,148.485,19.526,166.834,25.046,8.18,65.708,59.458,173.783,37.096,59.35,263.015,421.403,75.537,5.128,58.45,91.502,46.515,215.397,2.031,82.815,33.871,616.271,47.49,1.0,132.804,11.362694,-41.776497,4.3701806,-16.450827
4459,12469,2506,462.77,106.484,12.408,67.367,64.897,2.038,206.546,45.177,24.098,156.017,231.918,7.732,132.203,2.114,19.14,9.335,1.0,78.353,39.619,67.827,109.391,1.0,106.688,75.893,34.136,133.18,136.385,82.918,3.186,99.464,92.953,101.213,14.613,47.712,40.236,176.048,380.23,40.339,59.825,88.24,71.777,457.319,131.007,68.012,4.23,16.721,348.856,31.273,3.079,62.591,-14.839306,3.1464157,1.2403288,20.442383
4460,1498,8849,82.86,145.783,40.113,63.874,247.985,343.692,847.498,53.209,82.999,219.172,775.256,7.732,5.132,251.585,26.914,35.53,9.409,45.437,52.83,153.908,129.262,5.723,134.368,252.337,396.182,83.091,10.976,204.796,35.976,37.924,401.735,223.348,124.566,15.863,172.027,29.989,85.514,317.781,18.544,5.256,26.526,356.952,108.199,1.0,124.798,11.004,641.273,162.094,85.203,413.657,60.33365,-29.890236,19.274923,16.328781
4461,12563,15911,225.7,36.161,7.519,60.381,110.362,37.346,12.051,83.33,47.197,170.945,125.721,7.732,87.78,5.455,81.335,24.814,4.364,30.624,79.253,74.622,94.939,2.181,89.073,110.166,214.545,162.398,56.579,115.885,15.209,121.003,37.327,47.975,124.566,26.479,106.634,228.451,313.052,104.523,40.217,45.684,164.599,78.026,21.527,52.548,78.509,2.429,615.184,133.984,9.316,24.404,19.75581,-21.80851,-4.1904116,-17.555836
4463,14039,7593,291.79,123.031,22.186,105.79,161.97,2.038,5.42,120.478,103.787,245.583,319.593,45.43,179.725,3.227,90.405,8.144,1.0,12.521,256.085,91.612,13.646,1.0,16.098,211.717,321.318,270.925,45.178,326.674,2.093,92.284,45.274,218.129,56.5,88.054,146.876,236.256,346.641,45.515,81.498,81.856,291.07,234.411,5.562,240.183,4.23,12.433,411.905,20.461,5.158,10.855,19.659729,26.711292,-17.367544,3.2594092
4464,23352,8796,134.17,60.981,18.927,62.128,47.694,69.538,144.662,45.177,118.801,227.21,440.609,10.425,82.614,9.91,24.323,22.433,1.0,32.27,106.693,112.0,2.807,2.181,21.131,122.86,166.682,52.481,122.134,202.798,2.093,34.847,148.58,181.592,36.604,43.465,118.707,63.438,170.028,112.805,51.569,46.748,108.906,440.98,1.0,94.817,8.536,61.026,192.321,20.461,1.0,53.968,-0.9465141,2.186676,-0.64500016,9.936463
4465,20166,5640,286.82,106.484,15.667,76.1,78.413,2.038,1.0,61.241,161.533,154.869,14.583,23.888,85.714,28.843,42.463,1.0,1.0,14.166,259.134,71.224,82.293,1.0,41.262,110.166,205.955,101.178,184.839,102.898,2.093,89.207,23.705,111.652,26.132,41.342,58.344,109.151,358.56,78.642,25.769,40.364,149.516,40.68,21.527,44.3,1.0,56.738,432.559,24.786,2.04,5.927,21.994076,-0.14266968,-5.4160213,-8.605815
4466,22610,15041,227.69,2.034,9.148,81.339,39.092,2.038,91.617,15.056,11.394,176.686,218.335,11.771,52.655,74.505,1.0,54.582,4.364,38.853,183.93,57.633,4.613,4.543,8.549,177.443,235.409,44.132,291.722,73.927,72.045,74.848,60.032,68.853,130.849,26.479,119.713,355.556,397.566,7.211,11.32,70.153,251.62,27.842,12.404,26.774,47.29,231.099,396.687,11.812,10.356,2.232,-21.314041,34.693493,-16.892393,-15.796129
4467,12865,11785,123.23,92.006,15.667,48.156,44.007,39.423,197.706,81.322,13.704,209.986,70.152,7.732,115.673,64.482,61.899,22.433,7.727,5.937,97.546,73.49,8.226,2.181,99.139,149.517,315.182,63.611,26.652,95.905,54.557,111.772,149.715,61.545,94.198,39.219,85.508,199.462,160.277,127.298,42.281,7.383,129.791,31.343,1.0,375.238,100.039,26.725,672.798,103.711,34.265,221.494,45.87387,23.496834,-29.808466,7.3823733
4468,20065,9075,117.97,231.618,36.853,53.395,265.188,67.462,414.303,61.241,36.802,222.617,629.543,6.385,23.728,127.963,33.393,2.191,1.0,131.018,35.553,98.408,299.074,1.0,36.229,141.901,375.318,162.398,33.777,101.899,1.0,45.104,248.48,83.467,53.358,24.356,154.924,55.633,219.87,150.074,31.961,29.725,48.571,411.804,247.329,1.0,8.536,16.721,658.666,38.841,1.0,205.481,51.919266,-29.264244,15.851224,12.43363
4469,25980,3293,200.4,197.491,25.445,62.128,197.605,1.0,3.21,40.157,257.391,304.145,373.927,11.771,126.004,3.227,17.844,1.0,1.0,135.956,157.507,54.235,327.978,1.0,157.015,141.901,96.727,325.188,22.377,168.832,1.0,81.002,99.765,156.539,68.019,29.664,141.846,141.484,162.444,56.903,29.897,42.492,122.829,451.484,80.829,1.0,4.23,19.579,364.075,33.435,1.0,12.086,-16.157997,-47.687515,6.9222617,5.3965335
4470,9174,17519,78.6,33.059,79.225,407.935,245.528,5.154,54.044,104.414,4.465,164.055,501.117,10.425,28.893,90.097,20.436,186.75,6.045,42.145,169.702,603.571,178.038,3.362,84.04,256.145,448.955,617.375,250.394,339.661,262.226,98.438,102.035,146.1,270.123,33.911,347.079,199.462,161.36,74.502,36.089,139.307,154.157,389.63,254.171,3.062,16.071,299.7,504.305,1.0,20.751,85.995,-50.999283,4.05418,23.693604,-23.497648
4472,964,2994,89.97,97.177,27.075,35.93,263.959,9.308,84.987,22.084,5.62,229.507,606.08,5.039,39.224,21.047,39.872,572.538,2.682,127.727,275.395,51.969,129.262,2.181,36.229,154.595,301.682,183.269,251.819,199.801,376.991,14.334,132.686,23.966,423.009,28.603,178.063,82.392,361.81,7.211,11.32,41.428,57.854,342.947,233.644,1.0,36.525,275.403,414.079,36.679,4.119,95.85,-55.468166,-5.8584394,26.01154,-15.149015
4473,18023,15303,355.46,13.41,9.148,67.367,122.649,36.308,9.841,46.181,34.492,221.469,177.585,14.464,215.883,92.324,1.0,9.335,4.364,28.979,80.27,96.143,66.034,2.181,66.426,209.178,391.273,77.525,26.652,131.869,8.651,118.952,88.413,63.633,113.047,27.541,84.502,384.545,246.958,106.594,9.256,21.214,156.477,55.852,5.562,5.124,39.754,223.953,390.164,3.162,46.74,28.1,-28.913157,23.3883,-14.425734,-14.579786
4474,12819,1404,552.46,67.186,23.816,30.691,50.151,1.0,18.681,38.149,16.014,131.903,349.23,21.195,167.328,2.114,15.253,3.381,1.0,68.478,32.505,62.163,163.586,1.0,104.171,25.118,39.045,126.223,122.134,89.911,1.0,91.259,70.249,79.292,6.236,17.986,26.151,103.576,422.487,24.81,10.288,35.045,32.328,527.342,135.568,62.858,1.0,6.717,369.51,4.244,1.0,62.591,-21.176447,-2.4638367,3.5658884,21.101404
4475,17635,4190,130.19,59.947,12.408,86.579,48.923,28.0,102.668,44.173,5.62,183.576,162.766,10.425,485.52,5.455,30.802,141.503,1.0,7.583,234.744,61.031,6.42,1.0,18.615,714.39,360.591,148.485,144.936,82.918,101.556,163.055,83.872,94.95,62.783,50.897,133.798,313.188,196.033,98.312,44.345,188.246,249.3,155.051,1.0,410.291,11.765,358.296,296.678,69.114,1.0,12.086,19.881882,28.128462,-16.517696,-6.479121
4477,3215,7211,81.3,260.575,40.113,65.621,200.063,3.077,93.827,38.149,6.775,212.283,835.764,9.078,34.059,77.846,37.28,55.772,7.727,121.143,780.484,101.806,337.011,3.362,192.244,248.529,544.682,499.109,15.251,239.761,25.046,6.128,259.832,21.878,208.34,101.855,104.622,259.67,581.764,22.74,54.665,95.687,57.854,645.215,509.623,195.851,88.197,15.292,357.553,95.062,33.226,28.1,-38.062004,-33.83567,24.256296,-3.295629
4478,7060,10827,541.23,95.109,14.038,84.832,99.303,123.538,319.265,99.394,24.098,211.134,225.744,10.425,152.865,91.211,47.646,23.623,2.682,15.812,346.534,99.541,2.807,1.0,43.778,219.333,356.909,147.093,56.579,181.819,15.209,77.925,222.369,50.063,62.783,34.972,80.477,245.175,331.472,189.412,43.313,45.684,154.157,152.717,1.0,219.563,19.301,8.146,457.561,64.789,9.316,42.882,53.0547,10.032831,-36.25544,4.3111887
4479,22438,17178,94.37,4.102,1.0,70.86,67.354,66.423,7.631,77.306,12.549,251.324,28.167,15.81,105.342,114.599,1.0,87.921,6.045,14.166,339.42,123.327,1.0,5.723,1.0,239.643,349.545,176.312,40.903,45.955,19.581,98.438,58.897,26.053,85.821,22.233,55.326,785.929,668.445,162.496,3.064,54.195,786.509,1.0,3.281,195.851,160.323,1.0,430.385,217.234,21.791,179.613,35.873184,-1.5970478,-24.03829,-20.978394
4480,14090,13782,229.96,150.953,5.889,65.621,134.937,97.577,20.892,103.41,7.929,165.203,234.388,10.425,88.813,11.023,32.097,117.689,2.682,84.936,113.807,107.469,427.336,2.181,68.942,119.052,213.318,176.312,75.106,213.787,120.137,116.9,113.388,50.063,123.519,30.726,129.773,334.372,305.467,202.87,14.416,29.725,240.017,223.908,137.849,55.641,1.0,313.991,280.372,35.597,5.158,141.427,-37.634117,-0.7724495,-9.602515,-10.129082
4481,7012,569,306.15,42.366,10.778,13.226,175.487,5.154,3.21,13.048,31.028,142.238,730.801,2.346,11.331,3.227,69.673,1.0,1.0,101.394,25.391,53.102,109.391,1.0,1.0,78.432,35.364,167.964,197.665,168.832,1.0,87.156,4.406,117.915,3.094,25.418,44.26,3.23,438.74,74.502,10.288,46.748,1.0,240.246,101.356,1.0,1.0,5.288,354.292,1.0,1.0,39.186,-38.251827,-51.292603,32.80428,3.4903057
4482,16361,2901,82.29,28.922,7.519,35.93,45.236,29.038,235.279,80.318,6.775,283.476,243.032,15.81,203.486,5.455,15.253,20.051,1.0,15.812,132.1,87.082,1.0,1.0,73.975,127.938,100.409,105.352,59.429,161.839,5.372,131.26,155.391,50.063,7.283,51.959,78.465,193.887,243.707,195.624,18.544,14.831,235.376,150.383,14.685,341.217,12.842,289.695,353.205,17.218,2.04,93.386,13.35075,13.187309,-14.9549465,14.054538
4483,18849,7912,263.51,282.292,87.374,63.874,166.886,1.0,12.051,120.478,6.775,146.831,225.744,10.425,16.496,17.706,37.28,93.875,1.0,124.435,104.66,25.918,443.595,1.0,96.622,119.052,329.909,133.18,169.163,229.771,89.533,36.898,94.089,130.442,159.123,68.945,145.87,166.013,262.127,23.775,44.345,31.853,70.617,507.502,311.192,110.282,1.0,248.249,490.173,11.812,1.0,1.0,-41.162346,-6.380803,18.066069,-13.143653
4484,23591,13978,248.3,8.239,4.259,63.874,46.465,69.538,3.21,90.358,33.338,172.093,380.101,9.078,44.39,58.913,2.296,28.386,1.0,7.583,218.483,126.724,4.613,22.255,11.065,186.329,406.0,35.784,18.101,102.898,2.093,75.874,52.085,67.809,24.038,32.849,90.538,263.015,357.476,150.074,13.384,32.917,107.746,162.054,5.562,41.207,2.077,3.858,302.113,55.058,4.119,105.704,2.3366318,-13.655476,-11.435343,-0.68268406
4486,5183,1077,512.52,55.811,111.819,32.437,181.631,2.038,1.0,7.024,32.183,122.717,659.179,3.693,73.316,8.796,3.591,3.381,1.0,175.455,281.492,42.908,183.458,1.0,11.065,100.011,73.409,401.713,40.903,244.756,1.0,7.154,40.733,93.906,20.896,59.39,27.157,47.828,510.252,15.493,16.48,79.728,2.16,234.411,197.151,22.65,1.0,6.717,342.334,1.0,1.0,68.75,-40.354847,-47.08847,29.891268,1.7673806
4487,16911,8001,404.21,185.081,61.299,105.79,74.727,1.0,104.878,103.41,171.927,164.055,62.743,15.81,51.622,41.094,38.576,2.191,1.0,43.791,226.613,63.296,250.298,1.0,89.073,129.207,231.727,109.526,52.304,188.812,1.0,115.875,120.199,118.959,22.991,43.465,77.459,219.531,297.883,7.211,40.217,22.278,165.76,106.035,119.603,173.17,1.0,9.575,482.564,6.406,1.0,7.159,5.7683945,-28.002653,-1.8018357,-7.6405706
4488,18042,11907,70.21,175.773,18.927,42.916,208.664,8.269,58.465,80.318,4.465,199.652,476.42,15.81,23.728,1.0,34.689,5.763,4.364,73.415,46.732,109.735,197.91,2.181,61.393,113.975,169.136,152.659,25.227,56.944,11.93,44.078,115.658,20.834,102.575,28.603,98.586,248.52,396.483,91.065,37.121,30.789,135.592,380.293,83.11,1.0,1.0,66.742,738.021,7.487,5.158,28.1,-15.8192005,-35.64399,12.316442,-2.3748498
4489,2797,5576,73.2,220.242,28.705,46.409,251.672,39.423,71.726,71.281,5.62,231.803,562.86,7.732,37.158,91.211,51.533,173.652,7.727,104.685,154.458,73.49,217.781,4.543,79.008,210.447,581.5,176.312,123.559,168.832,149.648,35.873,128.145,22.922,247.085,38.157,246.474,312.073,258.876,70.361,25.769,19.086,83.38,487.662,160.658,1.0,65.591,273.974,598.878,71.276,68.57,2.232,-54.48233,-2.0486393,25.821917,-17.637232
4490,16859,3236,143.55,41.332,18.927,67.367,101.76,28.0,217.597,50.197,81.844,187.021,304.775,17.156,307.828,58.913,286.058,4.572,1.0,10.875,282.509,79.153,1.0,1.0,53.844,144.44,199.818,76.134,55.154,287.713,1.0,164.081,167.878,412.292,10.425,44.527,78.465,28.874,203.617,171.813,34.025,36.109,139.073,184.228,1.0,451.529,2.077,8.146,306.461,2.081,1.0,124.181,21.440643,16.460377,-18.60428,12.8090515
