cell,x,y,area µm²,ATG7,ApoE,TMEM119,E_9,IBA1,PSD95,HLA-DR,Neurofilament,CD163,CD14,CD11b,CD34,AQP4,E_8,CD3e,CD68,P2Rx7,Vimentin,Synaptophysin,Olig-2,DAPI_1,CD45,Gal3,SMA,E_7,PCNA,MAP2,E_1,GFAP,CD8,CD44,A-Beta,CD31,E_4,E_5,NeuN,E_3,CD40,S100B,HLA-A,E_10,E_6,H2A.x,CD74,Claudin5,E_2,CollagenIV,CD11c,CD4,UMAP_1,UMAP_2,TSNE_1,TSNE_2
2238,3901,1512,234.65,21.958,5.086,312.306,73.355,335.806,8.085,63.371,412.833,7.148,109.301,139.834,54.068,75.951,2.031,12.364,144.933,359.393,19.77,4.217,104.014,292.433,278.386,6.968,2.207,88.111,174.564,4.161,14.29,51.264,11.461,177.36,66.591,8.465,32.219,27.464,2.224,18.27,82.76,228.723,73.655,363.981,34.208,22.0,139.106,5.718,66.972,10.165,44.795,71.99,-63.85228,-7.369684,8.55528,19.002989
2239,12271,9555,198.13,26.15,24.494,249.394,25.118,238.29,13.146,64.429,27.504,8.172,95.131,63.375,14.267,30.775,5.124,18.563,99.088,132.584,10.385,29.957,40.529,48.638,134.064,11.742,2.207,123.327,6.045,19.968,17.613,44.981,4.138,169.546,4.784,12.197,47.204,61.866,7.121,46.168,187.514,449.669,20.375,57.214,27.289,20.0,54.428,12.795,10.425,11.183,38.877,60.673,-26.475613,24.197056,4.3126063,1.5440993
2241,9878,8067,90.54,73.655,21.429,347.016,97.473,469.078,31.365,51.743,261.963,11.246,161.933,119.713,3.653,69.79,4.093,25.794,101.22,617.367,34.37,4.217,53.705,335.868,337.753,30.839,8.239,60.31,357.209,7.323,22.043,99.015,14.599,205.265,22.443,45.787,38.462,77.744,4.673,40.854,331.871,410.36,55.491,81.305,43.893,44.0,194.55,23.41,8.068,14.239,42.428,97.711,-39.143875,2.25669,10.874419,9.967471
2242,12011,12898,76.18,258.085,50.031,168.042,102.55,215.536,73.875,20.029,88.667,10.222,117.398,61.363,3.653,21.534,9.248,26.827,109.749,328.229,7.257,530.261,42.924,13.61,190.36,33.226,4.62,38.069,25.218,247.589,9.86,2.257,19.829,14.394,18.659,64.448,42.209,44.665,24.261,30.226,307.598,487.623,20.375,52.395,46.661,30.0,40.315,13.974,16.315,16.275,116.998,56.557,52.18197,26.467495,0.021665946,-20.781958
2243,14193,8216,140.99,121.159,23.472,351.355,31.465,319.553,21.243,25.314,60.124,9.197,151.812,100.598,3.653,62.603,3.062,20.629,55.375,160.286,5.171,194.043,12.978,15.011,228.232,4.581,2.207,204.878,21.182,111.649,3.215,66.343,3.092,105.923,1.0,4.732,25.975,76.421,8.346,23.584,177.294,291.076,24.007,70.063,77.101,25.0,36.283,4.538,2.178,14.239,30.591,64.788,-22.526981,22.375158,4.9463396,0.18439274
2244,6025,14626,51.73,1.0,32.666,214.684,6.078,409.485,18.207,7.343,13.233,2.025,143.714,28.163,1.0,12.294,8.217,6.165,9.529,1.0,23.942,337.217,4.594,400.32,151.464,2.194,2.207,104.792,3.018,7.323,9.86,48.751,1.0,5.465,8.568,52.007,30.97,48.634,1.0,42.182,1.0,324.963,32.484,36.334,63.265,22.0,41.323,5.718,24.561,9.147,2.184,27.75,73.04341,-14.487097,-17.513649,-9.828289
2245,9591,4957,97.93,90.421,8.15,331.831,112.705,361.81,23.267,49.629,567.78,12.271,110.313,120.719,47.434,107.779,8.217,27.86,88.426,324.766,30.198,1.0,78.86,37.429,315.235,17.71,9.446,47.336,117.045,4.161,25.366,104.042,10.415,251.029,27.489,43.299,64.686,76.421,7.121,40.854,317.818,402.227,68.811,168.035,50.812,25.0,85.678,31.666,29.274,17.294,51.897,126.518,-29.973965,-2.7039871,15.27804,8.468768
2246,11175,8551,111.14,75.052,18.365,356.779,82.24,267.544,21.243,73.943,231.382,10.222,153.836,61.363,7.633,27.695,5.124,23.728,56.441,371.513,22.899,2.609,53.705,43.034,219.019,12.935,5.826,152.981,27.236,1.0,17.613,50.008,8.323,184.057,13.614,29.614,49.701,93.623,4.673,47.496,265.441,414.426,32.484,73.275,103.391,23.0,97.775,15.153,22.205,13.22,50.713,81.249,-22.489304,13.360731,9.037702,2.0769384
2247,15150,13582,72.49,16.369,104.169,1.0,23.849,353.142,16.182,10.514,1.0,11.246,21.243,11.06,205.311,9.214,54.61,29.927,19.125,1.0,268.999,4.217,18.968,128.502,1.0,51.129,23.924,523.668,48.427,7.323,107.324,18.592,7.276,2.116,69.114,157.755,210.79,313.27,3.449,144.473,211.786,118.928,189.902,58.82,281.882,20.0,34.266,233.353,123.519,205.688,38.877,38.038,-22.243917,-110.68451,-24.62294,22.05811
2248,17269,3238,113.13,87.627,39.816,325.322,46.698,254.542,9.097,33.771,237.498,9.197,56.669,93.556,63.355,88.271,3.062,22.695,41.514,323.035,3.086,95.913,34.54,72.457,146.346,4.581,2.207,56.603,35.309,64.228,7.645,31.158,1.0,113.736,2.261,5.976,24.726,59.22,21.813,6.314,100.645,422.559,14.32,26.698,39.742,13.0,52.412,4.538,6.89,8.128,29.408,49.355,-16.798826,15.638565,8.152754,-0.21279685
2249,14414,6506,151.23,72.257,17.344,370.879,69.546,215.536,8.085,43.286,251.769,11.246,117.398,72.429,52.741,47.202,8.217,19.596,141.734,217.421,32.284,12.261,22.561,24.819,138.158,11.742,7.033,143.714,8.064,48.421,34.226,55.034,4.138,137.177,7.307,14.685,48.452,89.653,3.449,36.868,211.786,339.874,26.429,63.638,46.661,21.0,47.371,17.512,15.137,11.183,24.673,73.019,-23.071747,17.359627,6.886733,1.4212762
2250,8021,3725,75.75,112.776,105.19,98.622,100.011,229.621,20.231,153.229,17.31,16.369,239.869,386.314,259.705,98.539,10.279,27.86,69.235,567.158,541.169,1.0,338.791,443.755,408.379,408.0,2.207,45.482,247.218,1.0,8.753,91.475,15.645,171.779,32.534,193.833,34.716,55.25,7.121,68.751,365.086,268.033,266.189,651.474,61.881,28.0,15.113,249.865,83.465,348.257,32.959,170.758,-14.347953,-85.697235,-12.687045,21.149073
2251,2627,4421,80.3,315.371,28.58,222.277,174.905,263.21,68.815,47.514,202.839,11.246,170.03,179.069,11.614,69.79,9.248,21.662,64.97,323.035,2.043,477.174,46.518,340.072,365.389,45.161,3.413,21.388,146.309,225.459,3.215,82.679,22.968,22.208,19.92,48.275,22.229,20.848,32.831,18.27,330.593,400.871,20.375,95.76,13.453,35.0,171.364,4.538,26.917,21.367,86.223,97.711,34.15303,30.349045,7.149311,-17.91209
2252,22419,3482,276.3,361.478,68.417,387.15,183.79,274.046,50.596,29.543,286.429,6.123,119.422,107.64,1.0,66.71,8.217,23.728,44.713,392.289,6.214,599.435,17.77,134.107,288.622,39.194,1.0,30.655,127.136,257.073,2.108,58.804,10.415,1.0,1.0,28.37,15.985,19.525,45.074,7.642,176.017,449.669,7.055,33.122,25.906,28.0,76.605,1.0,4.534,12.202,118.181,54.499,24.03735,39.52127,13.720386,-15.247328
2254,21787,6873,92.24,415.969,46.966,315.56,181.252,257.793,52.62,30.6,133.52,11.246,142.702,98.586,1.0,67.737,14.402,20.629,21.257,324.766,15.599,382.261,33.342,3.802,259.962,54.71,5.826,64.017,78.7,228.62,7.645,38.698,22.968,6.581,4.784,47.031,25.975,45.988,14.467,24.912,287.159,503.889,13.109,82.912,25.906,35.0,39.307,11.615,9.246,19.33,140.671,34.952,42.982124,31.048355,2.8640857,-20.245571
2256,14364,8641,168.42,161.678,27.558,241.801,73.355,210.118,36.426,30.6,131.482,10.222,109.301,66.393,4.98,90.325,7.186,28.893,131.073,269.362,17.685,256.783,30.946,51.44,121.781,28.452,3.413,106.646,18.155,86.358,19.828,134.2,10.415,91.412,11.091,25.882,49.701,80.391,16.915,55.467,234.781,385.961,16.742,66.85,96.472,24.0,86.686,10.436,21.027,14.239,48.346,55.528,14.6910095,8.920509,6.0946527,-3.430331
2257,456,2427,46.62,121.159,5.086,106.215,59.391,235.039,4.036,15.8,270.118,7.148,33.389,44.26,12.94,108.806,1.0,11.331,12.728,691.816,28.113,1.0,66.881,33.226,123.828,18.903,1.0,99.232,40.355,1.0,1.0,60.06,2.046,256.61,24.966,1.0,10.99,14.232,2.224,11.628,27.827,207.035,5.844,521.379,34.208,13.0,11.081,1.0,21.027,15.257,10.469,52.442,-77.72343,-9.4109745,12.893809,25.049812
2258,10556,5288,131.47,75.052,6.107,428.368,80.971,370.478,13.146,27.429,294.584,11.246,125.495,108.647,31.514,29.748,4.093,21.662,134.271,418.26,12.471,1.0,157.917,305.043,291.693,6.968,5.826,76.991,116.036,1.0,19.828,39.955,14.599,198.568,11.091,38.323,25.975,59.22,3.449,22.255,282.049,352.073,56.702,54.002,28.673,26.0,61.484,18.692,15.137,12.202,25.857,99.768,-37.43095,5.1455803,10.058305,8.804327
2259,9059,9018,100.34,326.548,47.988,313.391,187.598,295.716,73.875,55.971,210.994,12.271,187.237,147.882,2.327,87.245,7.186,25.794,37.25,511.754,10.385,340.435,50.112,5.203,412.473,49.935,5.826,71.43,76.682,187.522,12.075,101.528,18.783,90.296,18.659,54.496,37.214,47.311,15.691,27.569,344.646,495.756,25.218,76.487,53.579,35.0,48.379,11.615,11.603,20.349,93.325,61.701,13.266808,22.428032,11.152984,-8.253496
2260,12214,14262,148.67,248.305,35.73,99.707,111.436,254.542,44.523,25.314,33.62,16.369,121.447,59.35,4.98,32.828,8.217,26.827,67.102,300.527,8.3,255.174,48.914,138.31,196.501,46.355,2.207,54.75,81.727,133.778,3.215,60.06,21.921,22.208,12.352,20.905,25.975,28.787,14.467,14.285,366.363,467.29,26.429,62.032,35.591,29.0,87.694,5.718,4.534,22.385,112.263,56.557,43.398903,12.814096,-0.6184136,-16.047283
2261,8944,5598,158.19,65.271,4.064,309.052,56.853,330.388,21.243,26.371,469.918,13.295,101.204,85.508,44.781,115.993,5.124,27.86,67.102,368.05,48.969,1.0,90.838,362.489,225.161,30.839,10.652,54.75,140.255,4.161,44.194,109.068,9.369,311.304,61.545,53.252,32.219,104.208,5.897,43.511,227.116,308.697,82.131,637.019,34.208,32.0,98.783,26.948,131.765,13.22,37.693,83.307,-67.44322,-14.894165,7.6507173,21.598337
2262,23467,1118,67.37,639.522,101.104,14.016,160.942,243.707,21.243,8.4,66.241,41.985,658.903,371.224,355.227,222.772,10.279,16.496,112.948,589.666,513.014,71.783,60.892,319.055,510.736,356.677,2.207,19.534,436.927,26.291,3.215,386.777,8.323,96.993,8.568,233.644,15.985,20.848,19.364,8.971,121.084,549.976,295.251,36.334,25.906,18.0,13.097,280.531,10.425,123.202,140.671,67.874,-2.3146648,101.85246,-22.188305,4.715879
2263,16243,6991,190.03,209.183,45.945,188.651,45.428,277.296,23.267,13.686,84.59,12.271,145.739,75.447,8.96,113.939,5.124,22.695,54.308,321.303,5.171,71.783,110.004,208.366,107.451,32.032,3.413,52.896,63.564,7.323,12.075,139.226,8.323,42.299,7.307,9.709,22.229,47.311,7.121,16.941,270.551,795.32,14.32,65.244,49.428,31.0,44.347,9.256,8.068,12.202,48.346,61.701,36.9006,7.312916,3.2571898,-5.070764
2264,1804,5084,87.27,343.315,183.844,18.355,162.211,237.206,22.255,14.743,19.349,12.271,187.237,795.773,708.127,61.577,29.867,33.026,74.566,245.123,616.251,57.304,111.201,440.952,743.085,357.871,1.0,13.974,288.591,13.646,2.108,46.238,31.336,67.972,16.136,294.604,14.736,28.787,20.588,11.628,611.642,366.984,487.785,66.85,10.686,30.0,14.105,464.527,15.137,274.936,133.569,43.182,-1.4832745,110.54532,-25.611086,4.6002984
2265,14547,3907,133.32,165.87,65.353,56.319,120.321,283.797,7.073,85.571,39.737,294.04,607.283,138.828,63.355,247.413,2.031,20.629,75.632,584.471,176.19,4.217,16.572,257.405,148.393,89.323,10.652,93.672,121.082,1.0,3.215,174.411,3.092,417.343,2.261,25.882,14.736,26.14,2.224,3.657,86.592,296.498,57.913,78.093,28.673,17.0,98.783,9.256,4.534,31.55,10.469,55.528,-35.426044,-11.793659,-2.312096,9.435193
2267,9755,3033,407.34,69.463,18.365,378.472,146.978,319.553,13.146,42.229,539.237,8.172,120.435,121.725,23.554,123.18,3.062,18.563,78.83,458.081,43.755,5.826,83.651,178.942,334.682,21.29,4.62,62.163,168.509,4.161,20.936,88.962,10.415,236.518,50.193,30.858,44.706,48.634,2.224,35.54,132.582,270.744,42.171,302.949,39.742,23.0,75.597,11.615,66.972,16.275,38.877,69.932,-71.3993,-5.4814568,11.279526,20.79153
2268,12234,7316,130.9,54.094,22.451,357.863,63.199,415.986,18.207,68.657,121.288,12.271,204.444,108.647,4.98,59.523,2.031,22.695,116.146,378.438,57.311,15.478,44.122,335.868,232.326,30.839,2.207,84.404,85.764,1.0,12.075,97.758,5.184,568.03,2.261,5.976,53.448,61.866,8.346,31.555,289.714,335.807,70.022,76.487,57.73,35.0,175.397,6.897,3.356,10.165,35.326,78.163,-35.64087,9.6241045,6.417779,6.294726
2269,11470,6222,49.89,84.832,18.365,287.358,88.587,347.725,30.353,29.543,433.22,12.271,95.131,72.429,18.247,73.897,7.186,28.893,172.653,451.156,63.568,1.0,48.914,234.987,157.606,23.677,10.652,86.258,144.291,1.0,36.441,100.272,9.369,338.093,23.705,53.252,43.457,92.299,4.673,42.182,222.006,337.163,44.593,74.881,38.359,33.0,75.597,38.743,25.739,16.275,27.04,61.701,-32.664684,2.639267,12.300035,7.8999043
2270,16712,9110,230.53,408.983,148.092,12.932,18.771,298.966,5.049,7.343,13.233,584.006,626.514,115.689,124.382,43.096,10.279,28.893,39.382,191.451,170.976,10.652,16.572,145.316,8.165,117.968,144.576,141.861,10.082,1.0,2.108,246.038,5.184,19.975,2.261,19.661,24.726,27.464,15.691,7.642,251.389,426.626,112.404,76.487,45.277,20.0,3.016,65.87,5.712,102.835,34.142,63.759,8.645084,-46.342533,-9.388298,8.628386
2271,145,2935,129.48,364.273,231.853,1.0,30.196,378.063,3.024,12.629,1.0,312.483,472.666,588.529,280.932,8.187,9.248,6.165,75.632,212.227,426.461,1.0,62.09,489.992,571.126,318.484,1.0,41.776,268.409,1.0,1.0,66.343,9.369,63.507,3.523,152.778,4.746,18.201,5.897,3.657,344.646,211.102,512.004,107.003,81.252,7.0,14.105,265.198,10.425,119.128,8.102,89.48,1.3735428,105.385956,-22.96455,5.1420603
2272,14513,5646,83.0,206.389,47.988,294.951,93.665,243.707,12.134,65.486,225.265,9.197,137.641,96.574,30.187,47.202,7.186,19.596,142.8,515.217,35.412,1.0,32.144,134.107,189.336,48.742,4.62,80.698,61.545,1.0,33.119,139.226,7.276,381.625,7.307,19.661,25.975,125.379,3.449,36.868,165.797,360.206,26.429,86.124,27.289,80.0,82.654,21.051,19.849,14.239,62.55,71.99,-23.945673,6.106739,12.655254,3.9282503
2274,14007,14750,37.66,2.397,660.871,1.0,14.963,209.035,15.17,2.057,1.0,6.123,7.073,3.012,117.749,12.294,106.158,11.331,9.529,1.0,365.979,13.87,1.0,110.288,1.0,30.839,14.272,251.213,2.009,10.484,104.001,53.777,6.23,1.0,79.205,114.212,155.845,227.264,4.673,160.415,16.33,166.37,211.698,18.667,167.039,16.0,7.048,301.762,58.725,188.376,2.184,4.087,-17.923426,-111.08296,-25.107746,24.829865
2275,12948,9573,182.92,5.192,12.236,303.629,27.657,366.144,19.219,47.514,88.667,8.172,88.046,74.441,1.0,18.454,5.124,17.529,31.919,58.135,2.043,102.348,29.748,208.366,121.781,5.774,2.207,64.017,138.236,61.066,9.86,22.362,6.23,93.645,3.523,8.465,42.209,63.189,9.57,16.941,214.341,417.137,10.687,39.547,34.208,25.0,105.84,9.256,3.356,9.147,16.387,55.528,-27.148209,26.328789,3.4409652,1.5654908
2276,19670,2000,132.61,322.357,68.417,450.062,160.942,318.47,53.632,53.857,314.971,5.098,147.763,128.767,18.247,57.47,8.217,9.265,51.11,527.336,1.0,662.174,3.396,44.435,329.565,16.516,2.207,28.801,120.073,589.019,3.215,71.37,14.599,9.93,2.261,32.102,19.731,22.171,48.746,20.927,119.807,404.938,8.265,37.941,23.139,14.0,69.549,2.179,8.068,11.183,109.896,29.807,22.051182,45.608257,16.266562,-18.342354
2279,15810,15616,264.93,122.557,45.945,137.671,27.657,265.377,26.304,10.514,74.396,2.025,108.289,38.224,1.0,12.294,8.217,4.099,29.787,42.553,4.128,324.348,1.0,93.474,140.205,2.194,3.413,47.336,38.336,225.459,14.29,34.928,1.0,1.0,22.443,23.394,38.462,36.726,4.673,42.182,1.0,318.186,20.375,10.637,39.742,15.0,49.387,5.718,13.959,7.11,55.448,14.375,80.9802,-17.40171,-19.130281,-12.981688
2280,9747,1400,438.04,333.534,50.031,290.612,276.455,264.294,69.827,31.657,392.445,7.148,172.055,78.465,2.327,58.496,14.402,13.397,34.051,404.409,3.086,456.261,29.748,96.276,263.033,51.129,4.62,41.776,149.336,370.883,14.29,27.389,27.152,7.697,28.75,73.157,28.472,38.049,23.037,19.598,133.859,525.577,40.96,97.367,45.277,24.0,74.589,5.718,19.849,18.312,105.161,53.471,16.932766,42.795235,15.878859,-15.434145
2281,22728,9253,57.7,238.524,128.684,6.423,87.318,251.292,34.401,10.514,1.0,10.222,336.024,779.677,294.199,75.951,24.712,33.026,133.205,87.568,611.037,87.87,57.299,491.393,648.917,242.097,5.826,62.163,650.855,4.161,20.936,12.309,26.106,156.152,16.136,187.613,23.477,28.787,19.364,35.54,370.196,341.229,257.713,44.365,20.371,51.0,15.113,317.094,13.959,339.092,148.956,43.182,1.2347946,109.247345,-25.563967,5.3839617
2282,14543,4251,47.76,182.636,36.752,307.967,224.41,200.367,20.231,12.629,394.484,8.172,124.483,84.502,4.98,129.34,5.124,21.662,20.191,697.01,60.439,1.0,45.32,16.412,165.794,39.194,3.413,56.603,35.309,1.0,9.86,126.66,7.276,277.818,6.045,12.197,27.224,38.049,3.449,15.613,132.582,234.145,33.695,105.397,41.126,19.0,18.137,13.974,9.246,11.183,4.551,57.586,-17.818169,2.530056,15.459849,2.211153
2283,10987,5015,171.12,116.968,24.494,382.811,78.432,369.395,24.28,51.743,402.639,81.945,304.647,108.647,11.614,86.218,6.155,23.728,87.36,324.766,36.455,1.0,53.705,314.851,257.915,26.065,11.859,91.818,221.991,1.0,40.871,117.864,10.415,318.001,30.011,58.228,64.686,81.714,4.673,34.211,232.226,288.365,88.185,74.881,41.126,22.0,87.694,32.845,35.164,11.183,41.244,70.961,-39.050278,0.2328186,11.379818,10.361411
2284,11666,14705,116.83,154.692,46.966,137.671,101.281,233.956,31.365,13.686,33.62,3.049,143.714,62.369,1.0,3.053,11.31,8.232,19.125,141.241,1.0,406.391,1.0,61.248,245.632,3.387,2.207,41.776,8.064,155.908,9.86,16.079,1.0,1.0,12.352,39.567,20.98,19.525,16.915,35.54,1.0,338.518,7.055,42.759,25.906,15.0,54.428,4.538,13.959,8.128,82.672,31.865,79.95984,-23.680622,-17.553564,-14.548556
2285,14395,7806,48.89,1.0,838.607,1.0,22.579,385.648,64.766,22.143,1.0,83.994,239.869,31.181,275.625,1.0,114.406,31.993,34.051,1.0,232.501,1.0,10.583,97.677,1.0,160.935,23.924,356.859,51.455,1.0,90.711,1.0,22.968,21.092,46.409,90.574,232.019,249.758,3.449,189.641,223.284,7.777,155.996,118.246,245.907,19.0,48.379,182.636,18.671,48.862,42.428,67.874,-14.453316,-111.56048,-24.641478,25.980984
2286,17813,12730,139.14,238.524,98.04,181.059,93.665,161.36,48.571,18.971,37.698,10.222,165.982,63.375,31.514,74.924,11.31,23.728,15.926,139.51,48.969,448.217,34.54,10.808,146.346,65.452,5.826,43.629,4.027,149.585,5.43,27.389,20.875,9.93,17.398,52.007,35.965,45.988,14.467,22.255,297.379,498.467,30.062,44.365,32.824,26.0,23.178,32.845,10.425,39.697,85.039,28.779,55.749023,20.03083,-2.8636074,-19.722662
2288,8459,6589,59.41,1.0,490.285,4.254,39.081,378.063,55.657,29.543,1.0,22.517,97.155,18.103,441.462,34.882,62.858,36.125,34.051,91.031,285.684,1.0,95.629,396.116,5.094,632.387,13.065,141.861,231.073,1.0,61.915,24.875,31.336,69.088,14.875,156.511,85.915,69.805,25.485,68.751,394.468,193.48,447.825,73.275,67.416,31.0,25.194,386.682,22.205,260.679,120.549,63.759,-10.644848,-99.71962,-18.049406,25.456652
2289,18469,9411,111.43,312.576,52.074,242.886,64.469,180.863,46.547,21.086,127.404,10.222,140.678,57.338,4.98,35.909,9.248,23.728,19.125,227.809,11.428,391.913,23.759,153.722,128.946,75.0,4.62,93.672,30.264,276.041,7.645,131.687,16.691,6.581,8.568,40.811,25.975,43.342,100.165,19.598,246.279,468.646,14.32,87.73,28.673,66.0,24.186,8.077,3.356,12.202,145.405,34.952,52.419018,24.402714,-1.1328675,-20.863394
2290,15317,6537,131.19,105.79,32.666,298.205,145.709,241.54,30.353,34.829,196.722,10.222,120.435,62.369,2.327,149.875,6.155,23.728,88.426,497.903,19.77,142.565,36.935,12.209,127.922,42.774,4.62,67.724,15.127,73.712,23.151,124.147,9.369,98.109,12.352,12.197,42.209,64.513,4.673,27.569,297.379,582.507,31.273,66.85,66.032,22.0,58.46,10.436,16.315,13.22,17.571,53.471,-3.4328442,12.748817,10.721971,-1.8553396
2291,7091,3762,130.19,76.449,7.129,382.811,105.089,296.799,17.195,78.171,431.182,8.172,214.565,158.949,22.227,114.966,2.031,20.629,219.565,518.679,24.984,1.0,88.442,87.87,413.497,18.903,7.033,30.655,146.309,13.646,20.936,78.909,11.461,198.568,72.898,66.936,55.945,52.604,3.449,47.496,195.179,364.273,108.771,487.651,60.497,22.0,80.638,24.589,102.314,13.22,64.917,114.172,-72.424675,-15.203995,9.302714,22.880516
2293,7148,6947,71.63,16.369,173.629,7.508,54.314,282.714,29.34,30.6,5.078,18.418,59.705,30.175,434.829,53.363,64.92,41.291,24.456,37.359,170.976,2.609,40.529,117.293,8.165,205.097,23.924,273.455,168.509,1.0,106.216,13.566,20.875,14.394,60.284,175.172,192.059,200.8,12.018,213.553,200.289,194.836,176.582,107.003,160.12,28.0,46.363,333.607,107.026,269.844,50.713,119.316,-18.088503,-107.90758,-23.328146,23.302525
2294,12007,10180,146.25,72.257,30.623,192.99,74.624,177.613,22.255,39.057,90.706,9.197,137.641,68.405,20.9,104.699,3.062,20.629,27.654,378.438,62.525,62.13,45.32,15.011,114.616,57.097,4.62,88.111,4.027,57.905,18.721,105.298,8.323,254.378,11.091,18.417,55.945,64.513,4.673,48.824,206.676,396.805,34.905,89.336,32.824,22.0,26.202,13.974,11.603,14.239,5.735,52.442,-22.32584,15.711506,7.6538706,1.2079629
2295,15857,1122,118.96,333.534,63.31,281.935,160.942,326.054,24.28,30.6,143.714,5.098,227.723,138.828,16.92,113.939,4.093,12.364,74.566,364.588,11.428,473.957,15.374,220.976,267.127,28.452,3.413,10.267,266.391,95.842,5.43,75.14,18.783,2.116,7.307,30.858,34.716,14.232,51.195,14.285,85.315,558.109,34.905,33.122,32.824,24.0,110.88,6.897,9.246,27.477,130.018,58.615,22.44962,30.175339,10.393842,-12.9573765
2296,162,6598,172.4,410.38,69.439,42.218,102.55,323.887,60.717,42.229,11.194,653.68,327.927,229.372,133.669,94.432,14.402,26.827,40.448,385.364,142.82,248.739,53.705,365.292,254.844,217.032,7.033,127.033,135.209,61.066,10.968,101.528,13.553,13.278,35.057,101.771,27.224,51.281,32.831,20.927,430.238,596.062,198.378,129.489,78.485,24.0,58.46,78.844,56.369,458.239,115.814,133.72,7.1971188,-43.38217,-7.562763,7.760699
2297,25459,3160,340.4,277.646,39.816,596.495,244.72,536.256,80.96,45.4,131.482,8.172,158.897,129.773,1.0,167.329,16.464,27.86,98.021,392.289,10.385,321.13,50.112,127.101,439.086,45.161,3.413,19.534,210.891,136.94,6.538,111.581,21.921,21.092,4.784,59.472,19.731,31.433,15.691,12.956,242.446,272.099,26.429,28.304,20.371,43.0,104.831,2.179,9.246,15.257,217.608,78.163,27.647236,28.941368,9.448883,-15.96388
2298,12918,16576,68.22,109.982,44.923,97.537,16.233,290.298,11.122,4.171,19.349,2.025,193.31,31.181,11.614,9.214,4.093,6.165,16.993,35.627,3.086,285.739,4.594,16.412,138.158,8.161,2.207,39.922,1.0,149.585,8.753,73.883,1.0,1.0,7.307,14.685,24.726,28.787,36.504,22.255,1.0,387.316,4.633,21.879,35.591,11.0,16.121,3.359,3.356,5.073,28.224,44.211,78.00319,-17.396608,-18.16832,-12.175074
2299,10335,2008,193.58,297.207,36.752,401.251,172.366,437.656,49.584,41.171,204.878,9.197,194.322,162.973,166.837,119.073,13.372,12.364,127.874,477.127,87.552,356.522,59.694,251.801,346.965,116.774,7.033,54.75,190.709,146.424,17.613,75.14,24.014,14.394,45.148,124.164,32.219,28.787,15.691,27.569,105.754,449.669,103.927,70.063,64.648,26.0,87.694,120.125,26.917,112.0,106.345,60.673,21.652649,26.175774,8.671232,-11.555106
2300,22258,10265,74.62,3.794,131.748,1.0,11.155,446.324,15.17,12.629,1.0,21.492,100.191,804.828,54.068,1.0,59.765,33.026,85.227,1.0,219.987,1.0,26.155,341.473,763.556,151.387,50.467,358.712,379.409,1.0,92.926,1.0,21.921,61.275,32.534,74.401,145.855,179.629,7.121,205.582,184.959,1.0,67.6,34.728,125.529,45.0,26.202,78.844,66.972,16.275,31.775,37.009,9.706993,107.616295,-27.074947,8.952129
2301,13667,10763,144.83,481.638,116.426,2.085,96.203,630.522,46.547,118.343,64.202,187.48,598.173,267.601,64.681,63.63,27.805,27.86,156.661,224.347,478.601,263.217,76.464,156.525,674.506,385.323,10.652,112.206,342.073,206.491,36.441,62.574,22.968,171.779,40.102,211.25,34.716,59.22,10.794,63.438,379.138,322.252,318.258,60.426,16.22,27.0,41.323,258.122,9.246,197.541,157.242,98.739,-2.524292,96.85701,-20.596813,4.769395
2302,12492,8167,71.21,10.78,2.021,289.528,2.269,295.716,2.012,28.486,9.155,12.271,56.669,62.369,2.327,3.053,2.031,20.629,15.926,11.388,18.728,1.0,1.0,351.281,91.074,3.387,1.0,138.154,48.427,1.0,6.538,23.619,1.0,287.864,1.0,1.0,73.427,129.348,3.449,31.555,80.205,430.692,4.633,57.214,56.346,29.0,88.702,1.0,2.178,6.092,18.755,45.24,-29.961044,25.538857,3.7187667,2.69952
2303,18181,13892,112.42,27.547,326.85,1.0,47.967,146.191,15.17,14.743,1.0,35.837,276.307,617.704,409.622,9.214,32.96,40.257,87.36,1.0,519.27,1.0,51.309,219.575,409.403,287.452,144.576,73.284,108.973,1.0,34.226,34.928,24.014,69.088,21.182,146.558,72.179,63.189,14.467,58.124,444.29,190.769,294.04,37.941,89.554,23.0,21.161,427.963,18.671,110.982,60.182,49.355,4.5241795,108.00483,-26.042276,7.2510653
2305,21900,11144,122.09,694.013,60.245,4.254,94.934,964.244,38.45,57.029,3.039,603.474,909.918,225.347,414.928,174.516,22.65,36.125,450.923,52.941,595.395,219.783,106.41,298.038,802.452,663.419,3.413,39.922,559.027,10.484,6.538,34.928,26.106,147.222,17.398,161.487,15.985,30.11,14.467,12.956,511.997,398.16,266.189,29.91,13.453,43.0,71.565,236.891,6.89,188.376,150.14,119.316,-3.5343475,96.32785,-20.384846,3.9241643
2306,17528,4942,41.22,19.164,457.598,1.0,28.926,295.716,21.243,14.743,1.0,17.394,73.875,12.066,470.649,24.615,99.972,34.059,19.125,2.731,330.524,1.0,30.946,75.259,1.0,250.452,11.859,188.197,154.382,1.0,75.205,39.955,17.737,14.394,12.352,157.755,52.199,137.287,3.449,96.649,227.116,94.529,488.996,47.577,99.24,17.0,24.186,473.962,31.63,390.009,35.326,33.923,-12.100571,-108.758194,-22.66534,25.939928
