class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,Neurofilament,CD3e,CD45,CD4,NeuN,ATG7,A-Beta,S100B,IBA1,CD68,MAP2,CD31,HLA-A,GFAP,CD11b,SMA,DAPI_1,GalMac3,CollagenIV,CD14,PSD-95,CD11c,CD34,Synaptophysin,AQP4,P2Ry12,CD40,Claudin5,HLA-DR,Trem2,iNOS,CD163,CD74,ApoE,H2A.x,PCNA,TMEM119,CD44,P2Rx7_Park7,CD8,Vimentin,UMAP_1,UMAP_2,TSNE_1,TSNE_2
diffuse,1001878,2241,7437,248.65,94.33,0.35,0.78,249.532,157.832,510.799,194.285,23.2,558.759,483.276,178.651,354.238,49.757,316.656,126.445,23.349,275.429,110.325,19.297,43.382,275.352,11.142,249.64,320.904,360.849,7.796,139.323,443.153,527.669,278.917,5.229,40.421,18.615,118.88,23.658,36.278,233.536,76.396,728.272,518.554,4.457,558.738,701.087,28.495,38.311077,32.220062,12.418414,13.711881
diffuse,1001879,664,7454,524.1,208.51,0.15,0.68,137.449,154.61,598.34,110.673,78.7,499.545,577.226,5.614,144.503,17.598,497.031,138.99,15.527,22.717,96.502,22.956,43.382,138.176,12.156,128.28,216.14,220.675,1.0,180.308,100.734,293.594,298.947,8.4,39.383,17.356,92.684,19.538,21.846,68.729,63.83,730.936,524.572,1.0,585.617,698.465,10.165,41.614918,32.52337,8.424437,9.857037
diffuse,1001880,4928,7435,227.12,115.07,0.22,0.64,381.107,153.535,613.789,68.324,86.1,331.453,555.304,3.307,288.006,37.308,278.5,132.147,6.587,62.204,107.811,8.319,49.436,159.051,14.185,144.56,227.365,198.708,1.0,188.846,69.151,255.975,168.752,3.114,45.607,3.516,73.633,17.478,39.485,72.115,51.264,539.128,524.572,1.0,578.897,803.346,5.583,37.408566,23.44404,7.613731,7.396068
diffuse,1001881,1256,7468,465.4,157.41,0.24,0.78,59.478,137.423,418.108,78.097,60.2,396.398,533.382,5.614,299.044,13.449,247.281,124.164,19.997,54.306,102.785,19.297,55.491,135.194,8.099,135.68,246.073,150.588,1.0,175.185,74.138,268.515,296.444,6.286,39.383,13.582,99.828,17.478,36.278,52.925,57.547,635.032,482.446,1.0,482.581,729.929,33.078,34.060444,32.71108,5.505894,9.360062
diffuse,1001882,10296,7529,1282.86,407.69,0.1,0.51,498.063,123.458,438.706,109.587,93.5,577.86,555.304,10.229,105.867,14.486,448.469,99.075,15.527,62.204,73.883,15.637,37.327,93.445,13.171,147.52,208.657,202.892,1.0,643.092,133.978,168.197,203.805,7.343,27.972,11.065,70.061,15.419,17.035,70.986,44.981,464.536,395.184,1.0,592.336,590.961,28.495,21.62513,-41.66546,14.122304,-13.084555
diffuse,1001883,14264,7498,458.72,268.53,0.08,0.49,171.561,138.497,397.51,155.193,12.1,226.396,311.034,35.607,304.564,35.234,344.406,112.76,14.409,170.791,95.245,22.956,31.273,144.14,24.327,199.32,290.972,117.114,1.0,504.769,315.161,448.251,346.519,6.286,30.047,27.422,84.349,15.419,65.141,45.024,63.83,214.12,389.166,12.522,39.078,347.11,65.156,-5.4119415,-16.997692,-1.5046003,-14.4561405
diffuse,1001884,12819,7499,955.75,281.58,0.15,0.68,342.122,124.532,706.479,164.966,123.1,470.893,558.436,24.072,144.503,18.636,427.656,135.568,11.057,66.152,88.962,19.297,31.273,117.301,14.185,123.84,225.494,235.32,7.796,390.354,74.138,235.075,283.925,4.171,36.271,14.84,72.442,14.389,23.449,77.759,38.698,547.12,512.536,3.304,480.341,596.205,19.33,26.119865,-24.198927,13.660773,-5.4325333
diffuse,1001885,6649,7531,1071.08,348.97,0.11,0.53,449.332,133.126,590.616,83.526,115.7,310.442,567.831,3.307,409.431,32.121,389.5,129.866,15.527,38.512,145.509,11.978,243.182,138.176,12.156,144.56,218.011,230.09,7.796,255.446,17.622,230.895,171.256,8.4,68.43,8.549,85.54,21.598,94.005,58.569,145.509,467.2,735.205,1.0,572.177,753.528,5.583,50.101837,30.091675,13.607642,10.201799
diffuse,1001886,11967,7463,191.38,87.67,0.31,0.76,707.61,127.755,580.317,133.476,108.3,457.522,508.329,1.0,111.387,16.561,257.688,127.586,12.174,10.872,86.449,8.319,200.8,93.445,17.227,104.6,197.433,238.459,1.0,807.031,29.258,147.297,238.857,4.171,34.196,8.549,66.489,16.448,17.035,51.797,70.113,307.36,383.148,1.0,576.657,653.89,1.0,22.070435,-44.678104,15.844425,-13.047853
diffuse,1001887,9688,7550,2036.42,492.18,0.11,0.64,454.205,130.977,374.338,82.44,41.7,511.006,379.931,37.915,138.983,13.449,275.031,93.373,17.762,85.895,82.679,11.978,152.364,87.481,14.185,147.52,197.433,173.602,48.571,649.923,140.627,193.276,186.278,10.514,32.121,14.84,59.344,23.658,21.846,55.183,151.792,291.376,347.039,1.0,569.937,457.236,23.913,15.444523,-39.036922,11.004446,-14.222476
diffuse,1001888,13831,7495,671.28,246.21,0.14,0.57,176.434,130.977,477.327,141.077,86.1,468.983,530.251,77.136,166.58,15.523,524.781,123.024,9.94,85.895,68.857,22.956,43.382,129.23,12.156,147.52,236.719,158.957,1.0,257.154,233.712,293.594,223.835,3.114,25.897,19.873,76.014,14.389,25.053,67.6,63.83,403.264,428.283,1.0,115.235,381.197,37.661,11.017744,-17.78976,3.0206132,-13.699839
diffuse,1001889,1099,7514,1142.22,372.23,0.1,0.59,166.688,143.868,384.637,90.041,163.8,384.937,596.016,37.915,243.851,17.598,438.062,124.164,21.114,93.792,86.449,19.297,85.764,156.069,11.142,154.92,277.876,161.049,7.796,187.138,110.707,360.473,316.474,6.286,39.383,16.098,111.735,18.508,34.674,70.986,132.943,674.992,407.22,1.0,569.937,756.15,10.165,38.38443,33.43236,6.4683785,8.998617
diffuse,1001890,12910,7490,277.29,138.37,0.18,0.67,351.868,103.048,827.492,171.482,45.4,514.826,545.909,17.15,398.392,44.57,750.25,138.99,12.174,46.409,168.128,15.637,31.273,126.248,15.199,120.88,229.236,246.827,1.0,547.462,97.409,289.414,334.0,3.114,75.692,9.807,67.679,14.389,63.538,63.085,32.415,456.544,696.087,2.152,475.861,609.315,14.748,25.50782,-30.02877,17.960747,-5.781102
diffuse,1001891,5490,7485,236.36,102.2,0.28,0.72,507.81,119.161,549.42,70.496,137.9,287.52,389.326,5.614,199.696,24.86,587.219,140.13,4.352,28.64,87.706,8.319,73.655,138.176,11.142,135.68,244.202,197.662,1.0,211.046,74.138,243.435,176.263,5.229,42.495,7.291,95.066,19.538,39.485,50.668,82.679,461.872,524.572,1.0,478.101,774.504,5.583,32.090023,22.720997,6.333133,5.195501
diffuse,1001892,6524,7503,399.6,164.64,0.19,0.75,346.995,137.423,428.407,111.759,618.9,245.497,351.746,14.843,161.061,17.598,309.719,104.777,2.117,2.974,82.679,8.319,654.891,117.301,8.099,79.44,171.242,165.234,136.918,303.262,1.0,159.837,108.662,5.229,31.084,19.873,66.489,17.478,18.639,29.22,440.811,547.12,325.976,1.0,496.02,706.331,1.0,40.57892,14.951584,8.279518,14.724406
diffuse,1001893,13423,7528,1436.43,306.32,0.19,0.78,283.644,112.716,495.351,151.936,75.0,423.14,339.219,47.143,205.215,14.486,431.125,134.428,9.94,87.87,86.449,19.297,43.382,120.284,12.156,143.08,244.202,153.727,1.0,359.615,104.058,255.975,313.97,5.229,31.084,13.582,74.824,12.329,33.071,59.698,51.264,368.632,413.238,2.152,410.904,551.63,14.748,17.94976,-22.42369,10.880421,-6.4876723
diffuse,1001894,11811,7520,668.01,199.82,0.21,0.71,415.22,138.497,618.938,130.218,119.4,419.319,461.354,12.536,127.945,16.561,309.719,127.586,13.292,2.974,97.758,15.637,55.491,99.409,13.171,135.68,227.365,222.768,1.0,658.462,29.258,201.636,323.985,5.229,38.346,9.807,72.442,15.419,28.26,55.183,88.962,387.28,422.265,1.0,572.177,695.843,5.583,22.73235,-41.674103,14.80104,-11.832098
diffuse,1001895,12040,7549,1092.69,264.17,0.2,0.72,576.034,124.532,588.041,136.734,104.6,453.702,746.335,3.307,122.425,14.486,306.25,121.884,16.644,12.846,87.706,15.637,67.6,102.391,13.171,114.96,186.208,224.86,21.388,646.508,40.894,151.477,256.383,4.171,30.047,11.065,72.442,14.389,20.242,138.715,44.981,371.296,455.364,1.0,480.341,596.205,5.583,23.361748,-44.23002,15.903515,-12.958099
diffuse,1001896,806,7559,1658.65,402.59,0.13,0.78,147.195,155.684,642.111,104.158,112.0,520.556,336.088,3.307,227.293,17.598,448.469,133.288,12.174,28.64,119.121,19.297,25.218,135.194,11.142,140.12,259.169,213.353,1.0,175.185,102.396,289.414,281.421,8.4,45.607,12.324,84.349,18.508,25.053,49.539,63.83,746.92,509.527,1.0,540.818,748.283,10.165,44.689083,33.333874,10.517629,9.589306
diffuse,1001897,10057,7542,984.39,254.94,0.19,0.73,410.346,132.052,340.866,116.102,278.5,348.644,408.116,26.379,78.271,13.449,389.5,95.654,16.644,36.538,70.113,11.978,327.945,69.588,14.185,98.68,161.888,166.28,34.98,759.215,110.707,193.276,238.857,9.457,25.897,29.938,70.061,16.448,12.225,59.698,283.736,464.536,304.913,1.0,511.7,491.323,23.913,28.075798,-41.94071,18.3849,-11.2407875
diffuse,1001898,13042,7508,196.28,90.08,0.3,0.75,415.22,127.755,636.961,150.85,56.5,518.646,342.351,12.536,150.022,18.636,375.625,135.568,8.822,64.178,87.706,15.637,31.273,126.248,15.199,132.72,246.073,188.247,1.0,475.738,94.085,222.536,298.947,5.229,36.271,8.549,71.251,15.419,28.26,59.698,38.698,381.952,395.184,1.0,466.901,609.315,14.748,23.153393,-29.628727,12.746233,-7.414476
diffuse,1001899,6082,7534,325.19,125.55,0.26,0.71,434.712,144.942,670.433,70.496,49.1,470.893,502.066,1.0,238.331,17.598,292.375,125.305,13.292,44.435,125.404,11.978,25.218,150.104,16.213,159.36,221.753,272.979,1.0,173.477,104.058,281.054,183.774,6.286,73.617,8.549,92.684,26.747,34.674,66.471,57.547,555.112,515.545,1.0,540.818,756.15,10.165,38.280666,22.485306,8.857845,7.7663
diffuse,1001900,12643,7550,630.77,216.59,0.17,0.66,410.346,120.235,680.732,134.562,71.3,518.646,483.276,1.0,194.177,17.598,503.969,131.007,9.94,46.409,91.475,11.978,25.218,99.409,16.213,137.16,236.719,213.353,1.0,533.8,92.423,214.176,238.857,4.171,38.346,9.807,61.726,13.359,23.449,51.797,44.981,397.936,485.455,1.0,527.379,577.85,19.33,19.74902,-39.92373,13.794764,-12.301951
diffuse,1001901,6395,7522,246.66,106.19,0.27,0.74,619.893,127.755,680.732,72.667,82.4,371.566,480.144,1.0,166.58,15.523,722.5,142.411,7.705,22.717,96.502,8.319,49.436,147.122,13.171,126.8,266.652,272.979,1.0,183.723,1.0,189.096,128.692,6.286,43.533,4.775,72.442,16.448,28.26,45.024,44.981,501.832,518.554,1.0,540.818,784.992,5.583,33.9201,21.579767,7.5745835,5.089133
diffuse,1001902,4927,7556,976.07,325.84,0.12,0.71,327.502,128.829,541.696,80.268,45.4,306.621,740.072,1.0,315.602,26.935,275.031,111.62,15.527,127.356,121.634,15.637,67.6,179.925,11.142,163.8,197.433,214.399,1.0,226.415,79.125,184.916,196.293,4.171,98.514,11.065,133.168,29.837,49.106,398.342,26.132,672.328,488.464,1.0,437.783,745.661,14.748,37.743553,33.511757,9.004523,5.9837484
diffuse,1001903,3262,7557,621.53,265.35,0.11,0.58,186.18,150.313,289.371,82.44,93.5,318.082,426.906,116.358,210.735,16.561,229.938,111.62,13.292,158.945,75.14,19.297,91.818,179.925,12.156,159.36,219.882,190.339,1.0,183.723,210.441,281.054,246.368,4.171,27.972,16.098,84.349,19.538,18.639,58.569,101.528,680.32,395.184,12.522,594.576,706.331,14.748,31.675812,32.245758,5.3042793,9.704043
diffuse,1001904,9805,7555,307.78,198.47,0.1,0.52,556.541,112.716,410.384,61.809,67.6,541.568,342.351,1.0,50.674,11.374,673.938,103.637,12.174,48.383,66.343,11.978,25.218,78.534,14.185,123.84,195.562,213.353,1.0,692.615,114.032,205.816,208.812,7.343,23.822,8.549,61.726,15.419,13.828,48.41,26.132,264.736,362.084,1.0,605.776,564.74,1.0,18.513191,-38.952465,12.779185,-11.029873
diffuse,1001905,7160,7536,263.58,81.14,0.5,0.82,356.741,119.161,521.098,63.98,237.8,417.409,661.781,1.0,100.348,17.598,368.688,115.041,12.174,16.794,76.396,11.978,43.382,135.194,13.171,116.44,223.624,187.201,1.0,216.169,40.894,281.054,153.729,7.343,36.271,14.84,86.731,15.419,23.449,63.085,139.226,493.84,452.355,1.0,612.496,743.039,5.583,34.620747,21.793858,6.78263,6.807204
diffuse,1001906,13941,7557,415.66,166.96,0.19,0.65,337.249,130.977,371.763,137.82,93.5,306.621,379.931,19.457,133.464,14.486,392.969,105.918,6.587,30.615,71.37,15.637,116.036,108.355,10.128,107.56,189.949,127.575,75.755,339.123,67.489,197.456,193.789,3.114,22.785,19.873,62.917,13.359,21.846,41.637,120.377,216.784,316.949,1.0,56.998,297.291,33.078,1.6823206,-17.688934,1.2988533,-12.300373
diffuse,1001907,10532,7579,694.87,199.76,0.22,0.74,619.893,114.865,366.613,122.617,267.4,438.421,264.06,3.307,348.718,25.897,278.5,103.637,15.527,50.358,90.219,15.637,116.036,93.445,11.142,160.84,163.758,158.957,41.776,735.308,25.933,172.377,258.887,9.457,105.776,13.582,65.298,31.897,41.088,45.024,63.83,203.464,196.587,1.0,399.704,488.701,37.661,16.295559,-37.81834,12.726455,-10.319639
diffuse,1001908,5573,7570,1518.22,368.24,0.14,0.75,371.361,120.235,618.938,80.268,67.6,341.004,608.542,1.0,265.928,19.673,299.312,126.445,12.174,99.715,90.219,11.978,49.436,165.015,12.156,129.76,218.011,243.689,1.0,200.8,34.245,147.297,188.782,5.229,43.533,9.807,137.931,17.478,20.242,344.159,44.981,608.392,503.509,1.0,410.904,782.37,10.165,38.184475,32.92668,9.398484,5.899625
diffuse,1001909,13215,7559,533.05,154.27,0.28,0.78,239.785,120.235,505.649,139.991,75.0,449.881,470.749,35.607,177.619,16.561,510.906,123.024,11.057,76.024,88.962,19.297,37.327,120.284,14.185,135.68,240.461,167.326,1.0,371.569,60.84,276.874,371.556,6.286,27.972,14.84,89.112,13.359,33.071,64.214,44.981,371.296,404.211,1.0,482.581,635.535,5.583,21.295002,-24.300117,12.020088,-5.6858573
diffuse,1001910,8873,7555,414.09,186.3,0.15,0.62,527.302,129.903,479.902,66.152,78.7,509.096,395.589,19.457,155.541,14.486,451.938,107.058,15.527,28.64,83.936,11.978,91.818,108.355,16.213,125.32,197.433,214.399,157.306,501.354,32.582,214.176,208.812,9.457,36.271,11.065,72.442,16.448,18.639,52.925,63.83,357.976,503.509,1.0,482.581,575.228,5.583,19.455078,-38.794075,13.740442,-11.864604
diffuse,1001911,3535,7570,539.73,163.94,0.25,0.81,147.195,138.497,392.361,65.066,60.2,346.734,693.097,21.764,177.619,16.561,351.344,119.603,11.057,42.46,73.883,15.637,13.109,165.015,11.142,140.12,259.169,204.984,1.0,158.108,187.17,222.536,226.338,3.114,30.047,9.807,86.731,17.478,20.242,57.441,51.264,674.992,521.563,1.0,525.139,750.906,5.583,33.766224,32.110706,5.558823,8.736932
diffuse,1001912,8741,7616,1045.86,239.28,0.23,0.77,366.488,123.458,523.673,78.097,71.3,495.725,608.542,5.614,116.906,21.748,479.688,105.918,16.644,32.589,93.989,19.297,31.273,96.427,12.156,126.8,227.365,221.721,1.0,578.2,65.827,235.075,196.293,7.343,37.308,17.356,74.824,17.478,17.035,70.986,38.698,507.16,551.654,1.0,567.697,546.386,1.0,21.028698,-42.738495,14.761782,-12.905876
diffuse,1001913,14056,7609,563.19,245.8,0.12,0.57,308.01,140.645,544.271,206.229,223.0,258.868,245.27,3.307,199.696,17.598,556.0,128.726,7.705,44.435,86.449,19.297,79.709,123.266,12.156,135.68,236.719,154.773,1.0,252.031,82.449,310.314,308.962,4.171,30.047,29.938,74.824,15.419,37.881,28.092,101.528,411.256,380.139,1.0,184.673,491.323,23.913,11.249159,-18.87093,3.245759,-14.366294
diffuse,1001914,13039,7571,462.56,156.48,0.24,0.79,239.785,137.423,528.822,174.739,252.6,426.96,289.113,14.843,227.293,44.57,320.125,125.305,8.822,62.204,112.838,11.978,303.727,108.355,14.185,119.4,221.753,152.681,21.388,443.292,84.111,289.414,323.985,6.286,36.271,22.389,72.442,15.419,47.502,47.281,120.377,379.288,434.301,2.152,446.742,569.984,14.748,21.582367,-26.937283,11.658892,-7.080429
diffuse,1001915,7015,7592,450.55,160.21,0.22,0.72,610.146,118.087,546.845,56.379,82.4,419.319,561.567,5.614,177.619,14.486,639.25,125.305,13.292,133.279,76.396,11.978,55.491,138.176,12.156,131.24,191.82,201.846,1.0,199.092,80.787,251.795,151.226,5.229,33.159,12.324,89.112,16.448,23.449,60.827,57.547,421.912,458.373,2.152,518.419,680.11,5.583,27.089188,18.936897,6.0251393,2.7717695
diffuse,1001916,6379,7585,318.51,156.33,0.16,0.68,576.034,127.755,773.423,73.753,86.1,381.117,423.774,1.0,260.409,17.598,594.156,142.411,8.822,22.717,120.377,8.319,55.491,144.14,13.171,144.56,229.236,279.255,14.592,325.462,2.662,176.556,156.233,7.343,62.206,4.775,70.061,22.628,28.26,49.539,44.981,499.168,638.916,1.0,587.857,826.945,5.583,36.60229,22.652145,12.972726,9.054944
diffuse,1001917,333,7610,357.53,144.62,0.21,0.66,83.844,146.016,719.353,105.243,49.1,499.545,386.194,1.0,260.409,22.785,445.0,136.709,23.349,46.409,137.97,15.637,79.709,191.854,15.199,153.44,236.719,265.657,1.0,185.431,30.92,251.795,276.414,12.629,149.346,16.098,78.396,58.674,52.313,56.312,51.264,624.376,500.5,1.0,549.778,756.15,10.165,43.64016,30.681473,9.697641,10.636653
diffuse,1001918,631,7587,245.46,93.85,0.35,0.79,225.166,157.832,642.111,98.728,63.9,489.994,477.013,1.0,254.89,17.598,771.062,121.884,15.527,20.743,130.43,19.297,13.109,129.23,10.128,141.6,262.91,225.906,1.0,168.354,85.774,373.013,339.008,9.457,67.393,16.098,81.968,17.478,21.846,42.766,44.981,797.536,599.798,1.0,538.578,753.528,23.913,43.675148,29.90783,11.4575815,10.489523
diffuse,1001919,866,7610,278.57,93.3,0.4,0.8,59.478,157.832,551.995,96.557,112.0,465.163,436.301,1.0,205.215,16.561,382.563,121.884,9.94,30.615,102.785,15.637,55.491,120.284,13.171,134.2,268.522,163.141,1.0,161.523,97.409,293.594,311.466,9.457,45.607,12.324,92.684,17.478,23.449,49.539,63.83,773.56,473.419,1.0,491.54,714.197,14.748,40.570618,32.02972,7.307489,10.251425
diffuse,1001920,12925,7611,333.22,130.48,0.25,0.72,337.249,129.903,595.765,122.617,82.4,423.14,517.724,1.0,100.348,16.561,451.938,129.866,7.705,18.769,83.936,15.637,25.218,105.373,12.156,101.64,261.039,162.095,41.776,199.092,124.005,201.636,241.361,4.171,31.084,9.807,59.344,13.359,17.035,64.214,63.83,400.6,476.428,1.0,493.78,530.654,14.748,24.30489,18.243567,4.0296774,2.3784497
diffuse,1001921,6506,7624,274.52,135.88,0.19,0.67,546.795,127.755,469.603,65.066,93.5,371.566,505.197,1.0,138.983,16.561,181.375,118.462,5.47,12.846,86.449,8.319,31.273,150.104,12.156,126.8,212.399,206.03,1.0,187.138,14.298,189.096,123.684,7.343,35.234,6.033,83.159,16.448,23.449,61.956,44.981,437.896,515.545,1.0,569.937,745.661,10.165,27.756836,20.638988,5.8005486,4.1239233
diffuse,1001922,7617,7643,905.43,281.53,0.14,0.67,463.951,107.345,428.407,42.263,56.5,451.792,586.621,1.0,105.867,14.486,420.719,112.76,9.94,8.897,67.6,15.637,31.273,117.301,14.185,106.08,204.916,170.464,1.0,212.754,100.734,189.096,151.226,6.286,34.196,11.065,74.824,16.448,23.449,66.471,44.981,421.912,539.617,1.0,516.179,596.205,5.583,22.808754,19.200005,4.4587474,2.3731818
diffuse,1001923,7962,7643,321.78,195.5,0.11,0.53,420.093,112.716,371.763,67.238,230.4,344.824,379.931,1.0,138.983,17.598,334.0,104.777,12.174,46.409,70.113,11.978,79.709,126.248,9.114,83.88,227.365,181.971,14.592,352.785,69.151,243.435,168.752,6.286,29.009,13.582,110.545,16.448,25.053,297.878,57.547,302.032,371.111,1.0,601.296,569.984,5.583,23.056519,18.440773,5.562736,1.8477823
diffuse,1001924,6205,7631,576.12,166.26,0.26,0.79,468.824,137.423,523.673,68.324,52.8,419.319,674.307,1.0,161.061,17.598,153.625,110.479,22.232,12.846,90.219,11.978,73.655,173.961,50.696,113.48,188.079,208.123,55.367,236.662,75.8,134.757,156.233,17.914,37.308,8.549,62.917,17.478,15.432,91.305,51.264,592.408,452.355,1.0,473.621,680.11,69.739,33.726715,22.655483,7.4784594,6.294611
diffuse,1001925,12829,7631,343.53,215.39,0.09,0.54,215.42,130.977,598.34,137.82,60.2,558.759,336.088,5.614,144.503,17.598,517.844,123.024,8.822,32.589,97.758,19.297,25.218,126.248,14.185,134.2,246.073,184.063,1.0,351.077,172.21,255.975,223.835,4.171,39.383,8.549,70.061,17.478,23.449,56.312,57.547,326.008,440.319,2.152,484.821,554.252,28.495,19.3275,-23.126986,10.8452835,-6.2068906
diffuse,1001926,11957,7615,245.6,95.49,0.34,0.82,673.498,123.458,469.603,116.102,56.5,593.141,558.436,5.614,67.232,16.561,139.75,85.39,6.587,48.383,71.37,8.319,61.545,75.552,15.199,91.28,193.691,160.003,1.0,624.308,24.271,189.096,268.902,4.171,22.785,4.775,61.726,13.359,13.828,60.827,38.698,280.72,256.768,5.609,565.457,706.331,1.0,21.937561,-45.00334,16.12314,-12.785136
diffuse,1001927,450,7629,413.31,154.88,0.22,0.69,122.829,158.906,660.134,106.329,63.9,486.174,417.511,5.614,304.564,17.598,500.5,120.743,16.644,18.769,159.332,15.637,19.164,120.284,12.156,135.68,206.787,206.03,14.592,166.646,14.298,230.895,301.451,10.514,60.131,13.582,66.489,24.688,33.071,48.41,51.264,698.968,608.825,1.0,513.939,677.488,5.583,43.93702,32.239212,10.355621,10.692116
diffuse,1001928,1833,7643,845.53,252.16,0.17,0.76,166.688,137.423,590.616,86.784,86.1,404.038,401.853,17.15,216.254,17.598,389.5,117.322,12.174,77.998,78.909,15.637,25.218,153.087,11.142,137.16,249.815,201.846,1.0,151.277,182.183,289.414,276.414,4.171,27.972,14.84,81.968,18.508,18.639,54.054,57.547,688.312,533.599,1.0,583.377,766.638,14.748,41.65776,32.236668,8.96534,9.921285
diffuse,1001929,7229,7632,288.31,120.31,0.25,0.74,541.922,108.419,554.57,58.551,82.4,480.444,542.777,3.307,122.425,15.523,719.031,124.164,13.292,60.229,76.396,11.978,25.218,150.104,13.171,114.96,242.331,209.169,1.0,171.769,64.165,214.176,116.173,6.286,41.458,9.807,77.205,17.478,20.242,58.569,44.981,403.264,428.283,1.0,558.738,680.11,1.0,26.769863,19.630468,6.023573,2.717689
diffuse,1001930,14331,7653,376.78,191.28,0.13,0.57,156.941,147.09,348.59,192.113,41.7,438.421,539.646,90.979,299.044,29.009,389.5,111.62,26.701,208.302,87.706,30.275,164.473,165.015,40.554,215.6,244.202,131.759,14.592,400.6,370.015,427.351,318.977,9.457,37.308,33.713,80.777,15.419,73.159,68.729,120.377,262.072,389.166,10.218,30.119,307.78,69.739,-5.374855,-15.797272,-0.7118308,-15.983235
diffuse,1001931,7113,7628,237.78,86.88,0.4,0.82,264.151,119.161,327.992,65.066,174.9,409.769,561.567,7.921,111.387,15.523,254.219,102.497,16.644,68.126,85.192,8.319,31.273,132.212,13.171,129.76,218.011,171.51,1.0,141.031,37.569,272.695,136.203,5.229,38.346,11.065,81.968,16.448,17.035,70.986,76.396,381.952,389.166,1.0,543.058,716.819,10.165,22.458118,27.232018,2.9969833,5.5547895
diffuse,1001932,967,7635,452.11,160.71,0.22,0.67,239.785,144.942,425.832,106.329,274.8,379.207,430.038,3.307,161.061,15.523,445.0,113.901,11.057,30.615,82.679,15.637,79.709,135.194,10.128,119.4,218.011,149.542,1.0,163.231,82.449,301.954,311.466,6.286,38.346,16.098,96.256,17.478,28.26,50.668,126.66,661.672,368.102,1.0,493.78,661.756,5.583,36.683975,26.116386,6.809088,10.26119
diffuse,1001933,11568,7696,1975.52,463.2,0.12,0.69,376.234,122.384,626.662,113.93,49.1,566.4,404.984,1.0,89.309,14.486,483.156,111.62,13.292,14.82,90.219,15.637,31.273,93.445,14.185,113.48,210.528,257.288,7.796,668.708,67.489,168.197,258.887,5.229,31.084,8.549,62.917,15.419,17.035,60.827,32.415,507.16,452.355,1.0,583.377,617.181,5.583,18.258427,-40.418606,13.040076,-13.275916
diffuse,1001934,1725,7654,255.97,105.47,0.29,0.8,156.941,127.755,521.098,62.895,63.9,302.801,674.307,10.229,403.912,26.935,330.531,121.884,21.114,6.923,200.8,15.637,55.491,150.104,12.156,217.08,186.208,143.266,1.0,202.508,193.819,406.452,376.564,5.229,169.056,14.84,95.066,120.468,60.331,63.085,76.396,624.376,398.193,1.0,509.46,722.063,28.495,36.02803,30.15483,6.5088744,9.254204
diffuse,1001935,10124,7649,353.83,127.28,0.27,0.78,493.19,113.79,518.523,119.36,75.0,608.423,395.589,21.764,67.232,13.449,278.5,113.901,22.232,66.152,75.14,11.978,25.218,123.266,15.199,144.56,189.949,235.32,1.0,632.846,190.494,197.456,273.91,6.286,30.047,7.291,87.921,17.478,17.035,171.451,32.415,371.296,322.967,1.0,587.857,606.693,19.33,19.874443,-44.10077,14.564899,-12.666091
diffuse,1001936,13039,7650,325.33,112.13,0.33,0.74,410.346,130.977,608.639,181.254,141.6,446.061,630.464,19.457,155.541,15.523,347.875,125.305,9.94,50.358,83.936,11.978,109.982,111.337,12.156,106.08,277.876,162.095,48.571,407.431,110.707,176.556,291.436,5.229,29.009,11.065,65.298,14.389,25.053,70.986,51.264,384.616,425.274,1.0,348.186,499.189,14.748,21.448456,-26.34944,12.5782385,-6.083564
diffuse,1001937,4315,7661,706.74,214.42,0.19,0.74,312.883,112.716,467.028,62.895,41.7,318.082,467.618,7.921,227.293,32.121,406.844,116.182,12.174,131.304,85.192,15.637,37.327,144.14,12.156,135.68,253.556,194.524,1.0,146.154,185.507,318.674,248.872,5.229,41.458,12.324,99.828,18.508,31.467,61.956,57.547,576.424,464.392,3.304,518.419,722.063,14.748,34.503784,29.081867,6.6739,8.031573
diffuse,1001938,4435,7668,320.43,138.15,0.21,0.61,361.615,118.087,479.902,62.895,189.7,314.262,580.357,5.614,210.735,30.047,476.219,129.866,6.587,133.279,85.192,11.978,55.491,156.069,12.156,157.88,281.618,177.786,1.0,240.077,124.005,301.954,198.797,5.229,33.159,12.324,81.968,16.448,26.657,69.858,95.245,611.056,476.428,1.0,572.177,795.48,10.165,37.61328,24.546925,7.104835,7.853074
diffuse,1001939,617,7662,210.07,92.91,0.31,0.75,225.166,169.648,420.683,117.188,182.3,362.015,292.245,3.307,122.425,16.561,503.969,128.726,9.94,36.538,82.679,15.637,19.164,147.122,9.114,150.48,223.624,202.892,1.0,178.6,7.649,335.393,311.466,9.457,38.346,14.84,96.256,18.508,25.053,35.993,57.547,573.76,307.922,1.0,569.937,808.591,1.0,38.456898,27.139885,7.256535,11.1981325
diffuse,1001940,4507,7676,307.07,103.22,0.36,0.75,327.502,120.235,464.454,56.379,145.3,276.059,624.201,3.307,221.773,20.71,302.781,120.743,6.587,125.381,91.475,11.978,61.545,141.158,12.156,131.24,247.944,185.109,1.0,176.892,128.992,306.134,241.361,5.229,33.159,12.324,87.921,18.508,28.26,66.471,101.528,539.128,482.446,1.0,516.179,769.26,10.165,33.909187,26.63377,6.623862,7.6306124
