class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,Neurofilament,CD3e,CD45,CD4,NeuN,ATG7,A-Beta,S100B,IBA1,CD68,MAP2,CD31,HLA-A,GFAP,CD11b,SMA,DAPI_1,GalMac3,CollagenIV,CD14,PSD-95,CD11c,CD34,Synaptophysin,AQP4,P2Ry12,CD40,Claudin5,HLA-DR,Trem2,iNOS,CD163,CD74,ApoE,H2A.x,PCNA,TMEM119,CD44,P2Rx7_Park7,CD8,Vimentin,UMAP_1,UMAP_2,TSNE_1,TSNE_2
dense,64,1088,2338,239.35,91.85,0.36,0.81,57.644,74.396,201.692,77.49,28.879,304.564,302.068,47.657,86.186,8.587,382.971,184.15,16.857,191.985,120.88,43.814,25.82,149.55,21.921,203.874,449.674,177.403,1.0,129.239,345.86,2.576,51.834,13.646,36.785,27.64,49.247,53.977,20.782,85.641,41.61,284.05,313.706,3.291,355.551,222.24,37.196,-55.382416,47.793015,-10.416228,-0.48946574
dense,65,8126,2352,506.69,157.77,0.26,0.74,294.521,245.653,362.246,100.668,75.344,398.392,594.926,42.168,148.14,31.349,393.989,198.421,48.571,67.11,160.84,72.357,75.46,116.126,68.995,173.135,449.674,264.677,1.0,186.235,129.638,5.727,47.414,26.291,96.427,74.26,120.199,76.682,80.129,101.138,41.61,388.707,393.958,1.0,267.956,94.514,29.957,-55.23604,50.65704,-16.845978,2.2565155
dense,66,8051,2376,381.12,170.42,0.16,0.74,124.588,213.033,377.855,116.893,205.447,363.436,556.608,31.19,82.314,28.82,427.044,205.557,64.429,81.801,112.888,72.357,81.665,123.554,68.995,160.84,404.105,294.387,2.69,211.566,146.06,4.151,47.414,32.614,63.624,114.22,128.713,53.977,65.292,96.37,74.098,424.386,366.285,1.0,274.213,115.041,51.674,-54.587273,50.055157,-16.130718,1.9845912
dense,67,11888,2382,194.93,96.59,0.26,0.72,119.438,107.016,261.9,128.483,52.112,138.983,323.964,25.701,78.442,21.233,269.114,165.121,40.643,269.114,192.808,58.086,38.23,112.413,53.304,179.283,456.684,143.98,1.0,691.276,392.389,128.632,180.024,13.646,24.857,120.88,134.389,38.841,94.965,88.025,41.61,131.821,247.291,17.039,82.338,80.829,66.152,-37.774277,-7.98901,-6.444761,-13.061337
dense,68,7823,2405,431.93,153.55,0.23,0.78,273.923,176.335,304.268,70.536,98.577,440.707,343.123,36.679,101.674,26.291,614.357,181.771,48.571,96.493,120.88,72.357,25.82,134.695,27.152,191.578,442.663,233.11,1.0,176.735,181.641,5.727,67.305,45.259,54.678,67.6,120.199,61.545,65.292,68.951,41.61,274.536,330.31,1.0,303.411,133.288,66.152,-56.80359,51.031693,-16.696709,2.0660844
dense,69,8949,2403,447.64,153.7,0.24,0.77,248.175,172.257,286.429,54.311,28.879,409.431,340.386,20.212,167.5,33.878,463.772,184.15,64.429,103.838,148.852,72.357,25.82,101.271,37.613,210.022,376.063,166.262,1.0,200.483,228.17,15.181,89.407,32.614,111.337,74.26,117.361,53.977,114.748,82.064,57.854,274.536,385.657,3.291,245.015,101.356,58.913,-55.444195,49.870888,-16.532688,1.8442172
dense,70,10128,2409,202.11,85.01,0.35,0.81,103.99,78.473,188.312,68.218,38.172,214.414,217.222,31.19,55.209,16.175,599.665,172.257,24.786,92.82,136.864,72.357,7.205,104.985,27.152,151.618,439.158,134.695,1.0,425.298,263.751,60.877,98.248,26.291,36.785,87.58,157.094,76.682,94.965,70.143,49.732,67.6,197.479,7.874,230.415,94.514,73.391,-30.338852,22.513662,-15.470203,-0.7027298
dense,71,12103,2413,302.81,115.55,0.29,0.78,217.278,86.629,177.163,149.343,10.293,273.287,397.863,193.115,82.314,31.349,320.533,138.957,88.214,430.717,164.836,72.357,44.435,108.699,37.613,173.135,421.632,164.405,4.381,586.784,521.027,134.935,182.235,26.291,72.57,160.84,137.227,61.545,90.02,109.483,49.732,84.25,236.222,5.583,28.113,28.37,131.304,-39.494003,-5.3349266,-12.939699,-12.811131
dense,72,6571,2418,325.05,155.69,0.17,0.65,268.773,102.939,150.404,28.814,24.233,256.729,233.644,9.234,66.826,21.233,375.625,153.229,16.857,166.276,84.916,43.814,44.435,119.84,32.382,111.658,351.526,155.121,1.0,160.903,230.907,8.879,31.942,38.937,27.839,60.94,103.17,46.409,55.401,65.375,49.732,81.871,189.177,3.291,84.424,30.651,80.63,-27.88332,15.335369,-11.095424,-7.7033954
dense,73,8750,2442,242.33,91.66,0.36,0.8,258.474,180.412,275.279,77.49,33.526,363.436,397.863,14.723,121.035,26.291,562.938,203.179,56.5,107.511,100.9,86.629,19.615,93.844,37.613,234.612,463.695,188.545,1.0,184.651,187.115,2.576,78.356,26.291,72.57,100.9,128.713,69.114,109.802,90.409,57.854,295.943,346.914,1.0,297.154,128.726,51.674,-56.190987,50.481472,-16.825567,2.0436158
dense,74,10901,2499,267.84,108.58,0.29,0.73,196.68,196.722,266.359,167.886,293.73,253.05,395.126,39.423,59.081,33.878,496.827,124.686,32.714,147.912,172.828,86.629,118.894,67.848,32.382,170.062,460.189,285.102,1.0,572.536,258.277,95.543,107.088,13.646,51.696,160.84,120.199,69.114,75.183,82.064,171.561,255.507,297.102,3.291,142.82,69.425,80.63,-54.983383,52.642357,-16.887394,0.39233878
dense,75,10977,2516,338.76,121.82,0.29,0.72,150.335,168.18,411.304,147.026,186.86,262.249,570.293,31.19,59.081,23.762,599.665,165.121,48.571,210.349,180.82,72.357,50.64,45.565,37.613,160.84,463.695,320.383,1.0,778.352,239.118,67.18,104.878,13.646,51.696,134.2,114.523,53.977,65.292,102.331,57.854,372.057,330.31,12.456,128.221,71.705,73.391,-10.939041,-30.883389,-16.753216,-0.22959015
dense,76,6476,2544,465.54,136.69,0.31,0.79,93.691,111.094,197.232,79.807,233.326,196.017,438.918,39.423,132.651,28.82,320.533,169.879,40.643,206.676,120.88,58.086,373.298,130.981,42.843,154.692,376.063,173.69,1.0,216.315,375.967,29.363,45.204,38.937,39.767,140.86,142.903,53.977,94.965,93.986,195.927,231.721,316.474,3.291,132.392,64.863,73.391,-27.989777,22.092543,-11.803678,-4.955111
dense,77,6813,2570,219.87,96.92,0.29,0.74,155.485,135.559,366.705,112.258,270.498,245.691,460.814,42.168,124.907,28.82,397.662,193.664,8.929,151.585,124.876,58.086,112.689,108.699,32.382,123.954,467.2,255.392,1.0,338.222,198.063,32.514,31.942,32.614,30.821,94.24,100.332,53.977,65.292,72.527,90.341,267.4,322.008,1.0,142.82,78.548,15.478,-28.855652,26.244873,-15.791655,0.6506628
dense,78,5977,2571,249.51,93.94,0.36,0.78,109.139,107.016,1.0,7.954,5.647,91.149,321.227,160.181,24.233,31.349,217.695,124.686,104.071,305.842,56.944,86.629,19.615,227.539,27.152,256.129,614.421,64.134,1.0,148.238,874.099,153.844,62.885,45.259,30.821,100.9,165.608,69.114,104.856,80.872,17.244,5.757,103.391,5.583,11.428,16.966,58.913,-41.039124,2.6738834,-12.785553,-12.008457
dense,79,9481,2621,530.57,219.53,0.14,0.59,170.933,147.792,522.799,133.118,93.93,527.177,386.915,36.679,163.628,28.82,581.301,217.45,64.429,133.221,180.82,72.357,56.845,119.84,42.843,219.243,456.684,355.664,1.0,173.569,206.274,15.181,73.936,19.968,78.534,100.9,111.685,61.545,80.129,99.946,65.976,372.057,501.884,3.291,434.804,119.603,37.196,-58.361755,52.8267,-16.931019,2.6579323
dense,80,9579,2640,744.47,238.98,0.16,0.64,253.325,188.567,380.085,165.568,303.023,438.867,329.438,31.19,109.419,31.349,537.228,188.907,40.643,191.985,136.864,86.629,75.46,90.13,37.613,216.169,505.758,288.816,1.0,308.141,184.378,32.514,82.777,19.968,81.516,140.86,131.551,69.114,85.074,93.986,130.951,345.893,349.681,3.291,318.01,137.849,29.957,-57.43128,52.34787,-17.260712,1.9213352
dense,81,11096,2682,301.74,121.1,0.26,0.76,83.392,221.188,308.728,126.165,158.981,243.851,365.019,28.445,66.826,28.82,405.007,169.879,16.857,140.566,216.784,72.357,199.559,86.416,42.843,163.914,411.116,168.119,1.0,643.78,255.54,106.573,115.929,26.291,48.713,167.5,137.227,61.545,90.02,103.523,171.561,338.757,346.914,3.291,186.618,101.356,44.435,-55.28274,52.91622,-17.2374,0.10217037
dense,82,9376,2743,219.45,82.17,0.41,0.8,52.495,172.257,395.694,184.111,363.428,475.663,512.816,20.212,117.163,38.937,588.647,210.314,72.357,118.529,116.884,72.357,174.739,116.126,68.995,225.391,460.189,396.515,1.0,260.645,269.225,12.03,96.038,38.937,72.57,120.88,123.037,61.545,85.074,92.794,147.195,438.657,377.355,1.0,378.493,172.062,37.196,-56.475006,51.556812,-16.483683,2.584777
dense,83,10848,2816,891.15,333.19,0.1,0.6,176.082,164.102,538.408,177.158,79.991,453.586,288.384,9.234,93.93,28.82,684.14,181.771,24.786,96.493,236.764,72.357,44.435,52.993,42.843,154.692,456.684,392.801,1.0,623.198,115.953,48.271,100.458,13.646,57.66,94.24,142.903,69.114,70.238,275.189,49.732,410.114,443.77,1.0,217.902,94.514,44.435,-55.74251,54.907654,-16.834454,-0.15050462
dense,84,10595,2805,296.62,98.81,0.38,0.82,62.794,147.792,404.614,121.529,19.586,442.547,696.195,69.613,78.442,28.82,346.243,153.229,72.357,225.04,196.804,86.629,32.025,82.703,53.304,222.317,386.579,361.234,1.0,559.87,228.17,59.301,78.356,13.646,51.696,127.54,111.685,53.977,60.347,124.981,41.61,398.221,382.889,5.583,245.015,92.233,37.196,-55.70204,53.826714,-16.781992,0.51704717
dense,85,5880,2810,190.81,69.96,0.49,0.86,98.84,184.49,47.828,26.497,75.344,175.779,367.756,22.956,59.081,16.175,236.059,141.336,72.357,173.621,68.932,72.357,38.23,194.115,27.152,206.948,337.505,58.563,1.0,133.989,622.296,35.666,36.363,38.937,39.767,80.92,137.227,69.114,80.129,83.257,65.976,46.193,214.083,3.291,124.05,51.178,51.674,-38.584023,5.5520964,-12.235348,-10.903865
dense,86,9182,2820,292.5,101.88,0.35,0.8,201.83,229.343,322.107,109.94,242.619,483.022,441.655,17.467,86.186,31.349,515.191,179.393,80.286,78.129,124.876,72.357,193.354,116.126,37.613,197.726,372.558,273.961,2.69,202.067,236.381,4.151,56.254,26.291,81.516,114.22,114.523,84.25,60.347,98.754,114.707,400.6,346.914,1.0,290.898,87.671,29.957,-56.085976,50.95259,-16.619577,2.106244
dense,87,2218,2862,244.53,105.43,0.28,0.78,6.149,49.931,29.989,19.543,1.0,85.63,189.852,132.736,70.698,16.175,129.548,129.443,119.929,302.169,88.912,72.357,13.41,201.543,11.461,397.526,404.105,34.424,1.0,141.905,802.937,46.696,45.204,19.968,48.713,94.24,91.818,38.841,45.51,68.951,65.976,20.029,103.391,21.622,40.626,16.966,109.587,-40.72918,2.2647305,-12.429068,-12.141024
dense,88,773,2872,265.07,76.6,0.57,0.89,62.794,78.473,342.176,156.297,228.679,356.077,447.129,14.723,113.291,8.587,452.754,212.693,32.714,59.765,148.852,58.086,87.87,145.836,21.921,225.391,383.074,299.957,1.0,165.653,132.375,1.0,38.573,26.291,72.57,54.28,54.923,46.409,30.673,271.612,98.463,457.686,355.216,1.0,297.154,133.288,22.717,-53.668182,49.048637,-14.975571,1.9915601
dense,89,10146,2910,199.76,87.05,0.33,0.76,284.222,160.024,290.888,93.715,56.758,357.917,244.592,28.445,47.465,16.175,463.772,191.286,88.214,89.147,148.852,72.357,25.82,123.554,68.995,185.431,421.632,247.965,1.0,575.702,203.537,57.726,80.566,32.614,45.731,100.9,145.741,61.545,90.02,91.601,33.488,177.014,250.058,1.0,388.921,167.5,37.196,-56.785816,55.574764,-17.981562,0.8472336
dense,90,5829,2919,240.98,78.31,0.49,0.88,346.015,143.714,87.967,21.861,52.112,172.099,266.488,42.168,82.314,16.175,485.809,165.121,24.786,162.603,72.928,58.086,7.205,175.546,27.152,197.726,351.526,116.126,1.0,140.322,313.016,12.03,36.363,45.259,21.875,80.92,120.199,61.545,85.074,61.798,25.366,43.814,153.202,7.874,149.077,55.74,22.717,-29.217606,13.870201,-12.087957,-8.06896
dense,91,7286,2943,287.6,118.12,0.26,0.73,217.278,127.404,208.382,35.768,131.102,302.724,323.964,20.212,74.57,28.82,405.007,153.229,32.714,59.765,96.904,58.086,19.615,134.695,32.382,142.397,379.568,179.26,1.0,130.823,236.381,12.03,56.254,32.614,51.696,74.26,159.932,61.545,85.074,92.794,25.366,150.85,255.593,1.0,232.501,165.219,15.478,-26.290829,22.984665,-10.850205,-1.4965936
dense,92,8839,2947,324.41,98.72,0.42,0.81,253.325,188.567,384.545,89.079,42.819,438.867,356.808,9.234,74.57,21.233,496.827,205.557,56.5,74.456,116.884,72.357,25.82,130.981,32.382,231.538,411.116,312.955,1.0,181.485,140.586,5.727,65.095,26.291,81.516,80.92,154.256,84.25,94.965,72.527,33.488,234.1,302.637,1.0,484.858,217.678,37.196,-60.21843,54.391098,-17.365002,2.6203907
dense,93,8218,2951,606.32,206.42,0.18,0.65,170.933,208.955,455.902,89.079,89.284,490.381,329.438,11.978,140.395,36.408,522.537,200.8,40.643,85.474,172.828,43.814,63.05,97.558,63.764,194.652,421.632,324.097,1.0,197.317,184.378,13.606,51.834,32.614,111.337,54.28,120.199,76.682,85.074,80.872,57.854,331.621,507.418,3.291,376.407,131.007,58.913,-58.85609,52.95447,-17.098213,2.5989523
dense,94,6823,2976,335.42,158.26,0.17,0.64,98.84,111.094,324.337,56.629,98.577,387.354,261.014,6.489,101.674,23.762,526.21,203.179,8.929,166.276,96.904,43.814,44.435,104.985,37.613,139.323,411.116,231.253,1.0,160.903,132.375,2.576,27.522,19.968,57.66,40.96,86.142,69.114,45.51,84.449,41.61,317.35,352.449,1.0,270.042,117.322,29.957,-54.7089,48.961067,-15.537254,1.7339544
dense,95,10733,2996,349.0,150.08,0.19,0.72,284.222,192.645,346.636,89.079,33.526,411.271,302.068,11.978,47.465,28.82,460.099,162.743,16.857,56.092,200.8,58.086,224.379,56.706,42.843,117.806,449.674,268.39,2.69,604.2,165.219,68.756,91.617,13.646,60.642,107.56,108.847,69.114,55.401,73.72,122.829,284.05,349.681,1.0,232.501,99.075,29.957,-56.01836,54.53745,-17.367989,0.40061975
dense,96,6461,3059,275.3,91.9,0.41,0.81,150.335,62.163,203.922,28.814,205.447,267.768,332.175,3.745,105.547,16.175,375.625,172.257,24.786,89.147,104.896,43.814,125.099,130.981,48.073,139.323,386.579,186.688,1.0,178.319,157.008,5.727,27.522,38.937,60.642,100.9,88.98,76.682,45.51,77.296,82.22,279.293,299.87,1.0,230.415,156.096,37.196,-26.313557,24.374033,-8.7294035,-1.6168921
dense,97,9010,3097,253.42,89.58,0.4,0.85,140.036,241.576,413.533,119.211,70.698,448.066,381.441,11.978,295.279,127.456,360.934,207.936,80.286,63.438,292.708,72.357,94.075,112.413,48.073,249.982,428.642,357.52,1.0,236.897,170.693,18.333,78.356,38.937,102.391,60.94,125.875,84.25,307.624,102.331,98.463,298.321,654.086,1.0,388.921,162.938,51.674,-62.832504,55.728,-17.695322,3.5179772
dense,98,10670,3125,392.28,125.29,0.31,0.8,155.485,143.714,422.453,72.854,28.879,490.381,288.384,22.956,62.953,26.291,390.316,172.257,32.714,169.949,180.82,86.629,38.23,90.13,48.073,160.84,432.147,309.242,1.0,574.119,184.378,56.15,67.305,13.646,45.731,80.92,108.847,69.114,60.347,92.794,41.61,362.543,410.562,1.0,309.668,112.76,37.196,-56.265,55.109978,-17.528858,1.0636569
dense,99,9889,3223,241.26,91.18,0.36,0.79,268.773,127.404,315.417,75.172,38.172,521.657,187.115,75.102,152.012,26.291,357.261,181.771,72.357,412.353,152.848,72.357,32.025,134.695,37.613,339.123,477.716,277.675,9.452,414.216,340.386,54.574,89.407,26.291,57.66,134.2,145.741,53.977,94.965,91.601,65.976,148.471,316.474,1.0,405.605,133.288,124.065,-58.367226,54.699715,-18.016232,1.7228737
dense,100,2273,3239,230.75,102.99,0.27,0.78,93.691,102.939,3.23,45.039,1.0,45.155,115.953,108.036,55.209,11.116,23.037,105.657,175.429,416.026,60.94,58.086,44.435,231.253,6.23,557.366,337.505,36.281,1.0,154.571,731.775,27.787,54.044,13.646,33.803,80.92,83.304,23.705,55.401,76.104,41.61,5.757,53.579,17.039,3.086,10.123,131.304,-40.709427,1.0714817,-12.454721,-12.616285
dense,101,7378,3251,288.66,126.74,0.23,0.73,299.67,184.49,360.016,49.675,56.758,448.066,378.704,6.489,124.907,26.291,581.301,193.664,16.857,67.11,124.876,58.086,19.615,145.836,37.613,194.652,467.2,296.243,1.0,138.739,135.112,10.454,38.573,26.291,78.534,60.94,165.608,61.545,80.129,95.178,33.488,293.564,443.77,1.0,401.434,256.452,37.196,-59.827766,53.836533,-17.24283,2.8111277
dense,102,12589,3264,263.22,119.33,0.23,0.71,62.794,310.894,440.292,135.436,163.628,203.376,359.545,9.234,101.674,36.408,728.213,198.421,64.429,81.801,152.848,72.357,44.435,130.981,48.073,185.431,414.621,221.968,1.0,219.482,293.858,35.666,129.19,38.937,60.642,140.86,151.418,69.114,114.748,68.951,57.854,307.836,432.701,1.0,153.248,176.623,58.913,-55.721287,50.344666,-16.340828,1.3066474
dense,103,7925,3313,236.08,94.34,0.33,0.72,382.062,278.273,293.118,142.39,228.679,466.464,334.912,61.379,90.058,28.82,603.338,219.829,40.643,56.092,128.872,43.814,236.789,130.981,48.073,219.243,397.095,318.526,1.0,262.228,159.745,19.909,84.987,32.614,87.481,34.3,111.685,61.545,70.238,78.488,269.024,286.429,286.033,1.0,459.831,315.753,29.957,-60.514397,55.91958,-17.912676,2.954158
dense,104,9325,3325,370.96,152.05,0.2,0.69,186.381,302.739,453.672,144.708,117.163,532.696,326.701,66.868,225.581,36.408,331.551,293.564,230.929,247.077,200.8,58.086,236.789,175.546,199.754,308.385,488.232,355.664,26.355,198.9,430.707,41.968,82.777,140.101,150.104,87.58,145.741,159.932,124.639,83.257,106.585,279.293,474.211,1.0,474.43,238.205,102.348,-63.520035,56.173744,-18.681849,3.2755938
dense,105,6071,3328,212.7,115.42,0.2,0.66,273.923,290.506,288.658,75.172,89.284,453.586,195.326,25.701,140.395,26.291,327.879,212.693,24.786,221.368,116.884,58.086,19.615,168.119,58.534,231.538,530.295,234.967,1.0,156.154,269.225,13.606,42.993,38.937,60.642,80.92,134.389,76.682,70.238,62.99,57.854,286.429,391.191,1.0,340.952,251.89,29.957,-60.55513,53.712784,-18.106178,2.8775144
dense,106,5314,3356,554.02,198.44,0.18,0.72,176.082,355.747,110.266,51.993,42.819,278.807,266.488,88.824,86.186,46.524,371.952,160.364,88.214,166.276,80.92,100.9,81.665,223.825,58.534,274.572,442.663,145.836,1.0,189.401,521.027,27.787,42.993,51.582,69.588,114.22,157.094,69.114,114.748,57.03,122.829,131.821,286.033,5.583,284.641,160.658,102.348,-42.12038,6.4123898,-14.203375,-10.928597
dense,107,12093,3372,223.21,93.0,0.32,0.77,150.335,286.429,279.739,98.35,70.698,260.409,258.277,9.234,70.698,28.82,463.772,205.557,48.571,100.165,132.868,72.357,69.255,104.985,42.843,166.988,446.168,147.693,1.0,564.62,200.8,34.09,135.821,26.291,66.606,134.2,165.608,69.114,99.911,71.335,49.732,143.714,238.989,1.0,295.069,226.801,58.913,-56.727417,54.411854,-18.10856,0.6599329
dense,108,10735,3398,317.23,118.34,0.28,0.75,294.521,241.576,339.946,147.026,275.144,324.801,378.704,25.701,35.849,28.82,405.007,198.421,64.429,63.438,112.888,72.357,75.46,130.981,48.073,213.095,481.221,283.245,1.0,707.108,217.222,16.757,96.038,26.291,72.57,127.54,114.523,61.545,70.238,93.986,139.073,215.071,310.939,1.0,438.975,238.205,58.913,-57.53322,60.14409,-23.730206,1.075947
dense,109,8753,3416,358.8,136.82,0.24,0.72,212.129,257.886,389.004,91.397,75.344,460.945,474.499,36.679,82.314,28.82,493.154,231.721,56.5,180.967,136.864,43.814,25.82,134.695,37.613,259.203,425.137,333.381,1.0,197.317,233.644,27.787,62.885,26.291,99.409,80.92,148.58,61.545,55.401,89.217,9.122,205.557,316.474,3.291,453.574,272.418,22.717,-61.633476,55.74699,-18.089077,2.8129108
dense,110,12905,3409,418.57,163.15,0.2,0.71,109.139,286.429,333.257,133.118,103.223,129.785,282.91,28.445,109.419,41.466,309.515,210.314,88.214,158.93,156.844,72.357,50.64,93.844,48.073,163.914,414.621,179.26,1.0,591.534,236.381,38.817,138.031,45.259,54.678,120.88,174.122,84.25,134.53,70.143,49.732,200.8,308.172,12.456,111.537,160.658,73.391,-56.055424,53.063065,-17.69085,0.05553673
dense,111,7687,3479,273.88,100.38,0.34,0.75,309.969,257.886,426.913,112.258,47.465,495.901,296.595,22.956,140.395,26.291,504.173,243.614,8.929,199.331,112.888,43.814,25.82,119.84,48.073,231.538,505.758,312.955,1.0,132.406,135.112,7.303,29.732,38.937,96.427,40.96,120.199,61.545,85.074,82.064,49.732,298.321,452.072,1.0,393.092,311.192,37.196,-61.348053,54.927773,-17.906664,3.2479815
dense,112,275,3490,208.01,81.64,0.39,0.82,21.598,327.204,360.016,91.397,84.637,455.425,280.173,1.0,101.674,21.233,250.75,181.771,1.0,45.074,152.848,43.814,118.894,119.84,37.613,160.84,358.537,316.669,21.284,190.984,74.899,2.576,16.471,38.937,78.534,27.64,23.705,38.841,20.782,59.414,74.098,441.036,291.568,1.0,270.042,151.534,1.0,-54.052666,47.604897,-14.920869,2.311172
dense,113,5008,3490,265.14,99.79,0.33,0.77,98.84,319.049,65.667,77.49,10.293,238.331,304.805,195.86,101.674,21.233,236.059,162.743,151.643,467.445,64.936,100.9,38.23,220.112,27.152,446.708,414.621,123.554,4.381,141.905,718.09,29.363,62.885,57.905,66.606,147.52,162.77,69.114,99.911,108.291,90.341,103.279,225.152,17.039,146.992,101.356,116.826,-44.373684,2.7409515,-13.551153,-12.642914
dense,114,9557,3503,320.15,122.7,0.27,0.65,222.428,241.576,284.199,144.708,24.233,453.586,337.649,20.212,221.709,54.111,276.46,193.664,96.143,103.838,212.788,43.814,149.919,134.695,68.995,299.163,404.105,251.678,1.0,338.222,247.329,41.968,135.821,38.937,135.194,60.94,165.608,61.545,312.569,85.641,122.829,138.957,385.657,3.291,489.029,265.575,22.717,-63.279686,57.06169,-18.84966,2.930086
dense,115,8786,3536,379.34,114.31,0.36,0.8,212.129,237.498,373.395,82.125,42.819,475.663,258.277,3.745,82.314,26.291,537.228,226.964,40.643,155.257,128.872,29.543,25.82,108.699,53.304,237.686,428.642,331.524,1.0,211.566,184.378,10.454,47.414,26.291,69.588,54.28,131.551,53.977,50.455,80.872,25.366,224.586,346.914,1.0,484.858,258.733,44.435,-60.60298,54.41558,-17.787785,2.6900425
dense,116,12750,3533,326.33,133.58,0.23,0.72,284.222,302.739,348.866,102.986,52.112,201.536,315.753,20.212,159.756,36.408,526.21,200.8,96.143,180.967,164.836,72.357,13.41,494.929,48.073,142.397,439.158,205.257,1.0,431.631,263.751,32.514,111.509,45.259,69.588,147.52,193.989,84.25,139.475,70.143,41.61,196.043,377.355,5.583,103.194,117.322,51.674,-56.587997,52.55234,-17.399858,0.93624055
dense,117,6411,3552,444.72,124.74,0.36,0.76,150.335,286.429,409.074,93.715,103.223,481.182,384.178,72.357,213.965,59.17,349.915,238.857,64.429,136.893,140.86,72.357,25.82,231.253,58.534,253.055,502.253,348.236,1.0,186.235,258.277,7.303,54.044,45.259,102.391,80.92,137.227,76.682,223.55,86.833,57.854,400.6,476.978,1.0,451.489,297.507,58.913,-63.37445,55.98368,-18.316776,3.5475214
dense,118,9206,3598,1561.86,428.52,0.11,0.64,191.531,261.963,458.132,193.383,145.042,540.055,373.23,20.212,426.93,167.922,250.75,203.179,159.571,353.588,312.688,43.814,236.789,119.84,42.843,372.935,376.063,390.944,1.0,349.304,258.277,19.909,73.936,32.614,197.818,100.9,142.903,228.045,366.97,117.828,187.805,312.593,540.626,1.0,441.061,217.678,109.587,-65.11668,56.77397,-18.516766,4.2818394
dense,119,13293,3571,363.35,131.93,0.26,0.76,57.644,343.514,150.404,158.615,177.567,61.713,176.167,160.181,121.035,31.349,169.949,162.743,151.643,214.022,152.848,86.629,329.863,194.115,37.613,274.572,414.621,101.271,1.0,510.791,614.085,98.694,184.445,51.582,60.642,194.14,222.369,91.818,179.04,73.72,358.366,150.85,214.083,30.787,73.996,149.253,80.63,-44.38334,1.7872124,-13.660114,-12.515385
