class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,CD40,SMA,MAP2,CD8,CD31,Synaptophysin,AQP4,CD34,PCNA,IBA1,S100B,CD163,Claudin5,GFAP,PSD-95,Trem2,NeuN,HLA-DR,CD14,CD11b,CD3e,P2Rx7_Park7,DAPI_1,CD11c,CD4,GalMac3,ApoE,CD45,HLA-A,CD68,Vimentin,A-Beta,H2A.x,TMEM119,CD74,P2Ry12,CollagenIV,CD44,Neurofilament,ATG7,iNOS,UMAP_1,UMAP_2,TSNE_1,TSNE_2
diffuse,1000504,11743,8603,4569.02,755.65,0.1,0.69,103.99,30.382,430.949,364.06,165.743,357.274,28.163,203.412,344.069,284.869,370.843,34.3,46.799,295.503,204.5,33.576,199.383,71.033,353.908,303.864,55.179,338.145,59.765,364.273,312.871,136.598,628.943,622.498,36.679,67.082,71.795,723.075,366.306,443.922,68.457,35.761,157.306,12.039,310.767,446.046,52.261,8.363037,5.358076,-0.10708875,6.465966
diffuse,1000505,13020,8623,4059.35,838.16,0.07,0.56,92.546,30.382,506.823,338.294,155.199,217.629,19.109,46.706,311.704,224.82,451.613,23.2,23.9,203.11,193.4,28.147,192.298,52.495,283.326,303.864,57.821,302.22,66.294,302.286,312.871,89.554,690.106,553.442,11.704,49.589,16.732,748.956,403.582,421.291,45.971,44.829,116.531,9.279,330.128,515.962,52.261,9.338535,4.21595,-0.18018074,6.752526
diffuse,1000506,12473,8561,2128.88,645.51,0.06,0.61,92.546,30.382,497.339,342.979,178.922,203.306,1.0,79.353,270.708,164.77,353.838,34.3,21.037,174.237,208.2,20.003,199.383,46.315,261.609,254.14,49.893,278.73,30.382,315.26,272.302,92.321,580.012,571.857,4.568,43.759,8.866,645.433,358.851,353.398,45.971,44.829,102.939,9.279,361.105,447.39,67.759,7.272377,9.492947,-0.7915693,5.4288383
diffuse,1000507,16742,8475,534.76,270.48,0.09,0.55,34.186,177.294,355.076,334.781,260.635,83.355,55.326,27.118,339.754,443.18,965.991,56.5,167.023,410.994,258.15,223.603,78.936,202.86,283.326,466.597,133.143,230.369,118.529,345.532,295.122,106.158,416.91,514.311,222.207,82.63,111.126,319.334,657.06,463.32,164.823,34.25,184.49,17.558,515.988,533.441,179.819,-23.707464,11.115581,4.548735,-2.0781617
diffuse,1000508,9217,8505,990.0,346.49,0.1,0.63,82.247,59.765,566.889,330.096,182.876,129.903,64.381,53.235,374.276,312.164,506.877,34.3,21.037,382.121,267.4,44.435,135.617,79.272,283.326,281.262,55.179,260.768,40.176,364.273,264.695,111.693,453.608,592.574,18.839,92.348,48.197,503.088,388.672,466.553,113.428,41.806,143.714,23.077,303.023,554.954,59.414,-20.999094,11.573492,0.91889143,0.5501247
diffuse,1000509,17356,8509,462.56,556.94,0.02,0.29,9.01,324.206,1.0,1.0,6.272,1.0,1.0,1.0,1.0,1.0,1.0,223.0,258.622,1.0,1.0,476.068,86.021,829.037,1.0,231.538,795.179,1.0,30.382,473.831,11.142,1.0,1.0,1.0,600.4,127.333,16.732,11.352,60.642,1.0,209.794,377.325,211.673,1.0,1.0,1.0,396.785,106.04414,5.5287476,2.8656442,-9.699693
diffuse,1000510,13532,8508,567.81,162.16,0.27,0.81,49.062,1.0,446.756,257.484,116.979,235.532,16.091,7.529,281.497,219.361,583.396,23.2,32.487,110.717,65.75,3.715,135.617,40.136,283.326,267.701,53.857,304.983,33.647,247.506,252.018,75.717,743.114,523.518,4.568,35.984,1.0,774.837,321.575,376.029,13.849,28.204,109.735,1.0,368.849,518.651,20.074,-12.537777,11.527086,-1.5243732,2.300221
diffuse,1000511,8803,8525,821.86,317.75,0.1,0.6,85.68,59.765,677.538,398.023,202.645,196.145,103.616,59.765,393.695,241.197,426.106,23.2,12.45,110.717,291.45,52.579,511.128,25.718,272.467,236.059,43.286,235.896,33.647,404.636,274.838,125.529,612.633,606.385,4.568,49.589,32.465,681.666,478.134,460.087,71.669,55.408,130.122,23.077,345.616,501.172,72.527,-24.255722,13.608303,1.9854143,3.1367447
diffuse,1000512,16942,8600,1232.12,609.69,0.04,0.5,114.289,265.441,67.389,250.457,202.645,110.21,10.054,53.235,26.892,328.541,13.753,156.4,227.135,220.434,226.7,372.91,468.617,546.845,17.288,525.362,497.857,1.0,69.559,486.805,282.444,34.208,151.869,240.392,379.193,144.825,111.126,213.223,634.694,162.65,209.794,350.121,245.653,61.713,248.814,365.373,278.765,103.291885,8.356827,2.6717882,-9.491412
diffuse,1000513,8211,8581,987.65,249.98,0.2,0.73,116.577,30.382,626.956,368.744,156.517,210.468,384.302,92.412,434.691,448.639,630.157,23.2,41.074,301.277,285.9,41.72,256.064,66.913,353.908,303.864,47.25,306.365,40.176,365.714,371.188,150.435,686.029,659.327,33.111,63.195,118.992,826.598,396.127,670.233,116.64,70.522,198.082,50.674,213.965,561.677,89.217,-25.168846,0.53910065,4.391669,1.3045368
diffuse,1000514,17090,8588,508.96,258.25,0.1,0.61,211.557,294.824,1.0,68.927,188.148,95.887,1.0,20.588,1.0,44.672,1.0,178.6,252.897,87.618,243.35,400.057,142.702,658.074,1.0,335.507,742.321,1.0,20.588,547.351,59.317,1.0,1.0,1.0,489.796,168.148,87.528,86.407,515.41,1.0,245.129,626.697,266.041,97.588,28.105,1.0,375.327,107.45575,6.8399773,2.91075,-9.628503
diffuse,1000515,8467,8850,17315.43,1998.93,0.05,0.66,74.237,30.382,405.658,334.781,106.435,188.984,345.066,46.706,346.227,290.328,528.132,23.2,6.725,208.884,245.2,33.576,284.404,31.897,288.755,199.896,43.286,256.622,46.706,235.974,211.449,136.598,628.943,472.878,8.136,59.307,71.795,663.549,418.493,434.223,74.881,38.784,123.327,28.597,90.058,417.81,47.493,28.399605,-4.918663,-0.440429,8.502843
diffuse,1000516,8848,8644,525.38,191.38,0.18,0.64,102.845,30.382,566.889,354.691,177.604,95.887,173.033,33.647,389.38,388.59,494.123,45.4,6.725,272.405,269.25,20.003,100.191,44.256,288.755,272.222,44.607,211.025,69.559,367.156,279.909,131.064,698.261,532.726,11.704,59.307,63.929,855.067,470.679,476.252,187.309,46.34,123.327,20.318,299.151,503.861,80.872,-22.873833,-0.56700134,3.5178494,2.1052787
diffuse,1000517,426,8628,220.73,136.86,0.15,0.6,83.392,59.765,402.497,333.61,93.256,131.694,290.74,46.706,389.38,230.279,532.383,23.2,35.35,151.139,235.95,11.859,86.021,38.076,256.179,217.977,53.857,235.896,14.059,341.208,315.406,133.831,486.229,535.028,18.839,65.138,79.661,241.692,291.754,392.194,39.547,38.784,204.878,23.077,256.558,455.458,34.379,-43.807735,7.1869526,1.4772018,-1.1377017
diffuse,1000518,13771,8644,394.27,135.92,0.27,0.73,25.031,1.0,285.525,109.918,81.394,794.113,1.0,14.059,89.464,334.0,523.881,34.3,29.625,312.827,8.4,6.429,43.511,58.674,402.772,281.262,53.857,317.419,72.824,100.468,226.662,12.069,628.943,314.051,8.136,41.815,8.866,596.259,291.754,395.427,20.273,8.557,68.959,25.837,244.942,358.65,8.153,-6.402069,37.851505,-6.703532,-0.07410765
diffuse,1000519,12047,8946,13678.49,1919.38,0.05,0.67,99.412,30.382,525.791,339.465,167.061,239.113,49.29,46.706,395.853,306.705,426.106,45.4,23.9,214.659,230.4,20.003,128.532,87.511,315.902,385.231,55.179,278.73,63.029,442.117,340.761,117.227,584.09,643.214,18.839,65.138,48.197,679.078,425.948,505.35,55.608,43.318,150.51,12.039,318.512,513.273,47.493,28.668106,-4.19783,-0.41250184,8.387681
diffuse,1000520,12745,8686,305.72,166.48,0.14,0.65,94.835,30.382,484.693,320.727,148.609,305.355,61.363,72.824,231.87,132.016,608.902,45.4,29.625,174.237,184.15,6.429,114.362,52.495,305.043,236.059,51.214,310.51,14.059,260.481,239.34,117.227,527.004,456.765,8.136,41.815,1.0,399.565,299.209,262.874,26.698,40.295,123.327,9.279,411.442,475.626,48.685,-11.432623,36.91304,-2.7490296,0.3367416
diffuse,1000521,13595,8785,3352.47,626.68,0.11,0.71,63.938,30.382,405.658,269.196,123.569,296.403,4.018,20.588,318.177,372.213,651.413,23.2,38.212,318.601,71.3,30.861,362.34,52.495,343.049,349.068,60.464,307.747,79.353,237.416,350.904,97.856,747.192,502.802,25.975,59.307,24.598,702.37,433.403,460.087,49.183,28.204,109.735,14.798,213.965,501.172,22.458,-3.4914608,2.210885,1.7380046,5.4300985
diffuse,1000522,334,8670,263.65,139.3,0.17,0.64,78.814,59.765,478.37,333.61,82.712,146.016,299.795,27.118,369.961,110.18,523.881,23.2,21.037,110.717,221.15,3.715,86.021,29.837,267.038,199.896,60.464,224.842,27.118,346.974,292.586,131.064,437.298,436.048,1.0,53.477,56.063,210.635,321.575,363.097,33.122,25.182,157.306,9.279,221.709,498.483,30.803,-44.35373,8.739166,1.4006749,-1.2699746
diffuse,1000523,12555,8703,238.49,124.79,0.19,0.65,94.835,1.0,367.722,346.492,169.697,530.935,1.0,183.824,307.389,546.902,375.094,45.4,49.662,203.11,136.05,30.861,241.894,73.093,516.788,380.71,52.536,425.195,82.618,289.312,340.761,117.227,694.184,599.479,58.086,53.477,95.394,663.549,396.127,521.515,71.669,29.716,225.265,12.039,303.023,483.693,43.916,-34.457928,25.120005,-1.468416,-4.43852
diffuse,1000524,11375,8718,195.64,95.58,0.27,0.76,76.526,147.912,614.31,340.637,173.65,131.694,4.018,46.706,303.073,181.148,375.094,23.2,18.175,180.012,289.6,9.144,114.362,60.734,256.179,245.1,55.179,226.224,17.324,403.195,262.16,92.321,531.082,548.839,4.568,55.42,16.732,578.142,358.851,356.631,52.395,102.26,157.306,9.279,349.488,437.978,74.912,-17.963139,17.175543,-0.5540329,0.13938808
diffuse,1000525,16823,8726,313.61,188.18,0.11,0.6,51.351,177.294,348.753,306.673,261.953,70.823,67.399,33.647,240.501,137.475,489.872,78.7,161.298,324.376,256.3,256.179,206.468,279.072,180.168,344.548,220.357,204.116,14.059,359.948,224.127,75.717,331.282,452.161,336.379,76.8,150.457,270.161,575.052,304.903,132.701,103.772,232.061,50.674,759.93,502.517,216.774,-17.068726,38.986164,2.3320358,-8.3435955
diffuse,1000526,339,8720,195.57,162.03,0.09,0.48,66.227,59.765,494.177,382.798,98.528,178.242,257.541,79.353,413.114,159.311,562.14,23.2,23.9,52.971,219.3,9.144,149.787,33.957,267.038,222.498,65.75,259.386,20.588,334.0,300.193,136.598,527.004,461.369,4.568,47.646,71.795,316.746,299.209,343.699,20.273,28.204,143.714,6.519,314.64,499.828,36.764,-42.722374,8.638393,1.2680409,-0.9743887
diffuse,1000527,11815,8741,310.41,187.64,0.11,0.56,92.546,30.382,478.37,357.033,138.066,280.29,7.036,112.0,333.281,252.115,358.089,34.3,23.9,439.867,198.95,28.147,227.723,58.674,272.467,281.262,49.893,234.515,33.647,400.312,320.477,136.598,494.384,627.101,4.568,41.815,79.661,482.383,388.672,385.728,42.759,37.272,136.918,6.519,407.57,458.147,40.34,-21.27425,22.397131,-0.26581153,0.1826361
diffuse,1000528,263,8723,251.71,155.37,0.13,0.61,83.392,59.765,487.854,328.925,78.759,151.387,212.269,27.118,350.542,164.77,587.647,23.2,18.175,133.815,213.75,6.429,71.851,42.196,288.755,227.018,60.464,249.714,20.588,323.909,300.193,164.271,351.669,438.35,4.568,47.646,56.063,130.404,284.299,385.728,26.698,25.182,136.918,9.279,163.628,458.147,31.995,-44.752975,10.491962,1.1435933,-1.6734098
diffuse,1000529,11286,8803,1116.35,376.0,0.1,0.62,83.392,59.765,576.373,341.808,194.737,153.177,7.036,40.176,318.177,132.016,324.081,23.2,15.312,139.59,250.75,41.72,220.638,56.614,245.321,231.538,52.536,245.568,43.441,374.364,249.482,97.856,600.4,578.763,4.568,43.759,8.866,710.135,470.679,334.0,52.395,56.92,136.918,14.798,376.593,415.121,72.527,-12.043745,14.403075,-0.0707247,2.545308
diffuse,1000530,13254,8776,516.64,160.71,0.25,0.77,107.423,30.382,509.984,313.7,131.476,171.081,1.0,14.059,253.447,246.656,685.421,34.3,21.037,191.561,160.1,9.144,50.596,89.571,353.908,376.19,55.179,289.784,23.853,300.844,335.69,114.46,694.184,560.348,11.704,55.42,8.866,715.311,329.03,424.524,39.547,29.716,157.306,6.519,345.616,519.996,42.724,-17.732742,7.232376,3.8120694,2.4325268
diffuse,1000531,17154,8801,510.81,387.09,0.04,0.44,245.887,294.824,1.0,121.63,120.933,74.403,25.145,1.0,1.0,11.918,1.0,178.6,229.997,151.139,160.1,375.625,121.447,680.732,1.0,109.489,619.429,1.0,14.059,270.571,3.536,1.0,1.0,1.0,443.414,109.84,48.197,32.057,187.381,1.0,193.733,570.778,211.673,92.069,8.744,1.0,318.105,105.7991,6.57848,2.816491,-9.652868
diffuse,1000532,10763,8809,240.7,97.22,0.32,0.8,95.979,30.382,494.177,399.195,193.42,287.452,28.163,46.706,410.957,306.705,392.098,34.3,18.175,151.139,252.6,11.859,574.894,126.647,364.766,353.588,48.571,298.075,20.588,530.052,426.97,128.296,661.563,737.59,15.271,53.477,24.598,702.37,433.403,498.883,84.518,41.806,143.714,20.318,244.942,466.214,47.493,-27.111778,15.96092,4.5707426,-1.0717589
diffuse,1000533,12584,8831,365.91,218.11,0.1,0.56,93.691,1.0,560.566,427.302,173.65,325.048,7.036,72.824,296.6,224.82,324.081,45.4,21.037,197.335,163.8,22.717,603.234,48.375,321.332,276.742,53.857,335.382,27.118,316.701,401.614,72.95,527.004,576.461,8.136,45.702,1.0,513.44,321.575,337.233,33.122,32.738,102.939,14.798,272.047,420.499,46.301,-26.019785,19.054066,-3.4638915,-4.044232
diffuse,1000534,16995,8872,446.43,264.49,0.08,0.54,98.268,206.676,45.259,241.088,135.43,79.774,49.29,33.647,1.0,208.443,1.0,134.2,167.023,174.237,202.65,288.755,220.638,491.231,1.0,335.507,441.036,1.0,10.794,309.494,110.028,45.277,282.351,88.47,347.082,88.461,56.063,407.329,493.045,39.796,132.701,279.088,191.286,64.472,357.233,178.48,223.927,102.36516,7.9791718,2.2304392,-9.390708
diffuse,1000535,11461,8877,542.86,153.33,0.29,0.76,108.567,30.382,424.627,339.465,190.784,151.387,4.018,59.765,322.492,334.0,387.847,45.4,18.175,133.815,237.8,14.573,121.447,75.153,310.473,290.303,48.571,230.369,17.324,432.026,315.406,100.623,633.02,560.348,18.839,53.477,24.598,811.07,358.851,450.388,65.244,38.784,157.306,14.798,326.256,424.533,71.335,-19.453827,6.1838646,1.70271,2.150061
diffuse,1000536,16782,8914,871.32,243.17,0.19,0.71,60.505,147.912,465.725,296.132,273.814,69.032,43.254,20.588,363.488,475.934,791.698,56.5,161.298,468.74,309.95,248.035,114.362,213.159,326.761,439.475,109.357,226.224,92.412,322.468,343.297,92.321,677.873,640.912,250.75,82.63,142.591,857.655,686.881,440.689,203.37,47.852,218.469,28.597,527.605,503.861,194.124,-22.467323,7.9539547,5.2766294,1.9445757
diffuse,1000537,12713,8999,6133.01,1329.69,0.04,0.65,103.99,30.382,491.016,318.385,163.107,183.613,88.526,46.706,240.501,235.738,502.626,45.4,23.9,243.532,198.95,20.003,135.617,56.614,310.473,285.783,51.214,273.203,36.912,279.221,262.16,97.856,543.314,507.406,11.704,47.646,63.929,536.733,358.851,372.796,55.608,44.829,116.531,17.558,345.616,443.357,67.759,22.380913,0.07322693,-0.43400922,7.7276783
diffuse,1000538,11872,8869,195.36,99.61,0.25,0.67,92.546,30.382,633.278,338.294,163.107,273.129,28.163,27.118,339.754,126.557,506.877,23.2,23.9,231.983,256.3,17.288,50.596,48.375,234.462,208.937,49.893,238.66,23.853,450.766,274.838,106.158,580.012,553.442,4.568,37.928,24.598,534.145,403.582,366.33,20.273,37.272,143.714,9.279,303.023,538.82,48.685,-18.551838,17.975208,-0.072444595,0.48009977
diffuse,1000539,13124,8947,1277.67,398.73,0.1,0.64,118.866,30.382,418.304,326.583,152.563,151.387,10.054,46.706,292.285,344.918,540.885,23.2,29.625,203.11,198.95,20.003,107.277,95.751,337.62,430.434,64.429,253.859,72.824,289.312,399.079,92.321,592.245,546.537,25.975,78.743,16.732,614.376,418.493,524.748,71.669,41.806,157.306,6.519,515.988,502.517,54.646,-19.769588,14.033331,-0.18024324,1.6990912
diffuse,1000540,8767,8909,193.44,124.43,0.16,0.62,41.052,30.382,430.949,334.781,115.661,165.71,260.559,40.176,348.384,284.869,447.362,23.2,12.45,145.364,271.1,60.723,433.191,23.658,267.038,177.294,41.964,285.639,69.559,306.61,193.701,147.668,314.971,461.369,4.568,39.872,48.197,249.456,642.149,405.126,52.395,25.182,102.939,3.76,109.419,448.735,30.803,-39.32321,9.508007,2.160092,-2.196452
diffuse,1000541,11760,9044,2633.3,952.3,0.04,0.52,92.546,1.0,475.209,371.087,151.245,425.306,16.091,118.529,369.961,252.115,409.102,23.2,26.762,208.884,208.2,49.864,383.596,58.674,326.761,285.783,49.893,307.747,92.412,397.429,361.046,97.856,686.029,581.065,11.704,53.477,32.465,704.959,515.41,434.223,55.608,38.784,143.714,12.039,198.477,431.256,47.493,11.154026,3.8757248,-0.08468219,7.2166543
diffuse,1000542,12971,8942,278.71,130.7,0.21,0.66,97.124,30.382,421.465,385.141,132.794,427.097,7.036,59.765,320.335,202.984,562.14,45.4,23.9,255.081,202.65,153.022,844.128,52.495,277.897,249.62,57.821,311.892,301.353,286.429,376.259,108.925,575.935,472.878,8.136,63.195,24.598,578.142,1000.0,301.67,39.547,40.295,116.531,12.039,194.605,476.97,71.335,-24.11995,17.843033,-4.441637,-4.7245307
diffuse,1000543,11158,8976,598.65,182.75,0.23,0.76,95.979,30.382,535.275,309.015,184.194,120.952,79.471,53.235,335.438,230.279,366.591,34.3,18.175,156.913,235.95,9.144,50.596,101.93,277.897,272.222,45.929,242.805,17.324,374.364,252.018,108.925,628.943,631.705,11.704,51.533,40.331,754.132,388.672,450.388,55.608,44.829,116.531,12.039,272.047,429.911,74.912,-20.657848,4.42416,1.9872698,1.9400109
diffuse,1000544,16115,8965,249.93,120.23,0.22,0.69,102.845,59.765,1000.0,414.42,344.983,171.081,34.199,14.059,480.002,263.033,919.23,45.4,95.461,197.335,372.85,223.603,766.191,81.332,391.913,448.516,55.179,408.614,79.353,398.87,424.434,144.9,539.237,767.514,18.839,72.912,48.197,521.205,843.44,550.612,62.032,35.761,184.49,6.519,841.244,720.334,88.025,-23.938007,15.960472,-2.2546723,-5.46886
diffuse,1000545,12261,9122,3011.36,717.02,0.07,0.66,85.68,1.0,557.405,347.664,155.199,217.629,31.181,53.235,382.907,159.311,489.872,23.2,18.175,156.913,221.15,9.144,128.532,66.913,261.609,276.742,47.25,252.477,72.824,407.519,290.051,103.391,482.151,594.876,1.0,51.533,24.598,570.378,396.127,427.757,29.91,35.761,130.122,12.039,318.512,498.483,34.379,6.4658203,8.254944,-0.41913512,6.0692277
diffuse,1000546,11292,9235,10559.05,2011.05,0.03,0.59,92.546,30.382,497.339,326.583,172.332,160.339,85.508,59.765,326.808,230.279,341.085,23.2,29.625,295.503,234.1,17.288,93.106,56.614,277.897,254.14,44.607,252.477,23.853,361.39,262.16,114.46,592.245,569.555,22.407,55.42,56.063,645.433,403.582,405.126,52.395,43.318,143.714,20.318,260.43,452.769,66.567,29.588165,-4.8164406,-0.43054318,8.413559
diffuse,1000547,9583,9061,782.99,281.57,0.12,0.73,43.34,1.0,516.307,305.502,77.441,149.597,254.523,7.529,350.542,159.311,307.077,12.1,3.862,214.659,243.35,9.144,107.277,21.598,245.321,163.733,31.393,234.515,27.118,251.831,132.848,125.529,633.02,530.424,1.0,30.154,71.795,717.899,388.672,443.922,10.637,17.625,109.735,3.76,128.779,408.398,14.113,-28.585766,-4.632122,2.1546443,1.9386404
diffuse,1000548,830,9066,408.27,164.64,0.19,0.69,68.515,59.765,310.816,321.898,80.077,133.484,157.943,20.588,344.069,153.852,213.553,23.2,26.762,145.364,163.8,6.429,64.766,21.598,250.75,163.733,52.536,202.734,14.059,224.442,231.734,75.717,465.841,339.371,4.568,45.702,8.866,391.801,232.112,359.864,29.91,28.204,75.755,9.279,457.907,437.978,36.764,-8.28466,48.014004,-3.8102434,0.12992139
diffuse,1000549,16602,9067,382.54,218.5,0.1,0.55,79.959,30.382,386.69,300.817,247.455,67.242,197.178,20.588,322.492,257.574,880.97,23.2,63.974,526.486,300.7,55.293,71.851,101.93,288.755,403.312,45.929,251.095,14.059,309.494,305.264,108.925,547.392,567.253,18.839,59.307,142.591,518.617,619.784,466.553,71.669,28.204,170.898,23.077,454.035,507.895,92.794,-23.499514,9.235487,5.182415,1.8191142
diffuse,1000550,13632,9281,7900.24,1129.95,0.08,0.77,92.546,30.382,576.373,318.385,167.061,208.677,13.073,33.647,287.97,334.0,506.877,45.4,29.625,393.671,152.7,22.717,206.468,58.674,343.049,312.905,51.214,244.187,59.765,256.156,323.013,114.46,783.89,560.348,36.679,67.082,48.197,795.541,343.94,453.621,74.881,43.318,109.735,14.798,376.593,489.071,52.261,15.94993,1.0890999,-0.050743315,7.518764
diffuse,1000551,8808,9123,476.91,209.32,0.14,0.66,49.062,1.0,408.82,355.862,93.256,178.242,299.795,98.941,365.646,323.082,472.868,12.1,6.725,151.139,254.45,28.147,426.106,7.179,250.75,168.253,28.75,248.332,17.324,205.701,160.739,139.366,575.935,447.558,1.0,51.533,24.598,694.606,373.761,395.427,33.122,26.693,89.347,6.519,59.081,365.373,26.035,-29.898777,-3.4097652,3.0610425,0.863007
diffuse,1000552,13198,9148,994.83,324.02,0.12,0.7,91.402,30.382,519.468,319.556,174.968,163.919,7.036,53.235,303.073,263.033,502.626,23.2,35.35,185.786,187.85,9.144,128.532,60.734,337.62,335.507,55.179,241.423,23.853,310.935,302.728,95.089,653.408,558.046,8.136,47.646,24.598,653.197,336.485,440.689,36.334,41.806,143.714,6.519,272.047,501.172,55.838,-16.943748,8.353822,1.4922825,2.4410608
diffuse,1000553,13101,9153,965.48,383.69,0.08,0.55,90.258,30.382,604.826,300.817,151.245,120.952,1.0,27.118,255.605,153.852,366.591,23.2,21.037,180.012,206.35,6.429,43.511,44.256,272.467,263.181,51.214,240.041,17.324,260.481,239.34,84.019,547.392,500.5,4.568,39.872,8.866,492.736,329.03,363.097,26.698,43.318,130.122,9.279,407.57,470.248,52.261,-4.8337317,20.215536,-1.4827682,1.6600367
diffuse,1000554,2528,9280,10120.65,1741.47,0.04,0.66,98.268,118.529,326.623,371.087,128.84,174.661,502.009,59.765,400.168,202.984,625.906,23.2,41.074,283.954,208.2,44.435,248.979,56.614,299.614,195.376,73.679,242.805,59.765,283.545,277.373,158.737,681.951,436.048,18.839,76.8,63.929,526.381,381.216,434.223,74.881,65.988,130.122,39.635,198.477,483.693,97.562,26.807495,-4.328644,-0.30127993,8.277513
diffuse,1000555,1047,9161,279.21,103.61,0.33,0.8,61.649,89.147,551.082,362.889,120.933,115.581,342.048,46.706,389.38,197.525,553.638,23.2,38.212,220.434,204.5,6.429,128.532,44.256,288.755,208.937,60.464,211.025,27.118,365.714,282.444,153.202,869.518,431.445,11.704,47.646,87.528,601.435,314.119,395.427,45.971,35.761,177.694,20.318,268.174,479.659,62.99,-27.570366,-7.5055084,2.630485,1.3021445
diffuse,1000556,11861,9230,251.0,158.57,0.13,0.56,154.34,30.382,535.275,326.583,176.286,131.694,31.181,27.118,385.065,492.311,379.345,23.2,18.175,156.913,250.75,17.288,156.872,124.588,305.043,475.638,63.107,248.332,40.176,473.831,477.68,103.391,608.555,645.516,29.543,158.43,56.063,565.202,478.134,637.903,139.125,38.784,184.49,20.318,260.43,534.786,52.261,-39.336555,22.063969,4.6505837,-0.6356883
diffuse,1000557,10823,9211,208.72,115.68,0.2,0.65,85.68,1.0,920.965,381.627,109.071,124.532,22.127,14.059,430.376,126.557,366.591,23.2,1.0,168.462,248.9,1.0,71.851,454.155,218.174,204.416,44.607,258.004,27.118,525.727,208.914,114.46,645.253,684.647,1.0,35.984,24.598,673.902,433.403,418.058,17.061,37.272,157.306,9.279,353.36,554.954,36.764,-19.875275,10.223537,5.3190703,3.2198765
diffuse,1000558,12585,9494,16248.97,3184.68,0.02,0.6,109.711,30.382,522.63,330.096,182.876,205.097,67.399,59.765,344.069,246.656,460.115,34.3,21.037,301.277,243.35,20.003,135.617,66.913,305.043,303.864,52.536,258.004,30.382,395.987,302.728,106.158,580.012,638.611,22.407,69.025,56.063,686.842,403.582,447.155,55.608,50.874,136.918,14.798,275.919,498.483,62.99,34.578903,-2.7106628,-0.38950107,8.9492655
diffuse,1000559,11025,9242,335.14,179.74,0.13,0.59,95.979,1.0,449.918,344.15,105.117,131.694,73.435,14.059,406.641,246.656,536.634,23.2,3.862,301.277,243.35,3.715,100.191,64.854,250.75,254.14,44.607,234.515,20.588,466.623,267.231,133.831,567.78,610.988,4.568,39.872,95.394,598.847,470.679,469.786,23.486,32.738,157.306,34.116,233.326,552.265,34.379,-23.61095,5.6595297,3.2192287,1.2269218
diffuse,1000560,12303,9254,263.93,135.09,0.18,0.68,90.258,30.382,525.791,306.673,143.338,162.129,7.036,40.176,400.168,126.557,477.119,23.2,15.312,174.237,237.8,6.429,64.766,64.854,229.033,249.62,44.607,217.934,27.118,429.143,267.231,95.089,486.229,636.309,1.0,41.815,32.465,492.736,358.851,379.262,23.486,41.806,170.898,9.279,461.779,503.861,40.34,-16.999989,23.722286,-1.0147262,-0.20759541
diffuse,1000561,12763,9251,212.06,149.91,0.12,0.63,106.278,30.382,446.756,317.213,168.379,124.532,7.036,33.647,285.812,137.475,625.906,23.2,26.762,370.572,247.05,17.288,57.681,31.897,294.185,240.579,44.607,244.187,14.059,296.519,206.378,100.623,490.306,505.104,1.0,43.759,16.732,456.503,358.851,379.262,29.91,41.806,116.531,17.558,345.616,489.071,49.877,-16.044628,20.096561,-0.27239716,0.12980425
diffuse,1000562,16707,9259,290.65,101.7,0.35,0.77,92.546,30.382,456.241,278.565,248.773,69.032,127.761,27.118,298.758,290.328,906.477,45.4,61.112,549.584,247.05,82.44,78.936,99.87,283.326,416.873,45.929,252.477,14.059,221.558,290.051,131.064,539.237,512.009,79.493,51.533,213.386,591.083,575.052,327.534,78.093,23.67,232.061,89.309,415.314,468.903,91.601,-23.469702,8.45598,5.1635714,2.051962
diffuse,1000563,2923,9270,207.65,97.98,0.27,0.75,95.979,89.147,491.016,434.329,120.933,147.806,266.595,46.706,533.944,230.279,570.643,23.2,41.074,335.925,189.7,112.302,426.106,44.256,256.179,177.294,73.679,296.693,154.441,325.351,246.947,139.366,616.71,488.991,15.271,57.364,174.055,407.329,567.597,485.951,62.032,49.363,130.122,31.356,74.57,486.382,76.104,-36.47931,4.4422483,3.234169,-1.0191392
diffuse,1000564,944,9283,423.69,212.06,0.12,0.57,77.67,59.765,396.174,325.411,136.748,124.532,284.704,98.941,361.33,164.77,574.894,45.4,49.662,116.491,178.6,9.144,93.106,62.794,250.75,199.896,67.071,202.734,36.912,279.221,264.695,150.435,592.245,461.369,18.839,63.195,111.126,417.681,343.94,376.029,65.244,32.738,266.041,12.039,90.058,427.222,66.567,-41.00964,0.07050228,2.146117,-0.45290083
diffuse,1000565,13070,9369,3362.42,725.99,0.08,0.7,115.433,30.382,516.307,335.952,157.835,192.565,49.29,46.706,307.389,355.836,345.336,34.3,26.762,301.277,221.15,25.432,107.277,91.631,375.625,326.466,57.821,259.386,53.235,290.753,345.832,133.831,698.261,576.461,29.543,94.292,63.929,805.894,366.306,489.184,132.701,53.897,157.306,17.558,287.535,491.76,66.567,4.5856724,2.7565727,0.678978,5.97285
