class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,CD40,SMA,MAP2,CD8,CD31,Synaptophysin,AQP4,CD34,PCNA,IBA1,S100B,CD163,Claudin5,GFAP,PSD-95,Trem2,NeuN,HLA-DR,CD14,CD11b,CD3e,P2Rx7_Park7,DAPI_1,CD11c,CD4,GalMac3,ApoE,CD45,HLA-A,CD68,Vimentin,A-Beta,H2A.x,TMEM119,CD74,P2Ry12,CollagenIV,CD44,Neurofilament,ATG7,iNOS,UMAP_1,UMAP_2,TSNE_1,TSNE_2
diffuse,1000851,9653,14538,240.62,121.41,0.21,0.68,12.443,30.382,655.408,389.825,120.933,95.887,351.103,7.529,389.38,142.934,426.106,34.3,6.725,278.179,239.65,20.003,100.191,79.272,277.897,172.774,75.0,249.714,20.588,394.545,148.061,111.693,620.788,530.424,4.568,69.025,71.795,697.194,254.478,343.699,39.547,97.726,102.939,58.953,454.035,507.895,121.405,-21.942451,-7.12747,1.5914073,1.5908036
diffuse,1000852,9472,14599,262.37,155.61,0.14,0.68,15.876,30.382,348.753,297.304,95.892,113.79,314.885,14.059,398.011,126.557,370.843,45.4,9.587,151.139,154.55,25.432,29.34,83.392,234.462,222.498,80.286,220.697,27.118,359.948,170.881,108.925,551.469,518.915,8.136,70.969,63.929,650.609,314.119,366.33,23.486,87.147,116.531,36.876,717.337,468.903,114.252,-8.881637,11.50185,-0.22908288,2.3985739
diffuse,1000853,9032,14647,1189.76,455.64,0.07,0.57,18.165,30.382,475.209,317.213,142.02,115.581,296.776,14.059,361.33,230.279,383.596,34.3,6.725,168.462,206.35,25.432,100.191,83.392,261.609,294.824,73.679,233.133,17.324,414.727,193.701,122.762,551.469,555.744,11.704,74.856,56.063,588.495,284.299,485.951,52.395,108.306,96.143,34.116,504.372,472.937,121.405,-6.7803745,6.282074,0.30476093,3.3761065
diffuse,1000854,10249,14625,282.55,142.14,0.18,0.71,19.309,59.765,525.791,309.015,144.656,90.516,438.628,27.118,365.646,159.311,455.864,34.3,9.587,214.659,248.9,68.867,36.426,66.913,239.891,186.335,57.821,249.714,17.324,387.338,165.81,136.598,551.469,546.537,15.271,74.856,71.795,516.028,284.299,353.398,49.183,118.885,75.755,50.674,314.64,448.735,142.863,-34.352627,-4.706848,2.0008245,0.29798827
diffuse,1000855,9338,14667,458.08,203.01,0.14,0.61,11.299,30.382,389.851,346.492,98.528,174.661,163.979,33.647,402.326,137.475,421.855,56.5,9.587,145.364,160.1,58.008,171.043,97.81,261.609,236.059,84.25,260.768,255.647,367.156,183.558,106.158,551.469,516.613,8.136,84.574,32.465,513.44,343.94,379.262,26.698,79.59,102.939,28.597,577.942,444.701,129.749,-9.502405,20.658062,-1.6626631,1.0492926
diffuse,1000856,7402,14665,445.72,142.76,0.27,0.77,29.608,1.0,313.978,347.664,85.348,269.548,1.0,40.176,290.127,437.721,349.587,100.9,3.862,151.139,43.55,11.859,149.787,122.528,560.223,416.873,71.036,284.257,23.853,336.883,236.805,106.158,653.408,558.046,22.407,111.784,8.866,723.075,209.746,725.194,116.64,82.613,75.755,14.798,508.244,335.793,91.601,-38.238693,29.08368,-0.810215,-4.218561
diffuse,1000857,9837,14715,1416.81,426.46,0.1,0.7,23.887,30.382,500.5,324.24,155.199,103.048,287.722,14.059,361.33,263.033,345.336,56.5,6.725,156.913,248.9,47.149,71.851,89.571,277.897,249.62,68.393,248.332,14.059,378.688,196.236,111.693,702.339,592.574,15.271,80.687,56.063,746.368,269.388,414.825,74.881,112.84,89.347,39.635,500.5,482.349,165.513,-7.7344093,3.0837345,1.0383158,3.3208902
diffuse,1000858,9656,14710,1274.04,333.6,0.14,0.71,29.608,30.382,503.661,323.069,134.112,133.484,323.94,183.824,415.272,202.984,545.136,123.1,89.736,214.659,211.9,28.147,64.766,174.023,305.043,254.14,75.0,266.295,36.912,426.26,213.985,211.316,653.408,571.857,97.332,98.179,158.323,767.073,276.843,411.592,52.395,103.772,232.061,42.395,566.326,513.273,132.134,-13.014517,-0.04269409,1.2690828,3.023745
diffuse,1000859,9140,15123,38943.63,7439.73,0.01,0.51,19.309,1.0,475.209,321.898,105.117,174.661,100.598,33.647,335.438,202.984,379.345,45.4,9.587,185.786,132.35,22.717,156.872,83.392,261.609,263.181,65.75,252.477,36.912,345.532,203.843,108.925,522.927,530.424,11.704,69.025,56.063,539.321,261.933,405.126,45.971,81.101,102.939,23.077,628.279,404.365,88.025,30.732666,2.612753,0.36347368,8.852328
diffuse,1000860,9486,14708,284.61,202.17,0.09,0.5,15.876,30.382,532.114,339.465,119.615,126.323,296.776,53.235,423.903,224.82,404.851,45.4,12.45,162.688,187.85,9.144,57.681,85.452,288.755,276.742,72.357,216.552,23.853,388.779,191.165,119.994,518.849,539.631,18.839,84.574,71.795,446.15,254.478,460.087,42.759,99.238,130.122,42.395,361.105,507.895,107.099,-34.50969,6.9077187,1.3321673,-0.10783962
diffuse,1000861,7245,14811,818.88,359.88,0.08,0.63,6.722,1.0,228.62,367.573,53.718,251.645,4.018,33.647,281.497,88.344,319.83,34.3,3.862,116.491,49.1,63.438,539.468,40.136,250.75,190.855,63.107,329.855,72.824,264.805,142.99,108.925,567.78,403.823,1.0,57.364,8.866,474.619,425.948,266.107,26.698,55.408,75.755,14.798,523.733,330.415,79.68,-2.3015537,28.119469,-5.9196424,-1.4757866
diffuse,1000862,9447,14890,1061.85,457.04,0.06,0.53,10.155,1.0,582.696,364.06,102.482,138.855,230.378,14.059,395.853,175.689,362.34,34.3,6.725,208.884,152.7,11.859,270.234,91.631,256.179,249.62,73.679,253.859,23.853,433.468,226.662,106.158,612.633,578.763,8.136,72.912,48.197,642.845,254.478,411.592,26.698,82.613,102.939,25.837,632.151,443.357,93.986,-5.725363,7.7158966,-0.08211405,3.6137865
diffuse,1000863,8137,14881,629.13,235.27,0.14,0.72,12.443,1.0,649.085,321.898,89.302,137.065,55.326,33.647,328.965,104.721,353.838,34.3,9.587,128.04,80.55,3.715,57.681,73.093,239.891,208.937,72.357,233.133,20.588,383.013,140.454,119.994,596.322,539.631,11.704,57.364,32.465,673.902,194.836,379.262,33.122,81.101,109.735,23.077,461.779,390.919,92.794,1.5201206,36.53447,-2.9747255,2.4563618
diffuse,1000864,9972,14927,1866.22,471.93,0.11,0.66,26.175,30.382,472.047,358.204,132.794,163.919,263.577,40.176,348.384,306.705,332.583,34.3,6.725,220.434,200.8,47.149,248.979,83.392,288.755,272.222,69.714,248.332,14.059,367.156,231.734,119.994,677.873,537.329,18.839,70.969,87.528,681.666,254.478,482.718,58.82,103.772,89.347,34.116,492.756,424.533,141.671,-6.6767025,4.7480145,0.7057636,4.043722
diffuse,1000865,8252,14908,452.89,261.69,0.08,0.6,10.155,1.0,557.405,321.898,87.984,144.226,19.109,20.588,331.123,104.721,341.085,34.3,9.587,93.393,65.75,6.429,142.702,58.674,229.033,195.376,60.464,234.515,23.853,355.623,142.99,106.158,522.927,558.046,1.0,55.42,16.732,464.267,187.381,372.796,29.91,69.011,89.347,14.798,577.942,390.919,67.759,1.3867912,39.74881,-3.7102098,1.8051819
diffuse,1000866,7688,14998,1418.38,518.82,0.07,0.59,14.732,1.0,313.978,307.844,44.492,185.403,31.181,40.176,290.127,224.82,349.587,34.3,3.862,156.913,43.55,20.003,171.043,68.973,234.462,303.864,72.357,264.913,40.176,308.052,183.558,103.391,604.478,463.671,1.0,69.025,8.866,624.728,269.388,418.058,29.91,70.522,82.551,14.798,469.523,338.482,74.912,7.9896603,24.359552,-2.0864334,4.3183575
diffuse,1000867,8207,15077,13193.48,1732.43,0.06,0.65,17.021,30.382,443.595,317.213,68.215,239.113,118.707,53.235,309.546,181.148,447.362,45.4,6.725,220.434,54.65,20.003,234.809,68.973,272.467,254.14,69.714,271.822,56.5,323.909,193.701,111.693,600.4,456.765,11.704,69.025,40.331,616.964,239.567,395.427,39.547,85.635,82.551,25.837,527.605,351.927,88.025,28.560638,-1.9333687,-0.71063584,8.149093
diffuse,1000868,10254,15016,224.63,136.51,0.15,0.6,22.742,30.382,519.468,327.754,105.117,106.629,287.722,27.118,354.857,148.393,430.357,78.7,9.587,307.052,202.65,55.293,22.255,73.093,229.033,168.253,67.071,278.73,27.118,326.792,160.739,128.296,486.229,493.594,22.407,72.912,79.661,415.093,276.843,334.0,39.547,99.238,109.735,53.434,515.988,437.978,132.134,-29.526043,42.478226,0.8475645,-0.16977142
diffuse,1000869,11282,15197,203.81,105.34,0.23,0.63,52.495,30.382,219.136,422.618,86.666,729.661,429.574,216.471,432.533,148.393,766.191,34.3,58.249,474.514,219.3,134.019,156.872,54.555,294.185,150.172,80.286,314.656,451.529,306.61,229.198,227.92,677.873,387.71,108.036,37.928,331.378,591.083,299.209,285.505,26.698,129.464,388.367,64.472,78.442,369.406,183.395,-14.715782,26.438414,-6.6303754,-2.9165406
diffuse,1000870,7728,15241,189.81,117.81,0.17,0.58,23.887,1.0,399.335,264.511,37.902,346.532,136.816,170.765,231.87,759.803,447.362,34.3,3.862,197.335,32.45,3.715,213.553,132.827,408.201,579.606,69.714,292.548,43.441,259.039,317.942,86.787,600.4,445.256,8.136,105.953,1.0,430.622,142.649,812.485,148.762,69.011,55.367,17.558,364.977,312.935,65.375,-40.89142,30.013687,-0.32617527,-4.421967
diffuse,1000871,9669,15282,440.32,192.4,0.15,0.67,18.165,1.0,592.18,328.925,94.574,128.113,206.233,7.529,378.592,192.066,417.604,45.4,6.725,128.04,149.0,22.717,121.447,114.289,277.897,245.1,69.714,263.531,66.294,401.753,201.307,103.391,539.237,604.083,4.568,72.912,32.465,518.617,276.843,434.223,36.334,84.124,102.939,25.837,605.047,446.046,96.37,-11.046188,15.526897,-0.14848705,0.9754384
diffuse,1000872,10828,15387,4875.1,1049.45,0.06,0.59,42.196,30.382,528.953,320.727,124.887,181.823,296.776,14.059,361.33,252.115,413.353,12.1,12.45,301.277,247.05,41.72,220.638,73.093,283.326,263.181,32.714,270.44,33.647,305.169,249.482,114.46,730.882,597.177,15.271,39.872,103.26,800.718,291.754,434.223,26.698,130.976,102.939,50.674,314.64,442.012,42.724,13.8678055,0.5988655,-0.04345746,7.3405423
diffuse,1000873,7884,15375,3020.03,692.11,0.08,0.61,15.876,1.0,484.693,225.863,64.261,235.532,106.634,27.118,188.717,153.852,366.591,12.1,6.725,151.139,36.15,22.717,220.638,29.837,261.609,168.253,30.071,274.585,59.765,171.104,153.132,84.019,588.167,346.276,1.0,22.379,8.866,554.85,247.022,317.835,13.849,35.761,62.163,6.519,457.907,318.314,20.074,11.361805,21.846008,-2.1238847,5.3843613
diffuse,1000874,10568,15332,779.93,303.17,0.11,0.63,51.351,30.382,446.756,319.556,122.251,215.839,206.233,14.059,350.542,366.754,443.111,34.3,9.587,266.63,239.65,58.008,135.617,114.289,305.043,317.425,53.857,263.531,66.294,388.779,302.728,128.296,604.478,601.781,22.407,70.969,111.126,710.135,299.209,476.252,110.215,121.908,130.122,50.674,426.93,501.172,102.331,-16.89979,2.955429,2.4688938,2.3711
diffuse,1000875,8544,15354,648.82,233.15,0.15,0.75,13.588,1.0,604.826,252.8,93.256,169.29,82.489,20.588,208.136,115.639,417.604,23.2,9.587,301.277,73.15,11.859,149.787,15.419,256.179,172.774,23.464,262.149,10.794,257.597,132.848,92.321,563.702,426.841,4.568,22.379,8.866,570.378,172.47,282.272,20.273,78.079,82.551,14.798,562.453,308.902,33.187,5.303875,39.65791,-4.131424,2.677943
diffuse,1000876,8703,15384,1214.35,357.01,0.12,0.66,22.742,1.0,443.595,256.313,94.574,257.016,13.073,27.118,238.343,241.197,358.089,12.1,9.587,139.59,82.4,25.432,341.085,29.837,299.614,272.222,22.143,270.44,30.382,247.506,231.734,81.252,539.237,516.613,8.136,45.702,32.465,648.021,358.851,430.99,29.91,76.567,89.347,1.0,620.535,358.65,4.576,7.6168404,28.543228,-3.3903308,3.6597087
diffuse,1000877,8327,15404,257.54,137.8,0.17,0.72,17.021,1.0,519.468,222.349,78.759,115.581,619.716,27.118,160.667,110.18,494.123,12.1,9.587,335.925,102.75,14.573,100.191,19.538,261.609,104.968,19.5,282.876,23.853,96.143,117.635,106.158,539.237,309.447,1.0,16.549,8.866,531.557,179.925,311.369,7.424,69.011,62.163,67.232,663.128,315.624,2.192,6.650938,42.712337,3.647155,5.7373667
diffuse,1000878,9941,15450,896.76,303.25,0.12,0.69,21.598,1.0,459.402,255.142,82.712,185.403,336.012,27.118,294.443,170.23,413.353,12.1,21.037,64.52,121.25,14.573,71.851,50.435,250.75,222.498,20.821,284.257,17.324,240.299,168.345,106.158,702.339,500.5,4.568,16.549,40.331,785.189,254.478,376.029,7.424,115.862,96.143,23.077,500.5,421.844,5.768,-6.488511,8.898205,0.17982545,3.0008137
diffuse,1000879,11023,15447,224.92,182.59,0.08,0.47,42.196,30.382,570.051,292.619,131.476,246.274,275.65,14.059,328.965,181.148,358.089,12.1,9.587,203.11,291.45,20.003,93.106,64.854,256.179,204.416,18.179,241.423,20.588,246.065,181.023,106.158,559.624,553.442,4.568,16.549,103.26,474.619,232.112,395.427,23.486,123.419,75.755,45.155,287.535,412.432,11.729,-32.47238,4.669423,1.3663186,0.32082447
diffuse,1000880,9242,15542,890.01,286.15,0.14,0.65,19.309,1.0,475.209,285.592,110.389,140.645,40.236,14.059,208.136,110.18,307.077,12.1,9.587,110.717,130.5,11.859,149.787,19.538,239.891,199.896,20.821,241.423,36.912,192.727,170.881,89.554,575.935,475.18,4.568,16.549,24.598,619.552,209.746,291.971,13.849,84.124,96.143,1.0,585.686,312.935,3.384,6.848707,39.198685,-4.0291705,2.438314
diffuse,1000881,10872,15505,200.4,122.92,0.17,0.64,86.825,30.382,516.307,300.817,126.204,215.839,308.849,1.0,335.438,486.852,383.596,23.2,3.862,295.503,252.6,25.432,57.681,83.392,397.342,412.353,27.429,262.149,23.853,264.805,323.013,119.994,677.873,663.931,18.839,30.154,118.992,648.021,239.567,689.631,74.881,141.555,82.551,45.155,179.116,440.668,9.345,-41.55728,20.00713,4.429234,0.3257116
diffuse,1000882,10550,15561,2121.77,495.41,0.11,0.65,23.887,1.0,636.44,297.304,119.615,212.258,272.631,20.588,341.911,252.115,438.86,12.1,6.725,214.659,213.75,20.003,213.553,85.452,256.179,267.701,20.821,273.203,23.853,280.662,224.127,131.064,759.424,594.876,8.136,32.097,79.661,870.596,232.112,418.058,13.849,118.885,75.755,42.395,500.5,446.046,9.345,-7.0596714,2.2330723,1.441304,4.300776
diffuse,1000883,6491,15518,232.45,88.11,0.38,0.81,39.907,1.0,668.054,195.413,39.22,221.21,10.054,20.588,177.929,372.213,366.591,23.2,3.862,168.462,26.9,3.715,284.404,58.674,370.196,362.629,23.464,249.714,17.324,119.208,254.553,70.183,828.743,472.878,1.0,18.492,16.732,795.541,90.463,434.223,29.91,22.159,48.571,1.0,477.267,288.734,3.384,6.888587,35.1613,-4.706026,3.7851038
diffuse,1000884,8811,15548,197.77,129.8,0.15,0.65,18.165,1.0,500.5,330.096,65.579,257.016,10.054,14.059,337.596,153.852,341.085,12.1,12.45,197.335,60.2,204.601,886.638,15.419,288.755,199.896,22.143,281.494,167.5,191.286,295.122,86.787,616.71,426.841,8.136,26.267,32.465,679.078,522.866,304.903,13.849,72.033,82.551,1.0,368.849,296.801,5.768,-23.842676,19.631924,-4.107072,-4.7037964
diffuse,1000885,14189,15623,1036.76,497.05,0.05,0.41,388.928,1.0,298.171,645.138,1.0,1.0,1.0,1.0,823.071,1.0,120.03,1000.0,1.0,376.347,1.0,717.674,1.0,342.926,1000.0,823.706,145.036,360.253,4.265,238.857,495.429,3.767,261.963,675.44,950.05,1.0,8.866,456.503,1.0,1.0,10.637,404.53,1.0,332.16,4.872,290.078,530.303,-3.6348133,13.329901,-1.1826221,-5.997615
diffuse,1000886,10841,15698,2884.22,828.36,0.05,0.63,25.031,1.0,528.953,299.646,110.389,119.161,305.831,14.059,361.33,186.607,451.613,12.1,9.587,214.659,247.05,22.717,121.447,64.854,250.75,240.579,22.143,278.73,30.382,303.727,219.056,117.227,600.4,562.65,4.568,18.492,103.26,660.961,306.664,395.427,10.637,120.396,82.551,42.395,469.523,483.693,5.768,8.16292,2.3575077,-0.118549086,6.5871825
diffuse,1000887,9499,15638,196.99,124.17,0.16,0.64,14.732,1.0,506.823,207.124,73.487,255.226,336.012,27.118,156.352,115.639,472.868,12.1,18.175,87.618,99.05,9.144,15.17,9.239,267.038,172.774,14.214,278.73,27.118,175.429,117.635,106.158,514.771,366.993,4.568,6.831,40.331,534.145,224.657,288.738,4.212,64.477,82.551,1.0,957.407,331.759,2.192,6.021757,45.33734,-5.552621,1.8961313
diffuse,1000888,8778,15648,235.86,151.07,0.13,0.61,11.299,1.0,415.142,174.332,74.805,316.097,215.287,33.647,195.19,88.344,324.081,12.1,6.725,174.237,50.95,20.003,156.872,3.06,212.745,159.213,12.893,269.058,17.324,165.338,148.061,75.717,563.702,383.106,1.0,8.774,48.197,547.085,291.754,269.34,1.0,58.431,82.551,1.0,384.337,316.969,2.192,-0.7719116,41.142612,-4.2086887,2.1263561
diffuse,1000889,9105,15689,474.85,257.31,0.09,0.52,18.165,1.0,516.307,224.692,78.759,289.242,1.0,46.706,266.393,197.525,413.353,12.1,6.725,122.266,89.8,17.288,334.0,5.12,283.326,208.937,11.571,299.456,92.412,198.494,201.307,67.416,502.539,493.594,4.568,22.379,8.866,453.915,276.843,343.699,7.424,61.454,68.959,1.0,651.512,314.28,2.192,4.9492064,36.378468,-4.798894,1.8376855
diffuse,1000890,10615,15690,198.7,83.99,0.35,0.81,19.309,1.0,525.791,283.25,134.112,90.516,423.538,7.529,352.7,137.475,443.111,12.1,6.725,162.688,254.45,6.429,50.596,93.691,229.033,236.059,22.143,252.477,10.794,277.779,173.416,122.762,698.261,581.065,1.0,16.549,103.26,808.482,284.299,334.0,7.424,132.487,96.143,42.395,423.058,486.382,8.153,-22.980867,-8.082129,1.7641143,1.9690398
diffuse,1000891,9528,15801,1305.6,434.55,0.09,0.61,13.588,1.0,440.434,235.232,82.712,201.516,79.471,27.118,210.294,148.393,443.111,12.1,9.587,104.942,99.05,20.003,206.468,15.419,272.467,190.855,22.143,284.257,36.912,172.545,168.345,75.717,575.935,447.558,4.568,10.718,8.866,526.381,276.843,304.903,4.212,62.965,82.551,1.0,697.977,307.557,3.384,9.124409,32.990536,-3.8411336,3.2828195
diffuse,1000892,11320,15785,547.62,179.11,0.21,0.67,44.485,1.0,459.402,270.367,69.533,95.887,314.885,7.529,365.646,235.738,532.383,12.1,3.862,243.532,254.45,6.429,50.596,91.631,256.179,263.181,18.179,228.988,10.794,323.909,236.805,139.366,673.796,562.65,1.0,37.928,103.26,774.837,239.567,434.223,20.273,109.817,89.347,45.155,295.279,468.903,2.192,-24.253777,-6.9266586,2.5401032,1.8934414
diffuse,1000893,6991,15835,1887.4,350.21,0.19,0.77,15.876,1.0,503.661,180.188,32.631,190.774,148.888,20.588,214.609,153.852,370.843,12.1,3.862,185.786,32.45,20.003,270.234,7.179,267.038,163.733,15.536,245.568,92.412,94.701,135.383,78.485,877.673,350.88,1.0,20.436,16.732,774.837,224.657,279.039,26.698,13.091,55.367,3.76,306.895,275.288,3.384,7.4908533,34.48297,-4.096725,4.019929
diffuse,1000894,7266,15905,10431.2,1453.99,0.06,0.73,17.021,1.0,487.854,127.485,31.313,233.742,191.142,40.176,182.244,186.607,421.855,12.1,6.725,151.139,19.5,3.715,86.021,27.777,277.897,204.416,14.214,270.44,23.853,135.065,153.132,70.183,820.588,387.71,8.136,20.436,32.465,712.723,157.56,356.631,20.273,23.67,89.347,1.0,318.512,321.003,2.192,25.615509,0.2677536,-0.5722899,8.064053
diffuse,1000895,7888,15798,401.66,138.24,0.26,0.79,14.732,1.0,383.528,211.809,65.579,135.274,191.142,20.588,223.24,115.639,455.864,12.1,3.862,87.618,71.3,3.715,57.681,21.598,223.603,159.213,20.821,285.639,23.853,188.403,135.383,103.391,906.216,413.03,1.0,8.774,16.732,883.536,172.47,301.67,7.424,20.648,82.551,1.0,539.221,369.406,3.384,5.676527,37.738796,-4.67619,3.329758
diffuse,1000896,8785,15928,2539.13,611.56,0.09,0.64,21.598,1.0,408.82,171.989,53.718,199.726,19.109,20.588,214.609,197.525,311.328,12.1,6.725,122.266,39.85,20.003,192.298,11.299,256.179,231.538,19.5,270.44,40.176,176.87,178.487,50.812,575.935,486.689,4.568,16.549,8.866,575.554,247.022,334.0,39.547,64.477,89.347,1.0,554.709,347.894,2.192,10.87092,25.19429,-2.3398104,4.976156
diffuse,1000897,8920,15934,195.5,101.79,0.24,0.67,12.443,1.0,332.946,155.593,51.082,153.177,43.254,14.059,190.875,153.852,315.579,12.1,9.587,128.04,38.0,6.429,15.17,11.299,212.745,213.457,16.857,263.531,20.588,176.87,173.416,67.416,571.857,463.671,1.0,14.605,8.866,469.443,165.015,308.136,4.212,56.92,96.143,1.0,833.5,358.65,2.192,4.8599834,46.049683,-5.1419168,1.7219385
diffuse,1000898,9873,16078,1782.58,496.63,0.09,0.67,21.598,1.0,434.111,216.494,62.943,203.306,31.181,27.118,316.019,159.311,302.826,12.1,12.45,128.04,73.15,22.717,192.298,68.973,245.321,258.661,22.143,269.058,27.118,270.571,213.985,67.416,612.633,548.839,8.136,18.492,32.465,622.14,261.933,359.864,7.424,85.635,116.531,12.039,581.814,411.087,2.192,9.075149,26.463375,-2.5769258,3.9936957
diffuse,1000899,10754,16100,418.0,279.1,0.07,0.44,35.33,1.0,528.953,299.646,106.435,83.355,263.577,14.059,367.803,246.656,366.591,12.1,3.862,266.63,237.8,6.429,36.426,77.212,234.462,272.222,22.143,258.004,20.588,303.727,229.198,100.623,535.159,597.177,4.568,18.492,87.528,503.088,291.754,440.689,13.849,126.442,89.347,47.914,345.616,490.416,6.961,-30.608772,4.6603985,1.463193,0.7784181
diffuse,1000900,9532,16148,195.07,89.44,0.31,0.77,14.732,1.0,487.854,273.88,105.117,110.21,37.218,7.529,253.447,132.016,430.357,12.1,3.862,133.815,130.5,3.715,71.851,19.538,239.891,195.376,11.571,275.967,20.588,247.506,168.345,92.321,677.873,555.744,1.0,8.774,24.598,751.544,224.657,372.796,10.637,65.988,75.755,1.0,326.256,355.961,3.384,0.43237114,35.666843,-3.390583,2.4103696
diffuse,1000901,9714,16169,198.48,125.02,0.16,0.62,10.155,1.0,345.592,230.547,52.4,205.097,7.036,1.0,277.181,104.721,417.604,12.1,6.725,99.168,63.9,14.573,149.787,29.837,250.75,208.937,20.821,296.693,43.441,231.649,219.056,78.485,604.478,468.274,1.0,10.718,1.0,526.381,217.201,340.466,1.0,67.499,89.347,12.039,821.884,400.331,1.0,4.1916733,45.83617,-5.1258416,1.7209109
diffuse,1000902,10401,16340,10246.58,1963.8,0.03,0.65,28.464,30.382,582.696,278.565,105.117,172.871,215.287,46.706,313.862,164.77,421.855,12.1,15.312,260.855,161.95,14.573,156.872,52.495,256.179,195.376,18.179,266.295,33.647,305.169,236.805,122.762,571.857,555.744,15.271,26.267,95.394,666.137,232.112,366.33,13.849,55.408,109.735,17.558,597.302,411.087,4.576,30.36625,-3.2907486,-0.6187694,8.424233
diffuse,1000903,10087,16286,2013.33,683.11,0.05,0.54,29.608,1.0,491.016,252.8,86.666,131.694,49.29,72.824,287.97,159.311,468.617,12.1,29.625,260.855,123.1,22.717,121.447,58.674,245.321,227.018,18.179,281.494,30.382,303.727,203.843,122.762,592.245,525.82,25.975,20.436,71.795,653.197,269.388,350.165,7.424,79.59,136.918,23.077,558.581,425.878,3.384,10.44244,20.320505,-1.16551,5.691659
diffuse,1000904,9981,16258,720.74,276.92,0.12,0.68,23.887,1.0,509.984,250.457,73.487,154.968,25.145,40.176,272.866,153.852,353.838,12.1,15.312,99.168,117.55,3.715,86.021,93.691,245.321,267.701,20.821,273.203,7.529,279.221,198.772,86.787,498.461,528.122,18.839,14.605,16.732,451.326,187.381,340.466,10.637,93.192,130.122,17.558,705.721,431.256,2.192,3.921114,42.513783,-4.4995112,1.8218284
