class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,Neurofilament,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,UMAP_1,UMAP_2,TSNE_1,TSNE_2
dense,228,24058,13177,737.22,196.49,0.24,0.77,329.343,121.634,40.023,181.978,48.25,15.353,118.735,5.562,151.744,629.2,11.66,20.286,34.3,3.018,24.457,1.0,553.572,63.644,107.894,665.533,200.289,53.977,194.213,583.583,238.857,37.891,324.206,13.228,204.996,150.85,137.227,125.143,17.454,106.47,273.455,82.885,225.025,19.164,85.058,146.986,681.503,630.804,2.74,6.856,34.654,319.92,53.702,3.449,86.28,-0.49386215,3.028408,-7.562583,-1.8543283
dense,229,19830,13182,1391.66,343.0,0.15,0.69,159.35,23.619,37.422,274.88,140.05,293.81,96.587,10.123,121.084,593.2,25.366,75.571,52.338,61.545,46.535,1.0,325.675,122.99,106.575,491.698,427.683,243.182,143.714,367.367,363.732,26.086,342.904,13.228,121.067,450.55,152.364,130.999,85.621,119.505,70.563,284.869,214.306,42.171,127.087,95.461,751.12,478.783,114.127,4.513,32.883,676.856,98.206,9.57,89.761,10.596947,-21.575314,-3.4013412,-6.2106867
dense,230,18897,13172,341.61,110.27,0.35,0.82,112.776,61.317,43.926,259.196,25.3,233.526,96.587,7.842,91.702,562.6,10.137,67.857,12.1,25.218,32.736,1.0,675.325,63.644,118.452,419.084,486.448,144.795,266.668,383.383,405.357,40.842,398.997,12.005,123.398,639.646,177.591,95.864,43.311,93.434,136.261,212.082,157.496,50.647,169.117,63.974,808.554,272.467,115.868,1.0,31.112,799.355,92.351,2.224,75.838,9.644249,-21.636646,-3.054943,-6.6108203
dense,231,25878,13195,327.25,100.73,0.41,0.84,463.241,70.742,36.121,132.511,107.65,1.0,125.729,5.562,72.54,364.6,8.614,20.286,41.238,19.164,20.318,4.187,637.862,86.723,93.378,806.361,172.184,8.568,159.084,507.507,195.25,1.0,252.086,5.891,292.424,68.789,91.818,176.674,15.104,98.174,256.064,172.049,253.966,26.429,88.291,115.499,620.589,712.245,20.145,3.342,6.314,155.18,91.179,46.298,88.021,0.49845123,7.5746803,-8.309663,-0.7363723
dense,232,25667,13311,1854.85,601.05,0.06,0.54,410.846,146.138,32.219,136.13,103.6,6.741,125.729,7.842,99.367,339.4,8.614,21.571,62.05,49.436,14.798,4.187,488.012,33.97,78.861,663.333,177.294,38.841,185.431,601.601,203.179,2.476,324.206,7.114,252.79,115.171,132.182,162.62,12.753,106.47,161.381,81.066,275.403,20.375,55.961,92.599,568.376,451.636,9.702,9.198,6.314,220.653,80.639,27.934,88.021,-1.9782677,10.393318,-7.215608,1.1639614
dense,233,25186,13311,643.84,219.97,0.17,0.65,302.563,372.326,37.422,112.0,76.6,6.741,122.232,12.404,100.645,240.4,10.137,13.857,48.175,7.055,6.519,2.593,481.769,10.891,97.337,632.526,351.033,16.136,207.387,527.527,129.839,9.854,324.206,3.446,178.186,104.468,172.545,119.287,13.928,64.993,22.255,28.295,223.953,17.953,94.757,43.937,533.568,451.636,2.74,3.342,4.543,11.56,64.243,12.018,61.915,2.828064,11.834307,-8.286478,0.4723331
dense,234,19929,13302,725.14,205.98,0.21,0.81,133.734,8.54,68.641,204.902,134.65,293.81,86.096,7.842,128.749,568.0,10.137,29.286,62.05,17.145,14.798,1.0,559.816,7.594,129.009,443.289,394.468,394.545,165.67,313.313,318.143,23.134,286.81,4.668,139.718,389.896,253.273,99.377,39.785,70.918,49.308,82.885,234.672,100.295,201.447,66.837,749.38,272.467,4.481,4.513,20.484,645.175,86.495,10.794,131.531,8.049831,-20.675163,-3.526895,-5.4111233
dense,235,19811,13322,917.09,224.97,0.23,0.8,214.073,17.964,30.918,237.478,141.4,201.948,115.238,3.281,130.027,566.2,14.706,57.571,52.338,1.0,25.837,1.0,397.478,4.297,92.058,557.711,425.128,439.955,141.519,467.467,300.304,9.854,187.979,3.446,191.008,414.871,46.409,136.855,24.506,105.285,58.969,79.246,241.103,39.749,85.058,92.599,671.061,402.772,7.962,10.369,8.085,714.873,98.206,16.915,166.34,6.3843346,-19.368057,-4.183234,-5.368351
dense,236,21011,13333,583.16,164.22,0.27,0.8,302.563,40.583,21.812,214.554,79.3,98.603,112.907,1.0,75.095,485.2,8.614,30.571,68.987,1.0,7.899,1.0,363.137,47.158,70.943,588.518,159.409,152.364,128.345,511.511,266.607,11.329,182.636,9.559,124.564,486.229,31.273,154.422,20.98,100.544,14.526,71.967,266.828,25.218,20.398,55.387,637.993,804.543,11.443,2.171,24.027,402.29,67.756,2.224,143.714,-1.9177055,-16.268555,-6.158028,-4.3274865
dense,237,25842,13325,212.55,92.07,0.32,0.79,377.08,402.485,40.023,148.196,109.0,12.483,136.221,12.404,118.529,319.6,10.137,21.571,68.987,13.109,16.178,4.187,622.253,40.564,82.82,674.335,246.279,53.977,266.668,595.595,260.661,18.708,455.091,8.337,260.95,218.639,212.909,143.882,20.98,85.139,186.501,90.164,302.201,17.953,78.592,75.424,483.096,516.788,21.885,10.369,4.543,239.662,85.324,13.243,72.357,3.1786919,10.295219,-8.72657,-0.16678855
dense,238,26071,13352,714.34,242.98,0.15,0.66,372.423,200.8,32.219,89.076,76.6,12.483,135.055,7.842,110.864,170.2,8.614,13.857,77.312,19.164,14.798,2.593,397.478,33.97,76.222,716.143,149.189,16.136,200.8,705.705,110.018,3.951,222.703,9.559,209.659,215.071,182.636,112.26,16.279,83.954,157.516,61.049,273.26,21.585,39.796,115.499,369.969,375.625,9.702,13.883,4.543,134.059,75.954,9.57,63.655,5.266815,13.814934,-8.645606,1.0661262
dense,239,18863,13392,1449.5,320.44,0.18,0.76,138.392,125.404,106.363,463.098,235.9,302.422,110.575,7.842,146.634,557.2,58.869,61.429,21.812,35.309,53.434,2.593,381.869,27.376,162.001,335.467,435.348,197.773,233.734,347.347,536.179,8.378,308.179,4.668,257.453,504.068,187.682,161.449,67.992,132.541,269.59,168.41,295.769,65.178,288.738,175.61,657.138,337.62,140.233,16.225,6.314,672.632,215.322,51.195,456.99,13.744743,-23.075619,-2.6663334,-7.4326825
dense,240,25912,13353,257.04,124.21,0.21,0.7,328.178,155.562,36.121,132.511,107.65,29.707,135.055,10.123,114.697,226.0,8.614,19.0,100.9,13.109,21.698,4.187,413.087,53.752,86.779,623.725,69.985,8.568,194.213,719.719,145.696,26.086,265.441,12.005,242.299,322.107,328.955,149.737,25.681,94.619,47.375,95.623,319.351,21.585,46.262,89.736,326.458,397.342,13.183,34.964,4.543,290.351,81.81,19.364,81.059,6.112747,12.620205,-9.152443,0.94875675
dense,241,24502,13400,1218.97,397.04,0.1,0.69,420.161,70.742,34.82,138.543,75.25,9.612,122.232,7.842,98.09,438.4,8.614,35.714,75.925,11.091,20.318,2.593,481.769,73.535,84.14,674.335,230.949,23.705,183.235,697.697,175.429,9.854,265.441,8.337,152.54,254.318,167.5,116.945,32.733,120.69,238.673,108.361,261.469,67.6,140.019,149.848,606.666,560.223,9.702,5.685,38.197,387.505,64.243,3.449,94.983,1.0398407,6.0340614,-7.7495294,-0.27250835
dense,242,20426,13415,438.4,119.01,0.39,0.86,165.171,136.713,37.422,191.63,117.1,130.181,123.398,14.685,150.467,451.0,17.752,28.0,56.5,61.545,53.434,1.0,294.456,80.129,103.935,522.504,616.752,91.818,202.996,541.541,280.482,12.805,407.011,2.223,221.316,461.254,308.773,133.341,22.155,132.541,97.615,161.131,279.691,22.796,62.427,66.837,751.12,310.473,9.702,8.027,6.314,571.254,100.549,9.57,246.399,8.448154,-15.836954,-3.5614128,-5.612116
dense,243,19438,13484,977.85,235.05,0.22,0.82,186.129,61.317,29.617,229.033,122.5,156.017,121.067,5.562,141.524,541.0,11.66,26.714,60.662,7.055,20.318,1.0,291.334,4.297,114.493,557.711,261.609,152.364,181.04,549.549,282.464,18.708,260.099,3.446,231.807,539.746,61.545,143.882,20.98,128.986,76.36,26.475,291.482,25.218,36.563,92.599,643.214,391.913,1.0,10.369,4.543,662.072,80.639,13.243,272.505,5.9695625,-16.71697,-4.391408,-5.4475517
dense,244,26076,13502,700.41,273.85,0.12,0.75,402.696,102.785,27.016,90.283,86.05,9.612,129.226,5.562,96.812,209.8,8.614,30.571,87.025,19.164,20.318,4.187,419.331,47.158,72.263,711.742,471.118,16.136,211.778,719.719,135.786,1.0,222.703,7.114,217.819,240.046,81.727,133.341,15.104,92.249,250.267,35.574,280.763,19.164,23.631,164.16,409.998,413.63,9.702,16.225,6.314,96.042,78.297,8.346,49.732,3.8989067,15.303402,-8.208162,1.0616729
dense,245,25482,13541,278.43,98.81,0.36,0.8,304.892,85.821,28.316,116.826,88.75,29.707,129.226,3.281,105.754,274.6,8.614,29.286,85.638,11.091,21.698,2.593,422.453,33.97,70.943,676.535,381.693,8.568,189.822,729.729,141.732,3.951,244.072,4.668,217.819,347.082,46.409,140.368,17.454,94.619,230.944,53.77,307.56,17.953,20.398,115.499,479.615,538.505,6.221,16.225,9.856,74.922,80.639,5.897,67.136,4.2490616,13.858925,-8.449625,0.5288737
dense,246,20361,13539,213.26,81.51,0.4,0.83,180.308,2.885,54.332,207.315,145.45,130.181,121.067,3.281,146.634,622.0,104.555,42.143,68.987,21.182,112.767,2.593,241.384,70.238,139.567,443.289,529.882,122.091,224.952,673.673,316.161,1.0,153.254,3.446,274.938,450.55,122.091,138.026,149.087,262.897,182.636,101.082,317.207,21.585,94.757,184.198,631.031,310.473,70.617,22.081,4.543,531.125,122.801,27.934,289.909,10.023699,-13.969339,-2.7794752,-5.476578
dense,247,25016,13572,298.68,131.49,0.22,0.71,425.983,33.043,30.918,127.685,68.5,6.741,126.895,3.281,99.367,402.4,10.137,28.0,74.537,9.073,9.279,2.593,416.209,14.188,78.861,768.954,511.997,8.568,165.67,703.703,175.429,2.476,249.414,4.668,128.061,350.65,31.273,135.683,17.454,92.249,29.985,81.066,274.332,16.742,81.825,124.086,568.376,554.793,9.702,12.712,6.314,115.051,68.927,4.673,61.915,2.4265366,12.407043,-8.222968,-0.15522303
dense,248,19271,13630,476.2,125.77,0.38,0.79,193.115,74.511,38.723,264.022,133.3,135.922,122.232,3.281,122.362,632.8,20.797,76.857,59.275,1.0,49.294,2.593,600.4,1.0,119.771,579.716,693.402,144.795,213.974,571.571,435.089,1.0,302.837,2.223,227.145,586.129,31.273,174.332,63.291,119.505,62.834,99.262,287.194,61.545,162.65,155.573,759.822,636.234,2.74,13.883,8.085,723.321,106.404,20.588,296.871,7.2671814,-19.08531,-4.2671943,-5.8789487
dense,249,25807,13715,294.56,110.71,0.3,0.78,345.643,25.504,42.625,109.587,104.95,26.836,124.564,3.281,76.372,197.2,8.614,17.714,106.45,13.109,20.318,4.187,512.987,47.158,81.501,548.91,322.928,84.25,183.235,705.705,113.982,2.476,163.939,5.891,200.334,357.786,46.409,139.197,23.331,87.509,325.627,46.492,316.135,28.851,81.825,149.848,364.747,571.082,9.702,22.081,4.543,74.922,93.522,5.897,61.915,5.903618,15.428686,-8.806592,0.9624681
dense,250,25111,13753,266.92,104.77,0.31,0.77,402.696,193.26,27.016,122.859,82.0,12.483,110.575,7.842,91.702,222.4,8.614,43.429,82.862,11.091,12.039,4.187,459.916,10.891,64.345,731.546,688.292,106.955,183.235,705.705,149.661,3.951,281.468,4.668,124.564,379.193,81.727,147.395,23.331,79.214,171.043,11.918,260.397,16.742,43.029,112.636,561.415,690.527,2.74,9.198,4.543,81.258,72.441,5.897,44.51,2.1621933,13.043131,-8.658114,0.13305534
dense,251,18795,13944,12681.32,879.87,0.21,0.86,138.392,38.698,81.648,319.522,246.7,293.81,102.415,7.842,141.524,564.4,26.889,102.571,19.038,25.218,60.333,2.593,434.941,83.426,140.886,421.284,121.084,265.886,161.279,291.291,466.804,17.232,305.508,12.005,217.819,529.043,177.591,187.215,79.745,125.431,174.907,212.082,272.188,57.913,178.816,161.298,662.359,283.326,88.021,16.225,22.255,613.495,225.863,51.195,439.585,12.462372,-21.515099,-3.8984096,-7.402858
dense,252,24904,13809,565.03,182.77,0.21,0.72,357.287,144.253,27.016,115.62,67.15,12.483,114.072,5.562,76.372,177.4,8.614,34.429,75.925,9.073,13.419,2.593,391.234,14.188,59.066,566.513,317.818,61.545,189.822,641.641,147.679,2.476,262.77,3.446,131.558,368.489,66.591,107.576,15.104,70.918,28.052,117.459,255.038,11.898,30.097,86.874,460.47,587.37,11.443,8.027,4.543,55.913,61.9,3.449,53.213,4.367344,12.960201,-8.567756,0.5524126
dense,253,25179,13839,1116.57,248.99,0.23,0.83,363.108,136.713,28.316,128.891,84.7,6.741,119.901,5.562,86.592,202.6,8.614,28.0,82.862,13.109,14.798,2.593,406.844,30.673,72.263,617.123,384.248,23.705,187.626,635.635,165.518,2.476,262.77,3.446,121.067,325.675,56.5,147.395,24.506,59.068,37.714,115.639,250.75,14.32,55.961,78.287,416.96,571.082,6.221,9.198,4.543,20.008,73.612,2.224,47.991,3.554081,14.34021,-8.332218,0.77578866
dense,254,25936,13864,897.47,346.88,0.09,0.57,354.958,4.77,28.316,73.391,117.1,15.353,125.729,3.281,96.812,130.6,8.614,25.429,98.125,13.109,31.356,5.78,428.697,53.752,92.058,526.905,305.043,69.114,181.04,711.711,98.125,1.0,99.832,12.005,196.837,279.293,46.409,132.17,19.805,88.694,431.903,88.344,286.122,20.375,65.66,201.372,248.139,375.625,13.183,26.766,4.543,104.49,109.918,18.14,68.876,8.48134,20.33789,-1.9913698,9.888323
dense,255,19173,13847,1742.57,230.49,0.41,0.87,144.213,14.194,121.973,401.565,125.2,147.405,116.404,5.562,150.467,748.0,66.483,85.857,64.825,37.327,105.867,1.0,559.816,429.614,147.485,412.482,501.777,182.636,383.035,721.721,609.518,15.756,436.393,7.114,222.482,539.746,137.227,154.422,194.924,241.566,254.132,206.623,275.403,134.2,466.553,301.559,601.444,326.761,208.11,10.369,15.17,704.313,97.035,18.14,286.429,25.250532,-29.732994,-1.7089964,-8.64882
dense,256,20958,13845,289.73,98.21,0.38,0.83,232.703,6.655,32.219,189.217,100.9,127.31,104.747,3.281,89.147,591.4,10.137,17.714,106.45,1.0,12.039,1.0,381.869,4.297,84.14,518.104,213.064,61.545,192.018,493.493,234.893,1.0,185.307,2.223,70.942,432.711,26.227,115.774,24.506,106.47,441.565,106.541,237.887,13.109,26.864,112.636,437.845,435.348,1.0,1.0,4.543,602.934,93.522,2.224,154.157,15.314234,0.72064877,-1.1799465,-1.2643229
dense,257,24790,13901,261.87,85.23,0.45,0.84,324.685,12.309,28.316,104.761,61.75,9.612,103.581,3.281,101.922,191.8,8.614,73.0,75.925,9.073,17.558,2.593,453.672,17.485,80.181,676.535,634.637,16.136,172.257,675.675,117.946,1.0,123.872,5.891,150.209,343.514,36.318,98.206,25.681,94.619,115.006,121.098,246.462,19.164,78.592,158.436,376.93,391.913,13.183,10.369,2.771,305.135,71.27,4.673,47.991,4.6767044,15.542805,-8.564734,1.579049
dense,258,15673,13978,400.8,177.22,0.16,0.7,16.136,1.0,201.32,633.217,136.0,224.914,108.244,3.281,49.545,226.0,84.758,660.571,12.1,13.109,180.378,4.187,800.2,218.604,491.922,12.002,862.031,243.182,631.138,359.359,930.625,1.0,305.508,12.005,785.512,272.157,419.773,93.522,440.56,157.427,124.667,130.197,249.678,70.022,527.981,361.67,61.915,22.717,225.514,17.396,50.596,805.691,215.322,433.165,429.143,33.58322,-30.512794,-1.9373689,-10.68317
dense,259,25817,14041,391.57,135.48,0.27,0.76,249.003,6.655,30.918,87.87,123.85,23.966,131.558,3.281,110.864,163.0,8.614,82.0,100.9,11.091,74.131,4.187,228.897,274.653,76.222,372.874,340.813,23.705,385.231,733.733,64.429,88.062,163.939,63.361,214.322,272.157,142.273,154.422,24.506,119.505,377.799,233.918,302.201,15.531,49.495,235.722,124.57,277.897,23.625,26.766,126.761,326.256,104.062,15.691,68.876,32.779373,37.093414,4.613008,10.417918
dense,260,20018,14050,792.44,196.34,0.26,0.83,232.703,14.194,32.219,191.63,149.5,107.216,123.398,1.0,133.859,605.8,11.66,73.0,62.05,1.0,67.232,2.593,419.331,57.05,115.812,546.709,785.381,243.182,174.453,665.665,284.446,27.561,222.703,25.455,221.316,525.475,46.409,173.161,19.805,130.171,12.594,166.59,265.756,26.429,81.825,109.774,542.27,489.641,18.404,18.567,31.112,697.977,135.683,36.504,260.322,7.3701096,-16.383945,-3.8636856,-5.804699
dense,261,25897,14088,626.65,222.31,0.16,0.7,278.112,17.964,28.316,73.391,110.35,9.612,128.061,3.281,94.257,83.8,8.614,53.714,107.838,11.091,35.496,4.187,253.872,139.475,73.583,423.485,616.752,16.136,216.169,771.772,62.446,3.951,107.845,8.337,228.31,250.75,46.409,116.945,16.279,98.174,428.039,246.656,287.194,17.953,33.33,201.372,152.416,348.478,16.664,26.766,6.314,220.653,109.918,16.915,67.136,31.813492,36.573734,4.5838223,10.0500345
dense,262,19036,14113,330.24,166.33,0.15,0.67,181.472,12.309,59.535,359.337,256.15,290.94,109.41,12.404,163.242,742.6,14.706,152.714,24.588,43.382,53.434,2.593,584.791,24.079,162.001,390.478,678.072,159.932,246.908,285.285,518.339,6.903,460.433,3.446,213.156,496.932,404.636,182.53,57.414,120.69,45.443,266.672,293.626,88.185,317.835,218.547,617.108,169.31,14.923,20.91,8.085,693.753,235.232,46.298,439.585,14.553402,-22.825706,-2.5385196,-7.4971514
dense,263,20397,14145,260.52,91.53,0.39,0.81,203.594,125.404,41.324,262.815,117.1,101.474,125.729,12.404,123.639,490.6,10.137,15.143,49.563,1.0,18.938,1.0,378.747,4.297,78.861,522.504,136.414,205.341,200.8,565.565,292.375,1.0,308.179,1.0,187.511,571.857,66.591,171.989,17.454,94.619,51.24,13.738,270.044,14.32,23.631,75.424,554.453,619.946,1.0,6.856,8.085,471.987,87.666,7.121,249.88,2.4016151,-16.649254,-5.3999686,-5.289481
dense,264,19333,14211,285.11,86.26,0.48,0.84,262.976,12.309,23.113,218.174,123.85,147.405,111.741,1.0,138.969,465.4,11.66,11.286,75.925,1.0,28.597,2.593,394.356,1.0,90.738,564.313,317.818,235.614,130.541,515.515,282.464,1.0,236.059,4.668,189.842,564.721,31.273,148.566,15.104,76.843,2.932,44.672,276.475,27.64,13.932,72.562,735.456,527.647,1.0,13.883,4.543,571.254,95.864,15.691,296.871,3.7977066,-17.856203,-5.0435424,-5.2513204
dense,265,25419,14251,1323.79,330.33,0.15,0.72,268.797,55.662,25.715,46.848,111.7,15.353,124.564,5.562,95.535,56.8,8.614,82.0,102.287,9.073,39.635,4.187,281.969,60.347,72.263,414.683,466.008,69.114,176.648,777.778,50.554,8.378,115.858,15.673,225.979,268.589,132.182,116.945,20.98,91.064,356.544,115.639,289.338,17.953,17.165,152.711,91.502,359.337,20.145,26.766,25.798,199.533,105.233,14.467,65.395,30.487614,36.70765,4.267407,10.164389
dense,266,19495,14267,1050.97,284.86,0.16,0.66,146.542,40.583,24.414,168.707,129.25,147.405,103.581,5.562,150.467,407.8,13.183,6.143,55.112,17.145,17.558,1.0,310.066,4.297,90.738,478.496,154.299,167.5,154.692,509.509,230.929,11.329,246.743,2.223,178.186,550.45,86.773,134.512,13.928,67.363,8.729,61.049,280.763,15.531,20.398,52.524,554.453,294.185,1.0,8.027,2.771,465.651,93.522,12.018,295.131,5.4955482,-14.623524,-4.229109,-4.976719
dense,267,24675,14285,525.45,182.68,0.2,0.77,186.129,10.425,24.414,32.37,77.95,9.612,112.907,3.281,91.702,78.4,8.614,49.857,80.088,3.018,14.798,2.593,166.459,70.238,55.107,421.284,386.803,16.136,145.91,753.754,28.75,1.0,54.422,4.668,135.055,200.8,26.227,68.927,11.578,92.249,323.694,106.541,236.815,14.32,7.466,224.272,107.166,180.168,53.213,13.883,2.771,121.387,80.639,5.897,54.953,32.388832,38.1092,4.062138,9.473213
dense,268,20270,14369,6454.86,777.53,0.13,0.84,290.92,51.892,41.324,236.272,149.5,466.052,98.918,7.842,109.587,564.4,11.66,183.571,322.9,21.182,23.077,4.187,475.525,17.485,78.861,639.128,460.898,175.068,260.081,715.715,213.089,8.378,233.388,5.891,213.156,578.993,91.818,166.134,22.155,107.655,72.495,99.262,220.737,21.585,81.825,75.424,634.512,440.777,1.0,56.045,6.314,545.909,98.206,43.849,284.688,5.657818,4.8751907,-4.8959646,-6.8290534
dense,269,26061,14326,194.43,79.23,0.39,0.81,276.948,1.0,21.812,49.261,53.65,29.707,102.415,3.281,92.98,51.4,8.614,93.571,92.575,5.036,21.698,4.187,166.459,76.832,45.869,394.879,644.857,1.0,224.952,657.657,66.411,1.0,43.738,8.337,232.973,422.007,61.545,132.17,9.227,60.253,565.232,223.0,225.025,14.32,26.864,353.083,9.702,473.353,28.847,43.162,6.314,349.488,61.9,32.831,101.944,35.14264,38.53106,5.149095,9.81195
dense,270,20966,14341,435.06,157.01,0.22,0.79,282.769,29.274,32.219,160.261,25.3,173.241,97.753,3.281,87.87,445.6,8.614,16.429,135.588,3.018,10.659,4.187,335.041,14.188,47.189,610.522,72.54,69.114,163.475,641.641,169.482,1.0,145.241,8.337,86.096,364.921,36.318,160.278,16.279,128.986,244.47,248.475,151.064,17.953,23.631,109.774,641.474,332.19,67.136,11.54,6.314,600.822,37.306,9.57,63.655,16.217098,2.503292,-0.9573564,-1.0046957
dense,271,25604,14471,2318.55,595.29,0.08,0.67,240.853,2.885,28.316,46.848,10.45,101.474,68.61,5.562,91.702,51.4,8.614,19.0,92.575,3.018,6.519,7.373,238.262,113.099,7.598,456.491,284.604,114.523,128.345,533.533,18.839,5.427,22.369,13.228,184.014,304.268,76.682,128.657,6.876,49.587,333.356,175.689,74.96,10.687,26.864,232.86,1.0,473.353,11.443,68.927,6.314,165.74,6.856,51.195,119.348,27.848833,38.98106,3.7310476,10.142364
dense,272,25994,14429,538.38,152.88,0.29,0.79,159.35,2.885,27.016,26.337,23.95,104.345,84.93,3.281,108.309,13.6,8.614,52.429,106.45,5.036,12.039,7.373,94.656,57.05,10.238,256.251,519.662,53.977,128.345,605.605,12.893,1.0,1.0,18.119,217.819,232.911,51.455,92.351,9.227,70.918,536.248,135.656,96.398,15.531,4.233,272.934,2.74,174.739,23.625,73.612,2.771,284.015,17.396,68.335,141.974,36.621624,40.011368,4.9180665,8.920826
dense,273,24786,14423,226.77,116.74,0.21,0.75,197.773,2.885,25.715,21.511,14.5,101.474,87.261,3.281,92.98,19.0,8.614,67.857,77.312,7.055,3.76,4.187,178.947,165.851,12.877,357.471,573.317,8.568,115.171,593.593,4.964,17.232,9.013,7.114,196.837,357.786,21.182,81.81,4.526,94.619,381.663,239.377,78.176,10.687,17.165,212.822,11.443,408.201,44.51,65.414,2.771,317.808,6.856,40.176,107.166,34.77842,39.456127,4.486065,9.699987
dense,274,25086,14484,1707.75,377.95,0.15,0.77,181.472,8.54,25.715,11.859,26.65,69.897,91.924,3.281,89.147,6.4,7.091,43.429,87.025,19.164,9.279,7.373,107.144,66.941,14.197,381.676,330.593,46.409,75.651,655.655,4.964,5.427,14.356,13.228,146.712,250.75,61.545,92.351,3.351,78.028,261.861,108.361,79.248,10.687,4.233,129.811,6.221,348.478,20.145,78.297,1.0,77.034,16.225,59.765,112.387,29.949978,39.25766,3.9829175,10.081561
dense,275,24923,14460,216.6,88.78,0.35,0.7,245.51,12.309,37.422,55.293,7.75,92.862,65.113,3.281,94.257,22.6,7.091,60.143,71.763,5.036,3.76,4.187,547.328,57.05,47.189,474.095,389.358,76.682,137.127,541.541,34.696,1.0,19.698,7.114,129.226,357.786,36.318,112.26,15.104,59.068,348.814,113.82,64.241,33.695,114.155,192.785,7.962,625.375,7.962,58.387,6.314,165.74,3.342,16.915,107.166,25.402912,37.563423,3.2900066,10.820906
dense,276,26072,14563,1416.32,342.42,0.15,0.75,152.364,12.309,25.715,37.196,9.1,95.733,31.308,7.842,107.032,46.0,8.614,16.429,106.45,9.073,12.039,7.373,216.409,90.02,27.394,289.258,580.982,53.977,189.822,403.403,30.732,1.0,33.053,13.228,119.901,311.404,96.864,130.999,10.402,23.516,470.549,173.869,51.379,8.265,52.728,504.794,1.0,391.913,27.106,79.468,2.771,288.239,8.027,58.54,124.57,38.18215,41.054848,5.2348967,9.353399
