class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,Neurofilament,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,UMAP_1,UMAP_2,TSNE_1,TSNE_2
dense,173,24908,11286,259.31,118.49,0.23,0.78,386.395,44.353,20.512,167.5,9.1,21.095,95.421,10.123,69.985,456.4,7.091,73.0,5.162,53.473,2.38,1.0,416.209,7.594,41.91,742.548,598.867,288.591,84.433,369.369,143.714,11.329,166.61,3.446,110.575,325.675,26.227,132.17,3.351,105.285,1.0,179.328,141.417,50.647,88.291,58.249,684.984,657.951,1.0,1.0,20.484,357.937,3.342,1.0,2.74,-9.1345215,-11.466547,-5.9337144,-3.1474233
dense,174,17017,11373,1539.33,311.23,0.2,0.82,275.783,95.245,147.988,347.272,13.15,391.414,68.61,19.247,78.927,460.0,20.797,58.857,16.262,93.836,20.318,2.593,331.919,373.564,66.984,502.7,261.609,235.614,242.516,433.433,536.179,26.086,372.286,7.114,59.285,657.486,258.318,119.287,327.732,120.69,304.371,172.049,55.666,122.091,482.718,278.659,568.376,701.386,547.491,6.856,20.484,630.391,64.243,1.0,239.437,24.291327,-27.413124,-2.5162022,-8.596761
dense,175,21500,11366,374.87,120.2,0.33,0.82,311.878,63.202,25.715,223.0,1.0,44.06,73.273,19.247,63.597,409.6,7.091,21.571,2.388,216.945,2.38,1.0,394.356,1.0,60.386,520.304,169.629,265.886,132.736,205.204,294.357,36.415,380.299,2.223,33.639,207.936,455.091,145.053,13.928,83.954,4.865,6.459,65.313,78.498,72.126,21.037,751.12,370.196,1.0,1.0,22.255,643.063,1.0,1.0,34.068,0.8363724,-12.238842,-4.2221966,-3.691426
dense,176,25731,11395,1112.73,302.09,0.15,0.74,481.871,50.008,23.113,181.978,41.5,156.017,93.09,10.123,103.199,683.2,7.091,35.714,12.1,71.636,9.279,2.593,544.206,57.05,44.55,850.37,294.824,137.227,82.237,351.351,173.446,23.134,270.783,21.787,206.162,386.329,86.773,180.188,9.227,134.911,29.985,59.23,189.652,53.069,85.058,72.562,650.176,679.668,2.74,6.856,55.91,423.41,3.342,13.243,32.328,-11.94043,-14.136375,-6.8776374,-3.5606523
dense,177,22263,11543,259.74,111.52,0.26,0.74,405.024,40.583,20.512,241.098,3.7,89.991,81.433,12.404,54.655,546.4,5.569,52.429,2.388,41.364,2.38,1.0,481.769,1.0,40.59,711.742,379.138,288.591,58.086,185.184,312.196,5.427,163.939,2.223,34.805,339.946,41.364,189.557,6.876,82.769,1.0,1.0,92.111,66.389,49.495,35.35,765.044,788.255,1.0,1.0,22.255,389.617,1.0,1.0,1.0,-6.8376293,-15.551441,-6.394397,-3.879488
dense,178,26096,11570,253.7,86.15,0.43,0.89,562.21,42.468,19.211,165.087,38.8,133.052,81.433,10.123,112.142,737.2,7.091,21.571,9.325,65.582,1.0,2.593,547.328,43.861,39.271,955.991,399.578,16.136,66.868,301.301,171.464,3.951,281.468,8.337,166.529,364.921,81.727,186.043,1.0,111.21,279.251,22.836,151.064,40.96,52.728,86.874,737.197,685.098,2.74,6.856,18.713,379.057,1.0,12.018,18.404,-10.894348,-13.826481,-7.4621215,-3.5677438
dense,179,24519,11636,912.47,367.23,0.09,0.55,434.133,225.304,38.723,223.0,21.25,130.181,91.924,39.774,112.142,548.2,8.614,31.857,5.162,65.582,1.0,1.0,578.547,17.485,64.345,856.971,343.368,106.955,141.519,323.323,256.696,12.805,377.628,2.223,112.907,382.761,117.045,146.224,11.578,107.655,101.48,21.016,147.849,72.444,152.951,104.049,690.206,701.386,2.74,3.342,22.255,368.497,2.171,2.224,16.664,-12.664745,-13.728914,-7.056638,-3.4380405
dense,180,25019,11624,904.79,249.41,0.18,0.74,388.724,110.325,25.715,151.815,30.7,121.569,87.261,12.404,96.812,512.2,7.091,65.286,10.713,83.745,7.899,2.593,472.403,20.782,48.509,731.546,483.893,84.25,91.02,439.439,145.696,26.086,238.73,9.559,124.564,314.971,106.955,121.63,1.0,100.544,82.157,130.197,129.627,48.225,81.825,69.699,578.819,457.065,4.481,4.513,29.34,455.091,1.0,5.897,30.587,-9.935211,-10.512876,-5.71935,-2.700658
dense,181,16806,11639,1352.78,276.03,0.22,0.82,210.58,25.504,235.141,402.772,21.25,405.767,59.285,26.089,84.037,364.6,54.3,229.857,21.812,49.436,27.217,2.593,466.159,393.347,102.616,357.471,404.688,190.205,400.6,509.509,599.607,20.183,246.743,13.228,165.363,596.832,127.136,113.431,253.688,138.466,308.236,210.262,68.529,130.567,337.233,324.458,416.96,315.902,460.47,12.712,18.713,645.175,77.125,3.449,251.62,26.977402,-29.090359,-1.9390063,-8.71949
dense,182,23023,11608,203.53,69.43,0.53,0.88,449.269,259.232,20.512,233.859,6.4,95.733,115.238,19.247,46.99,478.0,7.091,25.429,1.0,57.509,7.899,1.0,400.6,1.0,23.435,779.956,34.215,265.886,47.108,271.271,276.518,12.805,244.072,1.0,52.291,297.132,112.0,197.755,5.701,110.025,1.0,1.0,103.901,68.811,52.728,38.212,705.869,799.114,1.0,1.0,25.798,402.29,1.0,1.0,1.0,-5.753641,-15.355541,-6.662241,-4.049013
dense,183,25841,11689,570.22,214.19,0.16,0.76,457.42,68.857,23.113,185.598,50.95,153.147,91.924,10.123,128.749,672.4,7.091,43.429,24.588,61.545,2.38,4.187,491.134,27.376,41.91,812.963,552.877,114.523,95.411,387.387,197.232,8.378,268.112,10.782,200.334,432.711,71.636,180.188,4.526,115.95,143.99,35.574,184.293,54.28,55.961,95.461,695.427,809.973,4.481,6.856,22.255,273.455,2.171,21.813,39.289,-12.590548,-14.984917,-7.3452406,-3.3881662
dense,184,25478,11757,1740.37,460.97,0.1,0.66,407.353,59.432,23.113,183.185,49.6,147.405,114.072,14.685,123.639,611.2,7.091,33.143,16.262,65.582,6.519,2.593,500.5,30.673,48.509,713.943,435.348,84.25,84.433,377.377,167.5,29.037,220.032,18.119,186.345,347.082,66.591,166.134,6.876,127.801,99.547,50.131,160.711,56.702,81.825,72.562,664.099,560.223,4.481,6.856,38.197,427.634,2.171,20.588,34.068,-13.053722,-10.869346,-6.2759953,-2.663093
dense,185,25279,11741,570.51,182.5,0.22,0.73,456.255,51.892,27.016,142.163,40.15,130.181,86.096,10.123,95.535,548.2,7.091,34.429,20.425,59.527,3.76,2.593,481.769,14.188,39.271,757.952,374.028,84.25,58.086,405.405,151.643,8.378,204.005,7.114,116.404,354.218,41.364,156.764,2.175,94.619,192.298,91.984,131.77,48.225,91.524,78.287,580.559,641.663,2.74,6.856,22.255,383.281,1.0,13.243,39.289,-11.223537,-12.925739,-6.5755243,-2.9125648
dense,186,25713,11762,513.01,159.78,0.25,0.8,428.311,59.432,27.016,190.424,41.5,138.793,84.93,12.404,131.304,758.8,8.614,103.857,10.713,71.636,7.899,2.593,453.672,43.861,48.509,738.148,890.136,16.136,130.541,275.275,179.393,12.805,276.126,4.668,170.026,354.218,71.636,171.989,13.928,134.911,480.211,81.066,147.849,50.647,97.99,132.673,678.023,516.788,6.221,4.513,22.255,697.977,2.171,14.467,18.404,6.376749,-13.061245,-3.0382047,-4.4014406
dense,187,25144,11811,2027.19,329.83,0.23,0.84,400.367,48.123,33.52,153.022,37.45,115.828,89.593,10.123,119.807,512.2,7.091,48.571,13.488,61.545,14.798,2.593,506.744,63.644,114.493,799.76,437.903,122.091,82.237,429.429,185.339,26.086,214.69,18.119,128.061,311.404,61.545,147.395,3.351,110.025,97.615,75.607,132.842,49.436,123.854,95.461,650.176,489.641,4.481,4.513,47.053,296.687,2.171,9.57,30.587,-12.187412,-10.291397,-6.435224,-1.918881
dense,188,26063,11849,465.97,196.84,0.15,0.61,471.392,53.777,21.812,155.435,55.0,138.793,90.758,10.123,119.807,524.8,7.091,60.143,13.488,67.6,2.38,4.187,475.525,60.347,44.55,832.767,529.882,152.364,112.976,361.361,143.714,11.329,217.361,10.782,208.494,404.168,71.636,184.872,3.351,124.246,190.366,26.475,172.502,51.858,49.495,95.461,610.146,668.81,2.74,6.856,31.112,229.101,2.171,21.813,28.847,-12.432907,-12.827501,-7.2552834,-2.845089
dense,189,20984,11870,474.71,128.75,0.36,0.81,356.122,42.468,28.316,250.75,1.0,26.836,80.267,14.685,48.267,397.0,8.614,82.0,3.775,103.927,7.899,2.593,478.647,1.0,57.746,577.515,695.957,296.159,128.345,243.242,302.286,21.659,206.676,4.668,47.628,182.961,157.409,143.882,22.155,92.249,1.0,8.279,62.098,70.022,75.359,49.662,763.303,533.076,1.0,1.0,22.255,691.641,1.0,1.0,35.808,1.9481888,-10.600885,-4.02935,-3.8084197
dense,190,25860,11974,1707.75,437.84,0.11,0.62,459.748,121.634,30.918,143.37,55.0,141.664,87.261,12.404,101.922,494.2,7.091,28.0,17.65,63.564,2.38,4.187,584.791,50.455,55.107,843.769,412.353,38.841,112.976,335.335,169.482,18.708,246.743,13.228,203.831,414.871,101.909,187.215,13.928,102.915,178.772,55.59,168.215,63.967,152.951,98.324,540.53,842.549,6.221,5.685,20.484,296.687,1.0,26.71,28.847,-13.682922,-13.222412,-7.5773234,-3.2358353
dense,191,24669,11927,220.44,79.99,0.43,0.86,438.79,53.777,19.211,134.924,21.25,135.922,90.758,10.123,99.367,623.8,7.091,69.143,9.325,59.527,1.0,1.0,406.844,10.891,36.631,850.37,545.212,114.523,106.389,405.405,151.643,8.378,246.743,4.668,118.735,268.589,1.0,101.72,2.175,113.58,143.99,53.77,131.77,44.593,52.728,66.837,817.256,538.505,11.443,4.513,22.255,436.082,1.0,5.897,20.145,-10.083361,-11.905945,-6.5366826,-3.2233083
dense,192,17976,11960,891.29,226.0,0.22,0.81,289.755,33.043,42.625,213.348,6.4,81.379,101.25,12.404,137.692,623.8,14.706,380.286,2.388,59.527,10.659,1.0,497.378,24.079,103.935,469.694,542.657,114.523,352.297,345.345,335.982,18.708,249.414,3.446,165.363,364.921,117.045,75.954,50.362,121.875,524.654,150.213,116.764,80.92,314.602,287.246,723.274,261.609,6.221,1.0,27.569,678.968,9.198,2.224,68.876,24.92516,-15.286182,-0.29938388,-7.6465416
dense,193,25339,12045,1051.83,367.34,0.1,0.59,464.406,50.008,24.414,151.815,45.55,121.569,100.084,12.404,101.922,530.2,8.614,39.571,20.425,87.782,2.38,2.593,491.134,33.97,40.59,821.764,264.164,23.705,80.042,395.395,137.768,11.329,238.73,9.559,189.842,343.514,106.955,163.791,4.526,110.025,87.954,70.148,151.064,50.647,52.728,66.837,662.359,647.092,6.221,6.856,22.255,231.214,2.171,20.588,37.549,-13.1587105,-12.282604,-7.041017,-2.3474479
dense,194,25501,12044,290.72,117.19,0.27,0.78,474.885,59.432,23.113,167.5,48.25,133.052,88.427,12.404,94.257,737.2,8.614,43.429,9.325,67.6,1.0,2.593,519.231,14.188,47.189,856.971,425.128,99.386,106.389,337.337,181.375,15.756,289.481,10.782,188.677,354.218,61.545,194.242,2.175,108.84,126.6,39.213,153.208,51.858,78.592,61.112,723.274,663.38,6.221,6.856,25.798,330.48,1.0,18.14,20.145,-11.564678,-14.586958,-7.027135,-3.2496023
dense,195,21644,12088,582.23,176.68,0.23,0.82,374.752,40.583,20.512,257.989,1.0,32.578,91.924,10.123,25.272,456.4,7.091,71.714,3.775,45.4,3.76,1.0,425.575,1.0,33.992,511.502,391.913,598.886,91.02,401.401,262.643,11.329,129.214,2.223,49.959,240.046,66.591,171.989,10.402,95.804,1.0,4.639,77.104,70.022,39.796,66.837,615.368,782.826,1.0,1.0,24.027,495.22,1.0,1.0,39.289,-3.1129684,-13.003914,-5.3851056,-3.9355552
dense,196,17703,12209,424.89,132.68,0.3,0.82,281.605,31.158,69.941,165.087,17.2,371.319,90.758,10.123,55.932,467.2,10.137,773.714,21.812,53.473,9.279,2.593,300.7,33.97,57.746,414.683,115.974,341.568,325.949,449.449,270.571,18.708,155.925,13.228,363.531,589.696,127.136,116.945,36.259,96.989,375.867,284.869,121.052,61.545,68.893,195.648,695.427,402.772,28.847,24.423,22.255,742.33,98.206,12.018,241.178,46.94122,1.8627853,1.7415705,-7.2042804
dense,197,25094,12264,964.84,227.99,0.23,0.78,456.255,125.404,25.715,197.663,33.4,115.828,91.924,16.966,109.587,595.0,8.614,48.571,9.325,55.491,1.0,2.593,528.597,20.782,53.787,832.767,394.468,137.227,99.802,375.375,209.125,14.281,297.495,5.891,112.907,368.489,76.682,148.566,6.876,102.915,103.412,35.574,122.123,47.015,91.524,98.324,683.244,761.109,1.0,2.171,22.255,330.48,2.171,5.897,23.625,-12.177774,-14.809328,-6.8228164,-3.2485704
dense,198,25218,12308,875.09,255.44,0.17,0.74,417.832,176.296,40.023,188.011,48.25,81.379,97.753,16.966,110.864,668.8,8.614,56.286,24.588,156.4,5.14,2.593,500.5,17.485,68.304,799.76,662.742,16.136,176.648,399.399,234.893,12.805,460.433,4.668,138.552,225.775,258.318,142.71,16.279,107.655,250.267,17.377,159.639,37.327,104.456,112.636,678.023,527.647,4.481,3.342,16.941,292.463,23.252,8.346,46.251,-12.791029,-9.381725,-7.9235697,-2.723484
dense,199,24142,12329,442.73,141.49,0.28,0.83,393.381,42.468,45.227,248.337,34.75,21.095,126.895,7.842,154.299,717.4,10.137,58.857,30.138,33.291,49.294,1.0,806.444,258.168,114.493,764.553,322.928,31.273,194.213,627.627,335.982,141.185,420.366,85.371,191.008,225.775,106.955,237.574,19.805,157.427,232.876,59.23,221.809,47.015,217.612,169.885,700.648,826.261,2.74,6.856,109.048,596.598,39.648,2.224,56.693,-7.7227726,-11.441538,-7.9853005,-3.9985878
dense,200,26030,12396,237.57,89.8,0.37,0.79,456.255,17.964,24.414,97.522,95.5,3.871,129.226,3.281,68.707,317.8,8.614,26.714,46.788,15.127,14.798,2.593,447.428,10.891,63.025,898.78,351.033,8.568,115.171,613.613,123.893,1.0,185.307,3.446,271.441,54.518,51.455,135.683,9.227,110.025,53.172,86.525,251.822,24.007,30.097,69.699,573.598,565.652,14.923,3.342,8.085,199.533,84.152,14.467,84.54,1.2123833,8.511913,-8.221517,-0.19026986
dense,201,24082,12450,445.29,158.7,0.22,0.79,483.035,38.698,56.934,223.0,53.65,6.741,111.741,3.281,154.299,704.8,11.66,33.143,37.075,5.036,7.899,1.0,506.744,7.594,105.255,766.753,420.018,61.545,165.67,607.607,316.161,2.476,286.81,2.223,167.694,143.714,46.409,146.224,18.629,134.911,159.449,39.213,246.462,19.164,88.291,115.499,885.132,592.799,7.962,10.369,6.314,461.427,45.504,4.673,96.723,-2.0221443,0.58367825,-7.601638,-2.6943412
dense,202,19568,12535,5057.59,597.11,0.18,0.83,161.678,85.821,25.715,223.0,153.55,285.198,107.078,5.562,109.587,413.2,11.66,69.143,63.438,15.127,28.597,1.0,356.894,7.594,81.501,513.703,647.412,386.977,101.998,395.395,306.25,3.951,244.072,4.668,118.735,393.464,61.545,152.08,23.331,94.619,18.391,59.23,229.312,33.695,55.961,55.387,780.707,478.783,35.808,3.342,11.628,545.909,99.377,5.897,105.425,-8.088287,5.8251085,-3.885134,-5.1218176
dense,203,19895,12501,1314.41,300.58,0.18,0.82,112.776,70.742,77.746,319.522,144.1,282.328,93.09,14.685,118.529,623.8,14.706,112.857,56.5,51.455,39.635,1.0,272.603,63.644,114.493,394.879,688.292,175.068,202.996,387.387,431.125,6.903,415.024,2.223,86.096,464.821,177.591,102.891,76.219,118.32,8.729,377.672,206.803,37.327,259.641,81.149,843.362,478.783,208.11,3.342,11.628,676.856,95.864,3.449,93.242,13.82243,-21.529531,-2.7398734,-7.0137563
dense,204,25294,12496,1011.11,282.19,0.16,0.77,463.241,44.353,29.617,133.717,96.85,3.871,117.569,3.281,52.1,422.2,8.614,37.0,45.4,9.073,16.178,4.187,431.819,53.752,64.345,786.557,460.898,91.818,115.171,615.615,145.696,3.951,217.361,7.114,215.488,72.357,41.364,160.278,11.578,118.32,203.892,26.475,229.312,19.164,43.029,98.324,744.159,657.951,4.481,3.342,9.856,106.603,78.297,34.055,89.761,-0.7229309,7.814893,-7.6281147,-0.24797463
dense,205,26005,12510,1252.94,347.14,0.13,0.67,458.584,68.857,32.219,143.37,104.95,3.871,124.564,3.281,62.32,467.2,8.614,33.143,50.95,17.145,25.837,4.187,591.034,33.97,76.222,911.982,328.038,46.409,163.475,527.527,240.839,3.951,273.455,7.114,255.121,79.493,71.636,175.503,18.629,107.655,16.458,195.705,255.038,25.218,104.456,46.799,646.695,766.538,23.625,3.342,15.17,220.653,86.495,30.382,103.685,-1.9750843,6.1437283,-7.9635663,-1.6630468
dense,206,20800,12477,245.6,98.32,0.32,0.81,219.895,46.238,17.91,209.728,88.75,147.405,107.078,3.281,43.157,449.2,8.614,67.857,41.238,1.0,6.519,1.0,325.675,1.0,56.427,625.925,351.033,197.773,159.084,391.391,258.679,2.476,145.241,3.446,152.54,511.204,66.591,146.224,15.104,120.69,57.037,1.0,242.175,19.164,4.233,35.35,829.439,750.25,1.0,2.171,4.543,697.977,43.162,1.0,155.897,1.6417847,-18.647789,-5.429311,-4.935262
dense,207,21213,12532,787.96,224.31,0.2,0.78,204.759,164.987,23.113,279.707,90.1,112.957,97.753,12.404,61.042,560.8,8.614,24.143,35.688,23.2,7.899,1.0,416.209,1.0,77.542,711.742,282.049,265.886,198.604,327.327,381.571,5.427,292.152,3.446,131.558,404.168,56.5,161.449,17.454,79.214,4.865,1.0,242.175,25.218,52.728,23.9,792.89,576.511,1.0,3.342,6.314,687.416,40.819,4.673,128.051,2.4193592,-19.750063,-5.3224254,-4.8565
dense,208,18343,12512,246.17,89.32,0.39,0.79,101.133,38.698,32.219,232.652,40.15,239.267,143.215,3.281,49.545,611.2,10.137,769.857,25.975,3.018,14.798,1.0,225.775,10.891,72.263,399.28,118.529,371.841,435.73,515.515,308.232,2.476,252.086,4.668,334.389,793.064,56.5,105.233,12.753,175.203,474.414,166.59,207.874,13.109,55.961,172.748,883.392,326.761,2.74,4.513,6.314,484.66,115.774,8.346,89.761,46.581253,1.4410973,1.549579,-7.270589
dense,209,16683,12542,1126.09,239.05,0.25,0.85,139.556,14.194,45.227,108.38,48.25,138.793,132.723,3.281,81.482,209.8,10.137,361.0,12.1,3.018,34.116,2.593,113.387,10.891,132.968,489.498,453.233,341.568,200.8,457.457,268.589,5.427,236.059,5.891,191.008,578.993,61.545,81.81,52.713,112.395,497.602,132.016,205.731,47.015,55.961,321.596,547.491,685.098,63.655,10.369,2.771,746.554,105.233,5.897,89.761,13.911407,-16.686672,-2.2628305,-6.180635
dense,210,19330,12597,678.31,234.57,0.15,0.7,103.462,117.864,28.316,202.489,136.0,276.586,98.918,7.842,122.362,316.0,8.614,67.857,50.95,15.127,16.178,1.0,281.969,1.0,86.779,399.28,634.637,114.523,134.932,313.313,298.321,67.403,273.455,3.446,138.552,361.354,56.5,122.801,16.279,85.139,18.391,51.951,216.45,21.585,59.194,32.487,709.35,326.761,1.0,4.513,4.543,674.744,82.981,5.897,84.54,7.6455116,-13.512909,-3.6558137,-4.789222
dense,211,20324,12605,297.76,105.91,0.33,0.82,186.129,12.309,19.211,265.228,156.25,351.224,88.427,3.281,98.09,503.2,8.614,49.857,50.95,1.0,16.178,1.0,409.966,1.0,78.861,606.121,379.138,144.795,97.607,319.319,324.089,1.0,179.965,2.223,97.753,461.254,51.455,126.314,18.629,75.658,2.932,30.115,234.672,36.116,23.631,18.175,864.247,625.375,1.0,2.171,6.314,548.021,91.179,1.0,101.944,2.6332932,-18.922688,-5.408164,-4.77685
dense,212,18947,12676,2646.23,327.09,0.31,0.82,104.626,40.583,131.078,479.989,33.4,222.043,108.244,14.685,75.095,614.8,55.823,93.571,20.425,95.855,61.713,1.0,494.256,155.96,130.329,390.478,550.322,243.182,396.209,551.551,599.607,14.281,439.064,7.114,119.901,689.596,217.955,121.63,256.039,168.093,155.584,206.623,163.927,93.029,350.165,132.673,772.005,386.484,208.11,1.0,11.628,731.77,92.351,4.673,75.838,23.224236,-29.05106,-2.1551888,-8.260143
dense,213,20362,12740,928.24,271.01,0.16,0.73,216.402,31.158,21.812,270.054,138.7,325.388,93.09,3.281,121.084,560.8,8.614,56.286,45.4,1.0,14.798,1.0,403.722,1.0,85.46,590.718,402.133,129.659,126.149,341.341,363.732,3.951,214.69,3.446,110.575,439.846,61.545,129.828,18.629,79.214,1.0,88.344,249.678,31.273,30.097,23.9,704.129,484.212,11.443,3.342,8.085,628.279,88.837,4.673,98.463,4.6307335,-19.7115,-4.715849,-4.9709406
dense,214,23653,12747,496.24,185.86,0.18,0.67,408.517,16.079,28.316,192.837,48.25,9.612,125.729,3.281,127.472,670.6,10.137,26.714,44.013,5.036,6.519,1.0,397.478,14.188,65.664,799.76,218.174,114.523,134.932,625.625,250.75,2.476,230.717,1.0,186.345,143.714,21.182,148.566,16.279,121.875,207.756,50.131,227.168,24.007,43.029,132.673,749.38,625.375,2.74,8.027,6.314,395.953,56.045,8.346,91.502,-1.105339,1.6822729,-7.2216,-2.5022445
dense,215,24769,12740,556.72,163.54,0.26,0.79,439.955,12.309,25.715,130.098,65.8,1.0,117.569,3.281,58.487,434.8,8.614,67.857,37.075,9.073,12.039,1.0,384.991,30.673,66.984,815.163,496.668,137.227,119.563,585.585,175.429,1.0,185.307,2.223,206.162,65.221,21.182,129.828,11.578,110.025,91.818,73.787,225.025,15.531,36.563,89.736,728.495,543.935,6.221,1.0,4.543,267.118,53.702,10.794,77.578,-0.6012726,5.879998,-7.3243117,-0.7774423
dense,216,20994,12798,803.24,264.08,0.14,0.64,253.661,31.158,21.812,236.272,67.15,87.121,117.569,3.281,55.932,436.6,7.091,46.0,28.75,1.0,6.519,1.0,541.084,1.0,84.14,603.921,223.284,175.068,141.519,457.457,292.375,2.476,166.61,2.223,168.86,418.439,36.318,148.566,17.454,104.1,20.323,2.82,226.097,32.484,75.359,95.461,751.12,842.549,1.0,2.171,6.314,522.677,45.504,2.224,117.608,-2.7095528,-16.83532,-6.21255,-4.3011856
dense,217,25397,12858,754.28,261.16,0.14,0.72,425.983,40.583,27.016,146.989,103.6,1.0,125.729,3.281,64.875,467.2,8.614,35.714,44.013,13.109,18.938,2.593,409.966,47.158,66.984,808.562,264.164,53.977,117.367,539.539,145.696,2.476,233.388,5.891,274.938,61.654,61.545,160.278,12.753,108.84,138.193,21.016,252.894,16.742,30.097,52.524,570.117,478.783,4.481,3.342,4.543,72.81,77.125,38.952,88.021,0.35193253,8.753731,-7.7816467,-0.22523792
dense,218,19290,12920,1176.61,352.65,0.12,0.67,120.927,106.555,30.918,179.565,154.9,293.81,107.078,14.685,127.472,398.8,8.614,88.429,64.825,81.727,24.457,1.0,316.309,7.594,89.419,427.885,716.396,243.182,130.541,377.377,240.839,20.183,310.85,4.668,153.706,382.761,217.955,108.747,18.629,95.804,10.662,133.836,218.593,24.007,46.262,69.699,859.026,343.049,16.664,5.685,4.543,767.674,104.062,10.794,100.204,7.8662186,-14.764854,-3.4603975,-5.3117747
dense,219,21741,12895,435.48,125.62,0.35,0.84,301.399,19.849,20.512,233.859,56.35,98.603,116.404,3.281,50.822,668.8,8.614,47.286,20.425,1.0,6.519,1.0,534.841,10.891,90.738,654.531,453.233,76.682,143.714,435.435,322.107,2.476,225.374,2.223,149.043,411.304,41.364,128.657,25.681,99.359,51.24,6.459,229.312,25.218,68.893,49.662,742.418,723.103,1.0,1.0,13.399,307.247,33.792,1.0,103.685,-10.1129875,-15.51725,-6.5393205,-3.7585852
dense,220,24169,12967,249.65,96.15,0.34,0.78,338.657,12.309,36.121,151.815,50.95,6.741,129.226,3.281,146.634,645.4,11.66,22.857,31.525,5.036,14.798,1.0,488.012,37.267,85.46,755.751,284.604,122.091,163.475,717.717,199.214,3.951,230.717,2.223,196.837,150.85,46.409,102.891,13.928,118.32,248.335,102.902,251.822,14.32,68.893,149.848,709.35,619.946,11.443,9.198,11.628,493.108,56.045,5.897,74.098,-0.008453369,1.8979282,-7.7068048,-2.2064397
dense,221,15523,13004,415.16,204.65,0.12,0.7,138.392,4.77,302.781,460.685,56.35,46.931,117.569,5.562,103.199,175.6,52.777,190.0,1.0,9.073,50.674,2.593,428.697,330.703,92.058,500.5,404.688,99.386,207.387,147.146,577.804,8.378,436.393,3.446,126.895,314.971,379.409,81.81,117.354,120.69,372.002,275.77,141.417,122.091,207.913,418.92,363.007,554.793,235.956,5.685,2.771,761.338,88.837,2.224,42.77,25.366106,-23.238766,-2.8838391,-8.973908
dense,222,19565,13012,413.45,134.1,0.29,0.78,207.087,29.274,30.918,226.62,149.5,313.905,95.421,12.404,100.645,512.2,13.183,44.714,48.175,188.691,23.077,1.0,356.894,1.0,82.82,628.126,491.558,205.341,110.78,325.325,304.268,2.476,257.428,4.668,121.067,436.279,192.727,134.512,35.084,91.064,51.24,164.77,222.881,30.062,55.961,86.874,813.775,516.788,46.251,5.685,4.543,759.226,85.324,5.897,100.204,5.5699463,-20.081808,-4.3286247,-5.3570023
dense,223,19347,13088,2471.48,454.57,0.15,0.77,143.049,48.123,93.355,362.957,137.35,267.974,118.735,3.281,133.859,433.0,22.32,75.571,53.725,19.164,63.093,1.0,394.356,103.208,147.485,489.498,282.049,220.477,192.018,447.447,435.089,14.281,238.73,5.891,138.552,397.032,91.818,133.341,176.119,125.431,33.849,146.574,213.234,76.076,282.272,126.948,697.167,440.777,58.434,4.513,18.713,759.226,85.324,3.449,98.463,11.666534,-22.418804,-3.4017873,-6.6266365
dense,224,21514,13042,400.31,163.94,0.19,0.7,217.566,29.274,20.512,194.043,64.45,92.862,110.575,3.281,59.765,454.6,7.091,33.143,31.525,1.0,3.76,1.0,331.919,1.0,66.984,564.313,233.504,182.636,119.563,457.457,226.964,1.0,129.214,2.223,165.363,339.946,66.591,99.377,15.104,85.139,1.0,6.459,231.456,17.953,1.0,43.937,818.997,402.772,1.0,2.171,6.314,421.298,38.477,1.0,128.051,4.3451653,-6.7159243,-4.7694044,-3.7206924
dense,225,25961,13067,265.07,118.47,0.24,0.71,396.874,42.468,30.918,116.826,119.8,1.0,128.061,3.281,84.037,280.0,8.614,46.0,50.95,21.182,24.457,5.78,447.428,24.079,77.542,819.564,292.269,23.705,130.541,627.627,161.554,1.0,177.294,13.228,288.926,54.518,46.409,173.161,13.928,99.359,116.938,106.541,252.894,28.851,72.126,86.874,596.223,359.337,18.404,6.856,6.314,157.292,104.062,60.989,108.906,1.7629166,9.636612,-8.16469,0.26810133
dense,226,14485,13138,1106.19,292.36,0.16,0.76,191.951,19.849,196.117,429.315,69.85,104.345,126.895,5.562,119.807,316.0,39.072,231.143,1.0,17.145,81.03,2.593,303.822,215.307,129.009,577.515,435.348,205.341,132.736,303.303,607.536,12.805,471.118,5.891,159.534,653.918,61.545,86.495,488.747,222.605,389.393,230.279,205.731,88.185,298.437,401.745,540.53,554.793,493.538,27.937,4.543,708.537,161.449,7.121,103.685,24.603615,-26.22359,-2.267485,-8.640536
dense,227,20027,13141,952.34,228.25,0.23,0.8,177.979,42.468,32.219,288.152,123.85,279.457,96.587,14.685,122.362,553.6,10.137,40.857,48.175,47.418,10.659,1.0,534.841,4.297,110.534,553.311,317.818,311.295,126.149,347.347,371.661,5.427,297.495,2.223,108.244,493.364,212.909,108.747,35.084,114.765,16.458,64.689,226.097,57.913,104.456,72.562,718.052,592.799,1.0,2.171,6.314,613.495,73.612,3.449,89.761,4.677475,-20.727884,-4.9639587,-5.235632
