cell,x,y,area µm²,ATG7,ApoE,TMEM119,E_9,IBA1,PSD95,HLA-DR,Neurofilament,CD163,CD14,CD11b,CD34,AQP4,E_8,CD3e,CD68,P2Rx7,Vimentin,Synaptophysin,Olig-2,DAPI_1,CD45,Gal3,SMA,E_7,PCNA,MAP2,E_1,GFAP,CD8,CD44,A-Beta,CD31,E_4,E_5,NeuN,E_3,CD40,S100B,HLA-A,E_10,E_6,H2A.x,CD74,Claudin5,E_2,CollagenIV,CD11c,CD4,UMAP_1,UMAP_2,TSNE_1,TSNE_2
2858,21800,15250,45.48,4.33,7.186,5.094,4.62,25.161,29.483,7.116,5.453,2.152,375.362,12.932,56.037,544.456,9.29,10.193,12.078,1.0,227.525,460.136,30.479,57.932,48.987,69.861,5.507,56.078,2.045,11.628,31.55,535.734,1.0,8.269,35.068,48.278,30.205,45.28,1.0,37.072,1.0,697.617,44.206,12.531,33.959,18.051,2.042,40.837,17.529,115.993,36.141,11.696,72.62326,5.925106,14.849995,-15.53458
2859,1908,4810,178.23,363.97,228.327,5.094,161.467,80.836,17.879,15.271,32.172,11.37,120.88,425.114,624.75,134.866,13.436,20.408,26.176,578.352,277.157,90.136,91.62,196.503,348.905,374.083,1.0,37.086,131.622,3.126,1.0,256.968,18.506,25.923,10.018,96.583,24.162,15.04,23.421,16.03,338.325,469.539,146.424,97.441,19.184,21.06,11.417,197.123,45.423,103.672,44.173,39.505,54.38699,-18.576824,21.681665,-1.6373563
2860,14589,2009,117.11,376.18,76.776,35.801,195.25,33.565,60.075,11.194,75.22,12.522,98.797,17.27,36.023,110.89,4.109,12.236,7.042,494.249,17.544,268.409,31.57,265.252,96.974,133.583,2.502,10.496,114.903,100.9,3.037,171.991,22.007,8.269,4.006,24.639,14.092,22.6,15.948,5.008,13.974,444.771,4.161,37.689,18.048,131.392,3.083,1.0,5.132,10.24,127.507,14.905,11.698694,9.030079,3.122472,10.332616
2862,16172,15151,141.99,179.71,53.579,7.141,17.891,18.858,11.549,3.039,73.736,2.152,33.599,3.169,54.369,39.961,8.254,7.129,4.021,23.73,20.089,184.318,1.0,115.939,9.725,25.667,2.502,42.783,1.0,52.013,21.367,113.957,1.0,1.0,19.036,17.444,27.183,34.48,3.491,30.058,1.0,684.2,7.323,36.641,28.276,33.096,1.0,7.129,6.165,7.16,52.205,6.348,59.862373,30.792534,5.9015875,-9.124905
2863,2179,2665,158.47,2.11,39.661,12.259,92.696,2.05,1.0,6.097,57.407,13.675,115.622,14.016,149.432,25.975,1.0,9.172,9.056,712.461,2.273,1.0,59.957,299.626,10.816,48.278,1.0,56.078,12.495,1.0,1.0,195.826,2.167,76.808,3.004,1.0,2.007,2.08,2.246,3.004,2.442,237.334,1.0,397.246,19.184,113.337,2.042,1.0,49.555,3.053,1.0,22.392,-65.26616,-11.05312,-25.903435,-0.4992934
2864,15082,10753,5.69,157.51,21.104,66.508,63.739,81.886,64.295,13.233,38.11,10.218,48.321,44.388,1.0,4.996,7.218,24.494,38.261,69.191,1.0,221.318,25.02,9.594,50.078,9.222,4.005,4.798,12.495,417.604,13.22,1.0,16.172,4.115,18.034,36.972,19.127,5.32,134.283,4.006,251.831,78.402,8.377,10.434,2.137,20.057,13.501,3.043,2.033,9.214,88.35,33.088,22.88599,46.67106,-3.6474488,-7.553122
2865,10508,8907,158.76,80.92,25.743,15.33,55.293,18.858,12.604,14.252,48.501,12.522,141.912,20.524,184.456,48.952,2.036,23.472,16.106,524.935,110.445,4.364,31.57,207.245,16.269,52.389,4.005,76.97,13.54,1.0,7.11,222.77,5.668,101.731,11.02,10.25,20.134,33.4,7.228,19.036,112.0,251.782,7.323,121.551,56.689,114.34,6.209,8.15,11.331,9.214,6.02,48.062,-32.818165,9.845596,-16.789328,4.358484
2866,23205,9016,166.01,484.96,101.519,41.943,91.489,221.599,40.032,61.144,8.422,73.592,384.826,66.081,114.409,678.322,11.363,29.601,44.303,198.754,237.706,251.591,55.59,136.348,235.481,301.111,229.343,88.365,131.622,1.0,14.239,376.143,18.506,29.038,18.034,39.028,38.261,44.2,18.439,31.06,274.896,593.382,103.218,48.172,55.553,36.105,24.959,19.387,19.596,78.004,263.049,56.619,44.94146,-12.782433,17.474422,0.6051588
2867,8185,14707,141.99,346.21,16.464,9.189,11.859,40.918,17.879,3.039,1.0,2.152,23.083,2.085,107.738,1.999,3.073,8.15,4.021,35.096,39.178,206.182,2.092,106.271,70.799,80.139,1.0,54.179,9.36,45.636,6.092,158.519,1.0,1.0,4.006,18.472,8.049,15.04,58.299,11.02,1.0,653.24,3.108,41.882,43.051,32.093,1.0,2.021,6.165,4.08,89.354,5.278,54.705204,28.28397,5.838735,-7.365139
2868,19834,11957,152.5,409.48,42.754,8.165,11.859,59.826,28.428,8.136,8.422,9.066,58.837,9.678,76.05,37.963,6.182,21.429,10.064,64.645,9.908,160.773,21.744,142.794,32.628,115.083,4.005,31.388,9.36,86.021,6.092,324.328,8.002,2.038,9.016,11.278,11.071,21.52,9.719,13.024,123.532,343.632,1.0,53.413,4.41,55.163,7.25,3.043,2.033,6.134,97.386,19.183,29.733917,28.443419,-5.7221074,-1.8958114
2869,19321,4913,205.66,350.65,55.125,32.731,102.348,68.23,26.318,21.388,33.657,9.066,76.714,23.779,52.701,82.918,3.073,18.365,10.064,401.055,25.18,159.091,11.918,119.161,58.802,90.417,1.0,50.38,39.664,130.657,2.018,374.071,10.336,2.038,1.0,6.139,9.056,11.8,28.404,5.008,87.494,435.482,3.108,47.124,27.14,57.169,3.083,1.0,3.066,8.187,88.35,24.531,16.132679,11.632679,7.5314903,6.91834
2871,11698,6768,116.4,106.45,56.672,7.141,229.033,3.101,13.659,12.213,69.282,21.74,201.852,19.44,72.715,58.942,2.036,23.472,22.148,824.976,121.898,1.0,46.856,297.477,43.534,122.278,4.005,75.07,23.99,3.126,10.165,223.806,10.336,132.885,7.012,10.25,20.134,59.32,7.228,15.028,199.935,357.049,8.377,77.524,24.867,177.53,7.25,7.129,12.364,7.16,22.084,48.062,-53.383675,12.57283,-21.528664,10.491681
2872,3866,11175,130.62,439.45,96.879,50.131,61.326,55.625,61.13,15.271,2.484,14.827,236.554,28.117,299.533,213.787,13.436,35.73,22.148,174.887,352.241,376.045,61.049,122.384,248.569,215.806,10.014,37.086,165.062,28.632,18.312,284.948,24.341,55.0,28.054,181.889,21.141,32.32,30.895,19.036,406.078,347.76,289.741,76.475,15.775,38.111,20.792,204.273,10.298,433.25,166.663,49.132,60.0306,-13.442329,19.611614,-6.017642
2873,20362,9198,86.98,544.9,45.847,17.377,28.75,34.615,41.087,15.271,27.719,11.37,86.178,17.27,4.336,51.949,3.073,25.515,16.106,378.324,147.35,276.818,53.407,214.765,101.336,272.333,5.507,82.667,62.654,96.649,12.202,140.901,13.838,2.038,16.03,36.972,37.254,15.04,22.176,27.052,84.61,434.45,17.861,75.427,38.505,97.289,6.209,7.129,11.331,9.214,252.005,32.018,18.769117,16.92242,-1.4362291,12.401844
2874,6793,4605,96.36,5.44,35.022,8.165,28.75,2.05,3.11,11.194,156.862,18.284,169.253,33.541,84.389,105.895,1.0,24.494,19.127,459.017,34.088,1.0,27.203,404.897,118.786,94.528,4.005,59.876,23.99,1.0,5.073,182.354,2.167,223.231,37.072,10.25,15.099,36.64,4.737,19.036,35.597,209.469,12.592,788.25,40.778,174.521,2.042,3.043,98.111,6.134,3.008,58.758,-74.40033,-19.548035,-29.947361,-2.530518
2876,1975,3452,248.73,181.93,515.964,6.118,108.38,32.514,35.812,10.174,54.438,80.505,311.216,50.896,267.845,167.833,28.98,27.558,20.134,572.669,292.428,12.773,116.731,55.784,58.802,291.861,1.0,61.776,78.328,1.0,1.0,228.988,22.007,83.038,6.01,50.333,5.028,7.48,8.474,4.006,280.662,207.405,112.703,187.592,22.594,24.069,2.042,106.212,21.662,81.084,15.056,79.08,56.98391,-22.884007,-12.961821,13.804377
2877,17622,11391,288.38,532.69,64.404,4.071,22.717,80.836,23.153,8.136,42.563,10.218,77.765,15.101,129.419,92.908,5.145,24.494,14.092,176.024,170.257,130.5,38.121,93.381,14.087,210.667,4.005,48.481,15.63,62.64,6.092,693.253,9.169,5.154,18.034,16.417,13.085,20.44,25.913,12.022,129.299,504.628,18.915,54.462,27.14,51.151,9.334,36.752,6.165,56.443,112.446,24.531,41.332,-3.7905426,14.021086,1.7275279
2878,11522,9512,26.29,145.3,10.279,36.825,105.967,13.606,23.153,16.291,42.563,11.37,80.92,33.541,2.668,26.974,4.109,27.558,19.127,344.229,44.269,14.455,206.259,325.406,33.718,17.444,5.507,67.473,49.069,5.251,11.183,70.433,10.336,111.077,13.024,15.389,24.162,23.68,4.737,24.046,261.922,331.248,6.269,56.558,13.502,29.084,7.25,18.365,13.397,13.321,9.032,54.48,-80.49815,16.160007,-11.768663,-9.549193
2880,4363,4094,75.61,124.21,669.062,9.189,146.989,70.331,52.691,26.485,75.22,35.567,271.256,50.896,134.422,270.73,44.525,37.773,28.191,590.853,392.964,1.0,95.987,86.935,119.877,304.194,2.502,59.876,191.186,1.0,4.055,222.77,33.678,152.615,60.118,57.528,15.099,13.96,19.685,19.036,345.532,237.334,219.136,441.273,65.782,23.066,7.25,168.521,108.442,454.811,30.117,137.908,57.97236,-22.349194,-12.920592,14.728175
2881,6533,16263,156.06,166.39,72.136,55.249,14.272,49.322,40.032,6.097,1.0,2.152,104.055,27.033,4.336,142.858,5.145,8.15,12.078,77.147,36.633,327.273,35.938,91.232,234.391,83.222,1.0,37.086,16.675,28.632,4.055,295.311,1.0,13.462,8.014,40.056,11.071,17.2,18.439,8.014,1.0,585.126,15.753,13.579,14.638,16.045,2.042,6.107,3.066,121.126,27.105,9.557,59.87352,22.467577,8.855905,-9.236261
2882,21721,13090,98.5,23.2,75.229,5.094,68.565,41.968,51.636,13.233,9.906,11.37,484.726,20.524,127.751,398.602,18.617,32.666,19.127,4.41,254.25,399.591,56.682,13.89,117.695,247.667,8.511,103.559,12.495,3.126,16.275,502.573,20.84,52.923,34.066,61.639,34.233,66.88,7.228,22.042,368.597,565.518,113.756,34.545,33.959,32.093,20.792,93.954,18.563,240.226,117.466,32.018,71.3907,1.6436157,15.179752,-14.211385
2883,11382,10401,190.45,195.25,19.557,15.33,75.804,18.858,16.824,9.155,36.626,11.37,93.539,17.27,89.392,39.961,2.036,20.408,12.078,477.201,166.439,96.864,31.57,123.458,16.269,93.5,4.005,67.473,4.135,24.381,12.202,177.172,5.668,59.154,14.026,13.333,14.092,15.04,7.228,11.02,96.143,394.201,11.538,52.365,20.321,58.172,7.25,7.129,3.066,7.16,17.064,22.392,-17.941639,14.668873,-12.182981,5.6979485
2884,16940,620,128.77,398.38,79.868,25.566,185.598,43.019,40.032,8.136,116.783,7.913,92.487,24.863,44.362,333.667,5.145,15.301,8.049,311.27,137.169,150.682,29.387,147.09,67.527,108.917,2.502,12.395,119.083,62.64,4.055,281.839,23.174,2.038,6.01,28.75,7.042,5.32,20.93,10.018,90.377,718.257,25.237,21.965,6.683,15.042,9.334,40.837,7.199,93.405,105.418,14.905,32.430397,-1.9680681,11.9601555,6.4642835
2885,12976,14527,183.63,139.75,52.033,1.0,37.196,14.656,14.714,3.039,8.422,2.152,14.671,1.0,51.033,14.986,5.145,8.15,3.014,151.02,8.636,201.136,1.0,141.719,4.272,42.111,1.0,71.272,1.0,43.511,7.11,122.248,1.0,1.0,9.016,8.194,14.092,10.72,3.491,13.024,1.0,810.107,1.0,42.931,38.505,49.145,1.0,2.021,6.165,6.134,19.072,2.07,59.452545,32.072838,5.695567,-9.00311
2887,15588,4020,128.91,186.37,31.929,7.141,161.467,4.151,7.329,9.155,66.314,7.913,183.975,21.609,79.386,179.821,2.036,20.408,12.078,740.874,134.624,4.364,18.469,242.694,15.178,88.361,2.502,57.977,39.664,7.377,6.092,308.783,2.167,100.692,5.008,4.083,21.141,26.92,3.491,8.014,26.948,318.864,5.215,60.751,31.686,178.533,2.042,6.107,10.298,5.107,6.02,27.74,-48.177773,12.650536,-20.85271,9.951037
2888,3487,94,116.69,134.2,13.372,4.071,92.696,3.101,5.22,5.078,229.597,4.457,55.682,15.101,176.117,100.9,1.0,22.451,9.056,341.956,22.634,68.273,6.459,205.097,24.993,46.222,1.0,23.791,36.529,3.126,3.037,171.991,3.334,42.538,37.072,8.194,20.134,21.52,14.702,14.026,35.597,386.977,6.269,166.626,32.823,78.232,1.0,3.043,85.714,10.24,15.056,38.436,-21.01336,12.636091,-15.475442,-0.54027975
2889,17591,7270,81.87,387.28,39.661,17.377,52.88,61.927,33.702,11.194,27.719,11.37,88.281,14.016,1.0,284.716,7.218,22.451,13.085,382.87,40.451,182.636,19.561,3.148,11.906,95.556,7.009,82.667,10.405,30.757,20.349,745.068,10.336,36.308,12.022,9.222,27.183,20.44,5.983,29.056,145.156,732.706,6.269,75.427,65.782,24.069,7.25,9.172,21.662,12.294,27.105,13.835,40.453037,-3.6294518,13.093021,2.5107708
2890,7259,5370,40.93,23.2,4.093,7.141,70.978,1.0,21.043,10.174,210.3,13.675,34.651,17.27,49.366,47.953,1.0,26.537,19.127,338.546,18.817,1.0,343.826,874.319,7.544,6.139,8.511,61.776,143.117,1.0,16.275,31.053,10.336,83.038,33.064,20.528,34.233,58.24,8.474,28.054,173.987,273.455,12.592,266.212,46.461,34.099,7.25,12.236,64.019,10.24,2.004,41.645,-85.109085,13.641846,-12.37306,-11.141584
2892,9717,6302,144.12,129.76,7.186,7.141,98.728,12.555,7.329,15.271,119.752,11.37,160.84,21.609,206.137,125.875,1.0,22.451,17.113,724.962,182.983,2.682,32.662,128.829,57.712,81.167,4.005,48.481,33.394,1.0,11.183,221.733,2.167,287.615,9.016,8.194,22.148,34.48,4.737,13.024,62.987,184.7,11.538,104.779,19.184,86.256,4.125,7.129,13.397,9.214,5.016,43.784,-42.264156,10.0469055,-18.159681,9.25562
2893,2616,4843,131.47,398.38,56.672,40.919,223.0,11.505,52.691,23.427,98.97,13.675,48.321,24.863,19.346,75.925,4.109,21.429,13.085,728.372,18.817,389.5,59.957,228.729,108.971,216.833,4.005,29.489,94.003,113.653,4.055,222.77,19.673,9.308,15.028,31.833,21.141,12.88,50.825,15.028,192.727,498.436,6.269,101.634,24.867,164.491,7.25,5.086,51.622,14.347,106.422,41.645,6.7262764,5.126238,-0.13790058,12.141244
2894,13258,1790,83.0,684.76,444.828,30.683,236.272,48.271,52.691,10.174,45.532,35.567,158.737,24.863,114.409,292.708,14.472,12.236,18.12,619.266,242.796,172.545,69.784,12.816,80.615,275.417,2.502,16.194,105.498,30.757,3.037,446.612,26.675,21.769,8.014,40.056,5.028,11.8,9.719,6.01,162.455,434.45,48.421,29.303,22.594,19.054,10.375,91.911,6.165,41.042,41.161,24.531,39.476215,-22.332966,19.705053,4.710736
2895,1303,8346,149.52,10.99,50.486,19.424,20.304,14.656,30.537,11.194,5.453,12.522,115.622,20.524,234.489,4.996,11.363,22.451,13.085,18.048,56.995,243.182,16.285,349.039,53.349,11.278,7.009,94.063,7.27,9.502,20.349,193.753,9.169,23.846,16.03,41.083,32.219,39.88,4.737,36.07,221.558,454.059,15.753,64.944,80.556,114.34,13.501,13.258,81.581,9.214,29.113,29.879,72.73314,24.312576,7.8308344,-14.2614355
2896,8960,11140,111.43,608.17,56.672,9.189,87.87,78.735,49.526,10.174,15.844,13.675,132.447,16.186,96.063,91.909,7.218,24.494,15.099,497.659,240.251,140.591,54.498,10.668,45.715,195.25,7.009,97.861,41.754,60.515,11.183,458.011,18.506,11.385,20.038,61.639,27.183,26.92,9.719,17.032,247.506,615.055,46.313,71.234,29.413,30.087,16.626,70.46,8.232,62.603,83.33,20.253,36.975975,-14.125647,15.601391,4.1899233
2898,14826,15208,120.67,217.45,24.197,1.0,28.75,22.009,13.659,4.058,12.875,2.152,16.774,1.0,36.023,22.978,4.109,7.129,3.014,186.253,4.818,117.045,1.0,163.203,8.634,62.667,1.0,44.683,1.0,149.787,7.11,339.872,1.0,1.0,15.028,13.333,11.071,21.52,50.825,14.026,1.0,754.378,3.108,73.331,15.775,63.187,1.0,3.043,5.132,3.053,79.314,3.139,55.218952,25.230322,7.629431,-7.052085
2899,22578,1296,27.0,59.83,5.639,55.249,86.663,17.808,14.714,7.116,1.0,2.152,1.0,14.016,1.0,8.992,1.0,10.193,9.056,206.71,6.09,64.909,1.0,557.432,22.812,20.528,1.0,12.395,108.633,228.432,2.018,8.254,3.334,1.0,2.002,6.139,10.064,31.24,943.946,9.016,16.857,322.992,1.0,9.386,22.594,252.756,2.042,1.0,3.066,1.0,39.153,19.183,23.478773,40.22141,-4.920159,-5.7445326
2900,1124,1448,90.96,353.98,76.776,40.919,116.826,71.382,2.055,15.271,119.752,7.913,12.567,23.779,64.376,1.0,1.0,11.215,22.148,979.543,2.273,1.0,44.672,447.865,178.77,63.694,2.502,120.652,136.847,1.0,9.147,102.558,5.668,84.077,10.018,3.056,17.113,23.68,2.246,10.018,2.442,237.334,25.237,952.828,46.461,196.587,17.667,6.107,73.316,9.214,63.249,32.018,-72.568794,-25.006187,-32.1486,-1.2817082
2901,12727,7815,155.35,206.35,65.95,3.047,27.543,38.817,2.055,12.213,3.969,29.806,322.783,20.524,12.674,229.771,1.0,26.537,22.148,359.003,143.532,1.0,93.803,289.958,21.722,67.806,7.009,65.574,58.474,1.0,2.018,235.205,1.0,898.231,1.0,1.0,9.056,15.04,4.737,6.01,100.468,332.28,19.968,77.524,27.14,27.078,1.0,1.0,1.0,18.454,10.036,35.227,-40.958553,18.130745,-20.664017,3.4304156
2902,16031,5288,152.22,250.75,19.557,2.024,160.261,5.202,10.494,12.213,63.345,13.675,153.479,12.932,101.067,135.865,2.036,24.494,13.085,773.833,148.623,31.273,16.285,200.8,2.091,76.028,2.502,56.078,29.214,37.134,8.128,348.163,3.334,80.962,4.006,6.139,20.134,36.64,7.228,8.014,73.078,298.223,4.161,63.896,35.096,130.389,3.083,5.086,6.165,7.16,9.032,28.809,-46.140724,15.00729,-20.291874,10.970385
2903,16014,12001,102.9,60.94,36.568,1.0,39.609,5.202,22.098,4.058,27.719,7.913,17.825,6.423,16.01,16.984,4.109,19.387,9.056,66.918,70.994,164.136,14.102,190.058,4.272,70.889,2.502,48.481,1.0,94.523,3.037,112.921,10.336,6.192,7.012,7.167,11.071,22.6,18.439,11.02,218.675,737.866,1.0,35.593,22.594,128.383,6.209,1.0,3.066,5.107,37.145,13.835,47.73683,32.443336,3.6871188,-8.30777
2904,11851,8429,135.16,223.0,11.825,1.0,155.435,1.0,7.329,15.271,5.453,11.37,116.674,15.101,41.027,91.909,2.036,26.537,14.092,755.648,78.629,1.0,39.213,243.768,10.816,95.556,2.502,118.753,22.945,1.0,5.073,212.407,5.668,100.692,3.004,2.028,20.134,62.56,5.983,12.022,135.065,332.28,2.054,96.392,95.331,181.542,4.125,2.021,6.165,8.187,7.024,42.714,-47.979218,12.958195,-20.781397,10.678068
2905,9443,6792,117.11,48.73,7.186,11.236,68.565,9.404,8.384,8.136,90.064,11.37,95.642,23.779,372.915,64.936,2.036,18.365,20.134,634.041,133.352,1.0,26.111,248.065,56.621,75.0,5.507,67.473,38.619,1.0,15.257,235.205,4.501,101.731,8.014,13.333,21.141,35.56,4.737,14.026,73.078,220.821,9.43,124.696,30.549,180.539,5.167,12.236,9.265,7.16,2.004,43.784,-38.70132,3.7867699,-19.308346,4.405302
2906,4649,5573,126.49,328.45,120.076,36.825,166.293,20.959,55.855,16.291,85.611,13.675,134.551,23.779,259.506,265.735,12.399,32.666,18.12,357.867,266.976,189.364,75.243,179.316,119.877,266.167,8.511,61.776,218.356,141.285,12.202,182.354,26.675,17.615,55.108,172.639,19.127,50.68,30.895,22.042,378.688,634.663,317.139,118.406,22.594,31.09,15.584,224.702,86.747,297.723,73.289,54.48,57.61468,-15.502811,19.425182,-4.574946
2907,3503,9410,115.55,423.91,48.94,32.731,85.457,55.625,42.141,13.233,6.938,11.37,13.619,22.694,36.023,14.986,7.218,22.451,17.113,173.751,64.631,323.909,39.213,251.287,137.326,118.167,5.507,44.683,103.408,158.289,7.11,199.971,17.339,5.154,14.026,51.361,11.071,22.6,131.792,12.022,178.312,489.148,3.108,86.958,18.048,132.395,12.459,12.236,4.099,13.321,172.687,61.967,28.69801,23.80875,0.99044776,-0.64690316
2908,15736,16199,81.58,131.98,52.033,3.047,5.826,19.909,6.275,6.097,14.36,2.152,13.619,2.085,6.003,14.986,2.036,5.086,15.099,40.778,74.811,204.5,3.184,184.687,2.091,51.361,1.0,54.179,1.0,128.532,3.037,142.974,1.0,1.0,14.026,4.083,13.085,28.0,40.86,16.03,1.0,681.104,2.054,24.062,63.509,50.148,1.0,2.021,6.165,2.027,35.137,2.07,59.53907,30.901394,5.9107275,-9.328331
2909,14051,11476,144.83,239.65,25.743,2.024,40.815,24.11,22.098,7.116,36.626,9.066,63.043,11.847,109.406,38.962,3.073,23.472,12.078,240.805,60.813,167.5,31.57,113.79,10.816,66.778,2.502,40.884,9.36,71.143,3.037,190.644,8.002,3.077,9.016,10.25,7.042,12.88,29.65,8.014,133.623,697.617,3.108,49.22,11.229,57.169,5.167,3.043,4.099,8.187,60.237,21.322,42.13948,27.062943,3.5704594,-3.7849011
2911,334,5959,87.84,340.66,41.207,32.731,186.804,24.11,30.537,16.291,11.391,14.827,31.496,20.524,36.023,24.976,5.145,26.537,16.106,526.072,25.18,83.409,40.305,317.887,89.34,247.667,5.507,65.574,67.879,39.26,8.128,74.578,11.504,3.077,23.044,33.889,19.127,35.56,20.93,16.03,166.779,384.913,4.161,183.399,26.003,152.455,8.292,3.043,35.092,11.267,146.583,40.575,5.3164024,16.736427,-3.4051363,10.603225
2912,15874,17185,174.82,127.54,39.661,3.047,2.207,17.808,5.22,3.039,5.453,1.0,9.413,2.085,42.694,26.974,3.073,4.064,3.014,2.137,49.359,202.818,20.652,161.055,3.181,8.194,1.0,120.652,1.0,26.506,3.037,316.037,1.0,1.0,5.008,1.0,15.099,21.52,2.246,14.026,1.0,696.585,1.0,24.062,24.867,23.066,1.0,2.021,3.066,3.053,13.048,2.07,61.169464,27.454678,6.7196355,-9.5401945
2913,9299,1402,140.42,275.17,38.115,18.401,175.946,46.17,30.537,8.136,146.471,5.609,50.424,18.355,234.489,60.94,4.109,10.193,5.028,430.604,54.45,189.364,10.826,229.803,91.521,97.611,1.0,27.589,105.498,83.896,4.055,240.387,17.339,4.115,18.034,22.583,12.078,22.6,15.948,9.016,13.974,588.222,4.161,93.248,44.188,129.386,4.125,2.021,50.588,12.294,64.253,9.557,12.753784,20.229633,-2.8273869,2.6527312
2914,22041,10200,92.1,560.44,18.011,49.108,121.652,75.584,41.087,11.194,9.906,10.218,47.269,18.355,31.02,165.835,8.254,24.494,17.113,299.904,115.535,285.227,39.213,270.623,89.34,125.361,7.009,122.551,136.847,228.432,17.294,425.886,17.339,6.192,21.04,29.778,30.205,51.76,240.162,63.124,211.468,589.254,8.377,60.751,45.324,52.154,11.417,14.279,12.364,10.24,91.362,43.784,27.38467,4.9081974,8.88608,4.826059
2915,7673,16460,66.09,230.77,73.683,16.353,2.207,27.262,31.592,3.039,1.0,3.304,55.682,2.085,12.674,102.898,3.073,5.086,4.021,56.689,3.545,241.5,6.459,92.306,135.145,55.472,1.0,21.892,4.135,15.879,4.055,176.136,1.0,3.077,3.004,20.528,10.064,20.44,7.228,11.02,1.0,575.838,4.161,10.434,14.638,22.063,1.0,1.0,2.033,7.16,17.064,4.209,56.88169,27.523342,6.1930227,-7.8267727
2916,13522,9024,140.57,129.76,2.546,1.0,9.446,3.101,5.22,6.097,3.969,9.066,33.599,10.762,22.681,48.952,1.0,16.322,15.099,221.485,168.985,17.818,15.193,113.79,11.906,60.611,1.0,95.962,3.09,37.134,2.018,272.512,1.0,68.5,3.004,2.028,9.056,21.52,10.965,6.01,41.364,321.96,1.0,74.379,53.28,60.178,1.0,1.0,3.066,4.08,2.004,15.974,-21.29941,22.873844,-12.274678,1.3690729
2917,20066,13228,131.19,236.32,33.475,2.024,9.446,97.644,21.043,8.136,2.484,9.066,12.567,10.762,187.791,3.997,6.182,27.558,13.085,3.273,95.173,117.045,20.652,175.019,51.168,98.639,8.511,48.481,3.09,20.13,9.147,177.172,6.835,2.038,24.046,21.556,31.212,33.4,13.456,28.054,181.195,565.518,2.054,37.689,19.184,91.271,11.417,8.15,13.397,6.134,128.511,18.113,43.233353,32.645145,2.4931338,-6.275967
2918,9908,7362,159.75,110.89,13.372,14.306,48.054,23.06,11.549,20.368,66.314,11.37,109.313,20.524,117.745,109.891,2.036,19.387,19.127,677.229,69.721,1.0,49.039,239.471,79.524,70.889,4.005,84.567,41.754,1.0,11.183,249.714,4.501,238.808,9.016,6.139,35.24,66.88,4.737,23.044,100.468,309.575,14.699,128.889,37.369,116.346,8.292,9.172,5.132,10.24,9.032,46.993,-44.652332,8.364925,-19.11823,7.765402
2919,22401,10491,65.81,199.69,41.207,7.141,63.739,65.079,46.361,7.116,1.0,7.913,104.055,14.016,17.678,153.847,9.29,24.494,13.085,176.024,194.437,381.091,44.672,157.832,47.896,206.556,7.009,29.489,5.18,1.0,6.092,264.222,13.838,13.462,12.022,23.611,8.049,22.6,7.228,6.01,238.857,791.531,13.646,31.4,4.41,104.31,16.626,6.107,4.099,7.16,148.591,25.601,44.880272,18.443405,6.151091,-2.4924102
2920,3674,129,55.71,266.29,469.571,17.377,195.25,13.606,38.977,14.252,170.221,12.522,315.422,34.625,671.447,243.757,7.218,40.837,21.141,397.645,688.21,71.636,136.384,162.129,138.417,588.889,2.502,1.0,250.75,1.0,4.055,114.994,20.84,105.885,77.152,262.056,18.12,9.64,22.176,24.046,527.169,231.142,336.108,167.675,19.184,23.066,3.083,373.837,101.21,513.334,55.217,98.333,59.023163,-19.961483,21.530924,-5.229886
2921,9280,5441,170.27,250.75,116.983,10.212,120.446,8.353,37.922,14.252,201.394,59.765,193.439,31.371,69.379,210.79,4.109,29.601,22.148,729.509,177.893,1.0,125.466,182.539,42.443,143.861,5.507,69.373,95.048,1.0,13.22,245.568,13.838,295.923,18.034,36.972,15.099,43.12,7.228,15.028,215.792,260.038,75.82,308.143,31.686,31.09,10.375,45.945,30.96,97.512,6.02,58.758,-50.584106,2.4958324,-25.113794,5.460397
2922,5923,7914,76.18,398.38,64.404,62.414,181.978,40.918,54.8,40.756,91.548,15.979,66.198,40.049,2.668,120.88,15.508,25.515,24.162,376.051,40.451,498.818,56.682,99.826,190.766,127.417,13.018,44.683,100.273,168.917,21.367,119.139,22.007,4.115,25.048,59.583,34.233,28.0,18.439,30.058,290.753,564.486,17.861,82.765,39.642,61.181,24.959,14.279,16.496,24.615,131.523,46.993,23.338612,9.255419,2.181906,7.699542
2924,8842,2226,233.38,247.42,21.104,136.111,126.478,127.057,17.879,39.737,216.238,6.761,121.932,68.251,172.781,132.868,2.036,15.301,56.388,411.283,106.627,75.0,27.203,32.152,176.588,47.25,4.005,31.388,123.263,11.628,17.294,295.311,10.336,246.077,47.092,36.972,18.12,28.0,3.491,16.03,32.714,178.508,18.915,317.577,30.549,17.048,46.835,10.193,106.375,13.321,38.149,39.505,-53.775047,-10.111397,-23.807985,2.7021163
2925,23034,11379,7.53,1.0,2.546,5.094,1.0,77.685,8.384,9.155,1.0,12.522,380.62,23.779,1.0,197.803,1.0,33.687,13.085,1.0,185.529,1.0,21.744,20.335,3.181,39.028,2.502,12.395,1.0,1.0,10.165,736.778,1.0,575.269,42.082,5.111,15.099,43.12,2.246,40.078,39.922,269.326,25.237,14.627,12.365,18.051,2.042,17.344,10.298,5.107,3.008,28.809,-92.62782,71.27632,17.42455,-24.52121
