cell,x,y,area µm²,E3,Vimentin,CD163,P2Ry12,a-Beta,PSD-95,CD11c,HLA-A,TMEM119,CD31,Gal3,HLA-DR,CD8,ATG7,MAP2,GFAP,CollagenIV,CD3e,CD4,NeuN,Neurofilament,CD74,Claudin-5,CD40,CD11b,E1,E10,Synaptophysin,CD34,ApoE,E2,PCNA,Olig2,E4,DAPI_1,H2A.x,E5,E6,E9,S100B,SMA,CD44,CD45,E8,CD68,AQP4,IBA1,CD14,E7,UMAP_1,UMAP_2,TSNE_1,TSNE_2
4036,1458,3776,135.02,15.81,55.957,22.277,1.0,2.323,7.558,165.697,50.38,511.575,23.551,15.569,53.142,2.178,362.151,54.029,9.094,2.202,1.0,137.227,3.215,225.265,205.314,4.36,38.251,156.836,12.815,80.98,5.034,84.25,23.59,1.0,216.017,64.956,8.918,29.641,154.031,1.0,9.084,98.603,450.338,2.032,223.351,454.392,24.938,54.586,158.018,595.976,396.926,15.226,-26.992945,41.28986,-19.27349,4.0394716
4037,24933,11002,183.49,2.346,1.0,1.0,1.0,1.0,47.999,104.386,6.065,345.445,47.229,36.381,37.737,2.178,207.69,117.322,3.312,1.0,1.0,31.761,8.753,57.066,119.787,1.0,51.797,190.893,2.313,23.636,342.515,1.0,31.121,1.0,121.189,7.396,3.639,28.495,1.0,1.0,6.775,29.707,74.477,1.0,1.0,190.92,5.788,23.966,73.82,361.944,106.104,10.484,-9.3169,-108.23846,31.069374,4.337094
4038,17949,4138,100.06,6.385,110.914,1.0,1.0,3.646,30.511,47.884,7.331,225.83,21.296,36.381,3.37,1.0,354.373,231.933,5.625,7.011,1.0,22.972,6.538,18.839,28.321,4.36,39.944,115.555,3.625,35.708,400.331,3.523,27.356,1.0,124.497,11.233,8.918,61.719,344.89,1.0,6.775,50.759,563.379,2.032,72.658,179.942,18.554,1.0,206.944,239.689,104.063,10.484,-0.24544144,-93.942825,26.108868,-2.1951432
4039,26212,20370,117.26,40.044,43.744,1.0,1.0,7.616,1.0,1.0,57.977,363.165,95.713,1.0,1.0,1.0,264.363,62.582,58.813,1.0,1.0,105.001,2.108,1.0,1.0,17.799,1.0,147.548,90.267,458.246,3.689,1.0,1.0,1.0,73.775,44.49,61.705,116.71,1.0,1.0,62.21,223.0,87.194,5.128,283.418,392.915,91.963,1.0,109.092,416.668,142.84,64.228,-71.72829,7.6681423,5.335974,16.293098
4040,2237,8902,125.93,15.81,41.302,1.0,1.0,1.0,10.837,77.939,8.597,94.033,14.53,27.016,12.851,5.712,306.59,54.029,5.625,2.202,1.0,44.944,3.215,319.559,37.824,7.72,53.49,170.252,7.564,49.29,65.538,90.557,18.57,1.0,164.192,47.049,8.918,12.456,233.126,1.0,11.394,112.0,720.223,3.064,253.911,250.201,26.534,2.276,201.255,302.563,120.39,31.033,-40.50599,-18.204697,8.370363,-0.5831891
4042,13213,13212,155.35,7.732,20.54,1.0,1.0,1.0,13.023,123.621,8.597,387.531,17.913,1.0,14.036,4.534,263.251,14.685,6.781,1.0,1.0,146.016,4.323,108.036,208.878,2.12,68.729,261.07,8.876,53.817,5.034,12.352,11.04,1.0,330.692,49.607,7.598,217.526,71.497,1.0,5.62,123.483,215.778,1.0,72.658,409.382,23.342,164.31,2.138,403.86,282.638,27.872,-54.334625,31.695988,-10.554172,17.03641
4043,3922,12400,129.76,14.464,18.098,1.0,1.0,1.0,6.465,141.653,16.194,127.259,14.53,29.097,66.178,9.246,287.699,23.238,11.406,77.939,1.0,39.085,5.43,189.587,72.272,11.08,51.797,110.395,7.564,43.254,34.614,90.557,26.101,1.0,138.831,39.374,26.074,15.893,233.126,1.0,16.014,113.914,417.839,2.032,156.962,291.918,32.917,140.069,98.852,292.084,116.308,26.291,-48.4877,-17.142895,9.95034,1.4802216
4044,11176,10000,151.79,22.542,38.859,3.026,1.0,1.0,27.232,134.44,6.065,397.499,11.148,11.406,15.221,4.534,198.8,23.238,10.25,1.0,1.0,134.298,4.323,95.293,214.817,5.48,63.649,286.871,10.189,46.272,6.378,18.659,41.161,1.0,270.046,27.862,14.197,170.555,155.75,1.0,10.239,66.069,375.448,2.032,185.415,389.622,42.492,21.414,220.598,412.01,254.066,4.161,-50.85962,34.081482,-12.749342,14.529114
4045,12598,17914,231.67,9.078,11.991,1.0,1.0,1.0,6.465,75.534,2.266,260.164,11.148,22.853,14.036,1.0,226.581,36.923,14.875,1.0,1.0,99.142,3.215,138.617,166.114,3.24,11.159,150.644,4.938,47.781,22.513,52.716,8.53,1.0,229.248,117.401,6.279,132.749,131.678,1.0,10.239,108.172,350.014,1.0,160.123,280.94,29.725,224.276,107.954,331.671,107.125,13.646,-60.73356,19.381279,-5.7226086,14.720286
4047,7673,3596,268.62,13.117,75.498,1.0,1.0,1.0,30.511,157.282,28.856,154.948,7.765,75.925,63.808,3.356,264.363,67.714,19.5,1.0,1.0,147.481,5.43,217.62,170.866,4.36,53.49,294.095,12.815,74.944,15.79,42.625,34.886,1.0,255.712,137.867,22.115,237.002,215.931,1.0,9.084,123.483,389.579,2.032,335.054,296.309,39.3,248.517,214.909,304.892,151.003,21.549,-25.700527,-7.813221,1.0018587,-6.0003514
4049,2065,3837,129.62,14.464,58.4,1.0,1.0,1.0,38.162,219.794,51.646,647.803,41.591,45.747,64.993,3.356,284.365,23.238,17.188,1.0,1.0,167.988,6.538,125.875,271.835,5.48,53.49,200.181,14.127,50.799,3.689,72.898,27.356,1.0,285.483,139.146,23.435,295.43,157.47,1.0,7.929,66.069,381.1,3.064,154.854,485.131,26.534,154.103,2.138,353.794,288.761,13.646,-45.282715,51.582817,-19.603495,13.100484
4050,1786,5392,163.73,14.464,54.736,1.0,1.0,7.616,62.208,194.549,14.928,827.224,29.188,25.975,56.698,6.89,311.034,47.187,27.594,1.0,1.0,118.185,6.538,217.62,495.155,5.48,94.127,139.291,10.189,73.435,5.034,37.58,58.731,1.0,383.619,270.896,22.115,423.742,166.067,1.0,5.62,133.052,371.209,2.032,150.639,490.62,28.129,76.276,245.63,430.64,292.843,27.872,-43.626804,53.031967,-21.280735,13.572883
4051,9243,13805,75.75,14.464,4.664,1.0,1.0,1.0,3.186,92.365,6.065,222.508,5.51,2.041,88.694,5.712,275.475,16.396,11.406,1.0,1.0,61.057,3.215,92.745,24.757,3.24,53.49,215.661,8.876,29.672,1.0,31.273,4.765,1.0,137.728,30.42,15.517,14.748,105.886,1.0,25.253,100.517,403.709,2.032,128.509,358.884,31.321,26.517,24.894,457.42,109.165,45.259,-49.115425,5.744789,-0.8606136,7.085998
4052,25405,18040,130.62,15.81,71.834,1.0,1.0,2.323,1.0,2.202,38.985,30.904,41.591,1.0,10.48,1.0,352.15,11.264,6.781,70.726,1.0,33.226,2.108,23.936,5.751,42.438,1.0,22.673,8.876,165.488,1.0,4.784,14.805,1.0,128.907,41.932,6.279,163.681,40.547,1.0,6.775,87.121,123.932,2.032,248.642,159.084,20.15,52.034,167.121,421.325,142.84,18.388,-71.917465,2.624237,6.2254043,14.177049
4054,2702,11005,176.24,9.078,30.311,1.0,1.0,1.0,11.93,142.856,9.863,284.53,17.913,28.056,22.331,3.356,271.03,18.106,10.25,41.874,2.37,56.663,5.43,179.393,120.975,14.439,34.864,87.69,8.876,34.199,1.0,71.636,19.825,1.0,224.838,40.653,15.517,119.001,176.384,1.0,12.549,46.931,464.468,2.032,115.864,271.059,28.129,78.828,90.887,413.175,140.799,8.903,-49.079315,-16.255903,11.945322,2.133401
4056,12255,15177,203.53,7.732,13.213,8.092,1.0,1.0,8.651,157.282,22.525,175.991,14.53,3.081,64.993,6.89,313.257,16.396,6.781,1.0,1.0,129.903,5.43,187.038,56.83,4.36,78.888,301.319,6.251,41.745,1.0,32.534,7.275,1.0,282.175,105.889,14.197,107.545,116.203,1.0,10.239,77.552,410.774,2.032,127.456,511.478,23.342,126.034,2.138,590.154,174.473,29.453,-28.12642,9.191279,-5.5645547,0.70055956
4057,8625,8916,134.74,26.581,764.295,51.659,1.0,1.0,23.953,61.108,313.741,76.313,127.284,430.778,6.925,75.218,184.354,14.685,22.969,104.386,2.37,71.311,25.366,92.745,4.564,158.914,122.912,107.299,16.753,19.109,17.135,284.807,56.221,1.0,282.175,58.561,15.517,86.923,73.217,1.0,16.014,33.534,457.403,325.056,71.604,140.421,15.363,2.276,37.41,255.99,186.718,31.033,46.815025,-6.509288,-11.327743,-27.310291
4058,3429,1594,134.88,13.117,14.434,3.026,1.0,1.0,53.464,81.545,41.517,348.767,43.847,15.569,101.73,3.356,292.143,14.685,7.938,1.0,1.0,81.565,5.43,209.974,151.86,2.12,34.864,145.483,11.502,80.98,1.0,72.898,6.02,1.0,292.099,287.525,19.476,448.946,240.003,1.0,6.775,79.466,340.123,1.0,119.025,347.905,37.704,48.207,3.276,337.493,157.126,19.968,-59.251507,39.8301,-1.5738477,19.823685
4059,15830,19963,67.8,22.542,5.885,1.0,1.0,2.323,4.279,124.823,25.057,154.948,16.786,21.812,62.623,1.0,307.701,26.659,13.719,1.0,1.0,113.79,2.108,69.809,18.818,5.48,26.398,264.166,22.004,111.162,15.79,24.966,33.631,1.0,270.046,91.818,11.557,33.078,226.248,1.0,39.112,217.259,354.253,2.032,185.415,384.133,76.005,30.345,272.937,342.15,114.268,50.002,-49.708366,-4.5050154,8.691349,9.721836
4060,4591,6276,191.02,585.321,156.101,247.204,450.734,159.781,627.288,686.235,603.692,702.072,578.3,417.25,465.541,561.759,551.061,131.007,595.312,207.773,461.444,564.952,189.282,133.52,612.754,592.336,595.32,482.956,774.208,373.739,42.681,380.67,155.368,690.254,628.407,443.579,523.594,172.846,229.687,539.029,337.08,362.707,417.839,294.095,473.101,587.226,372.832,502.414,222.874,428.311,519.378,426.207,18.581049,11.040234,-15.300545,-15.781103
4061,21497,18130,62.68,11.771,32.753,1.0,1.0,3.646,2.093,106.791,70.639,318.864,30.316,13.488,16.406,1.0,313.257,11.264,4.469,1.0,1.0,43.479,2.108,143.714,42.576,2.12,6.08,211.533,6.251,94.562,1.0,4.784,9.785,1.0,209.401,70.073,4.959,54.845,131.678,1.0,11.394,113.914,362.731,2.032,227.566,439.023,13.767,81.379,59.028,480.706,222.433,15.226,-47.41758,16.675716,-6.1122465,8.992473
4062,12376,15515,161.46,5.039,38.859,2.013,1.0,1.0,2.093,198.155,52.913,277.885,31.444,44.706,59.068,5.712,236.582,14.685,3.312,21.437,1.0,113.79,3.215,29.033,122.163,7.72,121.219,319.896,8.876,35.708,1.0,27.489,24.845,1.0,270.046,22.745,8.918,81.195,104.167,1.0,10.239,127.31,328.819,2.032,119.025,467.566,23.342,156.655,12.378,513.308,180.596,24.71,-38.400276,20.065735,-8.261249,4.2359986
4063,18024,5591,147.96,3.693,16.877,1.0,1.0,11.585,42.534,65.917,8.597,231.368,21.296,12.447,3.37,6.89,271.03,180.615,4.469,1.0,1.0,30.296,3.215,161.554,286.089,3.24,45.024,110.395,2.313,32.69,439.323,1.0,42.416,1.0,143.242,12.512,3.639,140.768,131.678,1.0,5.62,37.362,252.516,2.032,29.453,209.582,15.363,221.724,176.223,359.615,182.636,8.903,-3.840004,-103.91333,32.51127,2.1204464
4065,6461,7673,149.09,11.771,267.237,1.0,1.0,1.0,25.046,166.899,99.76,92.926,66.397,186.231,78.028,25.739,325.481,16.396,4.469,200.56,1.0,225.116,12.075,34.13,46.139,106.276,75.502,143.419,8.876,40.236,2.345,156.148,34.886,1.0,256.815,102.051,7.598,183.157,178.103,1.0,4.465,81.379,529.467,2.032,282.364,378.644,53.663,15.034,41.961,399.203,246.923,23.13,27.160011,-2.5618706,-9.975279,-19.655834
4066,15093,6406,388.44,3.693,19.319,2.013,1.0,80.391,91.719,126.025,7.331,427.402,31.444,79.047,16.406,19.849,254.362,153.245,4.469,1.0,1.0,61.057,47.517,41.776,113.848,2.12,87.354,128.971,3.625,46.272,323.692,1.0,341.112,1.0,187.348,35.536,8.918,81.195,159.189,1.0,3.31,43.103,200.235,2.032,67.389,230.441,16.958,8.655,183.05,306.056,152.023,10.484,8.524027,-91.881485,31.263489,-8.216029
4067,7876,137,442.16,37.352,32.753,10.119,1.0,2.323,9.744,231.816,30.122,449.553,19.041,22.853,128.986,2.178,296.588,35.212,14.875,1.0,2.37,160.664,3.215,324.656,213.629,6.6,107.673,263.134,24.629,82.489,1.0,50.193,62.496,1.0,240.275,67.515,30.033,156.807,152.312,1.0,7.929,98.603,451.751,2.032,234.943,436.827,32.917,108.172,171.672,415.503,230.597,16.807,-29.643963,44.917076,-20.386688,5.4698853
4068,5417,1697,66.23,7.732,22.983,1.0,1.0,1.0,40.348,109.195,32.654,157.163,4.383,14.528,3.37,1.0,312.146,23.238,2.156,1.0,2.37,134.298,5.43,238.008,53.266,3.24,29.785,256.942,6.251,114.18,1.0,51.455,12.295,1.0,267.841,174.962,12.877,338.964,252.04,1.0,12.549,73.724,607.182,1.0,258.127,509.282,26.534,2.276,41.961,459.748,171.412,8.903,-29.669754,1.7294159,-1.7333208,-2.3724604
4069,13526,20292,201.54,5.039,9.549,1.0,1.0,1.0,17.395,97.173,7.331,324.401,47.229,7.244,3.37,1.0,277.697,211.406,4.469,1.0,1.0,105.001,16.506,418.949,120.975,2.12,2.693,106.267,3.625,50.799,245.708,7.307,41.161,1.0,279.97,34.257,4.959,100.671,83.534,1.0,5.62,100.517,269.472,1.0,3.108,273.255,16.958,151.552,181.912,345.643,76.512,16.807,-9.96389,-95.73303,24.068953,1.9178514
4070,2142,4390,113.42,11.771,374.709,1.0,1.0,1.0,46.906,40.671,311.209,64.13,256.951,498.419,4.555,16.315,226.581,28.37,11.406,276.296,1.0,103.537,65.237,26.485,1.0,329.147,97.514,43.313,23.317,74.944,2.345,518.159,51.201,1.0,357.156,58.561,24.754,338.964,112.764,1.0,16.014,50.759,218.604,2.032,145.37,122.856,29.725,13.759,6.689,297.906,214.27,15.226,48.924316,-5.0932255,-11.918298,-29.000175
4071,7240,12651,260.95,10.425,26.647,1.0,1.0,1.0,2.093,69.523,2.266,313.326,5.51,5.163,5.74,1.0,219.913,55.74,9.094,1.0,1.0,42.015,3.215,49.421,141.169,2.12,16.239,165.092,6.251,38.727,52.093,40.102,4.765,1.0,130.01,61.119,23.435,65.156,162.628,1.0,10.239,89.034,372.622,1.0,106.38,178.844,21.746,29.069,11.24,232.703,115.288,8.903,-61.24337,-0.49801445,8.436865,8.109041
4072,14134,11630,183.63,5.039,24.204,79.015,1.0,1.0,27.232,227.007,36.452,455.091,23.551,36.381,270.007,5.712,319.924,23.238,4.469,1.0,1.0,97.677,4.323,143.714,281.338,3.24,83.968,199.149,7.564,38.727,7.723,8.568,47.436,1.0,328.487,80.306,14.197,202.633,97.289,1.0,5.62,108.172,285.016,2.032,146.424,543.314,18.554,151.552,45.375,477.213,539.787,8.903,-41.821648,48.483517,-23.52981,11.861713
4073,1456,6364,77.46,10.425,107.251,1.0,1.0,1.0,40.348,208.975,22.525,191.497,11.148,83.209,125.431,3.356,264.363,48.897,17.188,1.0,2.37,165.059,6.538,222.717,214.817,5.48,77.195,352.92,8.876,67.399,52.093,55.239,28.611,1.0,309.742,77.748,19.476,168.264,293.306,1.0,6.775,71.81,580.335,2.032,415.142,488.424,26.534,248.517,346.895,490.021,170.391,23.13,-20.659813,-5.1708117,-0.5038383,-7.7766867
4074,14391,4046,120.38,9.078,11.991,6.066,1.0,80.391,67.673,127.227,11.129,183.744,34.826,73.844,10.48,3.356,292.143,177.193,6.781,2.202,1.0,43.479,7.645,339.946,30.697,4.36,68.729,222.885,7.564,35.708,259.153,14.875,67.516,1.0,137.728,26.583,19.476,18.185,128.239,1.0,6.775,67.983,299.146,2.032,54.744,276.548,18.554,3.552,201.255,257.154,173.453,12.065,-5.134186,-95.188995,27.112524,-1.2243919
4075,4874,8185,360.72,15.81,53.515,1.0,1.0,129.348,25.046,220.996,41.517,469.489,38.209,58.234,67.363,5.712,282.142,16.396,7.938,23.841,1.0,96.213,4.323,189.587,223.132,7.72,55.183,100.074,10.189,37.218,5.034,95.602,14.805,1.0,268.944,113.563,10.238,135.04,231.406,1.0,16.014,100.517,496.967,2.032,206.491,432.436,26.534,101.793,51.064,448.105,184.677,24.71,-33.396328,41.095093,-18.608295,5.7651744
4077,17464,13926,31.69,3.693,2.221,1.0,1.0,1.0,15.209,65.917,6.065,692.104,6.638,2.041,54.327,1.0,202.133,23.238,1.0,1.0,2.37,116.72,6.538,74.906,55.642,1.0,48.41,324.024,7.564,34.199,2.345,6.045,14.805,1.0,201.682,246.593,6.279,227.837,74.936,1.0,6.775,43.103,200.235,1.0,89.519,435.73,20.15,3.552,2.138,356.122,220.392,15.226,-50.912155,36.66415,-11.807817,20.223969
4080,14614,17295,118.11,10.425,189.076,252.27,1.0,1.0,8.651,13.022,256.764,2.108,30.316,130.038,25.886,1.0,296.588,9.553,6.781,160.888,1.0,125.509,9.86,1.0,111.472,82.757,24.705,438.579,10.189,52.308,1.0,19.92,22.335,1.0,275.56,12.512,10.238,207.216,279.551,1.0,12.549,123.483,410.774,241.462,77.927,310.58,13.767,31.621,26.032,786.927,728.566,12.065,22.005272,-18.7878,-20.235443,-17.599628
4081,1475,13292,138.29,10.425,49.851,1.0,1.0,1.0,23.953,53.895,7.331,344.337,20.168,14.528,54.327,5.712,283.254,26.659,13.719,1.0,2.37,17.113,5.43,238.008,62.769,7.72,23.012,28.865,19.378,41.745,2.345,35.057,13.55,1.0,188.45,185.195,18.156,140.768,164.348,1.0,16.014,64.155,292.081,2.032,100.057,204.093,18.554,50.759,136.4,169.829,96.92,7.323,-56.86841,-18.863379,11.729904,4.3421097
4082,943,11473,204.38,17.156,43.744,1.0,1.0,1.0,9.744,127.227,11.129,214.755,12.275,24.934,12.851,10.425,293.255,19.817,13.719,1.0,1.0,36.155,3.215,276.235,93.654,5.48,60.263,88.722,14.127,38.727,2.345,33.795,32.376,1.0,211.606,53.444,11.557,61.719,143.714,1.0,11.394,85.207,390.992,2.032,146.424,288.624,12.171,113.276,87.474,510.979,168.35,19.968,-46.357216,-23.666721,12.84297,1.1203403
4083,10617,9251,152.93,15.81,134.119,3.026,1.0,1.0,9.744,260.668,17.46,420.757,17.913,90.494,127.801,6.89,322.147,14.685,13.719,1.0,2.37,187.031,6.538,92.745,425.07,2.12,80.581,310.607,2.313,58.344,2.345,53.977,42.416,1.0,358.258,82.864,12.877,202.633,99.009,1.0,5.62,171.328,306.211,2.032,117.972,491.718,64.834,244.69,119.333,366.601,205.086,35.775,-48.356964,48.7904,-20.343153,15.725535
4084,1887,3277,208.65,11.771,2.221,1.0,1.0,1.0,34.883,101.982,26.323,138.335,7.765,7.244,14.036,2.178,258.806,26.659,7.938,1.0,1.0,91.818,4.323,278.783,27.133,5.48,36.558,177.476,14.127,82.489,1.0,103.17,11.04,1.0,228.146,254.268,11.557,216.381,147.153,1.0,5.62,83.293,376.861,2.032,161.177,300.7,34.513,12.483,61.304,374.752,167.33,15.226,-57.38401,-10.517654,0.30226436,19.226099
4085,17586,20528,240.06,13.117,110.914,15.185,1.0,1.0,9.744,199.357,114.954,337.692,64.142,137.322,69.733,1.0,313.257,19.817,9.094,87.556,1.0,169.453,4.323,393.464,72.272,16.679,55.183,288.935,11.502,148.888,1.0,47.67,53.711,1.0,313.05,113.563,7.598,129.312,338.012,1.0,13.704,173.241,368.383,2.032,235.997,453.295,53.663,295.724,346.895,321.192,295.904,43.679,-35.878662,28.481651,-0.19609596,-11.336689
4086,2033,18711,312.12,10.425,3.443,1.0,1.0,208.739,6.465,106.791,7.331,267.917,42.719,14.528,1.0,1.0,208.801,142.981,4.469,1.0,1.0,17.113,20.936,250.75,44.951,1.0,2.693,12.352,8.876,28.163,419.155,2.261,105.167,1.0,253.507,2.279,6.279,35.369,81.814,1.0,7.929,58.414,71.651,2.032,1.0,127.247,10.575,7.379,10.103,211.745,95.9,15.226,-15.30336,-101.33192,26.645859,4.1836963
4087,16623,12913,226.27,7.732,86.489,1.0,1.0,608.339,13.023,222.199,83.3,305.573,15.658,143.566,177.573,9.246,247.694,36.923,6.781,23.841,1.0,118.185,3.215,77.454,142.357,2.12,85.661,265.198,10.189,46.272,35.958,21.182,231.925,1.0,246.891,61.119,4.959,51.408,195.298,1.0,5.62,43.103,422.078,3.064,375.098,428.045,12.171,152.828,433.369,473.72,316.313,8.903,-8.635729,40.850403,7.3651457,-12.827271
4088,10743,14788,159.75,7.732,37.638,1.0,1.0,1.0,20.674,133.238,17.46,192.604,12.275,33.259,124.246,17.493,371.041,18.106,6.781,1.0,2.37,91.818,5.43,92.745,138.793,4.36,75.502,149.612,11.502,37.218,1.0,19.92,19.825,1.0,382.517,68.794,8.918,193.468,116.203,1.0,6.775,56.5,328.819,2.032,95.842,347.905,29.725,67.345,3.276,490.021,161.207,21.549,-40.445404,14.652687,-4.2046876,4.057562
4089,1806,6650,330.45,7.732,195.182,1.0,1.0,1.0,33.79,138.047,166.867,472.812,65.27,141.484,94.619,19.849,259.918,59.161,11.406,128.43,1.0,116.72,5.43,217.62,199.375,77.157,100.9,142.387,10.189,53.817,21.168,118.307,198.039,1.0,250.199,58.561,18.156,107.545,198.737,1.0,7.929,67.983,528.054,2.032,225.459,400.6,36.109,67.345,275.213,501.664,329.578,15.226,-23.603996,42.58838,-11.502265,-14.238406
4093,13861,15868,84.57,6.385,426.002,1.0,1.0,1.0,7.558,53.895,393.51,18.721,326.859,411.006,12.851,26.917,268.808,18.106,3.312,377.278,1.0,87.424,36.441,3.548,1.0,341.466,116.139,84.594,3.625,38.727,18.479,356.705,31.121,1.0,264.533,62.398,6.279,143.06,178.103,1.0,9.084,41.19,523.815,1.0,128.509,153.595,10.575,16.31,77.233,349.136,230.597,8.903,46.235935,-4.3609467,-12.0569935,-26.989555
4094,22969,16601,155.49,9.078,36.417,24.303,1.0,8.939,13.023,132.036,57.977,123.937,5.51,2.041,197.719,1.0,272.141,50.608,5.625,1.0,1.0,49.339,2.108,54.518,226.696,1.0,9.466,588.222,6.251,105.125,70.917,9.83,19.825,1.0,243.583,39.374,8.918,151.079,61.181,1.0,9.084,127.31,191.757,2.032,299.225,467.566,34.513,154.103,88.612,668.164,171.412,42.098,-29.868465,9.565448,-6.9819283,1.3182133
4095,15954,7029,126.64,6.385,90.153,1.0,1.0,621.571,57.836,192.144,16.194,445.123,17.913,99.859,4.555,29.274,364.374,161.798,10.25,3.404,2.37,122.579,9.86,18.839,23.57,1.0,92.434,227.013,29.88,58.344,417.81,2.261,548.191,168.43,219.325,29.141,16.836,68.593,160.909,2.376,6.775,52.672,324.58,4.096,80.035,325.949,18.554,77.552,197.842,297.906,155.085,10.484,17.294651,-85.85556,31.906271,-11.5030985
4096,10642,563,184.77,7.732,11.991,1.0,1.0,8.939,23.953,180.123,3.532,422.972,37.081,60.316,32.996,3.356,299.922,125.875,7.938,1.0,1.0,100.607,43.086,128.423,143.545,1.0,51.797,114.523,4.938,49.29,195.96,53.977,80.067,1.0,199.477,16.35,10.238,67.447,191.859,1.0,4.465,92.862,419.252,1.0,1.0,309.482,15.363,76.276,140.951,251.332,216.311,26.291,3.6088352,-94.258316,31.131254,-4.4254117
4098,22091,19012,366.55,19.849,42.523,9.105,1.0,1.0,5.372,112.801,41.517,171.561,32.571,41.584,22.331,1.0,231.026,12.974,10.25,1.0,1.0,46.409,2.108,57.066,73.46,3.24,2.693,268.294,15.44,91.544,1.0,9.83,9.785,1.0,191.758,59.84,7.598,85.778,97.289,1.0,14.859,77.552,198.822,2.032,104.272,296.309,13.767,174.517,32.859,262.976,138.758,18.388,-63.268547,8.218481,1.6227378,12.213065
4099,7912,5006,198.55,25.235,42.523,1.0,1.0,1.0,38.162,163.292,11.129,396.391,14.53,25.975,63.808,3.356,305.478,42.055,12.562,2.202,2.37,91.818,7.645,133.52,206.502,4.36,46.717,217.725,16.753,44.763,3.689,59.023,37.396,1.0,278.868,109.726,32.672,337.819,174.664,1.0,11.394,73.724,395.231,2.032,194.899,347.905,23.342,239.586,168.259,406.189,175.493,38.937,-50.628803,44.70193,-16.778692,14.934737
4100,5933,12961,134.17,2.346,15.655,1.0,1.0,1.0,9.744,120.014,2.266,439.585,4.383,33.259,5.74,8.068,237.693,18.106,2.156,2.202,1.0,27.367,4.323,72.357,195.811,2.12,36.558,137.227,1.0,32.69,7.723,40.102,21.08,1.0,206.093,53.444,6.279,146.497,145.434,1.0,5.62,75.638,426.317,11.32,133.778,332.536,13.767,32.897,99.99,320.028,194.882,8.903,-50.599163,38.349915,-13.555263,11.617119
4101,26256,9423,206.37,6.385,1.0,15.185,1.0,368.844,62.208,121.217,64.308,116.184,26.933,72.803,73.288,6.89,235.471,163.509,9.094,2.202,1.0,91.818,9.86,23.936,37.824,3.24,75.502,182.636,16.753,58.344,287.389,1.0,603.412,1.0,154.268,18.908,8.918,45.68,135.117,1.0,11.394,46.931,136.649,8.224,85.304,212.876,26.534,2.276,146.64,300.234,124.472,8.903,14.787876,-84.822754,30.881954,-10.9698715
4103,1935,4743,284.83,9.078,58.4,1.0,1.0,1.0,47.999,87.556,31.388,461.736,28.061,12.447,23.516,6.89,231.026,98.505,11.406,1.0,1.0,99.142,5.43,222.717,220.756,4.36,70.422,158.9,6.251,70.417,9.067,48.932,36.141,1.0,256.815,116.122,10.238,257.624,172.945,1.0,4.465,50.759,338.71,2.032,269.718,296.309,20.15,58.414,27.17,387.559,180.596,8.903,-52.326256,43.884342,-16.68395,13.534512
4104,17859,2482,35.25,13.117,397.913,1.0,2.843,8.939,33.79,35.863,127.616,4.323,81.055,251.791,1.0,1.0,203.245,26.659,19.5,580.444,1.0,33.226,49.732,1.0,1.0,228.351,94.127,35.057,27.255,35.708,31.925,423.557,27.356,1.0,319.666,25.303,22.115,272.517,64.62,1.0,33.338,138.793,90.02,3.064,2.054,69.064,18.554,1.0,21.481,226.881,41.817,51.582,54.820923,-14.528734,-7.2900143,-30.808266
4105,2053,8553,87.69,14.464,21.762,1.0,1.0,1.0,13.023,58.704,8.597,132.797,12.275,24.934,15.221,6.89,213.246,26.659,5.625,1.0,1.0,53.733,5.43,327.204,21.194,4.36,55.183,153.74,10.189,49.29,34.614,79.205,17.315,1.0,200.579,70.073,10.238,42.243,222.809,1.0,7.929,121.569,643.921,2.032,193.845,250.201,21.746,9.931,205.806,255.99,113.247,24.71,-42.169556,-19.258493,8.717081,-0.159572
4107,10737,8298,158.05,21.195,18.098,1.0,1.0,1.0,3.186,192.144,13.662,147.195,6.638,34.3,25.886,2.178,279.92,26.659,13.719,1.0,2.37,96.213,3.215,227.814,71.084,5.48,65.342,386.977,2.313,50.799,2.345,33.795,21.08,1.0,176.321,41.932,14.197,14.748,215.931,1.0,10.239,117.741,576.096,2.032,327.677,397.307,69.621,38.0,90.887,292.084,143.86,40.517,-32.8394,-11.394217,3.5700345,-1.9213394
4108,20841,14586,96.22,3.693,13.213,5.053,1.0,151.842,65.487,93.567,8.597,310.003,57.377,98.819,15.221,11.603,217.691,113.901,2.156,1.0,1.0,24.437,9.86,110.584,23.57,2.12,67.036,187.796,2.313,28.163,657.14,1.0,27.356,1.0,96.93,24.024,4.959,10.165,54.303,1.0,6.775,43.103,119.693,2.032,1.0,253.495,15.363,1.0,184.188,259.483,193.861,12.065,-0.31187057,-100.83391,30.929096,-0.6288888
4109,15873,17643,231.67,13.117,7.106,1.0,1.0,1.0,5.372,186.134,32.654,63.022,12.275,2.041,29.441,1.0,327.703,11.264,9.094,1.0,1.0,121.114,2.108,57.066,29.509,2.12,50.103,262.102,6.251,77.962,1.0,13.614,26.101,1.0,195.066,31.699,12.877,114.419,111.045,1.0,7.929,134.966,431.969,1.0,150.639,624.552,36.109,97.966,2.138,687.958,164.269,12.065,-26.801643,9.189074,-5.6028376,0.92274415
