cell,x,y,area µm²,E3,Vimentin,CD163,P2Ry12,a-Beta,PSD-95,CD11c,HLA-A,TMEM119,CD31,Gal3,HLA-DR,CD8,ATG7,MAP2,GFAP,CollagenIV,CD3e,CD4,NeuN,Neurofilament,CD74,Claudin-5,CD40,CD11b,E1,E10,Synaptophysin,CD34,ApoE,E2,PCNA,Olig2,E4,DAPI_1,H2A.x,E5,E6,E9,S100B,SMA,CD44,CD45,E8,CD68,AQP4,IBA1,CD14,E7,UMAP_1,UMAP_2,TSNE_1,TSNE_2
7581,21249,20363,220.44,9.078,33.974,168.175,1.0,1.0,2.093,74.332,60.51,438.478,68.652,1.0,3.37,1.0,272.141,18.106,5.625,1.0,1.0,97.677,2.108,97.842,24.757,1.0,7.773,479.86,3.625,150.397,1.0,1.0,38.651,1.0,270.046,32.978,4.959,86.923,123.081,1.0,11.394,131.138,92.846,10.288,273.934,519.163,18.554,156.655,155.743,472.556,419.376,27.872,-47.96282,24.4334,-10.930925,19.7279
7583,4198,7970,219.16,19.849,32.753,4.04,1.0,1.0,19.581,196.953,14.928,457.306,29.188,8.284,94.619,3.356,324.369,23.238,9.094,1.0,1.0,77.17,15.398,271.138,103.157,4.36,60.263,123.811,11.502,40.236,9.067,70.375,19.825,1.0,178.526,53.444,7.598,130.458,166.067,1.0,11.394,112.0,335.884,2.032,144.316,368.764,42.492,40.552,2.138,450.434,156.105,16.807,-37.539894,37.452843,-16.585886,7.2771006
7584,6302,6512,77.46,10.425,3.443,1.0,1.0,289.453,23.953,166.899,54.179,153.84,7.765,31.178,48.402,4.534,294.366,21.527,10.25,59.906,1.0,80.1,4.323,189.587,22.382,3.24,78.888,239.398,15.44,58.344,5.034,86.773,48.691,1.0,209.401,66.236,12.877,91.506,252.04,1.0,13.704,117.741,583.161,3.064,374.044,463.175,42.492,16.31,36.272,403.86,235.699,15.226,-30.424911,-8.180803,2.762904,-3.0605066
7586,26277,16049,56.99,23.888,47.408,1.0,1.0,3.646,1.0,2.202,89.631,661.093,69.78,1.0,1.0,1.0,266.585,30.08,20.656,1.0,1.0,24.437,1.0,1.0,1.0,9.96,1.0,82.53,20.691,286.213,1.0,1.0,1.0,1.0,31.874,4.837,6.279,28.495,1.0,1.0,17.169,60.328,75.89,3.064,140.101,261.179,29.725,1.0,68.131,269.962,187.739,19.968,-69.61248,9.817783,3.7597156,15.63139
7587,4829,3375,30.13,9.078,1.0,1.0,1.0,1.0,4.279,135.643,11.129,525.973,22.423,1.0,67.363,1.0,334.37,31.791,5.625,1.0,2.37,80.1,3.215,245.653,142.357,3.24,16.239,133.099,6.251,58.344,2.345,50.193,17.315,1.0,229.248,53.444,14.197,82.341,269.234,1.0,10.239,133.052,560.553,1.0,176.984,344.612,44.088,1.0,1.0,242.017,205.086,23.13,-39.559135,43.478477,-16.347927,8.887922
7588,12690,10008,100.34,15.81,16.877,1.0,1.0,40.695,2.093,135.643,8.597,276.777,11.148,12.447,27.071,2.178,389.932,30.08,11.406,4.606,1.0,115.255,3.215,44.324,84.151,5.48,24.705,57.761,22.004,31.181,2.345,7.307,33.631,1.0,158.679,43.211,23.435,17.039,198.737,1.0,7.929,18.224,607.182,2.032,235.997,314.971,40.896,44.379,106.817,392.217,263.25,7.323,-36.786625,-9.012756,7.3275867,-5.53059
7589,22693,8163,48.61,2.346,185.412,1.0,1.0,20.848,44.72,38.267,45.316,27.581,19.041,120.672,2.185,1.0,224.358,40.344,1.0,670.606,1.0,28.831,67.452,1.0,1.0,84.997,17.932,22.673,3.625,8.545,19.824,146.057,36.141,1.0,314.152,3.558,2.32,476.442,26.792,1.0,1.0,2.914,56.107,1.0,1.0,66.868,2.596,2.276,70.407,129.077,41.817,1.0,54.848946,-16.47931,-6.27768,-31.21215
7590,17927,18696,144.83,10.425,73.055,1.0,1.0,1.0,9.744,58.704,11.129,171.561,15.658,27.016,6.925,1.0,194.355,7.842,7.938,1.0,1.0,63.987,2.108,34.13,42.576,2.12,14.546,147.548,12.815,186.615,1.0,33.795,23.59,1.0,207.195,15.07,10.238,139.623,183.262,1.0,26.408,119.655,547.836,1.0,201.222,244.712,28.129,110.724,79.509,309.549,147.942,37.356,-49.365993,-9.2725315,6.695749,3.83949
7591,11892,12721,174.68,3.693,5.885,1.0,1.0,1.0,25.046,128.43,22.525,273.455,26.933,27.016,174.018,13.959,299.922,16.396,6.781,1.0,1.0,159.199,5.43,113.133,182.744,2.12,82.275,386.977,3.625,32.69,6.378,35.057,28.611,1.0,293.202,89.26,6.279,212.944,176.384,1.0,7.929,75.638,362.731,1.0,129.563,544.412,16.958,423.31,2.138,647.206,310.19,13.646,-24.667667,20.64428,-10.432102,2.9175413
7593,16926,14564,158.05,13.117,298.99,2.013,1.0,1.0,7.558,122.419,166.867,82.958,182.534,202.881,104.1,28.096,248.805,18.106,10.25,223.401,1.0,119.65,14.29,34.13,27.133,172.353,129.685,178.508,8.876,50.799,6.378,320.125,52.456,1.0,228.146,70.073,15.517,38.806,124.8,1.0,17.169,39.276,422.078,2.032,150.639,316.069,34.513,44.379,254.732,460.913,317.333,26.291,31.241207,-2.923191,-10.706613,-20.785622
7594,4761,11769,93.52,3.693,10.77,1.0,1.0,1.0,22.86,94.769,2.266,230.261,2.128,54.072,106.47,9.246,271.03,23.238,4.469,1.0,1.0,20.043,7.645,51.969,131.666,1.0,29.785,86.658,1.0,40.236,3.689,67.852,37.396,1.0,342.821,123.796,8.918,267.935,86.972,1.0,3.31,94.776,310.45,1.0,61.066,218.365,23.342,165.586,2.138,469.063,89.777,4.161,-61.853767,22.103146,-1.9365968,16.713331
7595,1407,10076,201.11,9.078,27.868,57.738,1.0,1.0,39.255,174.112,11.129,173.776,11.148,38.462,111.21,6.89,278.809,23.238,6.781,1.0,2.37,80.1,5.43,296.622,99.593,5.48,48.41,246.622,7.564,32.69,3.689,23.705,38.651,1.0,211.606,59.84,3.639,130.458,226.248,1.0,11.394,58.414,686.311,2.032,186.468,317.167,24.938,177.069,247.905,357.287,209.168,16.807,-29.861542,-13.544973,3.5091012,-5.6404676
7596,11294,8249,153.64,7.732,164.65,33.422,1.0,372.813,16.302,534.762,126.35,364.273,21.296,225.775,246.306,13.959,333.259,83.11,7.938,20.235,1.0,167.988,5.43,108.036,134.042,5.48,104.286,234.238,11.502,46.272,35.958,31.273,134.033,1.0,217.119,79.027,8.918,108.69,169.506,1.0,11.394,79.466,439.034,2.032,512.092,529.043,36.109,208.966,296.831,544.745,291.822,31.033,-10.356056,40.863132,6.8128242,-13.152744
7597,780,793,147.81,71.011,259.91,1.0,1.0,1.0,8.651,20.235,330.202,29.796,140.815,265.319,1.0,1.0,257.695,26.659,44.937,200.56,1.0,113.79,51.947,18.839,2.188,176.833,65.342,26.801,46.946,115.689,1.0,457.614,43.671,1.0,299.818,12.512,51.148,231.274,217.651,1.0,5.62,259.362,427.73,2.032,148.532,121.758,79.196,1.0,4.413,235.031,205.086,45.259,42.530643,-7.386862,-10.379324,-24.763617
7598,12747,10628,171.27,3.693,70.612,1.0,1.0,1.0,4.279,83.949,17.46,84.065,6.638,23.894,23.516,1.0,235.471,14.685,10.25,1.0,1.0,78.635,2.108,26.485,105.533,5.48,41.637,313.704,11.502,47.781,1.0,75.42,26.101,1.0,179.629,61.119,19.476,57.136,346.609,1.0,22.943,89.034,523.815,2.032,155.908,317.167,42.492,48.207,8.965,443.448,223.454,43.679,-37.721565,-5.7932663,2.3835921,-0.42178482
7599,26475,16564,114.84,13.117,44.966,1.0,1.0,6.293,1.0,1.0,18.726,15.398,16.786,1.0,9.295,1.0,223.247,28.37,16.031,1.0,1.0,37.62,1.0,26.485,11.691,3.24,1.0,150.644,18.066,348.085,2.345,1.0,1.0,1.0,31.874,1.0,14.197,62.865,49.145,1.0,19.479,66.069,147.953,2.032,178.038,147.008,31.321,12.483,145.502,290.92,133.656,26.291,-73.14852,2.2334023,6.438108,14.383596
7600,8394,725,187.18,30.62,145.11,78.002,1.0,2.323,21.767,145.26,31.388,652.233,47.229,51.991,158.612,2.178,361.04,74.557,14.875,1.0,2.37,103.537,5.43,477.564,369.24,4.36,73.808,176.444,19.378,58.344,37.303,84.25,28.611,1.0,212.709,85.423,20.795,162.536,107.606,1.0,4.465,110.086,358.492,1.0,296.063,431.338,37.704,124.759,181.912,273.455,434.682,15.226,-33.657852,51.47697,-22.508415,9.366976
7601,16929,19308,157.48,10.425,31.532,1.0,1.0,1.0,30.511,71.928,16.194,233.583,28.061,9.325,4.555,1.0,213.246,12.974,12.562,1.0,1.0,110.861,3.215,80.003,78.212,2.12,31.478,167.156,10.189,65.89,6.378,13.614,36.141,1.0,236.967,132.75,15.517,208.361,107.606,1.0,25.253,81.379,222.843,2.032,111.649,339.123,29.725,94.138,24.894,285.098,184.677,18.388,-64.47852,17.576382,-1.6282647,15.570517
7602,3839,4965,175.96,7.732,123.127,1.0,1.0,1.0,27.232,224.603,31.388,563.63,31.444,25.975,249.861,3.356,347.705,18.106,7.938,1.0,1.0,124.044,3.215,235.459,299.156,5.48,105.98,219.789,14.127,53.817,1.0,32.534,17.315,1.0,353.848,52.165,22.115,275.954,174.664,1.0,16.014,77.552,331.645,2.032,212.813,563.075,34.513,205.138,13.516,414.339,254.066,29.453,-40.021873,52.818405,-17.664043,2.611905
7603,6156,13221,108.16,10.425,8.328,1.0,1.0,1.0,7.558,104.386,2.266,71.882,1.0,22.853,17.591,2.178,225.469,18.106,5.625,1.0,1.0,42.015,4.323,59.615,44.951,2.12,21.319,206.373,3.625,52.308,1.0,74.159,9.785,1.0,147.652,38.095,16.836,119.001,179.823,1.0,18.324,148.362,464.468,1.0,147.478,217.267,29.725,371.0,131.849,211.745,116.308,16.807,-47.597397,-3.2092981,3.2218683,4.8983445
7604,25616,20082,79.45,17.156,16.877,1.0,1.0,2.323,1.0,2.202,25.057,53.054,23.551,1.0,9.295,1.0,305.478,9.553,10.25,1.0,1.0,71.311,1.0,3.548,8.127,3.24,2.693,327.12,22.004,298.285,1.0,1.0,1.0,1.0,47.311,22.745,7.598,397.392,62.9,1.0,13.704,87.121,282.19,2.032,241.266,218.365,28.129,46.931,167.121,249.003,184.677,53.163,-69.73882,1.9300995,7.4309206,14.67838
7606,2045,10463,115.41,15.81,19.319,1.0,1.0,1.0,42.534,86.354,16.194,81.85,10.02,42.625,3.37,3.356,234.359,69.425,10.25,1.0,1.0,34.691,6.538,194.684,46.139,6.6,24.705,139.291,11.502,29.672,11.756,42.625,22.335,1.0,216.017,111.005,30.033,255.333,148.873,1.0,17.169,48.845,550.662,2.032,106.38,194.213,16.958,262.552,129.573,242.017,174.473,8.903,-46.210484,-8.922073,4.0463767,2.1320739
7607,14100,14626,86.7,5.039,430.888,1.0,1.0,1.0,15.209,17.83,207.384,9.86,262.589,256.994,1.0,31.63,213.246,19.817,4.469,372.469,1.0,134.298,38.656,3.548,1.0,314.587,105.98,25.769,6.251,50.799,11.756,393.284,24.845,1.0,265.636,53.444,4.959,136.186,133.398,1.0,7.929,54.586,409.361,1.0,149.585,96.509,24.938,1.0,24.894,218.731,223.454,12.065,45.552372,-7.067383,-11.071757,-26.78097
7608,17946,15071,54.29,17.156,10.77,1.0,1.0,1.0,10.837,67.119,17.46,374.241,12.275,8.284,4.555,2.178,223.247,14.685,5.625,1.0,1.0,72.776,2.108,153.908,31.885,4.36,48.41,263.134,6.251,67.399,2.345,18.659,17.315,1.0,161.987,90.539,7.598,46.826,102.448,1.0,4.465,62.241,323.167,1.0,155.908,392.915,28.129,2.276,132.986,359.615,161.207,32.614,-54.262783,16.509144,-4.6919293,10.865253
7609,6586,6905,208.79,6.385,16.877,1.0,1.0,1.0,37.069,164.495,9.863,249.089,10.02,4.122,93.434,2.178,313.257,23.238,6.781,1.0,2.37,126.974,8.753,141.166,252.829,3.24,56.876,233.206,8.876,58.344,7.723,124.614,26.101,1.0,285.483,153.216,24.754,380.208,171.225,1.0,11.394,90.948,434.795,1.0,193.845,383.035,58.45,150.276,15.792,495.843,177.534,26.291,-31.402172,11.597488,-8.716866,-2.2130423
7611,8728,11617,110.15,11.771,1.0,1.0,1.0,1.0,3.186,62.31,4.798,151.625,12.275,11.406,3.37,4.534,245.472,21.527,6.781,1.0,1.0,47.874,3.215,197.232,27.133,5.48,36.558,88.722,8.876,41.745,6.378,100.648,2.255,1.0,139.934,21.466,11.557,12.456,167.787,1.0,12.549,83.293,669.355,2.032,155.908,248.005,23.342,1.0,20.343,250.168,103.043,15.226,-47.04985,-14.549175,7.1196103,2.2452123
7612,15841,19427,150.09,22.542,7.106,1.0,1.0,1.0,8.651,116.408,14.928,123.937,21.296,1.0,27.071,1.0,307.701,14.685,18.344,1.0,1.0,209.003,3.215,77.454,155.423,5.48,26.398,408.65,23.317,77.962,1.0,7.307,38.651,1.0,211.606,70.073,16.836,105.253,179.823,1.0,43.732,186.638,285.016,2.032,167.5,453.295,66.43,327.621,77.233,590.154,161.207,48.421,-28.057508,10.963091,-6.885113,2.4194891
7613,8232,3298,271.89,7.732,57.178,1.0,1.0,2.323,32.697,171.708,21.259,552.554,14.53,69.681,22.331,12.781,321.036,43.765,12.562,2.202,2.37,147.481,7.645,276.235,381.119,2.12,94.127,168.188,6.251,37.218,13.101,52.716,54.966,1.0,277.765,58.561,19.476,202.633,188.42,1.0,5.62,96.69,323.167,1.0,213.867,413.774,26.534,80.103,181.912,401.531,266.312,15.226,-41.41301,51.310375,-20.139616,12.860513
7614,4509,3700,332.72,10.425,308.76,1.0,1.0,1.0,20.674,115.206,472.011,81.85,224.253,268.441,6.925,13.959,256.584,24.949,5.625,277.498,1.0,96.213,54.162,23.936,4.564,165.633,75.502,50.537,6.251,80.98,2.345,451.307,61.241,1.0,297.613,49.607,12.877,191.177,150.592,1.0,4.465,92.862,537.945,1.0,213.867,160.181,21.746,1.0,6.689,274.619,256.107,15.226,41.979465,-5.395405,-11.440171,-25.003126
7615,18964,9304,119.39,10.425,121.906,983.789,1.0,2.323,11.93,154.877,74.437,3.215,17.913,150.85,111.21,6.89,159.907,21.527,7.938,123.621,3.741,189.96,15.398,1.0,299.156,6.6,180.481,453.027,4.938,19.109,14.445,11.091,129.013,1.0,238.07,27.862,4.959,147.642,112.764,1.0,4.465,60.328,132.41,327.12,122.187,383.035,48.875,22.69,205.806,484.199,973.469,43.679,23.489925,-22.549042,-21.420229,-18.732382
7616,8486,7247,165.58,11.771,13.213,1.0,1.0,1.0,4.279,106.791,13.662,308.896,6.638,15.569,6.925,2.178,213.246,19.817,27.594,1.0,1.0,69.846,3.215,90.196,43.763,6.6,43.331,138.259,15.44,59.853,2.345,89.295,18.57,1.0,191.758,30.42,33.992,18.185,190.139,1.0,18.324,134.966,465.881,2.032,250.75,301.798,28.129,1.0,218.322,300.234,204.065,32.614,-45.145786,-16.877487,9.102576,-4.148765
7617,2633,10752,29.56,14.464,42.523,1.0,1.0,2.323,9.744,116.408,3.532,468.381,10.02,16.609,4.555,4.534,347.705,12.974,9.094,1.0,2.37,61.057,7.645,406.207,27.133,6.6,33.171,135.163,16.753,16.091,1.0,104.432,12.295,1.0,201.682,71.352,30.033,66.302,154.031,1.0,18.324,66.069,389.579,2.032,128.509,328.145,36.109,7.379,142.089,264.14,186.718,26.291,-39.279423,41.857235,-15.051952,7.6514983
7619,3061,2729,60.69,23.888,60.842,1.0,1.0,1.0,23.953,118.812,47.848,335.477,12.275,61.356,59.068,6.89,325.481,24.949,7.938,140.451,1.0,58.128,4.323,227.814,18.818,26.759,46.717,111.427,12.815,80.98,2.345,118.307,31.121,1.0,207.195,82.864,16.836,129.312,301.904,1.0,7.929,48.845,687.724,1.0,211.759,414.871,23.342,46.931,68.131,422.49,190.8,16.807,-36.161655,36.17047,-18.135529,-2.6161938
7620,2813,12183,88.83,15.81,21.762,1.0,1.0,1.0,10.837,126.025,18.726,208.11,10.02,32.219,68.548,10.425,347.705,14.685,11.406,1.0,2.37,22.972,3.215,171.747,138.793,3.24,38.251,92.85,6.251,38.727,2.345,46.409,32.376,1.0,164.192,32.978,16.836,36.515,198.737,1.0,11.394,73.724,457.403,1.0,167.5,260.081,28.129,50.759,27.17,491.185,157.126,13.646,-41.68418,-9.403858,7.877966,0.86562127
7621,19220,17051,180.08,6.385,10.77,1.0,1.0,1.0,1.0,116.408,56.711,106.216,16.786,8.284,9.295,1.0,249.917,30.08,4.469,1.0,1.0,107.931,1.0,197.232,86.527,3.24,17.932,362.209,8.876,99.089,2.345,4.784,7.275,1.0,152.063,38.095,14.197,12.456,119.642,1.0,7.929,106.259,415.013,2.032,234.943,439.023,24.938,240.862,35.134,590.154,296.924,21.549,-27.782154,6.733103,-5.744577,1.6000184
7622,14692,11000,121.24,13.117,73.055,1.0,1.0,154.489,2.093,115.206,16.194,264.594,10.02,41.584,215.495,3.356,293.255,26.659,4.469,9.415,1.0,107.931,2.108,59.615,379.931,2.12,61.956,167.156,6.251,32.69,61.505,4.784,65.006,1.0,197.272,36.816,6.279,14.748,171.225,1.0,11.394,27.793,292.081,2.032,259.18,365.47,13.767,267.655,229.7,385.231,196.922,12.065,-55.98575,33.951653,9.519104,-10.960737
7623,18708,10786,96.51,10.425,1.0,14.171,1.0,2.323,33.79,181.325,16.194,277.885,44.974,66.559,143.206,11.603,255.473,98.505,4.469,1.0,1.0,107.931,25.366,128.423,115.036,2.12,99.207,542.813,2.313,17.6,380.163,2.261,39.906,1.0,98.033,35.536,7.598,25.058,7.878,1.0,10.239,45.017,162.083,1.0,1.0,507.087,8.979,17.586,88.612,301.399,234.678,8.903,0.049938202,-104.11479,32.78598,-0.21312094
7624,8277,1263,79.59,10.425,152.438,1.0,1.0,36.726,32.697,223.401,25.057,247.981,7.765,79.047,32.996,5.712,324.369,67.714,6.781,1.0,2.37,93.283,7.645,327.204,48.515,3.24,61.956,168.188,3.625,53.817,44.026,62.807,34.886,1.0,273.354,203.102,12.877,237.002,200.456,1.0,11.394,96.69,277.95,2.032,598.503,463.175,47.28,6.103,268.386,358.451,175.493,13.646,-24.740084,-12.58337,4.1317077,-9.347384
7625,17393,19766,170.27,18.503,4.664,1.0,1.0,1.0,19.581,178.921,31.388,144.98,42.719,12.447,36.552,1.0,291.032,24.949,11.406,1.0,1.0,165.059,3.215,80.003,115.036,4.36,39.944,473.667,11.502,90.035,11.756,16.136,33.631,1.0,256.815,58.561,10.238,171.701,207.334,1.0,22.943,148.362,293.494,2.032,159.07,487.326,45.684,345.483,48.788,675.15,127.533,35.775,-25.952545,11.719648,-7.4018,1.4811033
7627,9268,5718,58.84,6.385,187.855,1.0,1.0,2.323,7.558,213.783,19.992,484.994,6.638,71.763,40.107,6.89,274.364,36.923,13.719,1.0,1.0,121.114,6.538,197.232,96.03,5.48,68.729,216.693,7.564,41.745,11.756,59.023,38.651,1.0,256.815,45.77,19.476,36.515,215.931,1.0,9.084,77.552,357.079,1.0,482.585,426.947,16.958,1.0,183.05,444.612,179.575,24.71,-27.184732,44.212357,-21.15648,4.3432784
7628,12513,11959,81.3,5.039,9.549,1.0,1.0,1.0,2.093,133.238,12.395,296.713,11.148,3.081,15.221,3.356,312.146,18.106,4.469,1.0,1.0,172.383,2.108,102.939,79.4,3.24,109.366,293.063,2.313,28.163,1.0,13.614,9.785,1.0,209.401,49.607,6.279,18.185,176.384,1.0,9.084,77.552,444.686,1.0,114.81,531.238,29.725,133.69,21.481,651.864,225.494,8.903,-30.296192,19.182217,-8.66506,2.3024585
7629,5167,5281,83.86,3.693,29.089,1.0,1.0,1.0,6.465,180.123,8.597,148.303,13.403,28.056,47.217,1.0,284.365,14.685,10.25,1.0,1.0,71.311,3.215,207.426,46.139,2.12,12.853,122.779,4.938,88.526,1.0,180.114,13.55,1.0,198.374,50.886,12.877,49.117,162.628,1.0,2.155,108.172,316.102,1.0,175.93,289.722,18.554,3.552,3.276,391.052,136.717,18.388,-49.483643,-8.14926,6.810881,1.2501454
7630,12995,15300,249.15,13.117,25.425,1.0,1.0,1.0,7.558,116.408,9.863,261.272,28.061,4.122,23.516,4.534,237.693,14.685,4.469,1.0,1.0,134.298,3.215,46.872,151.86,3.24,63.649,311.639,6.251,35.708,9.067,11.091,22.335,1.0,245.788,50.886,4.959,113.273,107.606,1.0,9.084,62.241,266.646,1.0,76.873,433.534,18.554,73.724,1.0,472.556,195.902,18.388,-48.921165,22.353,-9.407292,15.877857
7631,17801,4707,150.09,6.385,40.081,1.0,1.0,8.939,63.301,49.087,11.129,189.282,21.296,19.731,2.185,5.712,235.471,117.322,5.625,1.0,1.0,36.155,7.645,85.099,180.369,2.12,48.41,85.626,4.938,25.145,251.086,1.0,41.161,1.0,168.603,13.791,7.598,148.788,176.384,1.0,4.465,58.414,128.171,2.032,17.861,188.724,12.171,6.103,122.746,428.311,83.655,7.323,-9.507648,-106.886665,32.17688,4.178768
7633,11889,5546,311.4,3.693,66.949,1.0,1.0,448.234,69.859,202.964,21.259,506.038,57.377,132.119,6.925,23.383,299.922,119.033,7.938,2.202,1.0,91.818,40.871,220.168,103.157,2.12,97.514,139.291,6.251,32.69,429.911,13.614,265.81,1.0,227.043,35.536,8.918,29.641,286.429,1.0,3.31,73.724,251.103,3.064,47.367,312.776,15.363,30.345,164.845,321.192,145.901,16.807,13.760895,-90.54168,32.735252,-9.27165
7634,2870,10858,65.38,15.81,3.443,1.0,1.0,1.0,19.581,83.949,8.597,102.894,8.893,5.163,23.516,6.89,266.585,23.238,6.781,1.0,1.0,62.522,5.43,222.717,82.963,8.84,29.785,188.829,20.691,38.727,1.0,36.318,14.805,1.0,165.295,30.42,19.476,159.099,133.398,1.0,9.084,46.931,622.726,3.064,145.37,243.614,16.958,260.0,82.923,253.661,136.717,13.646,-41.512054,-8.64801,3.401615,1.413544
7637,6983,8832,164.02,6.385,2.221,1.0,1.0,6.293,3.186,106.791,4.798,118.399,15.658,2.041,5.74,3.356,267.696,14.685,3.312,1.0,1.0,63.987,4.323,105.487,40.2,4.36,56.876,168.188,8.876,38.727,1.0,65.33,4.765,1.0,158.679,22.745,10.238,25.058,147.153,1.0,19.479,138.793,522.402,2.032,183.307,300.7,48.875,85.207,1.0,282.769,98.961,38.937,-48.355576,-9.852142,5.7693377,3.7714665
7638,1574,1474,99.92,7.732,3.443,589.66,1.0,1.0,9.744,2.202,33.92,1.0,2.128,30.138,1.0,1.0,131.014,7.842,3.312,21.437,2.37,42.015,2.108,1.0,34.26,1.0,14.546,100.074,2.313,50.799,1.0,28.75,4.765,1.0,25.258,4.837,11.557,157.953,88.692,1.0,3.31,37.362,405.122,1.0,12.592,36.13,23.342,11.207,3.276,169.829,433.662,7.323,25.61274,-22.298527,-4.654991,-14.025313
7639,5859,12399,165.3,2.346,36.417,1.0,1.0,1.0,9.744,87.556,1.0,347.66,3.255,16.609,6.925,5.712,227.692,19.817,2.156,1.0,1.0,31.761,3.215,31.582,217.193,1.0,46.717,104.202,1.0,46.272,2.345,23.705,19.825,1.0,206.093,20.187,4.959,108.69,121.361,1.0,7.929,94.776,307.624,1.0,82.142,235.93,16.958,9.931,3.276,303.727,156.105,10.484,-62.982346,25.26257,-7.121592,13.658802
7640,22084,17971,132.18,15.81,7.106,1.0,1.0,1.0,4.279,145.26,26.323,282.315,34.826,2.041,12.851,1.0,219.913,11.264,16.031,1.0,1.0,27.367,2.108,143.714,66.333,4.36,7.773,192.957,25.942,96.071,1.0,2.261,47.436,1.0,268.944,26.583,14.197,165.972,74.936,1.0,9.084,133.052,253.929,3.064,200.168,317.167,32.917,169.414,27.17,360.78,269.373,45.259,-59.74748,17.399178,-1.345551,13.590932
7642,6977,3810,134.88,26.581,47.408,3.026,1.0,1.0,30.511,194.549,66.84,427.402,39.336,56.153,100.544,12.781,393.266,28.37,14.875,51.491,2.37,167.988,6.538,161.554,158.987,22.279,97.514,202.245,10.189,102.107,2.345,61.545,67.516,1.0,309.742,44.49,32.672,187.74,258.917,1.0,10.239,138.793,523.815,2.032,181.199,462.077,24.938,25.241,64.718,520.294,271.414,19.968,-27.017275,37.323616,-17.985004,0.65279907
7643,13591,3493,106.74,3.693,8.328,68.883,1.0,7.616,112.486,175.314,7.331,551.447,64.142,82.169,86.324,11.603,355.484,112.19,3.312,2.202,2.37,124.044,14.29,120.778,236.199,2.12,92.434,263.134,3.625,40.236,513.273,1.0,56.221,1.0,252.404,25.303,8.918,188.885,64.62,1.0,4.465,69.897,208.713,1.0,1.0,394.013,26.534,6.103,90.887,481.871,322.435,12.065,6.9812107,-108.14189,36.709896,-1.1548631
7645,6613,7574,111.43,10.425,31.532,1.0,1.0,1.0,34.883,168.101,59.243,143.873,49.484,57.194,55.512,8.068,341.038,11.264,4.469,112.801,1.0,140.157,7.645,82.551,31.885,41.318,107.673,146.515,2.313,44.763,1.0,88.034,16.06,1.0,253.507,267.059,7.598,329.799,184.981,1.0,5.62,94.776,580.335,1.0,206.491,356.688,45.684,248.517,14.654,358.451,143.86,23.13,-36.248955,0.55825424,-1.3850172,-0.6090113
7646,14719,6211,340.68,5.039,113.357,658.557,1.0,142.58,84.068,170.505,61.776,225.83,53.994,105.063,267.637,10.425,351.039,168.64,2.156,77.939,2.37,172.383,37.549,16.291,375.18,8.84,92.434,321.96,2.313,38.727,370.751,74.159,139.053,1.0,252.404,35.536,8.918,146.497,164.348,1.0,7.929,81.379,276.537,2.032,48.421,306.189,47.28,29.069,162.569,490.021,685.708,40.517,22.136768,-20.533722,-21.220669,-17.76259
7647,8030,4404,268.34,11.771,11.991,1.0,1.0,1.0,19.581,216.188,41.517,507.145,23.551,55.113,57.883,9.246,301.033,26.659,10.25,3.404,2.37,170.918,5.43,184.49,254.017,4.36,87.354,213.597,14.127,44.763,21.168,65.33,32.376,1.0,282.175,52.165,19.476,155.662,205.614,1.0,13.704,71.81,420.665,1.0,207.544,431.338,31.321,220.448,189.877,509.815,208.147,21.549,-27.249187,39.979534,-18.125359,2.4452505
7649,23713,6124,388.01,5.039,1.0,1.0,1.0,11.585,68.766,132.036,2.266,265.702,56.249,30.138,4.555,3.356,205.467,81.399,3.312,1.0,1.0,72.776,72.99,130.972,103.157,2.12,61.956,173.348,2.313,34.199,263.187,2.261,32.376,1.0,182.937,9.954,8.918,58.282,11.317,1.0,5.62,58.414,84.368,2.032,1.0,198.604,15.363,2.276,70.407,274.619,92.839,13.646,-11.870932,-108.51384,30.666288,5.2024207
7651,11045,14558,255.41,11.771,3.443,1.0,1.0,1.0,15.209,174.112,49.114,108.431,11.148,4.122,41.292,8.068,322.147,18.106,7.938,1.0,1.0,118.185,3.215,138.617,135.229,4.36,77.195,190.893,11.502,34.199,1.0,27.489,28.611,1.0,236.967,48.328,12.877,120.147,121.361,1.0,7.929,64.155,362.731,2.032,119.025,400.6,24.938,137.517,10.103,550.566,172.432,15.226,-34.842575,9.122722,-3.9929008,2.3376496
7652,4414,8014,149.8,25.235,38.859,1.0,1.0,1.0,42.534,139.249,17.46,446.231,23.551,19.731,14.036,3.356,309.923,16.396,9.094,1.0,1.0,83.029,4.323,202.329,183.932,5.48,83.968,136.195,10.189,35.708,1.0,57.761,18.57,1.0,286.586,160.891,7.598,296.576,205.614,1.0,18.324,125.397,365.557,2.032,163.285,435.73,24.938,100.517,8.965,632.07,267.332,34.195,-28.498274,32.61915,-15.983866,0.34094083
7653,9770,6559,80.87,3.693,40.081,1.0,1.0,8.939,4.279,217.39,30.122,243.551,2.128,17.65,51.957,1.0,279.92,35.212,5.625,1.0,1.0,141.622,4.323,176.844,58.018,1.0,67.036,382.849,6.251,56.835,2.345,114.523,26.101,1.0,212.709,64.956,10.238,44.534,162.628,1.0,5.62,87.121,563.379,2.032,291.848,440.121,26.534,8.655,184.188,514.472,221.413,12.065,-22.592957,-5.400425,0.08549638,-6.6883893
