class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,ATG7,P2Rx7_Park7,GalMac3,CD31,CD44,Trem2,TMEM119,CD74,AQP4,S100B,CD3e,SMA,CD8,CD14,Neurofilament,GFAP,HLA-A,P2Ry12,CD68,H2A.x,PSD-95,Synaptophysin,CD40,CollagenIV,DAPI_1,CD11c,IBA1,PCNA,CD45,ApoE,MAP2,Claudin5,CD4,CD11b,Vimentin,A-Beta,iNOS,CD34,NeuN,CD163,HLA-DR,UMAP_1,UMAP_2,TSNE_1,TSNE_2
diffuse,1001514,19037,14542,210.64,88.96,0.33,0.77,465.725,592.075,70.003,65.586,3.297,29.283,154.614,14.131,83.37,121.898,36.641,3.101,115.689,36.274,83.676,27.448,9.792,30.455,5.329,15.345,157.03,663.45,63.072,11.528,76.238,88.722,10.594,110.933,158.173,82.618,359.304,6.365,31.958,31.537,6.842,267.4,13.012,1.0,48.571,2.384,20.98,-27.545544,14.737274,-3.5815258,5.6905036
diffuse,1001515,18417,14554,465.9,199.19,0.15,0.66,449.918,558.775,99.87,84.337,6.741,29.283,145.458,15.142,110.827,191.892,31.4,3.101,99.592,56.43,145.683,40.671,9.792,36.591,5.329,17.394,168.175,661.32,68.927,9.189,46.979,89.754,10.594,91.721,160.554,113.632,341.085,6.365,29.577,29.356,8.789,334.0,14.013,1.0,24.786,1.0,13.619,-27.84853,15.792061,-3.6746242,5.7678995
diffuse,1001516,7033,14586,629.42,182.85,0.24,0.77,328.204,904.262,67.943,11.417,776.086,64.637,45.762,27.263,157.292,532.315,30.352,2.05,119.713,178.628,76.786,157.282,51.554,63.591,60.529,19.443,31.396,5.26,159.107,23.226,406.452,94.914,136.519,186.712,295.104,92.412,1.0,9.584,229.615,106.789,174.316,178.6,12.011,12.401,8.929,23.139,126.138,-114.42422,16.976204,10.225144,21.210793
diffuse,1001517,18592,14564,222.01,109.84,0.23,0.6,521.049,517.15,94.721,49.96,2.148,37.364,142.406,15.142,130.891,508.454,34.545,2.05,90.538,63.989,25.114,79.141,10.891,43.955,20.482,36.862,93.2,478.134,61.9,16.207,607.088,102.138,46.573,177.106,206.992,113.632,174.079,6.365,47.437,58.802,4.895,262.277,14.013,53.729,52.536,2.384,26.238,12.012543,-12.778135,-6.372533,5.263192
diffuse,1001518,1330,14577,355.18,159.09,0.18,0.73,246.008,565.019,42.196,65.586,1.0,35.344,174.96,34.334,51.689,101.218,33.496,2.05,102.61,144.614,169.797,109.195,35.069,32.909,12.906,10.222,150.951,233.177,173.161,12.698,105.498,198.117,63.363,83.183,240.331,453.162,183.188,7.438,174.843,129.692,20.474,151.277,24.023,1.0,24.786,24.522,25.186,28.381794,44.150528,-5.9698195,-9.645009
diffuse,1001519,16861,14630,1401.53,289.66,0.21,0.77,502.081,544.206,97.81,129.13,1.0,30.293,102.731,13.121,100.266,204.618,30.352,2.05,126.755,61.469,218.024,40.671,14.188,32.909,8.576,17.394,113.463,488.785,86.495,12.698,38.619,175.412,14.192,89.587,177.224,143.015,265.173,7.438,40.293,40.262,16.579,258.862,13.012,1.0,16.857,2.384,24.135,-27.933376,18.529823,-4.193117,4.4150214
diffuse,1001520,2912,14635,1264.02,340.41,0.14,0.68,261.815,554.613,46.315,47.877,1.0,36.354,127.147,23.222,63.305,74.175,32.448,3.101,134.804,104.301,125.014,57.502,48.257,51.318,24.811,9.197,128.661,245.957,119.287,13.868,134.757,89.754,36.978,84.25,191.513,570.691,110.313,7.438,145.075,88.249,4.895,267.4,44.043,8.126,38.661,5.151,34.651,29.46999,43.01358,-6.293278,-9.869882
diffuse,1001521,18141,14610,290.72,161.42,0.14,0.72,416.723,485.931,93.691,85.379,3.297,34.334,169.874,53.526,101.322,155.304,34.545,3.101,104.622,92.963,242.138,27.448,19.683,48.864,30.223,14.32,164.123,689.011,78.297,10.358,42.799,102.138,54.968,95.99,198.657,112.0,371.45,7.438,47.437,75.162,10.737,257.154,13.012,1.0,16.857,18.988,57.785,-27.35773,16.431553,-3.5499177,5.76884
diffuse,1001522,19856,14625,961.36,287.27,0.15,0.76,86.358,111.306,43.226,26.001,110.086,53.526,27.45,17.162,254.446,158.486,25.11,2.05,41.242,150.913,49.228,183.729,19.683,43.955,7.494,24.566,59.765,386.542,81.81,3.34,122.218,25.769,28.583,21.279,54.582,174.029,95.131,7.438,46.247,28.265,36.053,320.338,15.014,32.352,2.982,2.384,12.567,-53.458244,-14.715981,-2.5103145,16.9743
diffuse,1001523,11950,14605,251.14,129.14,0.19,0.69,549.502,646.188,51.465,52.044,1.0,18.172,106.8,7.061,107.659,210.981,41.882,2.05,144.864,69.028,128.459,13.022,13.089,12.045,8.576,18.418,169.189,627.239,78.297,17.377,84.598,91.818,9.395,136.548,205.801,356.853,407.888,7.438,106.973,45.715,4.895,64.185,16.015,2.425,14.875,2.384,13.619,-22.094086,20.409199,-7.4112864,-1.1870102
diffuse,1001524,13802,14609,256.47,95.14,0.36,0.78,394.593,460.956,82.362,73.92,1.0,33.324,134.268,18.172,77.034,160.076,26.158,2.05,184.1,82.885,166.352,37.065,22.98,46.409,11.823,19.443,151.965,556.947,114.603,13.868,97.138,126.907,35.779,117.337,202.229,776.368,243.918,6.365,95.066,88.249,10.737,216.169,37.036,2.425,22.804,3.767,28.341,-43.424316,46.5726,-11.418225,-1.5327114
diffuse,1001525,3192,14627,449.27,149.42,0.25,0.72,353.495,650.35,46.315,56.211,1.0,37.364,81.368,10.091,93.93,150.532,19.869,3.101,148.888,105.561,207.69,52.693,35.069,43.955,8.576,17.394,119.543,258.738,114.603,15.037,67.879,87.69,9.395,78.913,173.652,482.544,92.094,7.438,112.926,46.806,14.632,199.092,43.042,8.126,12.893,3.767,14.671,29.355385,43.46348,-5.9301205,-9.99665
diffuse,1001526,18397,14635,287.95,125.94,0.23,0.7,465.725,533.8,84.422,86.42,12.483,24.233,148.51,13.121,117.163,196.664,30.352,3.101,108.647,47.612,128.459,14.224,11.99,21.864,10.741,18.418,169.189,827.465,71.27,12.698,63.699,105.235,20.188,110.933,186.75,143.015,322.866,6.365,46.247,36.99,2.947,369.862,12.011,1.0,40.643,3.767,15.722,-28.228638,14.629021,-3.2424293,5.9828115
diffuse,1001527,9488,14645,185.12,140.02,0.12,0.57,332.946,664.919,2.03,5.167,324.814,29.283,64.073,9.081,113.995,311.199,31.4,2.05,36.211,38.793,242.138,86.354,26.277,25.545,12.906,6.123,20.251,15.91,67.756,18.547,113.858,43.313,45.373,90.654,147.456,61.397,1.0,10.657,158.173,68.618,14.632,258.862,3.002,15.251,2.982,2.384,15.722,-116.76796,14.4433975,9.614713,20.159382
diffuse,1001528,18654,14649,553.73,374.46,0.05,0.46,547.921,575.425,82.362,98.921,2.148,29.283,185.133,21.202,70.698,136.215,32.448,3.101,121.725,43.832,80.231,29.852,8.693,29.227,7.494,19.443,210.729,684.751,71.27,10.358,67.879,94.914,22.587,120.538,196.275,89.147,456.471,6.365,22.433,53.349,4.895,120.538,9.008,1.0,32.714,1.0,26.238,-25.759205,16.550495,-3.2744882,4.2103357
diffuse,1001529,19504,14645,379.63,180.55,0.15,0.61,208.071,413.088,94.721,42.668,4.445,43.425,69.16,12.111,203.757,217.344,21.965,3.101,75.447,71.547,49.228,67.119,17.485,80.773,5.329,13.295,97.253,533.516,87.666,5.679,30.259,50.537,17.79,34.087,74.824,121.794,177.116,8.511,26.005,26.084,14.632,330.585,18.017,1.0,4.964,1.0,18.877,-43.51971,3.1711845,-5.4323564,12.286105
diffuse,1001530,12529,14666,856.33,320.24,0.1,0.62,483.112,617.05,57.644,78.087,1.0,36.354,132.233,20.192,108.715,222.116,27.207,2.05,220.317,115.639,121.569,46.682,18.584,46.409,39.964,26.615,183.373,595.288,106.404,12.698,80.418,120.715,50.17,158.962,226.043,686.588,492.909,5.292,103.4,81.705,12.684,168.354,42.041,8.126,94.161,10.686,18.877,-45.03885,44.220207,-9.807909,-2.6495326
diffuse,1001531,14868,14666,442.38,167.58,0.2,0.68,535.275,273.644,61.764,77.045,1.0,49.485,181.064,34.334,63.305,190.301,48.172,2.05,161.967,153.433,187.021,15.426,28.475,48.864,21.564,19.443,156.017,469.614,130.999,15.037,155.657,161.996,77.754,172.837,247.476,722.5,295.538,5.292,134.359,128.602,8.789,378.4,51.05,1.0,26.768,30.057,60.94,-41.870277,44.54822,-12.254927,-1.1435024
diffuse,1001532,2828,14672,348.0,130.73,0.26,0.74,285.525,544.206,42.196,51.002,1.0,38.374,122.06,17.162,50.633,83.72,20.917,2.05,130.779,79.106,231.803,61.108,36.168,55.0,25.894,8.172,106.371,265.128,91.179,15.037,118.038,100.074,34.58,73.577,231.996,456.426,365.377,8.511,141.503,58.802,2.947,141.031,27.026,3.85,38.661,6.535,22.032,28.29673,43.10305,-5.8928237,-9.801948
diffuse,1001533,20150,14702,271.82,188.31,0.1,0.62,538.437,408.925,162.694,21.834,735.897,377.771,83.402,5.04,781.403,869.557,39.786,2.05,75.447,761.903,1.0,941.094,47.158,82.0,12.906,40.96,99.279,54.252,105.233,6.849,101.318,144.451,86.149,92.788,205.801,196.882,4.036,10.657,106.973,29.356,152.895,135.908,42.041,1.0,4.964,5.151,24.135,-73.13291,-20.89569,-5.7127123,21.859833
diffuse,1001534,19213,14662,193.3,114.39,0.19,0.65,377.206,673.244,102.96,76.003,3.297,32.313,137.32,15.142,135.115,234.842,42.931,3.101,131.785,56.43,21.669,43.076,10.891,62.364,7.494,16.369,151.965,759.303,73.612,8.019,38.619,79.434,9.395,89.587,133.168,90.779,249.991,7.438,28.386,31.537,12.684,173.477,15.014,1.0,48.571,2.384,19.928,-27.501778,12.934483,-2.9543602,6.0272346
diffuse,1001535,15396,14718,2156.38,321.59,0.26,0.84,377.206,334.0,72.063,76.003,38.893,38.374,144.441,35.344,89.706,217.344,32.448,2.05,98.586,95.483,224.914,69.523,25.178,29.227,44.294,16.369,84.081,456.834,93.522,9.189,63.699,141.355,89.747,141.885,208.182,178.926,213.553,5.292,85.54,103.517,4.895,347.662,10.009,5.275,68.393,17.604,40.96,-37.763657,21.825024,-7.390306,4.7681966
diffuse,1001536,19636,14697,260.81,141.69,0.16,0.72,174.877,317.35,75.153,49.96,9.038,38.374,65.091,11.101,198.477,206.209,30.352,3.101,65.387,75.327,63.007,93.567,14.188,51.318,5.329,15.345,99.279,535.646,73.612,5.679,21.9,39.185,11.794,25.548,71.251,103.838,246.954,7.438,9.335,30.447,10.737,127.369,14.013,1.0,2.982,1.0,20.98,-44.905487,2.5799866,-4.9012084,12.50937
diffuse,1001537,6514,14738,387.23,165.63,0.18,0.6,293.429,631.619,32.927,4.125,871.393,55.546,58.987,35.344,101.322,715.253,42.931,2.05,66.393,140.835,87.121,207.773,38.366,46.409,97.328,5.098,6.066,1.0,129.828,44.282,155.657,61.889,171.298,116.269,280.815,72.824,1.0,8.511,224.852,96.974,149.0,151.277,5.004,9.551,2.982,12.069,46.218,-114.22143,16.066998,9.615339,21.480526
diffuse,1001538,23052,14750,620.54,242.51,0.13,0.69,179.619,263.238,67.943,31.21,291.514,118.173,21.346,19.182,292.463,209.39,29.303,2.05,28.163,183.667,131.903,352.032,11.99,50.091,15.07,19.443,125.622,422.753,91.179,4.509,55.339,43.313,57.366,34.087,137.931,85.882,92.094,9.584,41.484,32.628,61.368,188.846,24.023,3.85,2.982,3.767,19.928,-51.605843,-9.842268,-4.214122,18.19283
diffuse,1001539,1933,14795,838.56,241.13,0.18,0.62,230.201,587.912,65.884,49.96,69.897,31.303,84.42,12.111,86.538,164.849,18.821,2.05,104.622,90.444,121.569,118.812,20.782,34.136,8.576,19.443,143.859,273.648,126.314,13.868,92.958,80.466,12.993,72.51,117.689,462.956,168.006,7.438,101.019,45.715,16.579,289.6,29.028,5.275,36.679,3.767,17.825,29.37999,44.43917,-5.997208,-9.712213
diffuse,1001540,19650,14783,903.59,311.85,0.12,0.69,179.619,279.888,71.033,49.96,22.817,65.647,85.437,24.233,220.653,230.07,26.158,3.101,75.447,133.276,66.452,190.942,19.683,64.818,7.494,23.542,101.305,627.239,90.008,6.849,76.238,59.825,39.377,43.692,111.735,138.118,253.027,8.511,52.2,45.715,22.421,371.569,22.021,2.425,4.964,1.0,17.825,-45.64846,-1.9066734,-5.454373,13.736965
diffuse,1001541,2226,14774,473.93,187.04,0.17,0.64,195.426,685.731,74.123,47.877,2.148,31.303,110.87,21.202,78.09,125.08,15.676,2.05,110.659,114.38,111.234,69.523,31.772,58.682,30.223,12.271,123.595,239.567,123.972,11.528,76.238,104.202,38.178,85.317,168.889,608.235,146.751,6.365,148.647,90.43,6.842,221.292,37.036,1.0,58.482,6.535,40.96,29.994572,44.56809,-6.189329,-10.243915
diffuse,1001542,19356,14768,331.8,136.45,0.22,0.68,393.013,594.156,83.392,63.503,3.297,34.334,176.995,24.233,154.124,190.301,20.917,3.101,96.574,90.444,52.672,73.13,18.584,50.091,9.659,30.714,134.74,654.93,92.351,8.019,42.799,94.914,45.373,97.058,172.461,115.265,222.663,7.438,43.865,40.262,12.684,279.354,18.017,1.0,10.911,2.384,17.825,-28.574356,12.948944,-3.6965694,6.2041397
diffuse,1001543,19471,14774,255.19,195.95,0.08,0.55,247.589,421.413,70.003,63.503,7.89,42.415,99.679,15.142,207.981,145.76,14.627,3.101,96.574,82.885,28.559,81.545,14.188,55.0,9.659,18.418,140.819,701.791,88.837,6.849,21.9,59.825,16.591,47.962,112.926,112.0,249.991,9.584,26.005,20.631,10.737,180.308,19.018,1.0,6.946,1.0,17.825,-37.89158,6.9915237,-4.391234,8.790704
diffuse,1001544,18297,14786,801.39,346.75,0.08,0.58,408.82,535.881,97.81,73.92,2.148,28.273,134.268,13.121,104.49,193.482,25.11,3.101,103.616,48.871,156.017,16.628,10.891,56.227,7.494,15.345,160.07,629.369,80.639,10.358,30.259,79.434,12.993,76.779,147.456,98.941,228.736,7.438,20.051,38.081,6.842,221.292,14.013,1.0,18.839,2.384,16.774,-28.947681,17.435509,-4.26262,5.3835425
diffuse,1001545,23164,14781,283.76,129.67,0.21,0.68,209.652,390.194,80.302,38.502,220.321,109.082,41.692,12.111,298.799,261.885,24.062,2.05,49.29,157.212,373.041,278.7,16.386,82.0,10.741,37.886,148.925,529.256,95.864,5.679,101.318,56.729,32.181,40.49,160.554,116.897,107.277,10.657,49.819,33.718,36.053,263.985,24.023,3.85,4.964,2.384,18.877,-46.183495,-5.5138226,-6.597058,15.238231
diffuse,1001546,18583,14832,493.83,205.44,0.15,0.67,536.856,585.831,96.78,84.337,1.0,26.253,179.03,18.172,85.482,150.532,33.496,3.101,108.647,40.053,56.117,17.83,10.891,63.591,5.329,16.369,189.452,795.514,78.297,19.717,30.259,99.042,15.391,117.337,192.703,85.882,368.413,9.584,28.386,29.356,20.474,199.092,11.01,6.7,34.696,1.0,32.547,-26.206314,14.696606,-3.106962,5.44119
diffuse,1001547,6453,14819,243.04,137.92,0.16,0.64,268.138,821.013,29.837,4.125,792.162,56.556,34.571,28.273,110.827,608.672,33.496,2.05,96.574,134.536,52.672,187.336,37.267,68.5,54.035,50.182,19.237,5.26,91.179,46.622,494.23,43.313,72.957,121.606,201.038,97.309,4.036,8.511,154.601,92.611,86.684,176.892,12.011,8.126,4.964,6.535,70.404,-114.129234,16.54274,9.974275,21.364618
diffuse,1001548,19343,14828,216.04,102.64,0.26,0.74,380.367,585.831,60.734,65.586,5.593,38.374,150.545,18.172,137.227,148.941,16.724,3.101,105.628,91.704,42.338,80.343,16.386,56.227,9.659,18.418,135.754,680.49,90.008,9.189,26.079,74.274,41.776,69.308,154.601,92.412,234.809,7.438,29.577,39.171,18.526,197.385,18.017,1.0,6.946,2.384,19.928,-29.176437,12.004761,-3.646397,6.4687433
diffuse,1001549,23340,14853,298.33,127.37,0.23,0.65,166.973,438.062,63.824,37.46,60.71,52.516,62.039,10.091,310.415,160.076,36.641,2.05,50.296,104.301,190.466,172.91,14.188,73.409,6.412,16.369,134.74,573.987,93.522,5.679,51.159,52.601,12.993,35.154,109.354,141.382,152.824,7.438,39.103,14.087,18.526,342.538,28.027,1.0,2.982,2.384,20.98,-44.82541,-2.6432953,-5.935794,14.380904
diffuse,1001550,19396,14849,226.98,127.94,0.17,0.69,348.753,444.306,44.256,64.544,11.334,38.374,126.129,13.121,111.883,102.809,20.917,3.101,96.574,65.248,94.01,100.78,11.99,57.455,3.165,17.394,137.78,689.011,91.179,9.189,9.36,75.306,14.192,71.442,151.029,92.412,216.59,7.438,15.288,22.812,16.579,170.062,15.014,1.0,10.911,1.0,7.309,-33.85195,11.006035,-4.411135,7.300381
diffuse,1001551,14758,14875,440.67,158.37,0.22,0.73,536.856,298.619,75.153,74.961,1.0,36.354,126.129,16.152,84.426,185.529,38.738,2.05,140.84,86.665,238.693,38.267,19.683,34.136,12.906,18.418,140.819,452.574,97.035,12.698,122.218,152.708,26.185,141.885,228.424,645.779,441.289,7.438,118.88,53.349,6.842,173.477,32.031,2.425,82.268,5.151,24.135,-43.18628,43.137756,-11.206352,-1.250701
diffuse,1001552,18466,14876,286.75,137.45,0.19,0.72,500.5,589.994,115.319,87.462,3.297,23.222,195.307,23.222,104.49,287.338,36.641,3.101,108.647,58.95,42.338,16.628,14.188,99.182,9.659,18.418,197.558,780.603,82.981,9.189,55.339,100.074,29.783,107.731,205.801,100.574,335.012,6.365,48.628,66.437,10.737,187.138,12.011,1.0,26.768,1.0,30.444,-26.191864,13.305508,-2.9168828,5.882616
diffuse,1001553,19540,14886,273.53,137.39,0.18,0.67,170.134,269.481,68.973,54.127,12.483,43.425,66.108,15.142,135.115,163.258,27.207,3.101,73.435,82.885,38.893,118.812,14.188,55.0,5.329,17.394,108.398,618.719,82.981,6.849,26.079,48.473,21.388,31.952,84.349,134.853,213.553,8.511,34.34,32.628,16.579,182.015,22.021,1.0,4.964,1.0,7.309,-45.374275,1.9881668,-5.0882587,12.068494
diffuse,1001554,18112,14926,245.39,129.36,0.18,0.66,446.756,575.425,88.541,86.42,1.0,37.364,145.458,13.121,101.322,183.938,21.965,3.101,130.779,56.43,193.91,7.011,13.089,52.545,7.494,16.369,148.925,731.612,88.837,10.358,46.979,78.402,17.79,106.663,155.791,112.0,577.93,7.438,24.814,20.631,12.684,291.308,16.015,2.425,62.446,1.0,16.774,-25.696854,15.788429,-2.4900615,5.0404253
diffuse,1001555,15576,15045,1593.2,415.17,0.12,0.7,500.5,429.737,77.212,108.296,118.124,54.536,126.129,21.202,107.659,241.205,28.255,2.05,111.665,63.989,276.586,121.217,20.782,36.591,10.741,29.689,132.714,633.629,80.639,13.868,59.519,130.003,29.783,110.933,201.038,84.25,359.304,11.73,42.675,45.715,36.053,205.923,12.011,5.275,80.286,12.069,30.444,-27.782692,19.450867,-4.914301,4.2503953
diffuse,1001556,19418,15041,1296.07,318.55,0.16,0.75,264.976,315.269,53.525,62.461,7.89,53.526,101.714,17.162,139.339,179.166,31.4,3.101,92.55,77.846,104.345,126.025,16.386,51.318,7.494,19.443,137.78,693.271,84.152,8.019,38.619,59.825,24.986,56.5,121.261,112.0,240.881,8.511,22.433,28.265,14.632,236.662,22.021,1.0,6.946,2.384,17.825,-40.147667,6.0195656,-4.935071,9.14627
diffuse,1001557,17207,15063,1914.76,377.99,0.17,0.79,446.756,500.5,115.319,98.921,1.0,40.394,150.545,16.152,73.866,152.123,34.545,3.101,112.671,55.17,197.355,56.3,17.485,42.727,6.412,16.369,139.806,625.109,77.125,11.528,46.979,128.971,15.391,89.587,203.42,128.324,371.45,8.511,23.623,33.718,18.526,322.046,16.015,2.425,18.839,2.384,26.238,-27.37516,18.482735,-4.048614,4.661925
diffuse,1001558,18309,15056,892.93,345.87,0.09,0.65,451.498,550.45,85.452,82.253,2.148,34.334,150.545,31.303,74.922,140.987,28.255,3.101,114.683,60.209,83.676,22.639,11.99,46.409,12.906,17.394,160.07,684.751,77.125,9.189,67.879,83.562,30.982,102.394,174.843,89.147,265.173,8.511,28.386,35.9,6.842,219.585,15.014,1.0,34.696,2.384,22.032,-28.283058,16.990414,-3.963989,5.248217
diffuse,1001559,19215,15070,320.07,147.52,0.18,0.65,329.785,583.75,75.153,73.92,4.445,47.465,144.441,21.202,77.034,104.4,33.496,3.101,118.707,69.028,59.562,50.289,13.089,52.545,7.494,21.492,153.991,642.149,79.468,9.189,17.72,87.69,24.986,84.25,153.41,87.515,198.371,7.438,33.149,44.624,8.789,308.385,19.018,1.0,10.911,2.384,23.083,-29.671642,12.520767,-4.0561438,6.0718675
diffuse,1001560,6415,15084,498.23,267.46,0.09,0.58,200.168,558.775,9.239,6.209,583.176,51.506,117.991,90.9,65.418,572.084,36.641,2.05,64.381,110.6,97.455,159.686,42.762,61.136,75.681,6.123,16.198,11.65,104.062,29.075,230.895,47.441,122.127,139.75,233.187,67.926,7.073,10.657,222.471,142.779,51.632,154.692,9.008,15.251,2.982,16.22,69.353,-114.46196,15.458839,9.569094,20.894108
diffuse,1001561,10293,15124,2183.46,438.34,0.14,0.76,347.172,723.194,30.867,18.709,367.3,49.485,48.814,16.152,131.947,408.236,32.448,2.05,80.477,85.405,259.362,154.877,30.673,57.455,29.141,9.197,52.672,190.576,102.891,19.717,113.858,47.441,57.366,92.788,170.08,169.132,37.438,8.511,129.596,69.709,129.526,303.262,12.011,16.676,4.964,3.767,55.682,-116.58638,15.6661415,10.1046715,20.318918
diffuse,1001562,19080,15094,580.81,197.59,0.19,0.68,400.916,617.05,99.87,78.087,2.148,48.475,170.891,25.243,81.258,172.803,32.448,3.101,126.755,58.95,32.003,46.682,14.188,57.455,9.659,22.517,166.149,725.222,78.297,9.189,46.979,83.562,34.58,105.596,201.038,92.412,304.647,8.511,39.103,36.99,10.737,308.385,20.019,1.0,54.518,2.384,15.722,-27.222473,14.257214,-3.4208114,5.607885
diffuse,1001563,2018,15096,250.57,118.08,0.23,0.71,220.717,683.65,88.541,46.835,3.297,20.192,79.333,9.081,70.698,123.489,17.772,2.05,117.701,98.003,121.569,76.736,25.178,40.273,5.329,8.172,146.899,224.657,121.63,10.358,46.979,101.106,3.399,51.163,122.452,647.412,116.386,6.365,115.308,54.44,14.632,117.123,47.046,1.0,22.804,2.384,9.413,30.499031,45.38212,-6.5735774,-10.252896
diffuse,1001564,5870,15137,1120.19,379.57,0.1,0.66,189.103,729.438,30.867,8.292,525.762,61.607,102.731,178.78,96.042,413.008,29.303,2.05,107.64,153.433,131.903,170.505,46.059,77.091,142.787,19.443,15.185,9.52,120.458,20.886,347.933,66.018,166.501,156.827,279.625,100.574,7.073,7.438,190.322,168.954,55.526,282.769,13.012,12.401,4.964,10.686,112.467,-114.809105,16.333572,9.927811,20.9049
diffuse,1001565,18867,15101,227.55,74.14,0.52,0.86,386.69,510.906,153.425,65.586,4.445,39.384,105.783,11.101,111.883,425.734,40.834,2.05,75.447,53.91,59.562,51.491,24.079,23.091,4.247,17.394,123.595,569.727,50.189,68.848,51.159,72.21,12.993,85.317,97.447,107.103,128.532,22.461,49.819,32.628,39.947,330.585,12.011,15.251,12.893,2.384,10.464,-32.385094,11.045879,-3.4329083,7.781678
diffuse,1001566,17715,15150,742.62,209.56,0.21,0.8,443.595,477.606,107.079,90.587,1.0,45.445,175.978,19.182,68.586,210.981,41.882,3.101,114.683,74.067,90.566,71.928,18.584,43.955,7.494,20.468,159.057,652.8,92.351,10.358,55.339,123.811,32.181,99.192,186.75,113.632,322.866,7.438,42.675,46.806,8.789,359.615,20.019,1.0,12.893,2.384,24.135,-29.811066,15.977722,-4.1620207,6.0937243
diffuse,1001567,8172,15153,234.87,155.54,0.12,0.62,238.104,729.438,15.419,11.417,312.183,34.334,90.523,37.364,122.443,401.873,34.545,2.05,88.526,120.678,159.462,132.036,30.673,43.955,31.306,7.148,21.264,11.65,95.864,39.603,130.577,47.441,118.529,132.279,206.992,64.662,4.036,12.803,258.192,119.877,26.316,141.031,7.006,22.377,2.982,5.151,38.857,-116.363266,15.343376,9.8886,20.594286
diffuse,1001568,13431,15159,241.19,111.37,0.24,0.76,451.498,375.625,59.704,72.878,1.0,25.243,80.35,8.071,74.922,233.252,31.4,2.05,185.106,81.625,162.907,34.661,17.485,34.136,5.329,16.369,167.162,516.475,113.431,13.868,151.477,119.683,9.395,125.875,164.126,624.559,559.711,7.438,105.782,48.987,12.684,134.2,33.032,1.0,16.857,2.384,14.671,-44.05743,42.752388,-10.2605715,-2.1199412
diffuse,1001569,18602,15175,348.93,134.78,0.24,0.75,472.047,506.744,83.392,85.379,4.445,36.354,161.735,17.162,81.258,160.076,26.158,3.101,122.731,48.871,66.452,29.852,13.089,43.955,9.659,18.418,169.189,612.328,81.81,9.189,51.159,91.818,20.188,149.356,177.224,84.25,423.07,9.584,43.865,32.628,12.684,277.646,13.012,2.425,92.179,1.0,15.722,-27.948757,15.0346985,-3.697015,5.634346
diffuse,1001570,8469,15183,192.37,132.24,0.14,0.64,241.266,698.219,16.448,9.334,390.266,33.324,271.605,165.648,128.779,457.549,29.303,2.05,99.592,240.357,128.459,128.43,74.634,53.773,175.257,6.123,8.092,1.0,197.755,40.773,67.879,78.402,286.429,149.356,378.453,85.882,1.0,7.438,333.206,311.824,53.579,134.2,8.007,10.976,2.982,79.868,165.046,-115.85592,16.198502,10.327377,20.930382
diffuse,1001571,19869,15196,307.43,154.31,0.16,0.62,105.326,80.087,44.256,37.46,150.276,88.88,19.312,10.091,201.645,140.987,29.303,3.101,48.284,150.913,159.462,259.466,18.584,52.545,11.823,20.468,84.081,409.972,90.008,4.509,55.339,24.737,32.181,25.548,83.159,146.279,101.204,11.73,51.01,43.534,41.895,316.923,27.026,1.0,2.982,6.535,11.516,-53.06874,-15.327692,-2.966767,16.893202
diffuse,1001572,15724,15643,3728.83,1542.59,0.02,0.16,710.733,3.081,921.728,919.788,668.148,915.151,954.221,932.323,519.508,4.182,979.035,353.959,952.716,765.682,180.131,475.856,803.277,927.591,951.295,881.145,910.84,669.84,888.74,894.719,272.695,968.007,895.663,957.308,1000.0,769.838,79.948,910.938,951.181,794.965,499.526,684.077,959.96,806.185,910.804,885.157,838.057,23.75639,16.115269,1.6567357,-23.101429
diffuse,1001573,21832,15199,198.63,75.11,0.44,0.83,43.679,17.65,554.055,209.342,7.89,147.466,16.26,60.597,1.0,23.271,100.586,799.36,55.326,55.17,1.0,1.0,107.604,240.318,75.681,14.32,317.114,1.0,231.719,513.368,740.845,396.265,23.786,281.702,78.396,376.441,1.0,143.714,147.456,233.3,994.158,147.862,86.085,210.491,52.536,129.68,45.166,-5.494896,60.543655,3.3666282,22.548603
diffuse,1001574,14534,15229,581.59,210.42,0.17,0.67,427.788,200.8,77.212,80.17,1.0,66.657,148.51,15.142,101.322,234.842,40.834,3.101,162.973,108.081,162.907,47.884,33.97,35.364,23.729,19.443,102.318,303.469,123.972,10.358,155.657,161.996,32.181,150.423,231.996,794.324,158.897,6.365,176.033,105.699,8.789,339.123,48.047,6.7,125.875,2.384,35.702,-41.219757,44.244186,-12.812143,-0.51890695
